actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
174,PT00M18.20S,2023-11-07T00:39:39.9Z,1,REGULAR,substitution,in,[],1630543,,,1610612759,41,27,2023-11-07T00:39:49Z,1720000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M18.20S,2023-11-07T00:40:03.7Z,1,REGULAR,freethrow,2 of 2,[],203926,,,1610612759,41,28,2023-11-07T00:40:03Z,1730000,False,,,0,,D. McDermott Free Throw 2 of 2 (6 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
176,PT00M01.10S,2023-11-07T00:40:24.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,75.3777923784494,88.97058823529412,1610612754,44,28,2023-11-07T00:40:29Z,1740000,False,195.0,179.0,1,right,B. Hield 26' 3PT step back (6 PTS) (A. Nembhard 1 AST),"[1627741, 1629614]",1610612754.0,IND,step back,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.46,Made,,,,,,,6.0,,,A. Nembhard,1629614.0,1.0,,,,,,
178,PT00M00.00S,2023-11-07T00:40:30.5Z,1,REGULAR,period,end,[],0,,,1610612759,44,28,2023-11-07T00:40:30Z,1760000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-11-07T00:42:36.1Z,2,REGULAR,substitution,out,['startperiod'],1630577,,,1610612759,44,28,2023-11-07T00:43:06Z,1770000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-11-07T00:42:36.1Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,44,28,2023-11-07T00:43:06Z,1780000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-11-07T00:42:36.1Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,44,28,2023-11-07T00:43:06Z,1790000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-11-07T00:42:36.1Z,2,REGULAR,substitution,in,['startperiod'],1631110,,,1610612759,44,28,2023-11-07T00:43:06Z,1800000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-11-07T00:43:16.3Z,2,REGULAR,period,start,[],0,,,1610612759,44,28,2023-11-07T00:43:16Z,1810000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M43.00S,2023-11-07T00:43:33.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,6.389618922470433,54.65686274509803,1610612759,44,28,2023-11-07T00:43:40Z,1820000,False,-23.0,8.0,1,left,MISS V. Wembanyama DUNK - blocked,"[1641705, 1630543]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,Jackson,1630543.0
187,PT11M43.00S,2023-11-07T00:43:33.1Z,2,REGULAR,block,,[],1630543,,,1610612759,44,28,2023-11-07T00:43:40Z,1822500,False,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
186,PT11M41.00S,2023-11-07T00:43:35.1Z,2,REGULAR,rebound,defensive,[],1629614,,,1610612754,44,28,2023-11-07T00:43:50Z,1825000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,
185,PT11M35.00S,2023-11-07T00:43:39.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,67.7562417871222,39.21568627450981,1610612754,47,28,2023-11-07T00:43:47Z,1830000,False,-54.0,251.0,1,right,B. Hield 25' 3PT running (9 PTS) (A. Nembhard 2 AST),"[1627741, 1629614]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.63,Made,,,,,,,9.0,,,A. Nembhard,1629614.0,2.0,,,,,,
189,PT11M16.00S,2023-11-07T00:44:02.9Z,2,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612759,47,28,2023-11-07T00:44:08Z,1850000,False,,,0,,I. Jackson shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1630543, 1641705]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,1626301.0,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,
191,PT11M16.00S,2023-11-07T00:44:35.3Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,47,28,2023-11-07T00:44:35Z,1870000,False,,,0,,MISS V. Wembanyama Free Throw 1 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT11M16.00S,2023-11-07T00:44:35.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,47,28,2023-11-07T00:44:35Z,1880000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,
193,PT11M16.00S,2023-11-07T00:44:52.8Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,47,29,2023-11-07T00:44:52Z,1890000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (3 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
194,PT10M58.00S,2023-11-07T00:45:12.8Z,2,REGULAR,3pt,Jump Shot,[],1629614,70.90998685939553,23.284313725490197,1610612754,47,29,2023-11-07T00:45:16Z,1900000,False,-134.0,221.0,1,right,MISS A. Nembhard 25' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
195,PT10M55.00S,2023-11-07T00:45:15.8Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612759,47,29,2023-11-07T00:45:16Z,1910000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,,
196,PT10M47.00S,2023-11-07T00:45:24.2Z,2,REGULAR,3pt,Jump Shot,[],203926,24.78646517739816,86.27450980392157,1610612759,47,32,2023-11-07T00:45:28Z,1920000,False,-181.0,180.0,1,left,D. McDermott 25' 3PT  (9 PTS) (C. Osman 1 AST),"[203926, 1626224]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,25.59,Made,,,,,,,9.0,,,C. Osman,1626224.0,1.0,,,,,,
198,PT10M39.00S,2023-11-07T00:45:33.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,47,32,2023-11-07T00:45:37Z,1940000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,
199,PT10M29.00S,2023-11-07T00:45:53.1Z,2,REGULAR,3pt,Jump Shot,[],1627741,65.65374507227332,50.0,1610612754,50,32,2023-11-07T00:45:56Z,1950000,False,0.0,270.0,1,right,B. Hield 27' 3PT  (12 PTS) (A. Nembhard 3 AST),"[1627741, 1629614]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,27.04,Made,,,,,,,12.0,,,A. Nembhard,1629614.0,3.0,,,,,,
201,PT10M08.00S,2023-11-07T00:46:13.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,8.886333771353483,54.166666666666664,1610612759,50,32,2023-11-07T00:46:17Z,1970000,False,-21.0,31.0,1,left,MISS V. Wembanyama driving Layup,[1641705],1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
202,PT10M05.00S,2023-11-07T00:46:16.9Z,2,REGULAR,rebound,offensive,[],1626224,,,1610612759,50,32,2023-11-07T00:46:17Z,1980000,False,,,0,,C. Osman REBOUND (Off:1 Def:1),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,201.0,2.0,1.0,1.0,,,,,,,,,,,,,,
203,PT10M05.00S,2023-11-07T00:46:18.6Z,2,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612759,50,32,2023-11-07T00:46:28Z,1990000,False,,,0,,I. Jackson shooting personal FOUL (2 PF) (Osman 2 FT),"[1630543, 1626224]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,,,,2.0,0.0,Osman,1626224.0,,
205,PT10M05.00S,2023-11-07T00:46:51.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626224,,,1610612759,50,32,2023-11-07T00:46:51Z,2010000,False,,,0,,MISS C. Osman Free Throw 1 of 2,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
206,PT10M05.00S,2023-11-07T00:46:51.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,50,32,2023-11-07T00:46:51Z,2020000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,
207,PT10M05.00S,2023-11-07T00:46:51.9Z,2,REGULAR,substitution,out,[],1629646,,,1610612759,50,32,2023-11-07T00:46:57Z,2030000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M05.00S,2023-11-07T00:46:51.9Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,50,32,2023-11-07T00:46:57Z,2040000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M05.00S,2023-11-07T00:47:12.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626224,,,1610612759,50,33,2023-11-07T00:47:12Z,2050000,False,,,0,,C. Osman Free Throw 2 of 2 (4 PTS),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
210,PT09M54.00S,2023-11-07T00:47:25.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,85.23324572930355,58.57843137254902,1610612754,50,33,2023-11-07T00:47:29Z,2060000,False,43.0,86.0,1,right,MISS A. Nembhard 9' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,9.64,Missed,,,,,,,,,,,,,,,,,,
211,PT09M51.00S,2023-11-07T00:47:28.4Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,50,33,2023-11-07T00:47:29Z,2070000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,
212,PT09M47.00S,2023-11-07T00:47:32.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,35.69316688567674,50.245098039215684,1610612759,50,36,2023-11-07T00:47:37Z,2080000,False,-1.0,283.0,1,left,V. Wembanyama 28' 3PT running (6 PTS) (D. McDermott 2 AST),"[1641705, 203926]",1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,28.3,Made,,,,,,,6.0,,,D. McDermott,203926.0,2.0,,,,,,
214,PT09M44.00S,2023-11-07T00:47:39.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,50,36,2023-11-07T00:47:39Z,2100000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M44.00S,2023-11-07T00:49:23.2Z,2,REGULAR,substitution,out,[],1631097,,,1610612754,50,36,2023-11-07T00:50:22Z,2110000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M44.00S,2023-11-07T00:49:23.2Z,2,REGULAR,substitution,out,[],1630543,,,1610612754,50,36,2023-11-07T00:50:22Z,2120000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M44.00S,2023-11-07T00:49:23.2Z,2,REGULAR,substitution,out,[],1626224,,,1610612754,50,36,2023-11-07T00:50:22Z,2130000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M44.00S,2023-11-07T00:49:23.2Z,2,REGULAR,substitution,in,[],1628971,,,1610612754,50,36,2023-11-07T00:50:22Z,2140000,False,,,0,,SUB in: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M44.00S,2023-11-07T00:49:23.2Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,50,36,2023-11-07T00:50:22Z,2150000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M44.00S,2023-11-07T00:49:23.2Z,2,REGULAR,substitution,in,[],1631103,,,1610612754,50,36,2023-11-07T00:50:22Z,2160000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M31.00S,2023-11-07T00:50:49.8Z,2,REGULAR,3pt,Jump Shot,[],1629614,66.5735873850197,53.67647058823529,1610612754,53,36,2023-11-07T00:50:57Z,2170000,False,18.0,262.0,1,right,A. Nembhard 26' 3PT pullup (3 PTS) (B. Hield 1 AST),"[1629614, 1627741]",1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,26.23,Made,,,,,,,3.0,,,B. Hield,1627741.0,1.0,,,,,,
223,PT09M16.00S,2023-11-07T00:51:04.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,9.674770039421814,50.0,1610612759,53,36,2023-11-07T00:51:09Z,2190000,False,0.0,38.0,1,left,MISS J. Sochan cutting DUNK - blocked,"[1631110, 1626167]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0
224,PT09M16.00S,2023-11-07T00:51:04.4Z,2,REGULAR,block,,[],1626167,,,1610612759,53,36,2023-11-07T00:51:06Z,2200000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT09M13.00S,2023-11-07T00:51:07.4Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,53,36,2023-11-07T00:51:09Z,2210000,False,,,0,,Z. Collins REBOUND (Off:1 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,223.0,3.0,2.0,1.0,,,,,,,,,,,,,,
226,PT09M13.00S,2023-11-07T00:51:09.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,6.389618922470433,53.92156862745098,1610612759,53,38,2023-11-07T00:51:13Z,2220000,False,-20.0,8.0,1,left,Z. Collins driving finger roll Layup (7 PTS),[1628380],1610612759.0,SAS,driving finger roll,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,7.0,,,,,,,,,,,
227,PT09M13.00S,2023-11-07T00:51:11.7Z,2,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612759,53,38,2023-11-07T00:51:20Z,2230000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Collins 1 FT),"[1626167, 1628380]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,1628953.0,,,,,,,,2.0,0.0,Collins,1628380.0,,
229,PT09M13.00S,2023-11-07T00:51:33.8Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628380,,,1610612759,53,38,2023-11-07T00:51:35Z,2250000,False,,,0,,MISS Z. Collins Free Throw 1 of 1,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
230,PT09M12.00S,2023-11-07T00:51:34.8Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612754,53,38,2023-11-07T00:51:35Z,2260000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,,
231,PT08M52.00S,2023-11-07T00:51:53.9Z,2,REGULAR,3pt,Jump Shot,[],1629614,73.40670170827858,14.705882352941178,1610612754,56,38,2023-11-07T00:51:57Z,2270000,False,-176.0,197.0,1,right,A. Nembhard 26' 3PT  (6 PTS) (A. Nesmith 2 AST),"[1629614, 1630174]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,26.49,Made,,,,,,,6.0,,,A. Nesmith,1630174.0,2.0,,,,,,
233,PT08M38.00S,2023-11-07T00:52:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203926,5.995400788436268,54.41176470588235,1610612759,56,38,2023-11-07T00:52:12Z,2290000,False,-22.0,4.0,1,left,MISS D. McDermott cutting finger roll Layup,[203926],1610612759.0,SAS,cutting finger roll,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
234,PT08M35.00S,2023-11-07T00:52:11.5Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,56,38,2023-11-07T00:52:12Z,2300000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,233.0,1.0,1.0,0.0,,,,,,,,,,,,,,
235,PT08M33.00S,2023-11-07T00:52:14.9Z,2,REGULAR,foul,offensive,[],1629614,,,1610612754,56,38,2023-11-07T00:52:20Z,2310000,False,,,0,,A. Nembhard offensive FOUL (1 PF),"[1629614, 1631110]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,,,1626301.0,,,,,,,,1.0,0.0,Sochan,1631110.0,,
237,PT08M33.00S,2023-11-07T00:52:14.9Z,2,REGULAR,turnover,offensive foul,[],1629614,,,1610612754,56,38,2023-11-07T00:52:14Z,2330000,False,,,0,,A. Nembhard offensive foul TURNOVER (1 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,,,1626301.0,1.0,,,,,,,,,,,,
238,PT08M33.00S,2023-11-07T00:52:22.5Z,2,REGULAR,substitution,out,[],203926,,,1610612759,56,38,2023-11-07T00:52:26Z,2340000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M33.00S,2023-11-07T00:52:22.5Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,56,38,2023-11-07T00:52:26Z,2350000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M20.00S,2023-11-07T00:52:47.9Z,2,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612759,56,38,2023-11-07T00:52:54Z,2360000,False,,,0,,A. Nembhard shooting personal FOUL (2 PF) (Wembanyama 2 FT),"[1629614, 1641705]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,,,,,,,,2.0,0.0,Wembanyama,1641705.0,,
242,PT08M20.00S,2023-11-07T00:53:16.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1641705,,,1610612759,56,39,2023-11-07T00:53:16Z,2380000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (7 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
243,PT08M20.00S,2023-11-07T00:53:31.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1641705,,,1610612759,56,40,2023-11-07T00:53:31Z,2390000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (8 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
244,PT08M04.00S,2023-11-07T00:53:48.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,80.6340341655716,52.69607843137255,1610612754,58,40,2023-11-07T00:53:52Z,2400000,False,13.0,130.0,1,right,B. Brown 13' pullup Jump Shot (4 PTS) (M. Turner 1 AST),"[1628971, 1626167]",1610612754.0,IND,pullup,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.02,Made,,,,,,,4.0,,,M. Turner,1626167.0,1.0,,,,,,
246,PT07M44.00S,2023-11-07T00:54:07.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,9.543363994743759,47.794117647058826,1610612759,58,42,2023-11-07T00:54:10Z,2420000,False,11.0,37.0,1,left,Z. Collins Hook (9 PTS) (K. Johnson 3 AST),"[1628380, 1629640]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,3.88,Made,,,,,,,9.0,,,K. Johnson,1629640.0,3.0,,,,,,
247,PT07M26.00S,2023-11-07T00:54:25.4Z,2,REGULAR,2pt,Jump Shot,[],1629614,78.9257555847569,37.00980392156863,1610612754,58,42,2023-11-07T00:54:29Z,2430000,False,-65.0,146.0,1,right,MISS A. Nembhard 15' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Center,15.95,Missed,,,,,,,,,,,,,,,,,,
248,PT07M24.00S,2023-11-07T00:54:27.4Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,58,42,2023-11-07T00:54:29Z,2440000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Center,,,247.0,4.0,4.0,0.0,,,,,,,,,,,,,,
249,PT07M17.00S,2023-11-07T00:54:34.9Z,2,REGULAR,2pt,Jump Shot,[],1631103,21.895532194480946,37.99019607843137,1610612759,58,44,2023-11-07T00:54:39Z,2450000,False,60.0,153.0,1,left,M. Branham 16' pullup Jump Shot (6 PTS) (J. Sochan 1 AST),"[1631103, 1631110]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Right Center,16.46,Made,,,,,,,6.0,,,J. Sochan,1631110.0,1.0,,,,,,
251,PT07M06.00S,2023-11-07T00:54:45.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,92.06636005256242,56.86274509803921,1610612754,60,44,2023-11-07T00:54:48Z,2470000,False,34.0,22.0,1,right,A. Nesmith driving Layup (7 PTS) (B. Brown 1 AST),"[1630174, 1628971]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,,,7.0,,,B. Brown,1628971.0,1.0,,,,,,
253,PT06M46.00S,2023-11-07T00:55:04.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,12.434296977660972,49.26470588235294,1610612759,60,44,2023-11-07T00:55:08Z,2480000,False,4.0,64.0,1,left,MISS J. Sochan 6' fadeaway Shot,[1631110],1610612759.0,SAS,fadeaway,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,,,,,,,,,,,,,,
254,PT06M44.00S,2023-11-07T00:55:06.8Z,2,REGULAR,rebound,defensive,[],1629614,,,1610612754,60,44,2023-11-07T00:55:08Z,2490000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,253.0,2.0,2.0,0.0,,,,,,,,,,,,,,
255,PT06M42.00S,2023-11-07T00:55:10.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,79.188567674113,94.36274509803921,1610612754,63,44,2023-11-07T00:55:16Z,2500000,False,222.0,143.0,1,right,A. Nesmith 26' 3PT pullup (10 PTS) (A. Nembhard 4 AST),"[1630174, 1629614]",1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,26.4,Made,,,,,,,10.0,,,A. Nembhard,1629614.0,4.0,,,,,,
257,PT06M39.00S,2023-11-07T00:55:20.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,63,44,2023-11-07T00:55:20Z,2520000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M39.00S,2023-11-07T00:57:38.8Z,2,REGULAR,substitution,out,[],1627741,,,1610612759,63,44,2023-11-07T00:58:07Z,2530000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M39.00S,2023-11-07T00:57:38.8Z,2,REGULAR,substitution,out,[],1630174,,,1610612759,63,44,2023-11-07T00:58:07Z,2540000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M39.00S,2023-11-07T00:57:38.8Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,63,44,2023-11-07T00:58:07Z,2550000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
