actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
15,PT10M53.00S,2024-03-16T23:12:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.81011826544021,50.73529411764706,1610612754,2,2,2024-03-16T23:12:21Z,150000,False,4.0,71.0,1,right,P. Siakam 7' fadeaway Jump Shot (2 PTS),[1627783],1610612754.0,IND,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M38.00S,2024-03-16T23:12:31.5Z,1,REGULAR,3pt,Jump Shot,[],1627827,30.699737187910642,20.588235294117645,1610612751,2,5,2024-03-16T23:12:35Z,160000,False,147.0,236.0,1,left,D. Finney-Smith 27' 3PT  (3 PTS) (M. Bridges 1 AST),"[1627827, 1628969]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,27.82,Made,,,,,3.0,,,M. Bridges,1628969.0,1.0,,,,,,,,
18,PT10M29.00S,2024-03-16T23:12:44.7Z,1,REGULAR,foul,personal,[],1627827,,,1610612754,2,5,2024-03-16T23:12:49Z,180000,False,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1627783]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,1.0,0.0,Siakam,1627783.0,,,
20,PT10M22.00S,2024-03-16T23:13:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.59855453350855,58.57843137254902,1610612754,2,5,2024-03-16T23:13:11Z,200000,False,43.0,64.0,1,right,MISS P. Siakam 7' driving floating Shot,[1627783],1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,,
21,PT10M19.00S,2024-03-16T23:13:09.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,5,2024-03-16T23:13:11Z,210000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,
22,PT10M12.00S,2024-03-16T23:13:20.7Z,1,REGULAR,foul,personal,[],1627783,,,1610612751,2,5,2024-03-16T23:13:39Z,220000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1630560]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628172.0,1.0,0.0,Thomas,1630560.0,,,
24,PT09M58.00S,2024-03-16T23:13:51.2Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612751,2,5,2024-03-16T23:13:54Z,240000,False,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1627783]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Siakam,1627783.0
25,PT09M58.00S,2024-03-16T23:13:51.2Z,1,REGULAR,steal,,[],1627783,,,1610612754,2,5,2024-03-16T23:13:53Z,250000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
26,PT09M52.00S,2024-03-16T23:13:57.7Z,1,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612754,2,5,2024-03-16T23:14:02Z,260000,False,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (1 TO),[1627783],1610612754.0,IND,bad pass,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1662.0,,,,,1.0,,
28,PT09M29.00S,2024-03-16T23:14:46.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,14.668199737187912,21.568627450980394,1610612751,2,5,2024-03-16T23:14:52Z,280000,False,142.0,85.0,1,left,MISS M. Bridges 16' fadeaway Shot,[1628969],1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right,16.59,Missed,,,,,,,,,,,,,,,,,,
29,PT09M26.00S,2024-03-16T23:14:49.7Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,5,2024-03-16T23:14:52Z,290000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M17.00S,2024-03-16T23:15:01.7Z,1,REGULAR,foul,personal,[],1630560,,,1610612754,2,5,2024-03-16T23:15:06Z,300000,False,,,0,,C. Thomas personal FOUL (1 PF),"[1630560, 1626167]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628172.0,1.0,0.0,Turner,1626167.0,,,
32,PT09M05.00S,2024-03-16T23:15:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,94.1688567674113,51.71568627450981,1610612754,4,5,2024-03-16T23:15:31Z,320000,False,9.0,2.0,1,right,P. Siakam driving finger roll Layup (4 PTS) (A. Nesmith 1 AST),"[1627783, 1630174]",1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,4.0,,,A. Nesmith,1630174.0,1.0,,,,,,,,
34,PT08M46.00S,2024-03-16T23:15:46.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,15.719448094612352,46.568627450980394,1610612751,4,5,2024-03-16T23:15:50Z,340000,False,17.0,95.0,1,left,MISS N. Claxton 9' turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,9.68,Missed,,,,,,,,,,,,,,,,,,
35,PT08M45.00S,2024-03-16T23:15:47.3Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,4,5,2024-03-16T23:15:50Z,350000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M40.00S,2024-03-16T23:15:53.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,65.78515111695138,44.36274509803921,1610612754,4,5,2024-03-16T23:16:00Z,360000,False,-28.0,269.0,1,right,MISS T. Haliburton 27' running 3PT,[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
37,PT08M37.00S,2024-03-16T23:15:56.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,4,5,2024-03-16T23:16:00Z,370000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,36.0,3.0,2.0,1.0,,,,,,,,,,,,,,
38,PT08M26.00S,2024-03-16T23:16:07.6Z,1,REGULAR,3pt,Jump Shot,[],203471,28.728646517739815,83.08823529411765,1610612751,4,5,2024-03-16T23:16:11Z,380000,False,-165.0,218.0,1,left,MISS D. Schroder 27' 3PT,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
39,PT08M23.00S,2024-03-16T23:16:10.6Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612751,4,5,2024-03-16T23:16:11Z,390000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,
40,PT08M21.00S,2024-03-16T23:16:11.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628969,5.469776609724048,50.73529411764706,1610612751,4,5,2024-03-16T23:19:37Z,400000,False,-4.0,-1.0,1,left,MISS M. Bridges driving finger roll Layup,[1628969],1610612751.0,BKN,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.39,Missed,,,,,,,,,,,,,,,,,,
41,PT08M20.00S,2024-03-16T23:16:12.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,4,5,2024-03-16T23:16:15Z,410000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,
42,PT08M16.00S,2024-03-16T23:16:17.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,67.23061760840999,78.67647058823529,1610612754,4,5,2024-03-16T23:16:24Z,420000,False,143.0,256.0,1,right,MISS T. Haliburton 29' running pullup 3PT,[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,29.3,Missed,,,,,,,,,,,,,,,,,,
43,PT08M13.00S,2024-03-16T23:16:23.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,4,5,2024-03-16T23:16:23Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,42.0,,,,,,,,,,,,,,,,,
45,PT08M03.00S,2024-03-16T23:16:56.3Z,1,REGULAR,foul,personal,['3freethrow'],1630560,,,1610612754,4,5,2024-03-16T23:17:02Z,450000,False,,,0,,C. Thomas shooting personal FOUL (2 PF) (Nesmith 3 FT),"[1630560, 1630174]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,201246.0,2.0,0.0,Nesmith,1630174.0,,,
47,PT08M03.00S,2024-03-16T23:17:28.0Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1630174,,,1610612754,5,5,2024-03-16T23:17:28Z,470000,False,,,0,,A. Nesmith Free Throw 1 of 3 (1 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
48,PT08M03.00S,2024-03-16T23:17:55.5Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1630174,,,1610612754,6,5,2024-03-16T23:17:55Z,480000,False,,,0,,A. Nesmith Free Throw 2 of 3 (2 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
49,PT08M03.00S,2024-03-16T23:17:56.2Z,1,REGULAR,substitution,out,[],1630560,,,1610612754,6,5,2024-03-16T23:18:01Z,490000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M03.00S,2024-03-16T23:17:56.2Z,1,REGULAR,substitution,in,[],1629661,,,1610612754,6,5,2024-03-16T23:18:01Z,500000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M03.00S,2024-03-16T23:18:19.6Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1630174,,,1610612754,7,5,2024-03-16T23:18:19Z,510000,False,,,0,,A. Nesmith Free Throw 3 of 3 (3 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
52,PT07M46.00S,2024-03-16T23:18:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,6.389618922470433,50.49019607843137,1610612751,7,7,2024-03-16T23:18:43Z,520000,False,-2.0,8.0,1,left,D. Finney-Smith driving finger roll Layup (5 PTS) (D. Schroder 1 AST),"[1627827, 203471]",1610612751.0,BKN,driving finger roll,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,5.0,,,D. Schroder,203471.0,1.0,,,,,,,,
54,PT07M35.00S,2024-03-16T23:18:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,93.77463863337714,52.69607843137255,1610612754,9,7,2024-03-16T23:18:55Z,540000,False,13.0,6.0,1,right,A. Nesmith driving Layup (5 PTS) (T. Haliburton 1 AST),"[1630174, 1630169]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,5.0,,,T. Haliburton,1630169.0,1.0,,,,,,,,
56,PT07M19.00S,2024-03-16T23:19:07.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,5.732588699080158,55.392156862745104,1610612751,9,9,2024-03-16T23:22:27Z,560000,False,-27.0,1.0,1,left,N. Claxton driving Hook (4 PTS) (D. Schroder 2 AST),"[1629651, 203471]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,4.0,,,D. Schroder,203471.0,2.0,,,,,,,,
58,PT07M05.00S,2024-03-16T23:19:20.7Z,1,REGULAR,2pt,Jump Shot,[],1630169,76.82325886990802,71.32352941176471,1610612754,9,9,2024-03-16T23:19:26Z,580000,False,107.0,165.0,1,right,MISS T. Haliburton 19' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,19.68,Missed,,,,,,,,,,,,,,,,,,
59,PT07M01.00S,2024-03-16T23:19:24.7Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,9,9,2024-03-16T23:19:26Z,590000,False,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,58.0,4.0,3.0,1.0,,,,,,,,,,,,,,
60,PT06M45.00S,2024-03-16T23:19:41.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627827,7.178055190538765,52.94117647058824,1610612751,9,11,2024-03-16T23:19:46Z,600000,False,-15.0,15.0,1,left,D. Finney-Smith cutting DUNK (7 PTS) (C. Johnson 1 AST),"[1627827, 1629661]",1610612751.0,BKN,cutting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,7.0,,,C. Johnson,1629661.0,1.0,,,,,,,,
62,PT06M45.00S,2024-03-16T23:19:45.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,9,11,2024-03-16T23:19:45Z,620000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M24.00S,2024-03-16T23:23:13.9Z,1,REGULAR,2pt,Jump Shot,[],1627783,74.85216819973719,37.5,1610612754,9,11,2024-03-16T23:23:17Z,630000,False,-62.0,184.0,1,right,MISS P. Siakam 19' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,19.42,Missed,,,,,,,,,,,,,,,,,,
64,PT06M21.00S,2024-03-16T23:23:16.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,9,11,2024-03-16T23:23:17Z,640000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Left Center,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT06M07.00S,2024-03-16T23:23:29.8Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612751,9,11,2024-03-16T23:23:32Z,650000,False,,,0,,D. Schroder bad pass TURNOVER (2 TO),"[203471, 1627783]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Siakam,1627783.0
66,PT06M07.00S,2024-03-16T23:23:29.8Z,1,REGULAR,steal,,[],1627783,,,1610612754,9,11,2024-03-16T23:23:31Z,660000,False,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
67,PT06M01.00S,2024-03-16T23:23:36.2Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,9,11,2024-03-16T23:23:41Z,670000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 203471]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Schroder,203471.0
68,PT06M01.00S,2024-03-16T23:23:36.2Z,1,REGULAR,steal,,[],203471,,,1610612751,9,11,2024-03-16T23:23:38Z,680000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
69,PT05M54.00S,2024-03-16T23:23:45.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,5.601182654402102,50.98039215686274,1610612751,9,13,2024-03-16T23:25:34Z,690000,False,-5.0,0.0,1,left,N. Claxton Hook (6 PTS) (M. Bridges 2 AST),"[1629651, 1628969]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,6.0,,,M. Bridges,1628969.0,2.0,,,,,,,,
71,PT05M54.00S,2024-03-16T23:23:50.1Z,1,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612751,9,13,2024-03-16T23:23:59Z,710000,False,,,0,,P. Siakam shooting personal FOUL (2 PF) (Claxton 1 FT),"[1627783, 1629651]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,2.0,0.0,Claxton,1629651.0,,,
73,PT05M54.00S,2024-03-16T23:23:59.7Z,1,REGULAR,substitution,out,[],1629614,,,1610612751,9,13,2024-03-16T23:24:27Z,730000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M54.00S,2024-03-16T23:23:59.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612751,9,13,2024-03-16T23:24:27Z,740000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M54.00S,2024-03-16T23:23:59.7Z,1,REGULAR,substitution,out,[],1627827,,,1610612751,9,13,2024-03-16T23:24:27Z,750000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M54.00S,2024-03-16T23:23:59.7Z,1,REGULAR,substitution,in,[],1630167,,,1610612751,9,13,2024-03-16T23:24:27Z,760000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M54.00S,2024-03-16T23:23:59.7Z,1,REGULAR,substitution,in,[],204456,,,1610612751,9,13,2024-03-16T23:24:27Z,770000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M54.00S,2024-03-16T23:23:59.7Z,1,REGULAR,substitution,in,[],1630570,,,1610612751,9,13,2024-03-16T23:24:27Z,780000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M54.00S,2024-03-16T23:24:26.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629651,,,1610612751,9,13,2024-03-16T23:24:28Z,790000,False,,,0,,MISS N. Claxton Free Throw 1 of 1,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
80,PT05M52.00S,2024-03-16T23:24:28.5Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,9,13,2024-03-16T23:24:28Z,800000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT05M34.00S,2024-03-16T23:24:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,83.52496714848883,52.69607843137255,1610612754,9,13,2024-03-16T23:24:50Z,810000,False,13.0,102.0,1,right,MISS M. Turner 10' fadeaway Shot,[1626167],1610612754.0,IND,fadeaway,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,10.33,Missed,,,,,,,,,,,,,,,,,,
82,PT05M31.00S,2024-03-16T23:24:48.6Z,1,REGULAR,rebound,defensive,[],203471,,,1610612751,9,13,2024-03-16T23:24:50Z,820000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT05M25.00S,2024-03-16T23:24:55.0Z,1,REGULAR,turnover,bad pass,[],1629661,,,1610612751,9,13,2024-03-16T23:24:57Z,830000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 204456]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,McConnell,204456.0
84,PT05M25.00S,2024-03-16T23:24:55.0Z,1,REGULAR,steal,,[],204456,,,1610612754,9,13,2024-03-16T23:24:56Z,840000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
