actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
90,PT05M36.00S,2024-04-14T17:25:24.1Z,1,REGULAR,steal,,[],1630169,,,1610612754,27,15,2024-04-14T17:25:25Z,900000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
91,PT05M33.00S,2024-04-14T17:25:26.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630169,93.38042049934296,50.73529411764706,1610612754,29,15,2024-04-14T17:25:31Z,910000,False,4.0,10.0,1,right,T. Haliburton running DUNK (4 PTS),[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,,,4.0,,,,,,
92,PT05M18.00S,2024-04-14T17:25:42.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,19.398817345597898,50.245098039215684,1610612737,29,15,2024-04-14T17:25:45Z,920000,False,-1.0,130.0,1,left,MISS D. Murray 12' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.98,Missed,,,,,,,,,,,,,,,,,,
93,PT05M15.00S,2024-04-14T17:25:45.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,29,15,2024-04-14T17:25:45Z,930000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,92.0,3.0,2.0,1.0,,,,,,,,,,,,
94,PT05M11.00S,2024-04-14T17:25:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,91.01511169513797,50.98039215686274,1610612754,31,15,2024-04-14T17:25:55Z,940000,False,5.0,32.0,1,right,P. Siakam running finger roll Layup (10 PTS),[1627783],1610612754.0,IND,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,,,,,,,,10.0,,,,,,
95,PT05M10.00S,2024-04-14T17:25:53.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,31,15,2024-04-14T17:25:53Z,950000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M10.00S,2024-04-14T17:28:22.0Z,1,REGULAR,substitution,out,[],1629614,,,1610612737,31,15,2024-04-14T17:28:39Z,960000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M10.00S,2024-04-14T17:28:22.0Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,31,15,2024-04-14T17:28:39Z,970000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M10.00S,2024-04-14T17:28:22.0Z,1,REGULAR,substitution,in,[],204456,,,1610612737,31,15,2024-04-14T17:28:39Z,980000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M10.00S,2024-04-14T17:28:22.0Z,1,REGULAR,substitution,in,[],1629726,,,1610612737,31,15,2024-04-14T17:28:39Z,990000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M55.00S,2024-04-14T17:29:07.3Z,1,REGULAR,foul,personal,[],1641767,,,1610612737,31,15,2024-04-14T17:29:13Z,1000000,False,,,0,,B. Sheppard personal FOUL (1 PF),"[1641767, 1631243]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Mid-Range,16-24 Left,,,,,,,,,1146.0,1.0,0.0,Gueye,1631243.0,,,,,,,
102,PT04M46.00S,2024-04-14T17:29:30.9Z,1,REGULAR,3pt,Jump Shot,[],203992,4.812746386333772,96.81372549019608,1610612737,31,18,2024-04-14T17:29:34Z,1020000,False,-234.0,-7.0,1,left,B. Bogdanovic 3PT  (6 PTS) (T. Young 2 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,23.42,Made,,,,,,,,,,,,6.0,T. Young,1629027.0,2.0,,,
104,PT04M33.00S,2024-04-14T17:29:42.5Z,1,REGULAR,2pt,Jump Shot,[],204456,89.56964520367937,77.20588235294117,1610612754,33,18,2024-04-14T17:29:46Z,1040000,False,136.0,46.0,1,right,T. McConnell 14' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,14.34,Made,,,,,,,,,,,,2.0,,,,,,
105,PT04M09.00S,2024-04-14T17:30:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,12.040078843626807,44.6078431372549,1610612737,33,20,2024-04-14T17:30:09Z,1050000,False,27.0,61.0,1,left,M. Gueye 6' turnaround fadeaway Jump Shot (6 PTS) (T. Young 3 AST),"[1631243, 1629027]",1610612737.0,ATL,turnaround fadeaway,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,6.64,Made,,,,,,,,,,,,6.0,T. Young,1629027.0,3.0,,,
107,PT03M45.00S,2024-04-14T17:30:30.2Z,1,REGULAR,3pt,Jump Shot,[],1641767,93.64323258869908,95.34313725490196,1610612754,33,20,2024-04-14T17:30:34Z,1070000,False,227.0,7.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
108,PT03M42.00S,2024-04-14T17:30:33.2Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,33,20,2024-04-14T17:30:34Z,1080000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,
109,PT03M39.00S,2024-04-14T17:30:39.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204456,,,1610612737,33,20,2024-04-14T17:31:01Z,1090000,False,,,0,,T. McConnell take personal FOUL (1 PF) (Hunter 2 FT),"[204456, 1629631]",1610612754.0,IND,take,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,,,,101283.0,1.0,0.0,Hunter,1629631.0,,,,,,,
111,PT03M39.00S,2024-04-14T17:31:13.8Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,33,21,2024-04-14T17:31:13Z,1110000,False,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
112,PT03M39.00S,2024-04-14T17:31:14.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612737,33,21,2024-04-14T17:31:21Z,1120000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M39.00S,2024-04-14T17:31:14.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612737,33,21,2024-04-14T17:31:21Z,1130000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M39.00S,2024-04-14T17:31:14.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612737,33,21,2024-04-14T17:31:21Z,1140000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M39.00S,2024-04-14T17:31:14.5Z,1,REGULAR,substitution,in,[],1630174,,,1610612737,33,21,2024-04-14T17:31:21Z,1150000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M39.00S,2024-04-14T17:31:38.9Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,33,22,2024-04-14T17:31:38Z,1160000,False,,,0,,D. Hunter Free Throw 2 of 2 (2 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
117,PT03M22.00S,2024-04-14T17:31:58.3Z,1,REGULAR,2pt,Jump Shot,[],204456,93.38042049934296,27.450980392156865,1610612754,33,22,2024-04-14T17:32:04Z,1170000,False,-113.0,10.0,1,right,MISS T. McConnell 11' fadeaway Shot - blocked,"[204456, 1631243]",1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,11.31,Missed,Gueye,1631243.0,,,,,,,,,,,,,,,,
118,PT03M22.00S,2024-04-14T17:31:58.3Z,1,REGULAR,block,,[],1631243,,,1610612754,33,22,2024-04-14T17:32:01Z,1180000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
119,PT03M19.00S,2024-04-14T17:32:01.3Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,33,22,2024-04-14T17:32:13Z,1190000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,,,117.0,1.0,0.0,1.0,,,,,,,,,,,,
120,PT03M19.00S,2024-04-14T17:32:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,93.51182654402102,52.450980392156865,1610612754,35,22,2024-04-14T17:32:21Z,1200000,False,12.0,8.0,1,right,J. Smith putback Layup (5 PTS),[1630188],1610612754.0,IND,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,,,,,,5.0,,,,,,
121,PT03M06.00S,2024-04-14T17:32:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631243,5.995400788436268,54.166666666666664,1610612737,35,24,2024-04-14T17:32:16Z,1210000,False,-21.0,4.0,1,left,M. Gueye cutting Layup (8 PTS) (T. Young 4 AST),"[1631243, 1629027]",1610612737.0,ATL,cutting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,,,,,,,,8.0,T. Young,1629027.0,4.0,,,
123,PT02M43.00S,2024-04-14T17:32:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,90.88370565045992,58.08823529411765,1610612754,37,24,2024-04-14T17:32:40Z,1230000,False,40.0,33.0,1,right,T. McConnell fadeaway Jump Shot (4 PTS) (A. Nesmith 1 AST),"[204456, 1630174]",1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,,,,,,,,,,,,4.0,A. Nesmith,1630174.0,1.0,,,
125,PT02M33.00S,2024-04-14T17:32:46.3Z,1,REGULAR,3pt,Jump Shot,[],203992,7.440867279894875,97.30392156862744,1610612737,37,24,2024-04-14T17:32:54Z,1250000,False,-237.0,17.0,1,left,MISS B. Bogdanovic 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
126,PT02M30.00S,2024-04-14T17:32:52.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,37,24,2024-04-14T17:32:52Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,125.0,,,,,,,,,,,,,,,
128,PT02M30.00S,2024-04-14T17:32:53.8Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,37,24,2024-04-14T17:33:06Z,1280000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M30.00S,2024-04-14T17:32:53.8Z,1,REGULAR,substitution,out,[],203992,,,1610612737,37,24,2024-04-14T17:33:06Z,1290000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M30.00S,2024-04-14T17:32:53.8Z,1,REGULAR,substitution,in,[],1630249,,,1610612737,37,24,2024-04-14T17:33:06Z,1300000,False,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M30.00S,2024-04-14T17:32:53.8Z,1,REGULAR,substitution,in,[],1631100,,,1610612737,37,24,2024-04-14T17:33:06Z,1310000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M24.00S,2024-04-14T17:33:19.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,8.754927726675426,59.068627450980394,1610612737,37,26,2024-04-14T17:33:22Z,1320000,False,-45.0,30.0,1,left,T. Young driving floating Jump Shot (4 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.42,Made,,,,,,,,,,,,4.0,,,,,,
133,PT02M15.00S,2024-04-14T17:33:28.9Z,1,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612754,37,26,2024-04-14T17:33:38Z,1330000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Toppin 2 FT),"[1629027, 1630167]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1146.0,1.0,0.0,Toppin,1630167.0,,,,,,,
135,PT02M15.00S,2024-04-14T17:33:58.8Z,1,REGULAR,freethrow,1 of 2,[],1630167,,,1610612754,38,26,2024-04-14T17:33:58Z,1350000,False,,,0,,O. Toppin Free Throw 1 of 2 (1 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
136,PT02M15.00S,2024-04-14T17:34:17.9Z,1,REGULAR,freethrow,2 of 2,[],1630167,,,1610612754,39,26,2024-04-14T17:34:17Z,1360000,False,,,0,,O. Toppin Free Throw 2 of 2 (2 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
137,PT02M05.00S,2024-04-14T17:34:30.3Z,1,REGULAR,3pt,Jump Shot,[],1631243,31.488173455978973,32.59803921568628,1610612737,39,26,2024-04-14T17:34:37Z,1370000,False,87.0,243.0,1,left,MISS M. Gueye 25' 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
138,PT02M01.00S,2024-04-14T17:34:34.3Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,39,26,2024-04-14T17:34:37Z,1380000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,
139,PT01M45.00S,2024-04-14T17:34:51.0Z,1,REGULAR,turnover,out-of-bounds,[],1630188,,,1610612754,39,26,2024-04-14T17:34:55Z,1390000,False,,,0,,J. Smith bad pass out-of-bounds TURNOVER (2 TO),[1630188],1610612754.0,IND,bad pass,,,Smith,J. Smith,,,,,Mid-Range,16-24 Right,,,,,,,,,1146.0,,,,,,,,,2.0,,
140,PT01M33.00S,2024-04-14T17:35:08.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612737,39,26,2024-04-14T17:35:18Z,1400000,False,,,0,,A. Nesmith loose ball personal FOUL (2 PF) (Gueye 2 FT),"[1630174, 1631243]",1610612754.0,IND,loose ball,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2002.0,2.0,0.0,Gueye,1631243.0,,,,,,,
142,PT01M33.00S,2024-04-14T17:35:37.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631243,,,1610612737,39,27,2024-04-14T17:35:37Z,1420000,False,,,0,,M. Gueye Free Throw 1 of 2 (9 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
143,PT01M33.00S,2024-04-14T17:35:38.4Z,1,REGULAR,substitution,out,[],1630174,,,1610612737,39,27,2024-04-14T17:35:40Z,1430000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M33.00S,2024-04-14T17:35:38.4Z,1,REGULAR,substitution,in,[],203926,,,1610612737,39,27,2024-04-14T17:35:40Z,1440000,False,,,0,,SUB in: D. McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M33.00S,2024-04-14T17:35:57.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631243,,,1610612737,39,28,2024-04-14T17:35:57Z,1450000,False,,,0,,M. Gueye Free Throw 2 of 2 (10 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,Made,,,,,,,,,,,,10.0,,,,,,
146,PT01M25.00S,2024-04-14T17:36:07.0Z,1,REGULAR,3pt,Jump Shot,[],204456,77.87450722733246,9.313725490196079,1610612754,42,28,2024-04-14T17:36:11Z,1460000,False,-203.0,155.0,1,right,T. McConnell 25' 3PT pullup (7 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,25.6,Made,,,,,,,,,,,,7.0,,,,,,
147,PT01M16.00S,2024-04-14T17:36:14.8Z,1,REGULAR,3pt,Jump Shot,[],1629726,28.465834428383708,12.745098039215685,1610612737,42,31,2024-04-14T17:36:20Z,1470000,False,186.0,215.0,1,left,G. Mathews 28' 3PT  (3 PTS) (T. Young 5 AST),"[1629726, 1629027]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,28.46,Made,,,,,,,,,,,,3.0,T. Young,1629027.0,5.0,,,
149,PT01M03.00S,2024-04-14T17:36:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630167,74.58935611038108,82.84313725490196,1610612754,42,31,2024-04-14T17:36:31Z,1490000,False,164.0,186.0,1,right,MISS O. Toppin 24' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,,,,,,,,,,,,,,,,,
150,PT01M00.00S,2024-04-14T17:36:30.7Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,42,31,2024-04-14T17:36:30Z,1500000,False,,,0,,J. Smith REBOUND (Off:2 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,149.0,2.0,0.0,2.0,,,,,,,,,,,,
151,PT00M58.40S,2024-04-14T17:36:33.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203926,75.50919842312747,32.59803921568628,1610612754,44,31,2024-04-14T17:36:39Z,1510000,False,-87.0,178.0,1,right,D. McDermott 19' pullup Jump Shot (2 PTS) (J. Smith 1 AST),"[203926, 1630188]",1610612754.0,IND,pullup,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Left Center,19.79,Made,,,,,,,,,,,,2.0,J. Smith,1630188.0,1.0,,,
154,PT00M46.50S,2024-04-14T17:36:55.6Z,1,REGULAR,3pt,Jump Shot,[],1629027,33.459264126149804,78.43137254901961,1610612737,44,31,2024-04-14T17:38:30Z,1540000,False,-142.0,262.0,1,left,MISS T. Young 29' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,29.81,Missed,,,,,,,,,,,,,,,,,,
155,PT00M46.50S,2024-04-14T17:36:55.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,44,31,2024-04-14T17:37:08Z,1550000,False,,,0,,J. Smith REBOUND (Off:2 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,154.0,3.0,1.0,2.0,,,,,,,,,,,,
156,PT00M33.50S,2024-04-14T17:37:08.8Z,1,REGULAR,3pt,Jump Shot,[],1641767,75.3777923784494,14.950980392156863,1610612754,47,31,2024-04-14T17:37:15Z,1560000,False,-175.0,179.0,1,right,B. Sheppard 25' 3PT  (3 PTS) (T. McConnell 1 AST),"[1641767, 204456]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,25.04,Made,,,,,,,,,,,,3.0,T. McConnell,204456.0,1.0,,,
158,PT00M28.30S,2024-04-14T17:37:18.0Z,1,REGULAR,3pt,Jump Shot,[],1629027,28.597240473061763,80.88235294117648,1610612737,47,34,2024-04-14T17:37:24Z,1580000,False,-154.0,216.0,1,left,T. Young 26' 3PT pullup (7 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.58,Made,,,,,,,,,,,,7.0,,,,,,
159,PT00M05.60S,2024-04-14T17:37:44.4Z,1,REGULAR,3pt,Jump Shot,[],1630167,67.23061760840999,53.18627450980392,1610612754,47,34,2024-04-14T17:37:49Z,1590000,False,16.0,256.0,1,right,MISS O. Toppin 25' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,25.6,Missed,,,,,,,,,,,,,,,,,,
160,PT00M01.90S,2024-04-14T17:37:48.1Z,1,REGULAR,rebound,offensive,[],1641767,,,1610612754,47,34,2024-04-14T17:37:49Z,1600000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Center,,,,,159.0,2.0,1.0,1.0,,,,,,,,,,,,
161,PT00M01.20S,2024-04-14T17:37:48.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],204456,70.51576872536137,75.98039215686273,1610612754,47,34,2024-04-14T17:37:58Z,1610000,False,130.0,225.0,1,right,MISS T. McConnell 25' 3PT - blocked,"[204456, 1631243]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,25.95,Missed,Gueye,1631243.0,,,,,,,,,,,,,,,,
162,PT00M01.20S,2024-04-14T17:37:48.8Z,1,REGULAR,block,,[],1631243,,,1610612754,47,34,2024-04-14T17:37:55Z,1620000,False,,,0,,M. Gueye BLOCK (2 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
163,PT00M01.20S,2024-04-14T17:37:48.8Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,47,34,2024-04-14T17:37:58Z,1630000,False,,,0,,J. Smith REBOUND (Off:3 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,161.0,4.0,1.0,3.0,,,,,,,,,,,,
164,PT00M00.00S,2024-04-14T17:37:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,94.40999984741211,50.0,1610612754,49,34,2024-04-14T17:37:57Z,1640000,False,0.0,0.0,1,right,J. Smith tip Layup (7 PTS),[1630188],1610612754.0,IND,tip,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,7.0,,,,,,
166,PT00M00.00S,2024-04-14T17:38:34.2Z,1,REGULAR,period,end,[],0,,,1610612737,49,34,2024-04-14T17:38:34Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-04-14T17:39:56.3Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,49,34,2024-04-14T17:40:26Z,1670000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-04-14T17:39:56.3Z,2,REGULAR,substitution,out,['startperiod'],1631243,,,1610612737,49,34,2024-04-14T17:40:26Z,1680000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-04-14T17:39:56.3Z,2,REGULAR,substitution,in,['startperiod'],1628981,,,1610612737,49,34,2024-04-14T17:40:26Z,1690000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-04-14T17:39:56.3Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612737,49,34,2024-04-14T17:40:26Z,1700000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-04-14T17:40:36.4Z,2,REGULAR,period,start,[],0,,,1610612754,49,34,2024-04-14T17:40:36Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M47.00S,2024-04-14T17:40:52.0Z,2,REGULAR,foul,offensive,[],1630167,,,1610612754,49,34,2024-04-14T17:41:02Z,1720000,False,,,0,,O. Toppin charge offensive FOUL (1 PF),"[1630167, 1629726]",1610612754.0,IND,charge,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2002.0,1.0,0.0,Mathews,1629726.0,,,,,,,
174,PT11M47.00S,2024-04-14T17:40:52.0Z,2,REGULAR,turnover,offensive foul,[],1630167,,,1610612754,49,34,2024-04-14T17:40:59Z,1740000,False,,,0,,O. Toppin offensive foul TURNOVER (1 TO),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101283.0,,,,,,,,,1.0,,
175,PT11M35.00S,2024-04-14T17:41:16.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631100,13.61695137976347,48.03921568627451,1610612737,49,36,2024-04-14T17:41:23Z,1750000,False,10.0,75.0,1,left,A. Griffin 7' pullup Jump Shot (2 PTS) (D. Murray 3 AST),"[1631100, 1627749]",1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),0-8 Center,7.61,Made,,,,,,,,,,,,2.0,D. Murray,1627749.0,3.0,,,
