actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-01-28T20:40:32.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-28T20:40:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2024-01-28T20:40:38.8Z,1,REGULAR,jumpball,recovered,[],1631223,,,1610612763,0,0,2024-01-28T20:40:38Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. J. Smith: Tip to D. Roddy,"[1631223, 1628991, 1630188]",1610612763.0,MEM,startperiod,D. Roddy,1631223.0,Roddy,D. Roddy,Jackson Jr.,1628991.0,Smith,1630188.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-01-28T20:40:51.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,91.14651773981603,53.67647058823529,1610612763,0,2,2024-01-28T20:40:55Z,70000,False,18.0,31.0,1,right,J. Jackson Jr. turnaround Hook (2 PTS) (V. Williams Jr. 1 AST),"[1628991, 1631246]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.58,Made,2.0,V. Williams Jr.,1631246.0,1.0,,,,,,,,,,,,,,
8,PT11M25.00S,2024-01-28T20:41:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,4.418528252299605,50.73529411764706,1610612754,2,2,2024-01-28T20:41:10Z,80000,False,-4.0,-11.0,1,left,A. Nembhard driving finger roll Layup (2 PTS) (A. Nesmith 1 AST),"[1629614, 1630174]",1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.16,Made,2.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,,,
10,PT11M10.00S,2024-01-28T20:41:21.4Z,1,REGULAR,3pt,Jump Shot,[],1631246,71.82982917214193,21.07843137254902,1610612763,2,2,2024-01-28T20:41:26Z,100000,False,-145.0,212.0,1,right,MISS V. Williams Jr. 25' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2024-01-28T20:41:22.4Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,2,2024-01-28T20:41:49Z,110000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M01.00S,2024-01-28T20:41:30.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630188,28.597240473061763,15.686274509803921,1610612754,2,2,2024-01-28T20:50:25Z,120000,False,172.0,216.0,1,left,MISS J. Smith 27' running 3PT,[1630188],1610612754.0,IND,running,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,27.61,Missed,,,,,,,,,,,,,,,,,,
13,PT10M59.00S,2024-01-28T20:41:32.0Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,2,2,2024-01-28T20:41:39Z,130000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M41.00S,2024-01-28T20:41:50.5Z,1,REGULAR,3pt,Jump Shot,[],1631223,65.91655716162943,38.48039215686275,1610612763,2,5,2024-01-28T20:41:55Z,140000,False,-58.0,268.0,1,right,D. Roddy 27' 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1631223, 1628991]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Center,27.4,Made,3.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,,
16,PT10M24.00S,2024-01-28T20:42:06.6Z,1,REGULAR,2pt,Jump Shot,[],1630174,5.206964520367937,72.54901960784314,1610612754,4,5,2024-01-28T20:42:11Z,160000,False,-113.0,-4.0,1,left,A. Nesmith 11' driving floating Jump Shot (2 PTS) (B. Hield 1 AST),"[1630174, 1627741]",1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,11.28,Made,2.0,B. Hield,1627741.0,1.0,,,,,,,,,,,,,,
18,PT10M10.00S,2024-01-28T20:42:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,94.30026281208936,51.71568627450981,1610612763,4,7,2024-01-28T20:42:25Z,180000,False,9.0,1.0,1,right,D. Roddy driving finger roll Layup (5 PTS) (J. Konchar 1 AST),"[1631223, 1629723]",1610612763.0,MEM,driving finger roll,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,0.87,Made,5.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,
20,PT09M54.00S,2024-01-28T20:42:37.3Z,1,REGULAR,3pt,Jump Shot,[],1630188,32.670827858081466,28.431372549019606,1610612754,4,7,2024-01-28T20:42:42Z,200000,False,108.0,255.0,1,left,MISS J. Smith 27' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,27.65,Missed,,,,,,,,,,,,,,,,,,
21,PT09M50.00S,2024-01-28T20:42:41.3Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,4,7,2024-01-28T20:42:42Z,210000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,
22,PT09M38.00S,2024-01-28T20:42:53.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630583,93.77463863337714,51.71568627450981,1610612763,4,9,2024-01-28T20:42:58Z,220000,False,9.0,6.0,1,right,S. Aldama cutting DUNK (2 PTS) (J. Jackson Jr. 2 AST),"[1630583, 1628991]",1610612763.0,MEM,cutting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,J. Jackson Jr.,1628991.0,2.0,,,,,,,,,,,,,,
24,PT09M25.00S,2024-01-28T20:43:07.0Z,1,REGULAR,3pt,Jump Shot,[],1627741,20.05584756898817,91.17647058823529,1610612754,4,9,2024-01-28T20:43:12Z,240000,False,-206.0,136.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,24.68,Missed,,,,,,,,,,,,,,,,,,
25,PT09M22.00S,2024-01-28T20:43:10.0Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,4,9,2024-01-28T20:43:12Z,250000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M11.00S,2024-01-28T20:43:20.1Z,1,REGULAR,3pt,Jump Shot,[],1630583,70.90998685939553,12.745098039215685,1610612763,4,9,2024-01-28T20:43:24Z,260000,False,-186.0,221.0,1,right,MISS S. Aldama 28' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,28.9,Missed,,,,,,,,,,,,,,,,,,
27,PT09M09.00S,2024-01-28T20:43:22.1Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,4,9,2024-01-28T20:43:24Z,270000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT08M58.00S,2024-01-28T20:43:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,6.521024967148489,50.245098039215684,1610612754,4,9,2024-01-28T20:43:43Z,280000,False,-1.0,9.0,1,left,MISS B. Hield driving Layup - blocked,"[1627741, 1629723]",1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,Konchar,1629723.0,,,,,,,,
29,PT08M58.00S,2024-01-28T20:43:33.9Z,1,REGULAR,block,,[],1629723,,,1610612754,4,9,2024-01-28T20:43:35Z,290000,False,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT08M54.00S,2024-01-28T20:43:37.9Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,4,9,2024-01-28T20:43:38Z,300000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
32,PT08M49.00S,2024-01-28T20:43:58.8Z,1,REGULAR,turnover,bad pass,[],1628991,,,1610612763,4,9,2024-01-28T20:44:01Z,320000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 1630174]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,Nesmith,1630174.0,,,,,
33,PT08M49.00S,2024-01-28T20:43:58.8Z,1,REGULAR,steal,,[],1630174,,,1610612754,4,9,2024-01-28T20:44:00Z,330000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
34,PT08M46.00S,2024-01-28T20:44:01.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630174,7.5722733245729295,51.225490196078425,1610612754,6,9,2024-01-28T20:44:05Z,340000,False,-6.0,19.0,1,left,A. Nesmith running DUNK (4 PTS),[1630174],1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,1.97,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M28.00S,2024-01-28T20:44:18.7Z,1,REGULAR,3pt,Jump Shot,[],1628991,65.39093298291722,39.705882352941174,1610612763,6,9,2024-01-28T20:44:24Z,350000,False,-51.0,273.0,1,right,MISS J. Jackson Jr. 27' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,27.76,Missed,,,,,,,,,,,,,,,,,,
36,PT08M24.00S,2024-01-28T20:44:22.7Z,1,REGULAR,rebound,offensive,[],1631246,,,1610612763,6,9,2024-01-28T20:44:24Z,360000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,
37,PT08M14.00S,2024-01-28T20:44:34.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631223,74.45795006570303,11.519607843137255,1610612763,6,9,2024-01-28T20:50:00Z,370000,False,-192.0,188.0,1,right,MISS D. Roddy 26' step back 3PT,[1631223],1610612763.0,MEM,step back,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,26.87,Missed,,,,,,,,,,,,,,,,,,
38,PT08M10.00S,2024-01-28T20:44:38.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,6,9,2024-01-28T20:44:39Z,380000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
40,PT07M59.00S,2024-01-28T20:44:48.8Z,1,REGULAR,turnover,bad pass,[],1630174,,,1610612754,6,9,2024-01-28T20:44:52Z,390000,False,,,0,,A. Nesmith bad pass TURNOVER (1 TO),"[1630174, 1628991]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,
41,PT07M59.00S,2024-01-28T20:44:48.8Z,1,REGULAR,steal,,[],1628991,,,1610612763,6,9,2024-01-28T20:44:50Z,400000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
42,PT07M52.00S,2024-01-28T20:44:56.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631223,72.09264126149803,12.990196078431374,1610612763,6,9,2024-01-28T20:45:04Z,410000,False,-185.0,210.0,1,right,MISS D. Roddy 27' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,27.97,Missed,,,,,,,,,,,,,,,,,,
43,PT07M49.00S,2024-01-28T20:44:59.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,6,9,2024-01-28T20:45:04Z,420000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,42.0,,,,,,,,,,,,,
45,PT07M38.00S,2024-01-28T20:45:18.1Z,1,REGULAR,3pt,Jump Shot,[],1627783,18.2161629434954,96.07843137254902,1610612754,6,9,2024-01-28T20:45:24Z,440000,False,-230.0,119.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
46,PT07M34.00S,2024-01-28T20:45:22.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,9,2024-01-28T20:45:24Z,450000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,
47,PT07M23.00S,2024-01-28T20:45:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,95.48291721419186,51.470588235294116,1610612763,6,11,2024-01-28T20:45:35Z,460000,False,7.0,-10.0,1,right,J. Jackson Jr. driving finger roll Layup (4 PTS),[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.24,Made,4.0,,,,,,,,,,,,,,,,,
48,PT07M23.00S,2024-01-28T20:45:35.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,6,11,2024-01-28T20:45:35Z,470000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M23.00S,2024-01-28T20:48:12.9Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,6,11,2024-01-28T20:48:19Z,480000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M23.00S,2024-01-28T20:48:12.9Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,6,11,2024-01-28T20:48:19Z,490000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M23.00S,2024-01-28T20:48:12.9Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,6,11,2024-01-28T20:48:19Z,500000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M23.00S,2024-01-28T20:48:12.9Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,6,11,2024-01-28T20:48:19Z,510000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M02.00S,2024-01-28T20:48:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,6.389618922470433,51.470588235294116,1610612754,6,11,2024-01-28T20:48:59Z,520000,False,-7.0,8.0,1,left,MISS B. Hield driving finger roll Layup - blocked,"[1627741, 1631223]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.06,Missed,,,,,,,,,Roddy,1631223.0,,,,,,,,
54,PT07M02.00S,2024-01-28T20:48:53.4Z,1,REGULAR,block,,[],1631223,,,1610612754,6,11,2024-01-28T20:48:56Z,530000,False,,,0,,D. Roddy BLOCK (1 BLK),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT06M58.00S,2024-01-28T20:48:57.4Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,6,11,2024-01-28T20:48:59Z,540000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,
