actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-01-24T00:10:46.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-24T00:10:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-01-24T00:10:48.3Z,1,REGULAR,jumpball,recovered,[],1630174,,,1610612754,0,0,2024-01-24T00:10:48Z,40000,False,,,0,,Jump Ball M. Turner vs. N. Jokic: Tip to A. Nesmith,"[1630174, 1626167, 203999]",1610612754.0,IND,startperiod,A. Nesmith,1630174.0,Nesmith,A. Nesmith,Turner,1626167.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-01-24T00:11:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,73.01248357424441,16.911764705882355,1610612754,0,0,2024-01-24T00:11:06Z,70000,False,-165.0,201.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-01-24T00:11:06.1Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,0,0,2024-01-24T00:11:06Z,80000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2024-01-24T00:11:25.0Z,1,REGULAR,2pt,Jump Shot,[],203999,14.668199737187912,25.98039215686275,1610612743,0,2,2024-01-24T00:11:30Z,90000,False,120.0,85.0,1,left,N. Jokic 14' turnaround fadeaway Jump Shot (2 PTS),[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,14.74,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M11.00S,2024-01-24T00:11:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,90.22667542706965,46.07843137254902,1610612754,2,2,2024-01-24T00:11:38Z,100000,False,-20.0,39.0,1,right,A. Nembhard driving Layup (2 PTS),[1629614],1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,4.4,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M52.00S,2024-01-24T00:11:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.783837056504599,46.07843137254902,1610612743,2,2,2024-01-24T00:12:35Z,120000,False,20.0,11.0,1,left,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
13,PT10M48.00S,2024-01-24T00:11:56.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,2,2,2024-01-24T00:11:58Z,130000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M44.00S,2024-01-24T00:12:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,89.43823915900131,51.225490196078425,1610612754,2,2,2024-01-24T00:12:15Z,140000,False,6.0,47.0,1,right,MISS P. Siakam running Layup - blocked,"[1627783, 203932]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,,,,,Gordon,203932.0,,,,,,,,,,,
15,PT10M44.00S,2024-01-24T00:12:03.6Z,1,REGULAR,block,,[],203932,,,1610612754,2,2,2024-01-24T00:12:05Z,150000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
