actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-10-30T23:10:52.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-30T23:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-10-30T23:10:54.4Z,1,REGULAR,jumpball,recovered,[],1630167,,,1610612754,0,0,2023-10-30T23:10:54Z,40000,False,,,0,,Jump Ball M. Turner vs. N. Vucevic: Tip to O. Toppin,"[1630167, 1626167, 202696]",1610612754.0,IND,startperiod,O. Toppin,1630167.0,Toppin,O. Toppin,Turner,1626167.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-10-30T23:11:04.6Z,1,REGULAR,turnover,bad pass,[],1628971,,,1610612754,0,0,2023-10-30T23:11:09Z,70000,False,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 1629632]",1610612754.0,IND,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,1.0,White,1629632.0,,,,,,,,,,,,,,,,,
8,PT11M47.00S,2023-10-30T23:11:04.6Z,1,REGULAR,steal,,[],1629632,,,1610612741,0,0,2023-10-30T23:11:06Z,80000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2023-10-30T23:11:10.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,68.80749014454665,71.07843137254902,1610612741,0,3,2023-10-30T23:11:16Z,90000,False,105.0,241.0,1,right,C. White 26' 3PT running (3 PTS) (N. Vucevic 1 AST),"[1629632, 202696]",1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,26.28,Made,3.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,
11,PT11M28.00S,2023-10-30T23:11:22.8Z,1,REGULAR,turnover,lost ball,[],1628971,,,1610612754,0,3,2023-10-30T23:11:27Z,110000,False,,,0,,B. Brown lost ball TURNOVER (2 TO),"[1628971, 1630172]",1610612754.0,IND,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,2.0,Williams,1630172.0,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2023-10-30T23:11:22.8Z,1,REGULAR,steal,,[],1630172,,,1610612741,0,3,2023-10-30T23:12:20Z,120000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M15.00S,2023-10-30T23:11:35.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202696,92.9862023653088,77.94117647058823,1610612741,0,3,2023-10-30T23:11:39Z,130000,False,140.0,13.0,1,right,MISS N. Vucevic 14' turnaround Shot,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,,,,14.03,Missed,,,,,,,,,,,,,,,
14,PT11M12.00S,2023-10-30T23:11:38.8Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,0,3,2023-10-30T23:11:39Z,140000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Right,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT11M04.00S,2023-10-30T23:11:47.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,33.065045992115635,46.81372549019608,1610612754,0,3,2023-10-30T23:11:52Z,150000,False,16.0,258.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,25.88,Missed,,,,,,,,,,,,,,,
16,PT11M01.00S,2023-10-30T23:11:50.8Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,0,3,2023-10-30T23:11:50Z,160000,False,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,,,,,,,,15.0,2.0,1.0,1.0,,,,,,,
17,PT11M00.00S,2023-10-30T23:11:51.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,33.065045992115635,31.862745098039213,1610612754,0,3,2023-10-30T23:11:55Z,170000,False,91.0,258.0,1,left,MISS T. Haliburton 27' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,27.38,Missed,,,,,,,,,,,,,,,
18,PT10M56.00S,2023-10-30T23:11:55.8Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612754,0,3,2023-10-30T23:11:55Z,180000,False,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,,,
20,PT10M43.00S,2023-10-30T23:12:28.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630169,19.92444152431012,51.9607843137255,1610612754,0,3,2023-10-30T23:12:32Z,200000,False,-10.0,135.0,1,left,MISS T. Haliburton 13' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,,13.52,Missed,,,,,,,,,,,,,,,
21,PT10M40.00S,2023-10-30T23:12:30.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,3,2023-10-30T23:12:30Z,210000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,
22,PT10M32.00S,2023-10-30T23:12:38.1Z,1,REGULAR,2pt,Jump Shot,[],203897,76.82325886990802,38.970588235294116,1610612741,0,3,2023-10-30T23:12:42Z,220000,False,-55.0,165.0,1,right,MISS Z. LaVine 17' pullup Shot,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,17.43,Missed,,,,,,,,,,,,,,,
23,PT10M30.00S,2023-10-30T23:12:40.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,0,3,2023-10-30T23:12:42Z,230000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,
24,PT10M22.00S,2023-10-30T23:12:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,4.812746386333772,46.568627450980394,1610612754,2,3,2023-10-30T23:12:53Z,240000,False,17.0,-7.0,1,left,O. Toppin driving reverse Layup (2 PTS) (T. Haliburton 1 AST),"[1630167, 1630169]",1610612754.0,IND,driving reverse,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,1.87,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,
26,PT09M58.00S,2023-10-30T23:13:11.8Z,1,REGULAR,2pt,Jump Shot,[],201942,88.64980289093299,23.03921568627451,1610612741,2,3,2023-10-30T23:13:15Z,260000,False,-135.0,54.0,1,right,MISS D. DeRozan 14' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,14.53,Missed,,,,,,,,,,,,,,,
27,PT09M55.00S,2023-10-30T23:13:14.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,3,2023-10-30T23:13:15Z,270000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,
28,PT09M46.00S,2023-10-30T23:13:24.6Z,1,REGULAR,2pt,Jump Shot,[],1626167,20.71287779237845,51.9607843137255,1610612754,4,3,2023-10-30T23:13:28Z,280000,False,-10.0,142.0,1,left,M. Turner 14' Jump Shot (2 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,,,,14.25,Made,2.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,
30,PT09M29.00S,2023-10-30T23:13:40.7Z,1,REGULAR,2pt,Jump Shot,[],1630172,89.30683311432325,30.88235294117647,1610612741,4,5,2023-10-30T23:13:45Z,300000,False,-96.0,48.0,1,right,P. Williams 10' driving floating bank Jump Shot (2 PTS),[1630172],1610612741.0,CHI,driving floating bank,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,10.7,Made,2.0,,,,,,,,,,,,,,
31,PT09M21.00S,2023-10-30T23:13:51.8Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612754,4,5,2023-10-30T23:13:59Z,310000,False,,,0,,C. White shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1629632, 1630169]",1610612741.0,CHI,shooting,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202035.0,1.0,0.0,Haliburton,1630169.0,,
33,PT09M21.00S,2023-10-30T23:14:15.9Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,5,5,2023-10-30T23:14:15Z,330000,False,,,0,,T. Haliburton Free Throw 1 of 2 (1 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
34,PT09M21.00S,2023-10-30T23:14:27.7Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,6,5,2023-10-30T23:14:27Z,340000,False,,,0,,T. Haliburton Free Throw 2 of 2 (2 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
35,PT09M08.00S,2023-10-30T23:14:42.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.33574244415243,36.76470588235294,1610612741,6,7,2023-10-30T23:14:46Z,350000,False,-66.0,67.0,1,right,N. Vucevic 9' turnaround Hook (2 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Left,,,,9.38,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,
37,PT08M52.00S,2023-10-30T23:14:57.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,9.017739816031538,40.44117647058824,1610612754,6,7,2023-10-30T23:15:02Z,370000,False,48.0,32.0,1,left,MISS M. Turner fadeaway Shot,[1626167],1610612754.0,IND,fadeaway,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,5.77,Missed,,,,,,,,,,,,,,,
