actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M08.00S,2024-02-23T00:23:16.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,24,18,2024-02-23T00:23:16Z,850000,False,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,84.0,3.0,2.0,1.0,,,,,,,
86,PT04M03.00S,2024-02-23T00:23:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630169,6.521024967148489,55.14705882352941,1610612754,26,18,2024-02-23T00:23:23Z,860000,False,-26.0,9.0,1,left,T. Haliburton running finger roll Layup (11 PTS),[1630169],1610612754.0,IND,running finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.72,Made,11.0,,,,,,,,,,,,,,,,,
87,PT03M56.00S,2024-02-23T00:23:28.9Z,1,REGULAR,3pt,Jump Shot,[],203095,94.69448094612353,4.6568627450980395,1610612765,26,18,2024-02-23T00:23:32Z,870000,False,-227.0,-3.0,1,right,MISS E. Fournier 3PT,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
88,PT03M52.00S,2024-02-23T00:23:32.9Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,26,18,2024-02-23T00:23:32Z,880000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,
89,PT03M49.00S,2024-02-23T00:23:35.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,39.10972404730618,61.274509803921575,1610612754,26,18,2024-02-23T00:23:40Z,890000,False,-56.0,315.0,1,left,MISS T. Haliburton 32' running pullup 3PT,[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,32.01,Missed,,,,,,,,,,,,,,,,,,
90,PT03M44.00S,2024-02-23T00:23:40.1Z,1,REGULAR,rebound,defensive,[],1631204,,,1610612765,26,18,2024-02-23T00:23:40Z,900000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,
91,PT03M34.00S,2024-02-23T00:23:51.2Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612765,26,18,2024-02-23T00:23:59Z,910000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Fournier 2 FT),"[1626167, 203095]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,204059.0,,,1.0,0.0,Fournier,203095.0
93,PT03M34.00S,2024-02-23T00:24:14.8Z,1,REGULAR,freethrow,1 of 2,[],203095,,,1610612765,26,18,2024-02-23T00:24:14Z,930000,False,,,0,,MISS E. Fournier Free Throw 1 of 2,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
94,PT03M34.00S,2024-02-23T00:24:14.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,26,18,2024-02-23T00:24:14Z,940000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,
95,PT03M34.00S,2024-02-23T00:24:15.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612765,26,18,2024-02-23T00:24:31Z,950000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M34.00S,2024-02-23T00:24:15.5Z,1,REGULAR,substitution,out,[],1626167,,,1610612765,26,18,2024-02-23T00:24:31Z,960000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M34.00S,2024-02-23T00:24:15.5Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,26,18,2024-02-23T00:24:31Z,970000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M34.00S,2024-02-23T00:24:15.5Z,1,REGULAR,substitution,out,[],1631323,,,1610612765,26,18,2024-02-23T00:24:31Z,980000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M34.00S,2024-02-23T00:24:15.5Z,1,REGULAR,substitution,in,[],1641767,,,1610612765,26,18,2024-02-23T00:24:31Z,990000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M34.00S,2024-02-23T00:24:15.5Z,1,REGULAR,substitution,in,[],1630543,,,1610612765,26,18,2024-02-23T00:24:31Z,1000000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M34.00S,2024-02-23T00:24:15.5Z,1,REGULAR,substitution,in,[],1630164,,,1610612765,26,18,2024-02-23T00:24:31Z,1010000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M34.00S,2024-02-23T00:24:15.5Z,1,REGULAR,substitution,in,[],1628972,,,1610612765,26,18,2024-02-23T00:24:31Z,1020000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M34.00S,2024-02-23T00:24:33.7Z,1,REGULAR,substitution,out,[],1641709,,,1610612765,26,18,2024-02-23T00:24:38Z,1030000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M34.00S,2024-02-23T00:24:33.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612765,26,18,2024-02-23T00:24:38Z,1040000,False,,,0,,SUB in: S. Milton,[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M34.00S,2024-02-23T00:24:50.8Z,1,REGULAR,freethrow,2 of 2,[],203095,,,1610612765,26,19,2024-02-23T00:24:50Z,1050000,False,,,0,,E. Fournier Free Throw 2 of 2 (1 PTS),[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
106,PT03M22.00S,2024-02-23T00:25:06.1Z,1,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,26,19,2024-02-23T00:25:12Z,1060000,False,,,0,,T. McConnell lost ball out-of-bounds TURNOVER (1 TO),[204456],1610612754.0,IND,lost ball,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,,,,,204059.0,,,,,,
107,PT03M21.00S,2024-02-23T00:25:22.9Z,1,REGULAR,turnover,bad pass,[],1630164,,,1610612765,26,19,2024-02-23T00:29:03Z,1070000,False,,,0,,J. Wiseman bad pass TURNOVER (1 TO),"[1630164, 204456]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,McConnell,204456.0,,,,,,,,,,,
112,PT03M21.00S,2024-02-23T00:25:22.9Z,1,REGULAR,steal,,[],204456,,,1610612754,26,19,2024-02-23T00:25:46Z,1075000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT03M21.00S,2024-02-23T00:25:26.1Z,1,REGULAR,foul,personal,[],1631204,,,1610612754,26,19,2024-02-23T00:25:58Z,1080000,False,,,0,,M. Sasser personal FOUL (1 PF),"[1631204, 204456]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204059.0,,,1.0,0.0,McConnell,204456.0
110,PT03M21.00S,2024-02-23T00:25:33.7Z,1,REGULAR,substitution,out,[],1631097,,,1610612754,26,19,2024-02-23T00:25:39Z,1100000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M21.00S,2024-02-23T00:25:33.7Z,1,REGULAR,substitution,in,[],203926,,,1610612754,26,19,2024-02-23T00:25:39Z,1110000,False,,,0,,SUB in: D. McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2024-02-23T00:26:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630543,5.338370565045992,46.81372549019608,1610612754,28,19,2024-02-23T00:26:15Z,1120000,False,16.0,-2.0,1,left,I. Jackson finger roll Layup (2 PTS) (T. McConnell 1 AST),"[1630543, 204456]",1610612754.0,IND,finger roll,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.61,Made,2.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,
115,PT03M07.00S,2024-02-23T00:26:12.2Z,1,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612754,28,19,2024-02-23T00:26:17Z,1140000,False,,,0,,S. Milton shooting personal FOUL (1 PF) (Jackson 1 FT),"[1629003, 1630543]",1610612765.0,DET,shooting,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,,,1.0,0.0,Jackson,1630543.0
117,PT03M07.00S,2024-02-23T00:26:42.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630543,,,1610612754,29,19,2024-02-23T00:26:42Z,1160000,False,,,0,,I. Jackson Free Throw 1 of 1 (3 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
118,PT02M51.00S,2024-02-23T00:26:59.5Z,1,REGULAR,3pt,Jump Shot,[],1629003,93.51182654402102,96.81372549019608,1610612765,29,19,2024-02-23T00:27:10Z,1170000,False,234.0,8.0,1,right,MISS S. Milton 3PT,[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
119,PT02M48.00S,2024-02-23T00:27:02.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,29,19,2024-02-23T00:27:10Z,1180000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,118.0,,,,,,,,,,
121,PT02M48.00S,2024-02-23T00:27:08.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,29,19,2024-02-23T00:27:08Z,1200000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M38.00S,2024-02-23T00:30:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,9.674770039421814,45.83333333333333,1610612754,29,19,2024-02-23T00:30:18Z,1210000,False,21.0,38.0,1,left,MISS T. McConnell driving finger roll Layup - blocked,"[204456, 1630164]",1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,4.37,Missed,,,,,,,,,,,,,Wiseman,1630164.0,,,,
123,PT02M38.00S,2024-02-23T00:30:14.0Z,1,REGULAR,block,,[],1630164,,,1610612754,29,19,2024-02-23T00:30:16Z,1220000,False,,,0,,J. Wiseman BLOCK (1 BLK),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
124,PT02M38.00S,2024-02-23T00:30:14.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,29,19,2024-02-23T00:30:18Z,1230000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,122.0,,,,,,,,,,
126,PT02M32.00S,2024-02-23T00:30:33.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641767,26.10052562417871,18.38235294117647,1610612754,29,19,2024-02-23T00:30:37Z,1250000,False,158.0,193.0,1,left,MISS B. Sheppard 24' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
127,PT02M29.00S,2024-02-23T00:30:36.1Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,29,19,2024-02-23T00:30:37Z,1260000,False,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,126.0,2.0,1.0,1.0,,,,,,,
128,PT02M28.00S,2024-02-23T00:30:37.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203926,34.510512483574246,66.42156862745098,1610612754,32,19,2024-02-23T00:30:41Z,1270000,False,-82.0,272.0,1,left,D. McDermott 28' 3PT  (3 PTS) (O. Toppin 1 AST),"[203926, 1630167]",1610612754.0,IND,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,28.4,Made,3.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,,
130,PT02M08.00S,2024-02-23T00:30:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630164,83.78777923784494,43.627450980392155,1610612765,32,19,2024-02-23T00:33:11Z,1290000,False,-32.0,100.0,1,right,MISS J. Wiseman 10' Jump Shot,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,10.49,Missed,,,,,,,,,,,,,,,,,,
131,PT02M05.00S,2024-02-23T00:30:59.8Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,32,19,2024-02-23T00:31:01Z,1300000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,
132,PT01M57.00S,2024-02-23T00:31:08.7Z,1,REGULAR,foul,offensive,[],1630543,,,1610612754,32,19,2024-02-23T00:33:59Z,1310000,False,,,0,,I. Jackson offensive FOUL (1 PF),"[1630543, 1630164]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628172.0,,,1.0,0.0,Wiseman,1630164.0
136,PT01M57.00S,2024-02-23T00:31:08.7Z,1,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,32,19,2024-02-23T00:31:08Z,1325000,False,,,0,,I. Jackson offensive foul TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,,,,,1628172.0,,,,,,
134,PT01M57.00S,2024-02-23T00:31:29.3Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612765,32,19,2024-02-23T00:34:02Z,1330000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M57.00S,2024-02-23T00:34:17.9Z,1,REGULAR,substitution,out,[],203095,,,1610612765,32,19,2024-02-23T00:34:21Z,1350000,False,,,0,,SUB out: E. Fournier,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M57.00S,2024-02-23T00:34:17.9Z,1,REGULAR,substitution,in,[],1631093,,,1610612765,32,19,2024-02-23T00:34:21Z,1360000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M40.00S,2024-02-23T00:34:43.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631204,67.36202365308804,56.127450980392155,1610612765,32,22,2024-02-23T00:34:47Z,1370000,False,31.0,254.0,1,right,M. Sasser 25' 3PT pullup (3 PTS) (T. Brown Jr. 1 AST),"[1631204, 1628972]",1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,25.61,Made,3.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,,,,,,
140,PT01M25.00S,2024-02-23T00:34:57.2Z,1,REGULAR,3pt,Jump Shot,[],204456,32.013797634691194,43.13725490196079,1610612754,35,22,2024-02-23T00:35:02Z,1380000,False,34.0,248.0,1,left,T. McConnell 25' 3PT pullup (3 PTS) (D. McDermott 1 AST),"[204456, 203926]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,25.08,Made,3.0,D. McDermott,203926.0,1.0,,,,,,,,,,,,,,
142,PT01M14.00S,2024-02-23T00:35:11.9Z,1,REGULAR,foul,personal,['2freethrow'],204456,,,1610612765,35,22,2024-02-23T00:35:16Z,1400000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Sasser 2 FT),"[204456, 1631204]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,200833.0,,,1.0,0.0,Sasser,1631204.0
144,PT01M14.00S,2024-02-23T00:35:38.0Z,1,REGULAR,freethrow,1 of 2,[],1631204,,,1610612765,35,23,2024-02-23T00:35:58Z,1420000,False,,,0,,M. Sasser Free Throw 1 of 2 (4 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
145,PT01M14.00S,2024-02-23T00:35:38.0Z,1,REGULAR,freethrow,2 of 2,[],1631204,,,1610612765,35,23,2024-02-23T00:35:58Z,1430000,False,,,0,,MISS M. Sasser Free Throw 2 of 2,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
146,PT01M12.00S,2024-02-23T00:35:40.0Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,35,23,2024-02-23T00:35:58Z,1440000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,145.0,2.0,2.0,0.0,,,,,,,
147,PT00M52.70S,2024-02-23T00:36:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,6.652431011826544,56.127450980392155,1610612754,37,23,2024-02-23T00:36:22Z,1450000,False,-31.0,10.0,1,left,I. Jackson Layup (5 PTS) (D. McDermott 2 AST),"[1630543, 203926]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,3.22,Made,5.0,D. McDermott,203926.0,2.0,,,,,,,,,,,,,,
149,PT00M45.50S,2024-02-23T00:36:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,91.27792378449409,57.35294117647059,1610612765,37,25,2024-02-23T00:36:29Z,1470000,False,37.0,29.0,1,right,J. Ivey driving Layup (4 PTS),[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,4.0,,,,,,,,,,,,,,,,,
151,PT00M32.50S,2024-02-23T00:36:41.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,13.354139290407357,40.68627450980392,1610612754,39,25,2024-02-23T00:36:46Z,1480000,False,47.0,73.0,1,left,T. McConnell 8' turnaround fadeaway Jump Shot (5 PTS),[204456],1610612754.0,IND,turnaround fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,8.66,Made,5.0,,,,,,,,,,,,,,,,,
153,PT00M11.20S,2024-02-23T00:37:34.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,86.94152431011827,36.51960784313725,1610612765,39,25,2024-02-23T00:37:39Z,1500000,False,-67.0,70.0,1,right,MISS M. Sasser 9' pullup Shot,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Left,9.73,Missed,,,,,,,,,,,,,,,,,,
154,PT00M08.60S,2024-02-23T00:37:37.5Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,39,25,2024-02-23T00:38:15Z,1510000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,153.0,3.0,2.0,1.0,,,,,,,
155,PT00M01.00S,2024-02-23T00:37:45.1Z,1,REGULAR,3pt,Jump Shot,[],1641767,6.783837056504599,2.941176470588235,1610612754,42,25,2024-02-23T00:38:00Z,1520000,False,235.0,11.0,1,left,B. Sheppard 3PT  (3 PTS) (O. Toppin 2 AST),"[1641767, 1630167]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,23.56,Made,3.0,O. Toppin,1630167.0,2.0,,,,,,,,,,,,,,
158,PT00M00.00S,2024-02-23T00:38:14.9Z,1,REGULAR,period,end,[],0,,,1610612765,42,25,2024-02-23T00:38:14Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-02-23T00:39:54.4Z,2,REGULAR,substitution,out,['startperiod'],1630167,,,1610612765,42,25,2024-02-23T00:40:17Z,1560000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-02-23T00:39:54.4Z,2,REGULAR,substitution,out,['startperiod'],1628972,,,1610612765,42,25,2024-02-23T00:40:17Z,1570000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-02-23T00:39:54.4Z,2,REGULAR,substitution,out,['startperiod'],1631204,,,1610612765,42,25,2024-02-23T00:40:17Z,1580000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-02-23T00:39:54.4Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612765,42,25,2024-02-23T00:40:17Z,1590000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-02-23T00:39:54.4Z,2,REGULAR,substitution,in,['startperiod'],1631323,,,1610612765,42,25,2024-02-23T00:40:17Z,1600000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-02-23T00:39:54.4Z,2,REGULAR,substitution,in,['startperiod'],1630201,,,1610612765,42,25,2024-02-23T00:40:17Z,1610000,False,,,0,,SUB in: M. Flynn,[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-02-23T00:40:25.2Z,2,REGULAR,period,start,[],0,,,1610612765,42,25,2024-02-23T00:40:25Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M47.00S,2024-02-23T00:40:38.1Z,2,REGULAR,3pt,Jump Shot,[],1631323,66.44218134034165,42.8921568627451,1610612765,42,25,2024-02-23T00:40:46Z,1630000,False,-36.0,263.0,1,right,MISS S. Fontecchio 26' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,,
167,PT11M42.00S,2024-02-23T00:40:43.1Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,42,25,2024-02-23T00:40:46Z,1640000,False,,,0,,T. McConnell REBOUND (Off:0 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,,,166.0,3.0,3.0,0.0,,,,,,,
168,PT11M22.00S,2024-02-23T00:41:02.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.360709592641262,39.46078431372549,1610612754,42,25,2024-02-23T00:41:07Z,1650000,False,53.0,26.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.88,Missed,,,,,,,,,,,,,,,,,,
169,PT11M22.00S,2024-02-23T00:41:06.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,42,25,2024-02-23T00:41:06Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,168.0,,,,,,,,,,
170,PT11M22.00S,2024-02-23T00:41:06.9Z,2,REGULAR,foul,personal,[],1630201,,,1610612754,42,25,2024-02-23T00:41:15Z,1670000,False,,,0,,M. Flynn loose ball personal FOUL (1 PF),"[1630201, 1630543]",1610612765.0,DET,loose ball,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204059.0,,,1.0,0.0,Jackson,1630543.0
172,PT11M14.00S,2024-02-23T00:41:32.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,22.815374507227332,25.245098039215684,1610612754,44,25,2024-02-23T00:41:36Z,1690000,False,124.0,162.0,1,left,P. Siakam 20' Jump Shot (7 PTS) (T. McConnell 2 AST),"[1627783, 204456]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,20.39,Made,7.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,,,
174,PT10M59.00S,2024-02-23T00:41:46.7Z,2,REGULAR,2pt,Jump Shot,[],1630201,84.83902759526939,32.35294117647059,1610612765,44,25,2024-02-23T00:41:53Z,1710000,False,-88.0,90.0,1,right,MISS M. Flynn 12' driving floating Shot,[1630201],1610612765.0,DET,driving floating,,,Flynn,M. Flynn,,,,,Mid-Range,8-16 Left,12.6,Missed,,,,,,,,,,,,,,,,,,
175,PT10M54.00S,2024-02-23T00:41:51.7Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,44,25,2024-02-23T00:41:53Z,1720000,False,,,0,,T. McConnell REBOUND (Off:0 Def:4),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,,,,,,,,174.0,4.0,4.0,0.0,,,,,,,
