actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M46.00S,2024-04-05T23:12:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,85.89027595269383,48.77450980392157,1610612754,4,2,2024-04-05T23:13:33Z,160000,False,-6.0,80.0,1,right,P. Siakam 8' turnaround Jump Shot (4 PTS),[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,8.03,Made,,,,,4.0,,,,,,,,,,,,,
17,PT10M35.00S,2024-04-05T23:12:49.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630198,4.944152431011826,52.69607843137255,1610612760,4,2,2024-04-05T23:15:45Z,170000,False,-13.0,-6.0,1,left,MISS I. Joe driving DUNK,[1630198],1610612760.0,OKC,driving,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,,
18,PT10M34.00S,2024-04-05T23:12:50.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,4,2,2024-04-05T23:12:53Z,180000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,17.0,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2024-04-05T23:13:13.5Z,1,REGULAR,2pt,Jump Shot,[],1627783,88.25558475689881,24.754901960784316,1610612754,4,2,2024-04-05T23:17:05Z,200000,False,-126.0,58.0,1,right,MISS P. Siakam 13' step back Shot,[1627783],1610612754.0,IND,step back,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,13.88,Missed,,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2024-04-05T23:13:17.5Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,4,2,2024-04-05T23:13:18Z,210000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M07.00S,2024-04-05T23:13:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.046649145860711,46.81372549019608,1610612760,4,4,2024-04-05T23:13:31Z,220000,False,16.0,14.0,1,left,J. Giddey driving finger roll Layup (2 PTS),[1630581],1610612760.0,OKC,driving finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,2.0,,,,,,,,,,,,,
23,PT09M53.00S,2024-04-05T23:13:40.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,94.43166885676742,97.30392156862744,1610612754,7,4,2024-04-05T23:13:48Z,230000,False,237.0,0.0,1,right,A. Nesmith 3PT  (3 PTS) (P. Siakam 1 AST),"[1630174, 1627783]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.65,Made,,,,,3.0,,,,,,P. Siakam,1627783.0,1.0,,,,,
25,PT09M44.00S,2024-04-05T23:13:49.4Z,1,REGULAR,3pt,Jump Shot,[],1631096,29.6484888304862,72.05882352941177,1610612760,7,4,2024-04-05T23:13:54Z,250000,False,-110.0,226.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
26,PT09M42.00S,2024-04-05T23:13:51.4Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,7,4,2024-04-05T23:13:54Z,260000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M30.00S,2024-04-05T23:14:03.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,81.553876478318,95.58823529411765,1610612754,7,4,2024-04-05T23:14:07Z,270000,False,228.0,121.0,1,right,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
28,PT09M27.00S,2024-04-05T23:14:06.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,7,4,2024-04-05T23:14:13Z,280000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M15.00S,2024-04-05T23:14:18.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,7.440867279894875,49.50980392156863,1610612760,7,6,2024-04-05T23:14:22Z,290000,False,2.0,17.0,1,left,C. Holmgren driving DUNK (4 PTS) (J. Giddey 1 AST),"[1631096, 1630581]",1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,4.0,,,,,,J. Giddey,1630581.0,1.0,,,,,
31,PT09M07.00S,2024-04-05T23:14:29.4Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612754,7,6,2024-04-05T23:14:35Z,310000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Turner 2 FT),"[1631096, 1626167]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203593.0,1.0,0.0,Turner,1626167.0,,,,,,,,
33,PT09M07.00S,2024-04-05T23:14:50.1Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,8,6,2024-04-05T23:14:50Z,330000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
34,PT09M07.00S,2024-04-05T23:15:06.2Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,9,6,2024-04-05T23:15:06Z,340000,False,,,0,,M. Turner Free Throw 2 of 2 (2 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
35,PT08M54.00S,2024-04-05T23:15:21.2Z,1,REGULAR,2pt,Jump Shot,[],202330,21.50131406044678,44.85294117647059,1610612760,9,8,2024-04-05T23:15:28Z,350000,False,26.0,150.0,1,left,G. Hayward 15' driving floating bank Jump Shot (2 PTS),[202330],1610612760.0,OKC,driving floating bank,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Center,15.18,Made,,,,,2.0,,,,,,,,,,,,,
36,PT08M54.00S,2024-04-05T23:15:27.2Z,1,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612760,9,8,2024-04-05T23:15:30Z,360000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Hayward 1 FT),"[1630174, 202330]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Center,,,,,,,,2714.0,1.0,0.0,Hayward,202330.0,,,,,,,,
38,PT08M54.00S,2024-04-05T23:15:45.0Z,1,REGULAR,freethrow,1 of 1,[],202330,,,1610612760,9,9,2024-04-05T23:15:45Z,380000,False,,,0,,G. Hayward Free Throw 1 of 1 (3 PTS),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
39,PT08M34.00S,2024-04-05T23:16:07.4Z,1,REGULAR,2pt,Jump Shot,[],1626167,86.94152431011827,73.2843137254902,1610612754,11,9,2024-04-05T23:16:13Z,390000,False,116.0,70.0,1,right,M. Turner 13' turnaround fadeaway Jump Shot (4 PTS),[1626167],1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,13.59,Made,,,,,4.0,,,,,,,,,,,,,
40,PT08M19.00S,2024-04-05T23:16:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.652431011826544,48.28431372549019,1610612760,11,11,2024-04-05T23:16:25Z,400000,False,9.0,10.0,1,left,J. Giddey driving finger roll Layup (4 PTS),[1630581],1610612760.0,OKC,driving finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,4.0,,,,,,,,,,,,,
41,PT08M12.00S,2024-04-05T23:16:31.3Z,1,REGULAR,foul,offensive,[],1630174,,,1610612754,11,11,2024-04-05T23:16:37Z,410000,False,,,0,,A. Nesmith offensive FOUL (2 PF),"[1630174, 1629652]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,,,202901.0,2.0,0.0,Dort,1629652.0,,,,,,,,
43,PT08M12.00S,2024-04-05T23:16:31.3Z,1,REGULAR,turnover,offensive foul,[],1630174,,,1610612754,11,11,2024-04-05T23:16:31Z,430000,False,,,0,,A. Nesmith offensive foul TURNOVER (1 TO),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,,,202901.0,,,,,,,,1.0,,,,
44,PT08M12.00S,2024-04-05T23:16:41.7Z,1,REGULAR,substitution,out,[],1630174,,,1610612760,11,11,2024-04-05T23:16:47Z,440000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M12.00S,2024-04-05T23:16:41.7Z,1,REGULAR,substitution,in,[],1641767,,,1610612760,11,11,2024-04-05T23:16:47Z,450000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M59.00S,2024-04-05T23:17:10.6Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612760,11,11,2024-04-05T23:17:17Z,460000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Hayward 2 FT),"[1629614, 202330]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,,,,,202901.0,1.0,0.0,Hayward,202330.0,,,,,,,,
48,PT07M59.00S,2024-04-05T23:17:31.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202330,,,1610612760,11,12,2024-04-05T23:17:31Z,480000,False,,,0,,G. Hayward Free Throw 1 of 2 (4 PTS),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
49,PT07M59.00S,2024-04-05T23:17:45.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202330,,,1610612760,11,13,2024-04-05T23:17:45Z,490000,False,,,0,,G. Hayward Free Throw 2 of 2 (5 PTS),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
50,PT07M51.00S,2024-04-05T23:17:55.6Z,1,REGULAR,foul,offensive,[],1641767,,,1610612754,11,13,2024-04-05T23:18:02Z,500000,False,,,0,,B. Sheppard offensive FOUL (1 PF),"[1641767, 1629652]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,,,203593.0,1.0,0.0,Dort,1629652.0,,,,,,,,
52,PT07M51.00S,2024-04-05T23:17:55.6Z,1,REGULAR,turnover,offensive foul,[],1641767,,,1610612754,11,13,2024-04-05T23:17:55Z,520000,False,,,0,,B. Sheppard offensive foul TURNOVER (1 TO),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,,,203593.0,,,,,,,,1.0,,,,
53,PT07M43.00S,2024-04-05T23:18:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,6.783837056504599,56.86274509803921,1610612760,11,15,2024-04-05T23:18:24Z,530000,False,-34.0,11.0,1,left,L. Dort driving Layup (2 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,3.61,Made,,,,,2.0,,,,,,,,,,,,,
54,PT07M42.00S,2024-04-05T23:18:22.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,11,15,2024-04-05T23:18:22Z,540000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M24.00S,2024-04-05T23:21:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.9862023653088,55.88235294117647,1610612754,11,15,2024-04-05T23:21:39Z,550000,False,29.0,13.0,1,right,MISS M. Turner driving Layup,[1626167],1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
56,PT07M21.00S,2024-04-05T23:21:38.9Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,11,15,2024-04-05T23:21:39Z,560000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT07M17.00S,2024-04-05T23:21:43.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630581,15.456636005256241,55.63725490196079,1610612760,11,15,2024-04-05T23:21:50Z,570000,False,-28.0,93.0,1,left,MISS J. Giddey 9' running pullup Shot,[1630581],1610612760.0,OKC,running pullup,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,9.7,Missed,,,,,,,,,,,,,,,,,,
58,PT07M14.00S,2024-04-05T23:21:46.0Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,11,15,2024-04-05T23:21:50Z,580000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT07M05.00S,2024-04-05T23:21:55.4Z,1,REGULAR,2pt,Jump Shot,[],1626167,79.58278580814718,50.98039215686274,1610612754,13,15,2024-04-05T23:22:12Z,590000,False,5.0,139.0,1,right,M. Turner 13' Jump Shot (6 PTS) (P. Siakam 2 AST),"[1626167, 1627783]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,13.95,Made,,,,,6.0,,,,,,P. Siakam,1627783.0,2.0,,,,,
62,PT06M39.00S,2024-04-05T23:22:35.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,4.155716162943495,96.07843137254902,1610612760,13,18,2024-04-05T23:22:40Z,620000,False,-230.0,-13.0,1,left,L. Dort 3PT  (5 PTS) (J. Giddey 2 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.08,Made,,,,,5.0,,,,,,J. Giddey,1630581.0,2.0,,,,,
64,PT06M16.00S,2024-04-05T23:22:58.3Z,1,REGULAR,3pt,Jump Shot,[],1630169,94.56307490144546,96.32352941176471,1610612754,13,18,2024-04-05T23:23:05Z,640000,False,232.0,-1.0,1,right,MISS T. Haliburton 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
65,PT06M12.00S,2024-04-05T23:23:02.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,13,18,2024-04-05T23:23:05Z,650000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,,,64.0,,,,,,,,,,,,,,,,,
67,PT06M03.00S,2024-04-05T23:23:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.258212877792378,56.372549019607845,1610612760,13,20,2024-04-05T23:23:30Z,670000,False,-32.0,6.0,1,left,J. Giddey reverse Layup (6 PTS) (I. Joe 1 AST),"[1630581, 1630198]",1610612760.0,OKC,reverse,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,6.0,,,,,,I. Joe,1630198.0,1.0,,,,,
69,PT05M45.00S,2024-04-05T23:23:37.3Z,1,REGULAR,3pt,Jump Shot,[],1641767,94.95729303547962,96.81372549019608,1610612754,13,20,2024-04-05T23:23:44Z,690000,False,234.0,-5.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,,
70,PT05M44.00S,2024-04-05T23:23:38.3Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,13,20,2024-04-05T23:24:10Z,700000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Right Corner 3,24+ Right,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
71,PT05M37.00S,2024-04-05T23:23:45.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631096,12.040078843626807,41.42156862745098,1610612760,13,22,2024-04-05T23:28:05Z,710000,False,43.0,61.0,1,left,C. Holmgren 7' running pullup Jump Shot (6 PTS),[1631096],1610612760.0,OKC,running pullup,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,7.43,Made,,,,,6.0,,,,,,,,,,,,,
72,PT05M29.00S,2024-04-05T23:23:57.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,13,22,2024-04-05T23:23:57Z,720000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M29.00S,2024-04-05T23:25:57.0Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,13,22,2024-04-05T23:26:39Z,730000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M29.00S,2024-04-05T23:25:57.0Z,1,REGULAR,substitution,out,[],1630581,,,1610612754,13,22,2024-04-05T23:26:39Z,740000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M29.00S,2024-04-05T23:25:57.0Z,1,REGULAR,substitution,out,[],1631096,,,1610612754,13,22,2024-04-05T23:26:39Z,750000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2024-04-05T23:25:57.0Z,1,REGULAR,substitution,in,[],204456,,,1610612754,13,22,2024-04-05T23:26:39Z,760000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M29.00S,2024-04-05T23:25:57.0Z,1,REGULAR,substitution,in,[],1631119,,,1610612754,13,22,2024-04-05T23:26:39Z,770000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M29.00S,2024-04-05T23:25:57.0Z,1,REGULAR,substitution,in,[],1630598,,,1610612754,13,22,2024-04-05T23:26:39Z,780000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2024-04-05T23:27:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,90.3580814717477,41.66666666666667,1610612754,15,22,2024-04-05T23:27:21Z,790000,False,-42.0,38.0,1,right,P. Siakam turnaround Jump Shot (6 PTS),[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,,,,,6.0,,,,,,,,,,,,,
80,PT04M44.00S,2024-04-05T23:27:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,8.09789750328515,48.28431372549019,1610612760,15,24,2024-04-05T23:27:49Z,800000,False,9.0,24.0,1,left,L. Dort cutting finger roll Layup (7 PTS) (A. Wiggins 1 AST),"[1629652, 1630598]",1610612760.0,OKC,cutting finger roll,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,7.0,,,,,,A. Wiggins,1630598.0,1.0,,,,,
82,PT04M34.00S,2024-04-05T23:27:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.77463863337714,53.92156862745098,1610612754,17,24,2024-04-05T23:27:55Z,820000,False,20.0,6.0,1,right,T. McConnell driving finger roll Layup (2 PTS) (T. Haliburton 1 AST),"[204456, 1630169]",1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,2.0,,,,,,T. Haliburton,1630169.0,1.0,,,,,
90,PT04M23.00S,2024-04-05T23:28:12.0Z,1,REGULAR,violation,kicked ball,[],1626167,,,1610612760,17,24,2024-04-05T23:31:16Z,835000,False,,,0,,M. Turner kicked ball VIOLATION,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,203593.0,,,,,,,,,,,,
84,PT04M23.00S,2024-04-05T23:28:13.3Z,1,REGULAR,substitution,out,[],1626167,,,1610612760,17,24,2024-04-05T23:28:19Z,840000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M23.00S,2024-04-05T23:28:13.3Z,1,REGULAR,substitution,out,[],1627783,,,1610612760,17,24,2024-04-05T23:28:19Z,850000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M23.00S,2024-04-05T23:28:13.3Z,1,REGULAR,substitution,in,[],1630188,,,1610612760,17,24,2024-04-05T23:28:19Z,870000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M23.00S,2024-04-05T23:28:13.3Z,1,REGULAR,substitution,in,[],1630167,,,1610612760,17,24,2024-04-05T23:28:19Z,880000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
