actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
197,PT11M44.00S,2023-11-19T22:45:30.7Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612754,23,42,2023-11-19T22:45:47Z,1970000,False,,,0,,B. Brown Free Throw 2 of 2 (2 PTS),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
198,PT11M27.00S,2023-11-19T22:46:01.9Z,2,REGULAR,3pt,Jump Shot,[],1630532,33.459264126149804,43.872549019607845,1610612753,23,42,2023-11-19T22:46:08Z,1980000,False,31.0,262.0,1,left,MISS F. Wagner 26' step back 3PT,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,26.38,Missed,,,,,,,,,,,,,,,,,,
199,PT11M24.00S,2023-11-19T22:46:04.9Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612754,23,42,2023-11-19T22:46:08Z,1990000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,198.0,3.0,3.0,0.0,,,,,,,,,,,,,,
200,PT11M15.00S,2023-11-19T22:46:16.3Z,2,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,23,42,2023-11-19T22:46:25Z,2000000,False,,,0,,T. McConnell bad pass out-of-bounds TURNOVER (1 TO),[204456],1610612754.0,IND,bad pass,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Center,,,,,,,1626302.0,1.0,,,,,,,,,,,,
201,PT11M01.00S,2023-11-19T22:46:36.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,7.966491458607096,51.9607843137255,1610612753,23,42,2023-11-20T00:44:14Z,2010000,False,-10.0,22.0,1,left,MISS M. Wagner driving reverse Layup,[1629021],1610612753.0,ORL,driving reverse,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
202,PT10M58.00S,2023-11-19T22:46:39.5Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,23,42,2023-11-19T22:46:45Z,2020000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,201.0,1.0,1.0,0.0,,,,,,,,,,,,,,
203,PT10M54.00S,2023-11-19T22:46:43.1Z,2,REGULAR,turnover,bad pass,[],204456,,,1610612754,23,42,2023-11-19T22:46:48Z,2030000,False,,,0,,T. McConnell bad pass TURNOVER (2 TO),"[204456, 203914]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,Harris,203914.0,,,,,,,,,
204,PT10M54.00S,2023-11-19T22:46:43.1Z,2,REGULAR,steal,,[],203914,,,1610612753,23,42,2023-11-19T22:46:44Z,2040000,False,,,0,,G. Harris STEAL (2 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
205,PT10M48.00S,2023-11-19T22:46:51.9Z,2,REGULAR,foul,personal,[],1630174,,,1610612753,23,42,2023-11-19T22:46:54Z,2050000,False,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 1630175]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,,,,,202049.0,,,,,,,,,,2.0,0.0,Anthony,1630175.0
207,PT10M48.00S,2023-11-19T22:46:55.3Z,2,REGULAR,substitution,out,[],1628371,,,1610612753,23,42,2023-11-19T22:47:01Z,2070000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M48.00S,2023-11-19T22:46:55.3Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,23,42,2023-11-19T22:47:01Z,2080000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M37.00S,2023-11-19T22:47:27.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,6.521024967148489,51.71568627450981,1610612753,23,44,2023-11-20T00:44:48Z,2090000,False,-9.0,9.0,1,left,F. Wagner driving reverse Layup (4 PTS),[1630532],1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,4.0,,,,,,,,,,,
210,PT10M24.00S,2023-11-19T22:47:38.8Z,2,REGULAR,2pt,Jump Shot,[],1628971,88.64980289093299,70.34313725490196,1610612754,23,44,2023-11-19T22:47:45Z,2100000,False,102.0,54.0,1,right,MISS B. Brown 11' driving floating bank Shot,[1628971],1610612754.0,IND,driving floating bank,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,11.52,Missed,,,,,,,,,,,,,,,,,,
211,PT10M22.00S,2023-11-19T22:47:40.8Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,23,44,2023-11-19T22:47:45Z,2110000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,
212,PT10M16.00S,2023-11-19T22:47:46.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203914,36.74441524310118,34.068627450980394,1610612753,23,47,2023-11-19T22:47:54Z,2120000,False,80.0,293.0,1,left,G. Harris 30' 3PT running pullup (9 PTS) (C. Anthony 1 AST),"[203914, 1630175]",1610612753.0,ORL,running pullup,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,30.35,Made,,,,,,,9.0,,,,,C. Anthony,1630175.0,1.0,,,,
214,PT10M05.00S,2023-11-19T22:47:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,94.30026281208936,53.431372549019606,1610612754,25,47,2023-11-19T22:48:03Z,2140000,False,17.0,1.0,1,right,T. McConnell driving Layup (7 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,1.72,Made,,,,,,,7.0,,,,,,,,,,,
216,PT09M53.00S,2023-11-19T22:48:17.2Z,2,REGULAR,substitution,out,[],203914,,,1610612753,25,47,2023-11-19T22:48:24Z,2160000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M53.00S,2023-11-19T22:48:17.2Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,25,47,2023-11-19T22:48:24Z,2170000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M52.00S,2023-11-19T22:48:44.6Z,2,REGULAR,foul,personal,[],1631097,,,1610612753,25,47,2023-11-19T22:48:49Z,2180000,False,,,0,,B. Mathurin personal FOUL (1 PF),"[1631097, 1630532]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,,,,,,,,,,1.0,0.0,Wagner,1630532.0
220,PT09M43.00S,2023-11-19T22:49:22.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,9.017739816031538,50.245098039215684,1610612753,25,47,2023-11-19T22:49:27Z,2200000,False,-1.0,32.0,1,left,MISS F. Wagner driving finger roll Layup,[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
221,PT09M39.00S,2023-11-19T22:49:26.6Z,2,REGULAR,rebound,offensive,[],1631094,,,1610612753,25,47,2023-11-19T22:49:27Z,2210000,False,,,0,,P. Banchero REBOUND (Off:1 Def:0),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,220.0,1.0,0.0,1.0,,,,,,,,,,,,,,
222,PT09M39.00S,2023-11-19T22:49:25.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631094,5.590000152587891,50.0,1610612753,25,49,2023-11-19T22:49:29Z,2220000,False,0.0,0.0,1,left,P. Banchero tip Layup (6 PTS),[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,6.0,,,,,,,,,,,
223,PT09M27.00S,2023-11-19T22:49:38.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,89.04402102496715,50.73529411764706,1610612754,25,49,2023-11-19T22:49:43Z,2230000,False,4.0,50.0,1,right,MISS B. Mathurin driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
224,PT09M24.00S,2023-11-19T22:49:41.6Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,25,49,2023-11-19T22:49:41Z,2240000,False,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,223.0,1.0,0.0,1.0,,,,,,,,,,,,,,
225,PT09M19.00S,2023-11-19T22:49:46.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,93.64323258869908,51.9607843137255,1610612754,25,49,2023-11-19T22:49:51Z,2250000,False,10.0,7.0,1,right,MISS A. Nesmith driving Layup,[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
226,PT09M16.00S,2023-11-19T22:49:49.5Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,25,49,2023-11-19T22:49:51Z,2260000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,225.0,2.0,1.0,1.0,,,,,,,,,,,,,,
227,PT09M14.00S,2023-11-19T22:49:52.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1630532,5.469776609724048,51.225490196078425,1610612753,25,51,2023-11-19T22:50:10Z,2270000,False,-6.0,-1.0,1,left,F. Wagner running finger roll Layup (6 PTS) (J. Suggs 1 AST),"[1630532, 1630591]",1610612753.0,ORL,running finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,,,6.0,,,,,J. Suggs,1630591.0,1.0,,,,
228,PT09M14.00S,2023-11-19T22:49:54.8Z,2,REGULAR,violation,defensive goaltending,[],1630174,,,1610612753,25,51,2023-11-19T22:50:10Z,2280000,False,,,0,,A. Nesmith defensive goaltending VIOLATION,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,202049.0,,,,,,,,,,,,,
230,PT09M06.00S,2023-11-19T22:50:13.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,89.70105124835742,57.35294117647059,1610612754,25,51,2023-11-19T22:50:22Z,2290000,False,37.0,44.0,1,right,MISS T. McConnell pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
232,PT09M04.00S,2023-11-19T22:50:15.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,25,51,2023-11-19T22:50:22Z,2310000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,230.0,,,,,,,,,,,,,,,,,
234,PT08M50.00S,2023-11-19T22:50:54.8Z,2,REGULAR,3pt,Jump Shot,[],1630532,36.74441524310118,23.284313725490197,1610612753,25,51,2023-11-19T22:51:02Z,2330000,False,134.0,293.0,1,left,MISS F. Wagner 32' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,32.19,Missed,,,,,,,,,,,,,,,,,,
235,PT08M47.00S,2023-11-19T22:50:57.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,25,51,2023-11-19T22:51:02Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,234.0,,,,,,,,,,,,,,,,,
236,PT08M47.00S,2023-11-19T22:51:00.1Z,2,REGULAR,foul,personal,[],1630188,,,1610612753,25,51,2023-11-19T22:51:09Z,2350000,False,,,0,,J. Smith loose ball personal FOUL (1 PF),"[1630188, 1629021]",1610612754.0,IND,loose ball,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,,,,,,,,,,1.0,0.0,Wagner,1629021.0
238,PT08M47.00S,2023-11-19T22:51:06.2Z,2,REGULAR,substitution,out,[],1630174,,,1610612753,25,51,2023-11-19T22:51:10Z,2370000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M47.00S,2023-11-19T22:51:06.2Z,2,REGULAR,substitution,in,[],1641716,,,1610612753,25,51,2023-11-19T22:51:10Z,2380000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M41.00S,2023-11-19T22:51:29.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629021,5.601182654402102,51.470588235294116,1610612753,25,53,2023-11-19T22:51:34Z,2390000,False,-7.0,0.0,1,left,M. Wagner cutting DUNK (8 PTS) (C. Anthony 2 AST),"[1629021, 1630175]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,8.0,,,,,C. Anthony,1630175.0,2.0,,,,
242,PT08M20.00S,2023-11-19T22:51:52.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,93.11760840998686,51.71568627450981,1610612754,27,53,2023-11-19T22:51:58Z,2410000,False,9.0,12.0,1,right,B. Mathurin Layup (5 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,5.0,,,,,,,,,,,
243,PT08M20.00S,2023-11-19T22:51:54.3Z,2,REGULAR,foul,personal,['1freethrow'],1630591,,,1610612754,27,53,2023-11-19T22:52:01Z,2420000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Mathurin 1 FT),"[1630591, 1631097]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,,,,,,,,,,1.0,0.0,Mathurin,1631097.0
245,PT08M20.00S,2023-11-19T22:52:24.9Z,2,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,28,53,2023-11-19T22:52:24Z,2440000,False,,,0,,B. Mathurin Free Throw 1 of 1 (6 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
246,PT08M03.00S,2023-11-19T22:52:44.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,7.835085413929041,51.9607843137255,1610612753,28,55,2023-11-19T22:52:48Z,2450000,False,-10.0,21.0,1,left,J. Suggs driving finger roll Layup (11 PTS) (M. Wagner 2 AST),"[1630591, 1629021]",1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,11.0,,,,,M. Wagner,1629021.0,2.0,,,,
247,PT07M47.00S,2023-11-19T22:53:00.2Z,2,REGULAR,2pt,Jump Shot,[],1630188,74.32654402102497,31.372549019607842,1610612754,28,55,2023-11-19T22:53:04Z,2460000,False,-93.0,189.0,1,right,MISS J. Smith 21' Jump Shot,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Left Center,21.05,Missed,,,,,,,,,,,,,,,,,,
248,PT07M44.00S,2023-11-19T22:53:03.2Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,28,55,2023-11-19T22:54:01Z,2470000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,,,247.0,2.0,2.0,0.0,,,,,,,,,,,,,,
249,PT07M38.00S,2023-11-19T22:53:08.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630532,11.383048620236531,47.549019607843135,1610612753,28,55,2023-11-19T22:53:51Z,2480000,False,12.0,55.0,1,left,MISS F. Wagner running pullup Shot - blocked,"[1630532, 1641716]",1610612753.0,ORL,running pullup,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,Walker,1641716.0,,,,,,,
250,PT07M38.00S,2023-11-19T22:53:08.4Z,2,REGULAR,block,,[],1641716,,,1610612753,28,55,2023-11-19T22:53:11Z,2490000,False,,,0,,J. Walker BLOCK (1 BLK),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
251,PT07M35.00S,2023-11-19T22:53:11.4Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,28,55,2023-11-19T22:53:17Z,2500000,False,,,0,,T. McConnell REBOUND (Off:1 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,249.0,2.0,1.0,1.0,,,,,,,,,,,,,,
252,PT07M33.00S,2023-11-19T22:53:15.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,94.82588699080158,52.20588235294118,1610612754,28,55,2023-11-19T22:53:36Z,2510000,False,11.0,-4.0,1,right,MISS B. Mathurin running Layup,[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,,
253,PT07M32.00S,2023-11-19T22:53:16.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,28,55,2023-11-19T22:53:36Z,2520000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,252.0,,,,,,,,,,,,,,,,,
255,PT07M32.00S,2023-11-19T22:53:27.9Z,2,REGULAR,substitution,out,[],1631097,,,1610612754,28,55,2023-11-19T22:53:29Z,2540000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M32.00S,2023-11-19T22:53:27.9Z,2,REGULAR,substitution,in,[],1641767,,,1610612754,28,55,2023-11-19T22:53:29Z,2550000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M19.00S,2023-11-19T22:53:52.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628971,67.7562417871222,24.264705882352942,1610612754,31,55,2023-11-19T22:53:58Z,2560000,False,-129.0,251.0,1,right,B. Brown 28' 3PT step back (5 PTS),[1628971],1610612754.0,IND,step back,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,28.17,Made,,,,,,,5.0,,,,,,,,,,,
258,PT07M11.00S,2023-11-19T22:54:04.6Z,2,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612753,31,55,2023-11-19T22:54:09Z,2570000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Suggs 2 FT),"[1641716, 1630591]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,,,,,,,,,,1.0,0.0,Suggs,1630591.0
260,PT07M11.00S,2023-11-19T22:54:36.0Z,2,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,31,55,2023-11-19T22:54:36Z,2590000,False,,,0,,MISS J. Suggs Free Throw 1 of 2,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
261,PT07M11.00S,2023-11-19T22:54:36.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,31,55,2023-11-19T22:54:36Z,2600000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,
262,PT07M11.00S,2023-11-19T22:54:55.6Z,2,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,31,56,2023-11-19T22:54:55Z,2610000,False,,,0,,J. Suggs Free Throw 2 of 2 (12 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
263,PT07M01.00S,2023-11-19T22:55:08.1Z,2,REGULAR,3pt,Jump Shot,[],1641716,84.57621550591328,96.81372549019608,1610612754,31,56,2023-11-19T22:55:13Z,2620000,False,234.0,92.0,1,right,MISS J. Walker 25' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right,25.17,Missed,,,,,,,,,,,,,,,,,,
264,PT06M59.00S,2023-11-19T22:55:10.1Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,31,56,2023-11-19T22:55:57Z,2630000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,,,
265,PT06M51.00S,2023-11-19T22:55:16.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,8.886333771353483,51.470588235294116,1610612753,31,56,2023-11-19T22:55:21Z,2640000,False,-7.0,31.0,1,left,MISS C. Anthony floating Shot,[1630175],1610612753.0,ORL,floating,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
266,PT06M48.00S,2023-11-19T22:55:19.7Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,31,56,2023-11-19T22:55:21Z,2650000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,265.0,2.0,2.0,0.0,,,,,,,,,,,,,,
267,PT06M48.00S,2023-11-19T22:55:21.0Z,2,REGULAR,turnover,bad pass,[],1630188,,,1610612754,31,56,2023-11-19T22:55:29Z,2660000,False,,,0,,J. Smith bad pass TURNOVER (2 TO),"[1630188, 1631094]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,,Banchero,1631094.0,,,,,,,,,
268,PT06M48.00S,2023-11-19T22:55:21.0Z,2,REGULAR,steal,,[],1631094,,,1610612753,31,56,2023-11-19T22:55:23Z,2670000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
269,PT06M47.00S,2023-11-19T22:55:24.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631094,5.995400788436268,53.18627450980392,1610612753,31,58,2023-11-19T22:55:41Z,2680000,False,-16.0,4.0,1,left,P. Banchero DUNK (8 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,,8.0,,,,,,,,,,,
270,PT06M47.00S,2023-11-19T22:55:27.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630188,,,1610612753,31,58,2023-11-19T22:55:40Z,2690000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (Banchero 1 FT),"[1630188, 1631094]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,,,,,,,,,,2.0,0.0,Banchero,1631094.0
272,PT06M47.00S,2023-11-19T22:55:39.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,31,58,2023-11-19T22:55:57Z,2710000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M47.00S,2023-11-19T22:57:57.2Z,2,REGULAR,substitution,out,[],1641716,,,1610612753,31,58,2023-11-19T22:58:21Z,2720000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M47.00S,2023-11-19T22:57:57.2Z,2,REGULAR,substitution,out,[],204456,,,1610612753,31,58,2023-11-19T22:58:21Z,2730000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M47.00S,2023-11-19T22:57:57.2Z,2,REGULAR,substitution,out,[],1630188,,,1610612753,31,58,2023-11-19T22:58:21Z,2740000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M47.00S,2023-11-19T22:57:57.2Z,2,REGULAR,substitution,out,[],1641767,,,1610612753,31,58,2023-11-19T22:58:21Z,2750000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M47.00S,2023-11-19T22:57:57.2Z,2,REGULAR,substitution,in,[],1630169,,,1610612753,31,58,2023-11-19T22:58:21Z,2760000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M47.00S,2023-11-19T22:57:57.2Z,2,REGULAR,substitution,in,[],1630167,,,1610612753,31,58,2023-11-19T22:58:21Z,2770000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M47.00S,2023-11-19T22:57:57.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612753,31,58,2023-11-19T22:58:21Z,2780000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M47.00S,2023-11-19T22:57:57.2Z,2,REGULAR,substitution,in,[],1626167,,,1610612753,31,58,2023-11-19T22:58:21Z,2790000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
