actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
379,PT00M16.00S,2023-11-19T23:14:53.4Z,2,REGULAR,violation,defensive goaltending,[],1641710,,,1610612754,44,78,2023-11-19T23:15:06Z,3780000,False,,,0,,A. Black defensive goaltending VIOLATION,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,1627519.0,,,,,,,,,,,,,
380,PT00M01.50S,2023-11-19T23:15:15.8Z,2,REGULAR,3pt,Jump Shot,[],1641710,5.601182654402102,98.77450980392157,1610612753,44,78,2023-11-19T23:15:20Z,3790000,False,-244.0,0.0,1,left,MISS A. Black 24' 3PT - blocked,"[1641710, 1630169]",1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,24.39,Missed,,,,,,,,,,Haliburton,1630169.0,,,,,,,
381,PT00M01.50S,2023-11-19T23:15:15.8Z,2,REGULAR,block,,[],1630169,,,1610612753,44,78,2023-11-19T23:15:18Z,3800000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
382,PT00M01.50S,2023-11-19T23:15:15.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,44,78,2023-11-19T23:15:20Z,3810000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Left Corner 3,24+ Left,,,380.0,,,,,,,,,,,,,,,,,
383,PT00M00.00S,2023-11-19T23:15:19.9Z,2,REGULAR,period,end,[],0,,,1610612753,44,78,2023-11-19T23:15:19Z,3820000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2023-11-19T23:29:40.3Z,3,REGULAR,substitution,out,['startperiod'],1629670,,,1610612753,44,78,2023-11-19T23:30:23Z,3830000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2023-11-19T23:29:40.3Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612753,44,78,2023-11-19T23:30:23Z,3840000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2023-11-19T23:29:40.3Z,3,REGULAR,substitution,out,['startperiod'],204060,,,1610612753,44,78,2023-11-19T23:30:23Z,3850000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2023-11-19T23:29:40.3Z,3,REGULAR,substitution,out,['startperiod'],203914,,,1610612753,44,78,2023-11-19T23:30:23Z,3860000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2023-11-19T23:29:40.3Z,3,REGULAR,substitution,in,['startperiod'],1631097,,,1610612753,44,78,2023-11-19T23:30:23Z,3870000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2023-11-19T23:29:40.3Z,3,REGULAR,substitution,in,['startperiod'],1630167,,,1610612753,44,78,2023-11-19T23:30:23Z,3880000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2023-11-19T23:29:40.3Z,3,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,44,78,2023-11-19T23:30:23Z,3890000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT12M00.00S,2023-11-19T23:29:40.3Z,3,REGULAR,substitution,in,['startperiod'],1630591,,,1610612753,44,78,2023-11-19T23:30:23Z,3900000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT12M00.00S,2023-11-19T23:30:32.8Z,3,REGULAR,period,start,[],0,,,1610612754,44,78,2023-11-19T23:30:32Z,3910000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT11M36.00S,2023-11-19T23:30:55.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.258212877792378,50.245098039215684,1610612754,46,78,2023-11-19T23:31:01Z,3920000,False,-1.0,6.0,1,left,T. Haliburton driving finger roll Layup (4 PTS) (O. Toppin 2 AST),"[1630169, 1630167]",1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,4.0,,,,,O. Toppin,1630167.0,2.0,,,,
396,PT11M18.00S,2023-11-19T23:31:14.6Z,3,REGULAR,3pt,Jump Shot,[],1630591,67.62483574244416,27.941176470588236,1610612753,46,78,2023-11-19T23:31:18Z,3940000,False,-110.0,252.0,1,right,MISS J. Suggs 27' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,27.49,Missed,,,,,,,,,,,,,,,,,,
397,PT11M17.00S,2023-11-19T23:31:15.6Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612754,46,78,2023-11-19T23:32:01Z,3950000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,396.0,2.0,2.0,0.0,,,,,,,,,,,,,,
398,PT11M09.00S,2023-11-19T23:31:27.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,14.586070959264127,44.94868259803921,1610612754,48,78,2023-11-19T23:31:49Z,3960000,False,25.0,85.0,1,left,T. Haliburton 8' floating Jump Shot (6 PTS),[1630169],1610612754.0,IND,floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,8.83,Made,,,,,,,6.0,,,,,,,,,,,
399,PT11M09.00S,2023-11-19T23:31:28.7Z,3,REGULAR,foul,personal,['1freethrow'],1641710,,,1610612754,48,78,2023-11-19T23:31:33Z,3970000,False,,,0,,A. Black shooting personal FOUL (2 PF) (Haliburton 1 FT),"[1641710, 1630169]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202049.0,,,,,,,,,,2.0,0.0,Haliburton,1630169.0
401,PT11M09.00S,2023-11-19T23:31:48.7Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,49,78,2023-11-19T23:31:48Z,3990000,False,,,0,,T. Haliburton Free Throw 1 of 1 (7 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
402,PT10M53.00S,2023-11-19T23:32:06.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,94.1688567674113,51.470588235294116,1610612753,49,78,2023-11-19T23:32:10Z,4000000,False,7.0,2.0,1,right,MISS G. Bitadze cutting DUNK - blocked,"[1629048, 1626167]",1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,Turner,1626167.0,,,,,,,
403,PT10M53.00S,2023-11-19T23:32:06.0Z,3,REGULAR,block,,[],1626167,,,1610612753,49,78,2023-11-19T23:32:07Z,4010000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
404,PT10M51.00S,2023-11-19T23:32:08.0Z,3,REGULAR,rebound,offensive,[],1629048,,,1610612753,49,78,2023-11-19T23:32:10Z,4020000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,402.0,3.0,2.0,1.0,,,,,,,,,,,,,,
405,PT10M50.00S,2023-11-19T23:32:09.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629048,92.19776609724047,52.450980392156865,1610612753,49,80,2023-11-19T23:32:15Z,4030000,False,12.0,21.0,1,right,G. Bitadze putback DUNK (8 PTS),[1629048],1610612753.0,ORL,putback,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.42,Made,,,,,,,8.0,,,,,,,,,,,
406,PT10M44.00S,2023-11-19T23:32:16.4Z,3,REGULAR,3pt,Jump Shot,[],1630169,33.98488830486202,35.53921568627451,1610612754,52,80,2023-11-19T23:32:21Z,4040000,False,72.0,267.0,1,left,T. Haliburton 27' 3PT  (10 PTS) (B. Mathurin 2 AST),"[1630169, 1631097]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,27.66,Made,,,,,,,10.0,,,,,B. Mathurin,1631097.0,2.0,,,,
408,PT10M35.00S,2023-11-19T23:32:29.5Z,3,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612753,52,80,2023-11-19T23:32:34Z,4060000,False,,,0,,B. Mathurin shooting personal FOUL (2 PF) (Suggs 2 FT),"[1631097, 1630591]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,,,,,,,,,,2.0,0.0,Suggs,1630591.0
410,PT10M35.00S,2023-11-19T23:32:56.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,52,80,2023-11-19T23:32:56Z,4080000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT10M35.00S,2023-11-19T23:36:42.7Z,3,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,52,81,2023-11-19T23:36:42Z,4100000,False,,,0,,J. Suggs Free Throw 1 of 2 (17 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
414,PT10M35.00S,2023-11-19T23:37:02.9Z,3,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,52,82,2023-11-19T23:37:02Z,4110000,False,,,0,,J. Suggs Free Throw 2 of 2 (18 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
415,PT10M30.00S,2023-11-19T23:37:09.1Z,3,REGULAR,3pt,Jump Shot,[],1630169,35.69316688567674,30.392156862745097,1610612754,52,82,2023-11-19T23:37:14Z,4120000,False,98.0,283.0,1,left,MISS T. Haliburton 29' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,29.95,Missed,,,,,,,,,,,,,,,,,,
416,PT10M26.00S,2023-11-19T23:37:13.1Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,52,82,2023-11-19T23:37:14Z,4130000,False,,,0,,P. Banchero REBOUND (Off:1 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,415.0,2.0,1.0,1.0,,,,,,,,,,,,,,
417,PT10M21.00S,2023-11-19T23:37:20.4Z,3,REGULAR,foul,personal,[],1631097,,,1610612753,52,82,2023-11-19T23:37:26Z,4140000,False,,,0,,B. Mathurin personal FOUL (3 PF),"[1631097, 1631094]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,,,,,,,1626302.0,,,,,,,,,,3.0,0.0,Banchero,1631094.0
419,PT10M14.00S,2023-11-19T23:37:50.8Z,3,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612753,52,82,2023-11-19T23:37:57Z,4160000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Wagner 2 FT),"[1626167, 1630532]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,1627519.0,,,,,,,,,,2.0,0.0,Wagner,1630532.0
421,PT10M14.00S,2023-11-19T23:38:17.0Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,52,83,2023-11-19T23:38:17Z,4180000,False,,,0,,F. Wagner Free Throw 1 of 2 (10 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
422,PT10M14.00S,2023-11-19T23:38:31.2Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,52,84,2023-11-19T23:38:31Z,4190000,False,,,0,,F. Wagner Free Throw 2 of 2 (11 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
423,PT10M03.00S,2023-11-19T23:38:43.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,17.559132720105126,40.68627450980392,1610612754,52,84,2023-11-19T23:38:49Z,4200000,False,47.0,113.0,1,left,MISS B. Brown 12' floating Shot,[1628971],1610612754.0,IND,floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.19,Missed,,,,,,,,,,,,,,,,,,
424,PT09M58.00S,2023-11-19T23:38:48.2Z,3,REGULAR,rebound,offensive,[],1630167,,,1610612754,52,84,2023-11-19T23:38:49Z,4210000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Center,,,423.0,3.0,2.0,1.0,,,,,,,,,,,,,,
425,PT09M58.00S,2023-11-19T23:38:47.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630167,5.590000152587891,50.0,1610612754,54,84,2023-11-19T23:38:52Z,4220000,False,0.0,0.0,1,left,O. Toppin tip Layup (4 PTS),[1630167],1610612754.0,IND,tip,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,4.0,,,,,,,,,,,
426,PT09M44.00S,2023-11-19T23:39:00.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,87.20433639947439,51.225490196078425,1610612753,54,86,2023-11-19T23:39:04Z,4230000,False,6.0,68.0,1,right,F. Wagner 6' pullup Jump Shot (13 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.81,Made,,,,,,,13.0,,,,,,,,,,,
427,PT09M36.00S,2023-11-19T23:39:09.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,5.995400788436268,50.245098039215684,1610612754,54,86,2023-11-19T23:39:14Z,4240000,False,-1.0,4.0,1,left,MISS T. Haliburton driving Layup - blocked,"[1630169, 1629048]",1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,,Bitadze,1629048.0,,,,,,,
428,PT09M36.00S,2023-11-19T23:39:09.8Z,3,REGULAR,block,,[],1629048,,,1610612754,54,86,2023-11-19T23:39:11Z,4250000,False,,,0,,G. Bitadze BLOCK (3 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
429,PT09M32.00S,2023-11-19T23:39:13.8Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,54,86,2023-11-19T23:39:14Z,4260000,False,,,0,,M. Turner REBOUND (Off:2 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,427.0,3.0,1.0,2.0,,,,,,,,,,,,,,
430,PT09M32.00S,2023-11-19T23:39:13.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626167,5.590000152587891,50.0,1610612754,56,86,2023-11-19T23:39:17Z,4270000,False,0.0,0.0,1,left,M. Turner putback Layup (9 PTS),[1626167],1610612754.0,IND,putback,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,9.0,,,,,,,,,,,
431,PT09M10.00S,2023-11-19T23:39:35.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,89.56964520367937,50.49019607843137,1610612753,56,86,2023-11-19T23:39:42Z,4280000,False,2.0,46.0,1,right,MISS P. Banchero pullup Shot - blocked,"[1631094, 1628971]",1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,Brown,1628971.0,,,,,,,
432,PT09M10.00S,2023-11-19T23:39:35.3Z,3,REGULAR,block,,[],1628971,,,1610612753,56,86,2023-11-19T23:39:37Z,4290000,False,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
433,PT09M10.00S,2023-11-19T23:39:35.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,56,86,2023-11-19T23:39:42Z,4300000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,431.0,,,,,,,,,,,,,,,,,
435,PT09M09.00S,2023-11-19T23:39:55.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1631094,92.32917214191852,81.37254901960785,1610612753,56,86,2023-11-19T23:40:00Z,4320000,False,157.0,20.0,1,right,MISS P. Banchero 15' Jump Shot,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,15.81,Missed,,,,,,,,,,,,,,,,,,
436,PT09M06.00S,2023-11-19T23:39:58.9Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,56,86,2023-11-19T23:40:00Z,4330000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,,,435.0,1.0,1.0,0.0,,,,,,,,,,,,,,
437,PT09M01.00S,2023-11-19T23:40:03.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630167,7.440867279894875,51.9607843137255,1610612754,56,86,2023-11-19T23:40:11Z,4340000,False,-10.0,17.0,1,left,MISS O. Toppin running alley-oop DUNK,[1630167],1610612754.0,IND,running alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,,
438,PT08M58.00S,2023-11-19T23:40:06.4Z,3,REGULAR,rebound,defensive,[],1641710,,,1610612753,56,86,2023-11-19T23:40:11Z,4350000,False,,,0,,A. Black REBOUND (Off:0 Def:4),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,437.0,4.0,4.0,0.0,,,,,,,,,,,,,,
439,PT08M44.00S,2023-11-19T23:40:21.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,93.9060446780552,51.9607843137255,1610612753,56,88,2023-11-19T23:40:25Z,4360000,False,10.0,5.0,1,right,P. Banchero cutting DUNK (18 PTS) (F. Wagner 1 AST),"[1631094, 1630532]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,18.0,,,,,F. Wagner,1630532.0,1.0,,,,
441,PT08M34.00S,2023-11-19T23:40:30.2Z,3,REGULAR,3pt,Jump Shot,[],1630167,34.773324572930356,48.77450980392157,1610612754,56,88,2023-11-19T23:40:35Z,4380000,False,6.0,274.0,1,left,MISS O. Toppin 27' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,27.45,Missed,,,,,,,,,,,,,,,,,,
442,PT08M31.00S,2023-11-19T23:40:33.2Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612753,56,88,2023-11-19T23:40:35Z,4390000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:3),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Center,,,441.0,4.0,3.0,1.0,,,,,,,,,,,,,,
443,PT08M28.00S,2023-11-19T23:40:39.2Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612753,56,88,2023-11-19T23:40:45Z,4400000,False,,,0,,B. Brown shooting personal FOUL (3 PF) (Banchero 2 FT),"[1628971, 1631094]",1610612754.0,IND,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,,,,,,,,,,3.0,0.0,Banchero,1631094.0
445,PT08M28.00S,2023-11-19T23:41:11.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,56,89,2023-11-19T23:41:11Z,4420000,False,,,0,,P. Banchero Free Throw 1 of 2 (19 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
446,PT08M28.00S,2023-11-19T23:41:31.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,56,90,2023-11-19T23:41:31Z,4430000,False,,,0,,P. Banchero Free Throw 2 of 2 (20 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
447,PT08M18.00S,2023-11-19T23:41:41.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,8.754927726675426,51.71568627450981,1610612754,58,90,2023-11-19T23:41:45Z,4440000,False,-9.0,30.0,1,left,T. Haliburton driving Layup (12 PTS),[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,,,12.0,,,,,,,,,,,
448,PT08M03.00S,2023-11-19T23:41:56.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,92.46057818659659,53.431372549019606,1610612753,58,90,2023-11-19T23:42:00Z,4450000,False,17.0,18.0,1,right,MISS G. Bitadze Layup - blocked,"[1629048, 1626167]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,Turner,1626167.0,,,,,,,
449,PT08M03.00S,2023-11-19T23:41:56.8Z,3,REGULAR,block,,[],1626167,,,1610612753,58,90,2023-11-19T23:41:58Z,4460000,False,,,0,,M. Turner BLOCK (3 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
450,PT08M02.00S,2023-11-19T23:41:57.8Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,58,90,2023-11-19T23:42:00Z,4470000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,448.0,2.0,2.0,0.0,,,,,,,,,,,,,,
451,PT07M58.00S,2023-11-19T23:42:02.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,6.915243101182654,50.73529411764706,1610612754,58,90,2023-11-19T23:42:08Z,4480000,False,-4.0,13.0,1,left,MISS B. Mathurin running Layup - blocked,"[1631097, 1631094]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,Banchero,1631094.0,,,,,,,
452,PT07M58.00S,2023-11-19T23:42:02.9Z,3,REGULAR,block,,[],1631094,,,1610612754,58,90,2023-11-19T23:42:05Z,4490000,False,,,0,,P. Banchero BLOCK (2 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
453,PT07M52.00S,2023-11-19T23:42:08.9Z,3,REGULAR,rebound,offensive,[],1630167,,,1610612754,58,90,2023-11-19T23:42:08Z,4500000,False,,,0,,O. Toppin REBOUND (Off:2 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,451.0,4.0,2.0,2.0,,,,,,,,,,,,,,
454,PT07M52.00S,2023-11-19T23:42:07.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630167,5.590000152587891,50.0,1610612754,60,90,2023-11-19T23:42:11Z,4510000,False,0.0,0.0,1,left,O. Toppin putback DUNK (6 PTS),[1630167],1610612754.0,IND,putback,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,6.0,,,,,,,,,,,
455,PT07M28.00S,2023-11-19T23:42:35.6Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630167,,,1610612753,60,90,2023-11-19T23:42:41Z,4520000,False,,,0,,O. Toppin shooting personal FOUL (2 PF) (Wagner 3 FT),"[1630167, 1630532]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,,,,,202049.0,,,,,,,,,,2.0,0.0,Wagner,1630532.0
457,PT07M28.00S,2023-11-19T23:43:06.8Z,3,REGULAR,freethrow,1 of 3,[],1630532,,,1610612753,60,91,2023-11-19T23:43:06Z,4540000,False,,,0,,F. Wagner Free Throw 1 of 3 (14 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
458,PT07M28.00S,2023-11-19T23:43:23.8Z,3,REGULAR,freethrow,2 of 3,[],1630532,,,1610612753,60,92,2023-11-19T23:43:23Z,4550000,False,,,0,,F. Wagner Free Throw 2 of 3 (15 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
459,PT07M28.00S,2023-11-19T23:43:38.7Z,3,REGULAR,freethrow,3 of 3,[],1630532,,,1610612753,60,93,2023-11-19T23:43:38Z,4560000,False,,,0,,F. Wagner Free Throw 3 of 3 (16 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
461,PT07M11.00S,2023-11-19T23:44:10.9Z,3,REGULAR,3pt,Jump Shot,[],1628971,3.892904073587385,98.77450980392157,1610612754,60,93,2023-11-19T23:44:15Z,4580000,False,-244.0,-16.0,1,left,MISS B. Brown 24' 3PT,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,24.44,Missed,,,,,,,,,,,,,,,,,,
462,PT07M08.00S,2023-11-19T23:44:13.9Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612753,60,93,2023-11-19T23:44:15Z,4590000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:4),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Left Corner 3,24+ Left,,,461.0,5.0,4.0,1.0,,,,,,,,,,,,,,
