actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-09T00:10:34.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-09T00:10:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-01-09T00:10:36.8Z,1,REGULAR,jumpball,recovered,[],1628971,,,1610612754,0,0,2024-01-09T00:10:36Z,40000,False,,,0,,Jump Ball M. Turner vs. K. Porzingis: Tip to B. Brown,"[1628971, 1626167, 204001]",1610612754.0,IND,startperiod,B. Brown,1628971.0,Brown,B. Brown,Turner,1626167.0,Porzingis,204001.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-01-09T00:10:56.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,8.09789750328515,50.98039215686274,1610612754,2,0,2024-01-09T00:11:01Z,70000,False,-5.0,24.0,1,left,M. Turner driving DUNK (2 PTS) (A. Nesmith 1 AST),"[1626167, 1630174]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.41,Made,2.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-01-09T00:11:13.1Z,1,REGULAR,3pt,Jump Shot,[],204001,66.70499342969777,51.470588235294116,1610612738,2,0,2024-01-09T00:11:18Z,90000,False,7.0,260.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2024-01-09T00:11:16.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,0,2024-01-09T00:11:18Z,100000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT10M59.00S,2024-01-09T00:11:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,6.258212877792378,58.333333333333336,1610612754,2,0,2024-01-09T00:11:40Z,110000,False,-42.0,6.0,1,left,MISS A. Nesmith driving Layup,[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
12,PT10M57.00S,2024-01-09T00:11:36.8Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,2,0,2024-01-09T00:11:40Z,120000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M54.00S,2024-01-09T00:11:40.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,67.36202365308804,70.34313725490196,1610612738,2,0,2024-01-09T00:11:47Z,130000,False,102.0,254.0,1,right,MISS J. Holiday 27' running pullup 3PT,[201950],1610612738.0,BOS,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,27.39,Missed,,,,,,,,,,,,,,,,,,
14,PT10M51.00S,2024-01-09T00:11:43.4Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,2,0,2024-01-09T00:11:47Z,140000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M46.00S,2024-01-09T00:11:48.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628971,7.5722733245729295,41.42156862745098,1610612754,2,0,2024-01-09T00:12:06Z,150000,False,43.0,19.0,1,left,MISS B. Brown running Layup - blocked,"[1628971, 201143]",1610612754.0,IND,running,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,Horford,201143.0,,,,,,,,
