actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
55,PT07M17.00S,2024-03-18T23:16:52.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,5.732588699080158,63.970588235294116,1610612739,7,7,2024-03-18T23:16:59Z,530000,False,-70.0,1.0,1,left,MISS J. Allen 6' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
56,PT07M15.00S,2024-03-18T23:16:54.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,7,7,2024-03-18T23:16:59Z,540000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,55.0,4.0,3.0,1.0,,,,,,,,
57,PT07M11.00S,2024-03-18T23:17:00.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,91.80354796320631,49.754901960784316,1610612754,9,7,2024-03-18T23:17:14Z,550000,False,-1.0,25.0,1,right,P. Siakam running finger roll Layup (5 PTS),[1627783],1610612754.0,IND,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.45,Made,5.0,,,,,,,,,,,,,,,,,
58,PT06M57.00S,2024-03-18T23:17:13.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.601182654402102,47.794117647058826,1610612739,9,7,2024-03-18T23:17:17Z,560000,False,11.0,0.0,1,left,MISS J. Allen alley-oop DUNK,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.1,Missed,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2024-03-18T23:17:15.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,9,7,2024-03-18T23:17:17Z,570000,False,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,58.0,5.0,4.0,1.0,,,,,,,,
60,PT06M41.00S,2024-03-18T23:17:28.3Z,1,REGULAR,2pt,Jump Shot,[],1626167,73.53810775295663,53.431372549019606,1610612754,11,7,2024-03-18T23:17:32Z,580000,False,17.0,196.0,1,right,M. Turner 19' Jump Shot (2 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,19.7,Made,2.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,,,
62,PT06M21.00S,2024-03-18T23:17:50.6Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612739,11,7,2024-03-18T23:18:00Z,600000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630174, 1627747]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,LeVert,1627747.0
64,PT06M21.00S,2024-03-18T23:17:59.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,11,7,2024-03-18T23:17:59Z,620000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M21.00S,2024-03-18T23:20:21.7Z,1,REGULAR,substitution,out,[],1630174,,,1610612739,11,7,2024-03-18T23:20:57Z,630000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M21.00S,2024-03-18T23:20:21.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612739,11,7,2024-03-18T23:20:57Z,640000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M21.00S,2024-03-18T23:20:21.7Z,1,REGULAR,substitution,out,[],1627777,,,1610612739,11,7,2024-03-18T23:20:57Z,650000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M21.00S,2024-03-18T23:20:21.7Z,1,REGULAR,substitution,in,[],1630167,,,1610612739,11,7,2024-03-18T23:20:57Z,660000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2024-03-18T23:20:21.7Z,1,REGULAR,substitution,in,[],1641767,,,1610612739,11,7,2024-03-18T23:20:57Z,670000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M21.00S,2024-03-18T23:20:21.7Z,1,REGULAR,substitution,in,[],202694,,,1610612739,11,7,2024-03-18T23:20:57Z,680000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612739.0,CLE,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M21.00S,2024-03-18T23:21:14.2Z,1,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,11,7,2024-03-18T23:21:14Z,690000,False,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT06M21.00S,2024-03-18T23:21:14.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,11,7,2024-03-18T23:21:14Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,
73,PT06M21.00S,2024-03-18T23:21:26.6Z,1,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,11,8,2024-03-18T23:21:26Z,710000,False,,,0,,C. LeVert Free Throw 2 of 2 (1 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
74,PT06M09.00S,2024-03-18T23:21:46.1Z,1,REGULAR,foul,personal,[],1630171,,,1610612754,11,8,2024-03-18T23:22:10Z,720000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1626167]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Turner,1626167.0
76,PT06M09.00S,2024-03-18T23:21:50.4Z,1,REGULAR,substitution,out,[],1627747,,,1610612754,11,8,2024-03-18T23:21:52Z,740000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M09.00S,2024-03-18T23:21:50.4Z,1,REGULAR,substitution,in,[],1630241,,,1610612754,11,8,2024-03-18T23:21:52Z,750000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M03.00S,2024-03-18T23:22:08.1Z,1,REGULAR,3pt,Jump Shot,[],1630167,92.06636005256242,4.6568627450980395,1610612754,14,8,2024-03-18T23:22:12Z,760000,False,-227.0,22.0,1,right,O. Toppin 3PT  (3 PTS) (T. Haliburton 3 AST),"[1630167, 1630169]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,22.78,Made,3.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,
80,PT05M40.00S,2024-03-18T23:22:30.1Z,1,REGULAR,2pt,Jump Shot,[],1629636,20.45006570302234,67.15686274509804,1610612739,14,10,2024-03-18T23:22:33Z,780000,False,-86.0,140.0,1,left,D. Garland 16' pullup Jump Shot (2 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,16.39,Made,2.0,,,,,,,,,,,,,,,,,
81,PT05M28.00S,2024-03-18T23:22:42.6Z,1,REGULAR,3pt,Jump Shot,[],1641767,91.27792378449409,4.6568627450980395,1610612754,17,10,2024-03-18T23:22:47Z,790000,False,-227.0,29.0,1,right,B. Sheppard 3PT  (3 PTS) (T. Haliburton 4 AST),"[1641767, 1630169]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,22.86,Made,3.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,,
83,PT05M05.00S,2024-03-18T23:23:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,8.360709592641262,48.03921568627451,1610612739,17,10,2024-03-18T23:23:10Z,810000,False,10.0,26.0,1,left,MISS I. Okoro driving Layup - blocked,"[1630171, 1626167]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2.79,Missed,,,,,Turner,1626167.0,,,,,,,,,,,,
84,PT05M05.00S,2024-03-18T23:23:05.7Z,1,REGULAR,block,,[],1626167,,,1610612739,17,10,2024-03-18T23:23:08Z,820000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT05M02.00S,2024-03-18T23:23:08.7Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,17,10,2024-03-18T23:23:10Z,830000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,
86,PT05M00.00S,2024-03-18T23:23:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,93.11760840998686,47.549019607843135,1610612754,19,10,2024-03-18T23:23:15Z,840000,False,-12.0,12.0,1,right,A. Nembhard running finger roll Layup (2 PTS) (O. Toppin 1 AST),"[1629614, 1630167]",1610612754.0,IND,running finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,,
88,PT04M51.00S,2024-03-18T23:23:22.7Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,19,10,2024-03-18T23:23:25Z,860000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
