actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
158,PT00M21.10S,2024-03-08T00:37:34.7Z,1,REGULAR,freethrow,1 of 2,[],1630188,,,1610612754,23,33,2024-03-08T00:37:52Z,1570000,False,,,0,,J. Smith Free Throw 1 of 2 (6 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
159,PT00M21.10S,2024-03-08T00:37:34.7Z,1,REGULAR,freethrow,2 of 2,[],1630188,,,1610612754,23,33,2024-03-08T00:37:52Z,1580000,False,,,0,,MISS J. Smith Free Throw 2 of 2,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
160,PT00M20.20S,2024-03-08T00:37:35.6Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,23,33,2024-03-08T00:37:52Z,1590000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,
161,PT00M03.30S,2024-03-08T00:38:07.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,66.70499342969777,74.50980392156863,1610612750,23,33,2024-03-08T00:38:13Z,1600000,False,123.0,260.0,1,right,MISS N. Alexander-Walker 28' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,28.79,Missed,,,,,,,,,,,,,,,,,
162,PT00M00.20S,2024-03-08T00:38:10.3Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,23,33,2024-03-08T00:38:13Z,1610000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,
163,PT00M00.00S,2024-03-08T00:38:13.7Z,1,REGULAR,period,end,[],0,,,1610612754,23,33,2024-03-08T00:38:13Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-08T00:40:15.2Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612754,23,33,2024-03-08T00:40:58Z,1630000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-03-08T00:40:15.2Z,2,REGULAR,substitution,out,['startperiod'],1628420,,,1610612754,23,33,2024-03-08T00:40:58Z,1640000,False,,,0,,SUB out: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-03-08T00:40:15.2Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612754,23,33,2024-03-08T00:40:58Z,1650000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-03-08T00:40:15.2Z,2,REGULAR,substitution,in,['startperiod'],203933,,,1610612754,23,33,2024-03-08T00:40:58Z,1660000,False,,,0,,SUB in: T. Warren,[203933],1610612750.0,MIN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-03-08T00:40:15.2Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612754,23,33,2024-03-08T00:41:23Z,1665000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-03-08T00:40:15.2Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612754,23,33,2024-03-08T00:41:23Z,1667500,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-03-08T00:40:56.5Z,2,REGULAR,period,start,[],0,,,1610612754,23,33,2024-03-08T00:40:58Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M43.00S,2024-03-08T00:41:12.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,8.229303547963205,57.107843137254896,1610612754,23,33,2024-03-08T00:41:17Z,1680000,False,-36.0,25.0,1,left,MISS T. McConnell fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,4.34,Missed,,,,,,,,,,,,,,,,,
170,PT11M39.00S,2024-03-08T00:41:16.6Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,23,33,2024-03-08T00:41:17Z,1690000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,169.0,4.0,2.0,2.0,,,,,,,,,,,,,
173,PT11M27.00S,2024-03-08T00:41:28.8Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,23,33,2024-03-08T00:41:32Z,1700000,False,,,0,,N. Reid lost ball TURNOVER (2 TO),"[1629675, 1641716]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2.0,Walker,1641716.0,,
174,PT11M27.00S,2024-03-08T00:41:28.8Z,2,REGULAR,steal,,[],1641716,,,1610612754,23,33,2024-03-08T00:41:30Z,1710000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
175,PT11M22.00S,2024-03-08T00:41:35.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,8.229303547963205,53.431372549019606,1610612754,25,33,2024-03-08T00:41:39Z,1720000,False,-17.0,25.0,1,left,P. Siakam running finger roll Layup (7 PTS) (J. Walker 1 AST),"[1627783, 1641716]",1610612754.0,IND,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,3.03,Made,,,,,7.0,J. Walker,1641716.0,1.0,,,,,,,,,
177,PT11M22.00S,2024-03-08T00:41:37.4Z,2,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612754,25,33,2024-03-08T00:41:47Z,1740000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Siakam 1 FT),"[1629638, 1627783]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,1.0,0.0,Siakam,1627783.0,,,,,
179,PT11M22.00S,2024-03-08T00:42:08.4Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627783,,,1610612754,26,33,2024-03-08T00:42:15Z,1760000,False,,,0,,P. Siakam Free Throw 1 of 1 (8 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
180,PT10M58.00S,2024-03-08T00:42:35.4Z,2,REGULAR,2pt,Jump Shot,[],1629638,78.9257555847569,83.57843137254902,1610612750,26,33,2024-03-08T00:43:10Z,1770000,False,168.0,146.0,1,right,MISS N. Alexander-Walker 22' step back Shot,[1629638],1610612750.0,MIN,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,,22.22,Missed,,,,,,,,,,,,,,,,,
181,PT10M57.00S,2024-03-08T00:42:36.4Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,26,33,2024-03-08T00:43:10Z,1780000,False,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,180.0,5.0,2.0,3.0,,,,,,,,,,,,,
182,PT10M56.00S,2024-03-08T00:42:39.1Z,2,REGULAR,turnover,out-of-bounds,[],203497,,,1610612750,26,33,2024-03-08T00:42:46Z,1790000,False,,,0,,R. Gobert bad pass out-of-bounds TURNOVER (1 TO),[203497],1610612750.0,MIN,bad pass,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,202901.0,,,,,,,,,,,,,,,1.0,,,,
183,PT10M45.00S,2024-03-08T00:42:54.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630188,9.149145860709593,56.127450980392155,1610612754,28,33,2024-03-08T00:42:59Z,1800000,False,-31.0,34.0,1,left,J. Smith driving Layup (8 PTS) (P. Siakam 1 AST),"[1630188, 1627783]",1610612754.0,IND,driving,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,4.54,Made,,,,,8.0,P. Siakam,1627783.0,1.0,,,,,,,,,
185,PT10M19.00S,2024-03-08T00:43:19.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.9862023653088,44.11764705882353,1610612750,28,35,2024-03-08T00:43:23Z,1820000,False,-29.0,13.0,1,right,N. Alexander-Walker driving finger roll Layup (6 PTS),[1629638],1610612750.0,MIN,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,3.23,Made,,,,,6.0,,,,,,,,,,,,
186,PT10M02.00S,2024-03-08T00:43:36.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,18.74178712220762,50.49019607843137,1610612754,28,35,2024-03-08T00:43:41Z,1830000,False,-2.0,124.0,1,left,MISS P. Siakam 12' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,12.37,Missed,,,,,,,,,,,,,,,,,
187,PT10M00.00S,2024-03-08T00:43:38.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,28,35,2024-03-08T00:43:41Z,1840000,False,,,0,,R. Gobert REBOUND (Off:3 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,186.0,6.0,3.0,3.0,,,,,,,,,,,,,
188,PT09M53.00S,2024-03-08T00:43:45.4Z,2,REGULAR,3pt,Jump Shot,[],203933,81.553876478318,5.147058823529411,1610612750,28,35,2024-03-08T00:43:50Z,1850000,False,-224.0,121.0,1,right,MISS T. Warren 25' 3PT,[203933],1610612750.0,MIN,,,,Warren,T. Warren,,,,,Above the Break 3,24+ Left Center,,25.48,Missed,,,,,,,,,,,,,,,,,
189,PT09M51.00S,2024-03-08T00:43:47.4Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,28,35,2024-03-08T00:43:50Z,1860000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,,,
190,PT09M37.00S,2024-03-08T00:44:03.0Z,2,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612754,28,35,2024-03-08T00:44:07Z,1870000,False,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (1 TO),[1627783],1610612754.0,IND,bad pass,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,,,,,1.0,,,,
191,PT09M37.00S,2024-03-08T00:44:12.9Z,2,REGULAR,substitution,out,[],1629638,,,1610612750,28,35,2024-03-08T00:44:18Z,1880000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M37.00S,2024-03-08T00:44:12.9Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,28,35,2024-03-08T00:44:18Z,1890000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M26.00S,2024-03-08T00:44:37.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201144,91.14651773981603,47.30392156862745,1610612750,28,35,2024-03-08T00:45:03Z,1900000,False,-13.0,31.0,1,right,MISS M. Conley driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,3.35,Missed,,,,,,,,,,,,,,,,,
194,PT09M25.00S,2024-03-08T00:44:38.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,28,35,2024-03-08T00:44:43Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,193.0,,,,,,,,,,,,,,,,
196,PT09M25.00S,2024-03-08T00:44:42.3Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,28,35,2024-03-08T00:44:44Z,1930000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M25.00S,2024-03-08T00:44:42.3Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,28,35,2024-03-08T00:44:44Z,1940000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M19.00S,2024-03-08T00:45:11.6Z,2,REGULAR,foul,personal,[],1641767,,,1610612750,28,35,2024-03-08T00:45:22Z,1950000,False,,,0,,B. Sheppard personal FOUL (1 PF),"[1641767, 1630162]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,
200,PT09M12.00S,2024-03-08T00:45:39.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203933,92.59198423127464,61.029411764705884,1610612750,28,37,2024-03-08T00:45:43Z,1970000,False,55.0,17.0,1,right,T. Warren driving Layup (2 PTS) (J. McDaniels 3 AST),"[203933, 1630183]",1610612750.0,MIN,driving,,,Warren,T. Warren,,,,,In The Paint (Non-RA),0-8 Center,,5.77,Made,,,,,2.0,J. McDaniels,1630183.0,3.0,,,,,,,,,
202,PT08M47.00S,2024-03-08T00:46:04.5Z,2,REGULAR,2pt,Jump Shot,[],1641716,20.97568988173456,21.813725490196077,1610612754,28,37,2024-03-08T00:46:10Z,1990000,False,141.0,145.0,1,left,MISS J. Walker 20' step back Shot,[1641716],1610612754.0,IND,step back,,,Walker,J. Walker,,,,,Mid-Range,16-24 Right Center,,20.2,Missed,,,,,,,,,,,,,,,,,
203,PT08M43.00S,2024-03-08T00:46:08.5Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,28,37,2024-03-08T00:46:10Z,2000000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,,202.0,3.0,3.0,0.0,,,,,,,,,,,,,
204,PT08M34.00S,2024-03-08T00:46:17.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,90.09526938239159,36.76470588235294,1610612750,28,39,2024-03-08T00:46:36Z,2010000,False,-66.0,41.0,1,right,A. Edwards 7' driving floating bank Jump Shot (6 PTS) (J. McDaniels 4 AST),"[1630162, 1630183]",1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,7.77,Made,,,,,6.0,J. McDaniels,1630183.0,4.0,,,,,,,,,
206,PT08M19.00S,2024-03-08T00:46:31.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.754927726675426,45.83333333333333,1610612754,30,39,2024-03-08T00:46:38Z,2030000,False,21.0,30.0,1,left,P. Siakam driving Layup (10 PTS) (J. Smith 3 AST),"[1627783, 1630188]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,3.63,Made,,,,,10.0,J. Smith,1630188.0,3.0,,,,,,,,,
208,PT07M59.00S,2024-03-08T00:46:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,89.56964520367937,50.98039215686274,1610612750,30,41,2024-03-08T00:47:11Z,2050000,False,5.0,46.0,1,right,R. Gobert cutting Layup (9 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,4.58,Made,,,,,9.0,M. Conley,201144.0,2.0,,,,,,,,,
210,PT07M59.00S,2024-03-08T00:46:56.8Z,2,REGULAR,foul,personal,['1freethrow'],1641716,,,1610612750,30,41,2024-03-08T00:47:03Z,2070000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Gobert 1 FT),"[1641716, 203497]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,1.0,0.0,Gobert,203497.0,,,,,
212,PT07M59.00S,2024-03-08T00:47:04.3Z,2,REGULAR,substitution,out,[],204456,,,1610612750,30,41,2024-03-08T00:47:27Z,2090000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M59.00S,2024-03-08T00:47:04.3Z,2,REGULAR,substitution,out,[],1630188,,,1610612750,30,41,2024-03-08T00:47:27Z,2100000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M59.00S,2024-03-08T00:47:04.3Z,2,REGULAR,substitution,out,[],1641767,,,1610612750,30,41,2024-03-08T00:47:27Z,2110000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M59.00S,2024-03-08T00:47:04.3Z,2,REGULAR,substitution,in,[],1626167,,,1610612750,30,41,2024-03-08T00:47:27Z,2120000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M59.00S,2024-03-08T00:47:04.3Z,2,REGULAR,substitution,in,[],1630174,,,1610612750,30,41,2024-03-08T00:47:27Z,2130000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M59.00S,2024-03-08T00:47:04.3Z,2,REGULAR,substitution,in,[],1630169,,,1610612750,30,41,2024-03-08T00:47:27Z,2140000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M59.00S,2024-03-08T00:47:39.0Z,2,REGULAR,freethrow,1 of 1,[],203497,,,1610612750,30,42,2024-03-08T00:47:39Z,2150000,False,,,0,,R. Gobert Free Throw 1 of 1 (10 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
219,PT07M49.00S,2024-03-08T00:47:51.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,19.92444152431012,64.2156862745098,1610612754,32,42,2024-03-08T00:47:55Z,2160000,False,-71.0,135.0,1,left,P. Siakam 15' Jump Shot (12 PTS) (T. Haliburton 4 AST),"[1627783, 1630169]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,15.24,Made,,,,,12.0,T. Haliburton,1630169.0,4.0,,,,,,,,,
221,PT07M32.00S,2024-03-08T00:48:07.5Z,2,REGULAR,3pt,Jump Shot,[],1630162,68.54467805519053,25.735294117647058,1610612750,32,45,2024-03-08T00:48:11Z,2180000,False,-121.0,243.0,1,right,A. Edwards 27' 3PT  (9 PTS) (M. Conley 3 AST),"[1630162, 201144]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,27.18,Made,,,,,9.0,M. Conley,201144.0,3.0,,,,,,,,,
223,PT07M22.00S,2024-03-08T00:48:20.1Z,2,REGULAR,foul,offensive,[],1626167,,,1610612754,32,45,2024-03-08T00:53:02Z,2200000,False,,,0,,M. Turner offensive FOUL (3 PF),"[1626167, 203497]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,3.0,0.0,Gobert,203497.0,,,,,
227,PT07M22.00S,2024-03-08T00:48:20.1Z,2,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,32,45,2024-03-08T00:48:20Z,2215000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,,,,,1.0,,,,
225,PT07M22.00S,2024-03-08T00:48:35.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,32,45,2024-03-08T00:48:20Z,2220000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M22.00S,2024-03-08T00:53:05.2Z,2,REGULAR,substitution,out,[],1627783,,,1610612750,32,45,2024-03-08T00:53:22Z,2240000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M22.00S,2024-03-08T00:53:05.2Z,2,REGULAR,substitution,out,[],1626167,,,1610612750,32,45,2024-03-08T00:53:22Z,2250000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M22.00S,2024-03-08T00:53:05.2Z,2,REGULAR,substitution,in,[],1630543,,,1610612750,32,45,2024-03-08T00:53:22Z,2260000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M22.00S,2024-03-08T00:53:05.2Z,2,REGULAR,substitution,in,[],1630167,,,1610612750,32,45,2024-03-08T00:53:22Z,2270000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M08.00S,2024-03-08T00:53:33.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,90.62089356110381,42.8921568627451,1610612750,32,45,2024-03-08T00:53:41Z,2280000,False,-36.0,36.0,1,right,MISS R. Gobert Layup,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,5.03,Missed,,,,,,,,,,,,,,,,,
233,PT07M05.00S,2024-03-08T00:53:36.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,32,45,2024-03-08T00:53:41Z,2290000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,232.0,,,,,,,,,,,,,,,,
235,PT06M56.00S,2024-03-08T00:53:55.0Z,2,REGULAR,2pt,Jump Shot,[],1630169,25.706307490144546,52.20588235294118,1610612754,34,45,2024-03-08T00:53:59Z,2310000,False,-11.0,189.0,1,left,T. Haliburton 18' Jump Shot (9 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,18.94,Made,,,,,9.0,,,,,,,,,,,,
237,PT06M36.00S,2024-03-08T00:54:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,90.22667542706965,38.48039215686275,1610612750,34,47,2024-03-08T00:54:21Z,2320000,False,-58.0,39.0,1,right,J. McDaniels 6' fadeaway Jump Shot (6 PTS),[1630183],1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,6.98,Made,,,,,6.0,,,,,,,,,,,,
238,PT06M25.00S,2024-03-08T00:54:27.4Z,2,REGULAR,foul,personal,[],1630183,,,1610612754,34,47,2024-03-08T00:54:32Z,2330000,False,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 1630543]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,101283.0,,,,,,,,,,,2.0,0.0,Jackson,1630543.0,,,,,
240,PT06M18.00S,2024-03-08T00:54:49.1Z,2,REGULAR,3pt,Jump Shot,[],1641716,14.668199737187912,2.696078431372549,1610612754,37,47,2024-03-08T00:54:53Z,2350000,False,237.0,85.0,1,left,J. Walker 25' 3PT  (3 PTS) (T. Haliburton 5 AST),"[1641716, 1630169]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,25.14,Made,,,,,3.0,T. Haliburton,1630169.0,5.0,,,,,,,,,
242,PT06M00.00S,2024-03-08T00:55:06.4Z,2,REGULAR,3pt,Jump Shot,[],203933,90.88370565045992,3.1862745098039214,1610612750,37,50,2024-03-08T00:55:11Z,2370000,False,-234.0,33.0,1,right,T. Warren 3PT  (5 PTS) (A. Edwards 2 AST),"[203933, 1630162]",1610612750.0,MIN,,,,Warren,T. Warren,,,,,Left Corner 3,24+ Left,,23.64,Made,,,,,5.0,A. Edwards,1630162.0,2.0,,,,,,,,,
244,PT05M51.00S,2024-03-08T00:55:18.2Z,2,REGULAR,foul,offensive,[],1630169,,,1610612754,37,50,2024-03-08T00:55:28Z,2390000,False,,,0,,T. Haliburton offensive FOUL (1 PF),"[1630169, 1630183]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,202901.0,,,,,,,,,,,1.0,0.0,McDaniels,1630183.0,,,,,
246,PT05M51.00S,2024-03-08T00:55:18.2Z,2,REGULAR,turnover,offensive foul,[],1630169,,,1610612754,37,50,2024-03-08T00:55:18Z,2410000,False,,,0,,T. Haliburton offensive foul TURNOVER (2 TO),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,202901.0,,,,,,,,,,,,,,,2.0,,,,
247,PT05M51.00S,2024-03-08T00:55:23.2Z,2,REGULAR,substitution,out,[],203933,,,1610612750,37,50,2024-03-08T00:55:27Z,2420000,False,,,0,,SUB out: T. Warren,[203933],1610612750.0,MIN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M51.00S,2024-03-08T00:55:23.2Z,2,REGULAR,substitution,in,[],203937,,,1610612750,37,50,2024-03-08T00:55:27Z,2430000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
