actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
69,PT06M20.00S,2024-03-08T00:25:20.9Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,5,14,2024-03-08T00:25:24Z,690000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,
70,PT06M03.00S,2024-03-08T00:25:39.4Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612754,5,14,2024-03-08T00:25:47Z,700000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Turner 2 FT),"[1630183, 1626167]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,1.0,0.0,Turner,1626167.0,,,,,
72,PT06M03.00S,2024-03-08T00:26:08.1Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,6,14,2024-03-08T00:26:31Z,720000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
73,PT06M03.00S,2024-03-08T00:26:08.7Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,6,14,2024-03-08T00:26:17Z,730000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2024-03-08T00:26:08.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,6,14,2024-03-08T00:26:17Z,740000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M03.00S,2024-03-08T00:26:08.7Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,6,14,2024-03-08T00:26:17Z,750000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M03.00S,2024-03-08T00:26:08.7Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,6,14,2024-03-08T00:26:17Z,760000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2024-03-08T00:26:08.1Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,6,14,2024-03-08T00:26:31Z,770000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
78,PT06M02.00S,2024-03-08T00:26:09.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,6,14,2024-03-08T00:26:31Z,780000,False,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,77.0,3.0,1.0,2.0,,,,,,,,,,,,,
79,PT05M48.00S,2024-03-08T00:26:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,90.88370565045992,49.26470588235294,1610612750,6,16,2024-03-08T00:26:52Z,790000,False,-4.0,33.0,1,right,R. Gobert finger roll Layup (7 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612750.0,MIN,finger roll,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,3.34,Made,,,,,7.0,M. Conley,201144.0,1.0,,,,,,,,,
81,PT05M48.00S,2024-03-08T00:26:48.6Z,1,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612750,6,16,2024-03-08T00:26:55Z,810000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Gobert 1 FT),"[1626167, 203497]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,201639.0,,,,,,,,,,,2.0,0.0,Gobert,203497.0,,,,,
83,PT05M48.00S,2024-03-08T00:26:55.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612750,6,16,2024-03-08T00:27:34Z,830000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M48.00S,2024-03-08T00:26:55.7Z,1,REGULAR,substitution,out,[],203937,,,1610612750,6,16,2024-03-08T00:27:34Z,840000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M48.00S,2024-03-08T00:26:55.7Z,1,REGULAR,substitution,out,[],201144,,,1610612750,6,16,2024-03-08T00:27:34Z,850000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M48.00S,2024-03-08T00:26:55.7Z,1,REGULAR,substitution,in,[],1630188,,,1610612750,6,16,2024-03-08T00:27:34Z,860000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M48.00S,2024-03-08T00:26:55.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,6,16,2024-03-08T00:27:34Z,870000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M48.00S,2024-03-08T00:26:55.7Z,1,REGULAR,substitution,in,[],1628420,,,1610612750,6,16,2024-03-08T00:27:34Z,880000,False,,,0,,SUB in: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M48.00S,2024-03-08T00:27:32.6Z,1,REGULAR,freethrow,1 of 1,[],203497,,,1610612750,6,16,2024-03-08T00:27:35Z,890000,False,,,0,,MISS R. Gobert Free Throw 1 of 1,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
90,PT05M46.00S,2024-03-08T00:27:34.6Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,6,16,2024-03-08T00:27:35Z,900000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,
91,PT05M43.00S,2024-03-08T00:27:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630188,7.046649145860711,55.14705882352941,1610612754,8,16,2024-03-08T00:27:43Z,910000,False,-26.0,14.0,1,left,J. Smith running Layup (2 PTS) (T. Haliburton 1 AST),"[1630188, 1630169]",1610612754.0,IND,running,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,2.91,Made,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,
93,PT05M28.00S,2024-03-08T00:27:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,92.32917214191852,50.98039215686274,1610612750,8,18,2024-03-08T00:27:56Z,930000,False,5.0,20.0,1,right,N. Reid driving Layup (2 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,2.02,Made,,,,,2.0,,,,,,,,,,,,
94,PT05M21.00S,2024-03-08T00:27:59.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,35.8245729303548,55.63725490196079,1610612754,8,18,2024-03-08T00:28:08Z,940000,False,-28.0,284.0,1,left,MISS T. Haliburton 28' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,28.57,Missed,,,,,,,,,,,,,,,,,
95,PT05M18.00S,2024-03-08T00:28:02.0Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,8,18,2024-03-08T00:28:03Z,950000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,
96,PT05M10.00S,2024-03-08T00:28:10.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,70.51576872536137,25.245098039215684,1610612750,8,18,2024-03-08T00:28:15Z,960000,False,-124.0,225.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,25.65,Missed,,,,,,,,,,,,,,,,,
97,PT05M08.00S,2024-03-08T00:28:12.2Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,8,18,2024-03-08T00:28:36Z,970000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,
98,PT05M01.00S,2024-03-08T00:28:18.6Z,1,REGULAR,3pt,Jump Shot,[],1630169,30.962549277266753,26.47058823529412,1610612754,8,18,2024-03-08T00:28:25Z,980000,False,118.0,239.0,1,left,MISS T. Haliburton 26' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,26.59,Missed,,,,,,,,,,,,,,,,,
99,PT04M58.00S,2024-03-08T00:28:21.6Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,8,18,2024-03-08T00:28:25Z,990000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,
100,PT04M50.00S,2024-03-08T00:28:28.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,91.93495400788436,49.01960784313725,1610612750,8,20,2024-03-08T00:28:33Z,1000000,False,-5.0,23.0,1,right,A. Edwards driving DUNK (2 PTS) (M. Morris 1 AST),"[1630162, 1628420]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,2.38,Made,,,,,2.0,M. Morris,1628420.0,1.0,,,,,,,,,
101,PT04M33.00S,2024-03-08T00:28:46.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,12.171484888304862,37.5,1610612754,8,20,2024-03-08T00:28:53Z,1010000,False,62.0,62.0,1,left,MISS A. Nesmith 8' driving floating Shot,[1630174],1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Right,,8.8,Missed,,,,,,,,,,,,,,,,,
102,PT04M30.00S,2024-03-08T00:28:49.3Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612750,8,20,2024-03-08T00:28:53Z,1020000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Right,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,
104,PT04M27.00S,2024-03-08T00:28:55.2Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,8,20,2024-03-08T00:28:59Z,1040000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M27.00S,2024-03-08T00:28:55.2Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,8,20,2024-03-08T00:28:59Z,1050000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M14.00S,2024-03-08T00:29:23.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,94.1688567674113,5.147058823529411,1610612750,8,20,2024-03-08T00:29:27Z,1060000,False,-224.0,2.0,1,right,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,22.43,Missed,,,,,,,,,,,,,,,,,
107,PT04M12.00S,2024-03-08T00:29:25.0Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,8,20,2024-03-08T00:29:27Z,1070000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,,106.0,2.0,2.0,0.0,,,,,,,,,,,,,
108,PT03M59.00S,2024-03-08T00:29:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,19.66162943495401,49.01960784313725,1610612754,10,20,2024-03-08T00:29:41Z,1080000,False,5.0,132.0,1,left,T. Haliburton 13' pullup Jump Shot (7 PTS) (J. Smith 1 AST),"[1630169, 1630188]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,13.24,Made,,,,,7.0,J. Smith,1630188.0,1.0,,,,,,,,,
109,PT03M46.00S,2024-03-08T00:29:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.72339027595268,49.26470588235294,1610612750,10,22,2024-03-08T00:29:54Z,1090000,False,-4.0,16.0,1,right,N. Alexander-Walker driving Layup (4 PTS),[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,1.63,Made,,,,,4.0,,,,,,,,,,,,
110,PT03M30.00S,2024-03-08T00:30:06.3Z,1,REGULAR,3pt,Jump Shot,[],1630188,32.40801576872536,50.245098039215684,1610612754,13,22,2024-03-08T00:30:10Z,1100000,False,-1.0,252.0,1,left,J. Smith 25' 3PT  (5 PTS) (T. Haliburton 2 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,25.21,Made,,,,,5.0,T. Haliburton,1630169.0,2.0,,,,,,,,,
112,PT03M10.00S,2024-03-08T00:30:27.6Z,1,REGULAR,3pt,Jump Shot,[],1629638,94.30026281208936,96.32352941176471,1610612750,13,22,2024-03-08T00:30:35Z,1120000,False,232.0,1.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,,23.16,Missed,,,,,,,,,,,,,,,,,
113,PT03M06.00S,2024-03-08T00:30:31.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,13,22,2024-03-08T00:30:35Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Right Corner 3,24+ Right,,,,112.0,,,,,,,,,,,,,,,,
115,PT03M06.00S,2024-03-08T00:30:35.9Z,1,REGULAR,substitution,out,[],1630174,,,1610612750,13,22,2024-03-08T00:30:46Z,1150000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M06.00S,2024-03-08T00:30:35.9Z,1,REGULAR,substitution,out,[],203497,,,1610612750,13,22,2024-03-08T00:30:46Z,1160000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M06.00S,2024-03-08T00:30:35.9Z,1,REGULAR,substitution,in,[],204456,,,1610612750,13,22,2024-03-08T00:30:46Z,1170000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M06.00S,2024-03-08T00:30:35.9Z,1,REGULAR,substitution,in,[],203937,,,1610612750,13,22,2024-03-08T00:30:46Z,1180000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2024-03-08T00:31:14.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,67.7562417871222,36.51960784313725,1610612750,13,25,2024-03-08T00:31:18Z,1190000,False,-67.0,251.0,1,right,N. Reid 25' 3PT  (5 PTS) (A. Edwards 1 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,25.95,Made,,,,,5.0,A. Edwards,1630162.0,1.0,,,,,,,,,
121,PT02M39.00S,2024-03-08T00:31:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.178055190538765,49.01960784313725,1610612754,15,25,2024-03-08T00:31:32Z,1210000,False,5.0,15.0,1,left,T. McConnell driving Layup (2 PTS) (T. Haliburton 3 AST),"[204456, 1630169]",1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,1.58,Made,,,,,2.0,T. Haliburton,1630169.0,3.0,,,,,,,,,
123,PT02M18.00S,2024-03-08T00:31:50.2Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612750,15,25,2024-03-08T00:31:53Z,1230000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 204456]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,McConnell,204456.0,,
124,PT02M18.00S,2024-03-08T00:31:50.2Z,1,REGULAR,steal,,[],204456,,,1610612754,15,25,2024-03-08T00:31:51Z,1240000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
125,PT02M14.00S,2024-03-08T00:31:54.9Z,1,REGULAR,turnover,bad pass,[],204456,,,1610612754,15,25,2024-03-08T00:31:58Z,1250000,False,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 1629638]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Alexander-Walker,1629638.0,,
126,PT02M14.00S,2024-03-08T00:31:54.9Z,1,REGULAR,steal,,[],1629638,,,1610612750,15,25,2024-03-08T00:35:52Z,1260000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
127,PT02M10.00S,2024-03-08T00:31:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,93.51182654402102,50.98039215686274,1610612750,15,27,2024-03-08T00:32:03Z,1270000,False,5.0,8.0,1,right,A. Edwards running Layup (4 PTS) (M. Morris 2 AST),"[1630162, 1628420]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,0.98,Made,,,,,4.0,M. Morris,1628420.0,2.0,,,,,,,,,
129,PT02M00.00S,2024-03-08T00:32:08.6Z,1,REGULAR,turnover,bad pass,[],1630167,,,1610612754,15,27,2024-03-08T00:32:13Z,1290000,False,,,0,,O. Toppin bad pass TURNOVER (1 TO),"[1630167, 1629675]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Reid,1629675.0,,
130,PT02M00.00S,2024-03-08T00:32:08.6Z,1,REGULAR,steal,,[],1629675,,,1610612750,15,27,2024-03-08T00:32:10Z,1300000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT01M55.00S,2024-03-08T00:32:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628420,92.19776609724047,46.07843137254902,1610612750,15,29,2024-03-08T00:32:18Z,1310000,False,-20.0,21.0,1,right,M. Morris running Layup (2 PTS),[1628420],1610612750.0,MIN,running,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,2.86,Made,,,,,2.0,,,,,,,,,,,,
132,PT01M54.00S,2024-03-08T00:32:18.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,15,29,2024-03-08T00:32:18Z,1320000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M54.00S,2024-03-08T00:33:16.0Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,15,29,2024-03-08T00:33:51Z,1330000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M54.00S,2024-03-08T00:33:16.0Z,1,REGULAR,substitution,out,[],1630167,,,1610612754,15,29,2024-03-08T00:33:51Z,1340000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M54.00S,2024-03-08T00:33:16.0Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,15,29,2024-03-08T00:33:51Z,1350000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M54.00S,2024-03-08T00:33:16.0Z,1,REGULAR,substitution,in,[],1627783,,,1610612754,15,29,2024-03-08T00:33:51Z,1360000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M38.00S,2024-03-08T00:34:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,7.5722733245729295,56.127450980392155,1610612754,15,29,2024-03-08T00:34:20Z,1370000,False,-31.0,19.0,1,left,MISS B. Sheppard driving Layup - blocked,"[1641767, 1630162]",1610612754.0,IND,driving,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,3.59,Missed,,,,,,,,,,,,,,,,Edwards,1630162.0
139,PT01M38.00S,2024-03-08T00:34:14.3Z,1,REGULAR,block,,[],1630162,,,1610612754,15,29,2024-03-08T00:34:15Z,1380000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT01M37.00S,2024-03-08T00:34:15.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,15,29,2024-03-08T00:34:20Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,138.0,,,,,,,,,,,,,,,,
142,PT01M32.00S,2024-03-08T00:34:39.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,33.722076215505915,40.44117647058824,1610612754,18,29,2024-03-08T00:34:44Z,1410000,False,48.0,264.0,1,left,P. Siakam 26' 3PT  (3 PTS) (J. Smith 2 AST),"[1627783, 1630188]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,26.88,Made,,,,,3.0,J. Smith,1630188.0,2.0,,,,,,,,,
144,PT01M20.00S,2024-03-08T00:34:52.5Z,1,REGULAR,foul,offensive,[],1629675,,,1610612750,18,29,2024-03-08T00:35:00Z,1430000,False,,,0,,N. Reid offensive FOUL (1 PF),"[1629675, 204456]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,101283.0,,,,,,,,,,,1.0,0.0,McConnell,204456.0,,,,,
146,PT01M20.00S,2024-03-08T00:34:52.5Z,1,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,18,29,2024-03-08T00:34:52Z,1450000,False,,,0,,N. Reid offensive foul TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,101283.0,,,,,,,,,,,,,,,1.0,,,,
147,PT01M13.00S,2024-03-08T00:35:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204456,7.30946123521682,45.83333333333333,1610612754,20,29,2024-03-08T00:35:15Z,1460000,False,21.0,16.0,1,left,T. McConnell driving Layup (4 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,2.64,Made,,,,,4.0,,,,,,,,,,,,
148,PT01M02.00S,2024-03-08T00:35:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,91.80354796320631,56.61764705882353,1610612750,20,31,2024-03-08T00:35:26Z,1470000,False,33.0,25.0,1,right,N. Reid driving Layup (7 PTS) (N. Alexander-Walker 1 AST),"[1629675, 1629638]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,4.12,Made,,,,,7.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,
150,PT00M45.70S,2024-03-08T00:35:43.4Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612754,20,31,2024-03-08T00:35:51Z,1490000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629675, 1627783]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Left,101283.0,,,,,,,,,,,2.0,0.0,Siakam,1627783.0,,,,,
152,PT00M45.70S,2024-03-08T00:36:09.2Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,21,31,2024-03-08T00:36:09Z,1510000,False,,,0,,P. Siakam Free Throw 1 of 2 (4 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
153,PT00M45.70S,2024-03-08T00:36:27.4Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,22,31,2024-03-08T00:36:27Z,1520000,False,,,0,,P. Siakam Free Throw 2 of 2 (5 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
154,PT00M33.80S,2024-03-08T00:36:42.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,81.68528252299606,43.13725490196079,1610612750,22,33,2024-03-08T00:36:46Z,1530000,False,-34.0,120.0,1,right,N. Reid 12' floating Jump Shot (9 PTS) (N. Alexander-Walker 2 AST),"[1629675, 1629638]",1610612750.0,MIN,floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,12.45,Made,,,,,9.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,
156,PT00M21.10S,2024-03-08T00:37:08.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630162,,,1610612754,22,33,2024-03-08T00:37:14Z,1550000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Smith 2 FT),"[1630162, 1630188]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,1.0,0.0,Smith,1630188.0,,,,,
