actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT05M09.00S,2023-11-04T23:23:55.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,33.065045992115635,52.20588235294118,1610612754,17,15,2023-11-04T23:24:01Z,880000,False,-11.0,258.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
89,PT05M06.00S,2023-11-04T23:23:58.0Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,17,15,2023-11-04T23:24:01Z,890000,False,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,88.0,,,,,,,,,1.0,0.0,1.0,,,,,,
90,PT05M05.00S,2023-11-04T23:23:59.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,16.507884362680684,95.34313725490196,1610612754,20,15,2023-11-04T23:24:05Z,900000,False,-227.0,103.0,1,left,B. Hield 24' 3PT step back (3 PTS),[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,,3.0,,,,,,,,,,,,
91,PT04M56.00S,2023-11-04T23:24:10.8Z,1,REGULAR,foul,personal,[],1631097,,,1610612766,20,15,2023-11-04T23:24:17Z,910000,False,,,0,,B. Mathurin personal FOUL (1 PF),"[1631097, 1626179]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left Center,,,,2004.0,,,,,,,,,,,,,1.0,0.0,Rozier,1626179.0
93,PT04M56.00S,2023-11-04T23:24:17.6Z,1,REGULAR,substitution,out,[],1631097,,,1610612766,20,15,2023-11-04T23:24:24Z,930000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M56.00S,2023-11-04T23:24:17.6Z,1,REGULAR,substitution,in,[],1629614,,,1610612766,20,15,2023-11-04T23:24:24Z,940000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M42.00S,2023-11-04T23:24:56.9Z,1,REGULAR,3pt,Jump Shot,[],202330,65.25952693823915,62.99019607843137,1610612766,20,15,2023-11-04T23:25:05Z,950000,False,65.0,274.0,1,right,MISS G. Hayward 28' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,28.17,Missed,,,,,,,,,,,,,,,,,,
96,PT04M40.00S,2023-11-04T23:24:58.9Z,1,REGULAR,rebound,offensive,[],1630550,,,1610612766,20,15,2023-11-04T23:25:05Z,960000,False,,,0,,J. Thor REBOUND (Off:1 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Center,,,95.0,,,,,,,,,1.0,0.0,1.0,,,,,,
97,PT04M39.00S,2023-11-04T23:25:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630550,92.85479632063075,55.14705882352941,1610612766,20,17,2023-11-04T23:25:08Z,970000,False,26.0,15.0,1,right,J. Thor putback Layup (4 PTS),[1630550],1610612766.0,CHA,putback,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,4.0,,,,,,,,,,,,
98,PT04M32.00S,2023-11-04T23:25:12.3Z,1,REGULAR,foul,personal,[],1630550,,,1610612754,20,17,2023-11-04T23:25:18Z,980000,False,,,0,,J. Thor personal FOUL (1 PF),"[1630550, 1626167]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Right,,,,1628485.0,,,,,,,,,,,,,1.0,0.0,Turner,1626167.0
100,PT04M32.00S,2023-11-04T23:25:25.4Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,20,17,2023-11-04T23:25:27Z,1000000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M32.00S,2023-11-04T23:25:25.4Z,1,REGULAR,substitution,in,[],1630188,,,1610612754,20,17,2023-11-04T23:25:27Z,1010000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M26.00S,2023-11-04T23:25:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,15.982260183968464,57.84313725490197,1610612754,20,17,2023-11-04T23:25:51Z,1020000,False,-39.0,98.0,1,left,MISS A. Nembhard 10' fadeaway Shot,[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,10.53,Missed,,,,,,,,,,,,,,,,,,
103,PT04M23.00S,2023-11-04T23:25:49.0Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,20,17,2023-11-04T23:25:51Z,1030000,False,,,0,,J. Thor REBOUND (Off:1 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Center,,,102.0,,,,,,,,,2.0,1.0,1.0,,,,,,
104,PT04M10.00S,2023-11-04T23:26:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,84.57621550591328,55.14705882352941,1610612766,20,17,2023-11-05T00:25:36Z,1040000,False,26.0,92.0,1,right,MISS T. Rozier 9' driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,9.6,Missed,,,,,,,,,,,,,,,,,,
105,PT04M06.00S,2023-11-04T23:26:05.8Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,20,17,2023-11-04T23:26:06Z,1050000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,104.0,,,,,,,,,1.0,1.0,0.0,,,,,,
106,PT04M03.00S,2023-11-04T23:26:08.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,28.991458607095925,77.20588235294117,1610612754,20,17,2023-11-04T23:26:15Z,1060000,False,-136.0,220.0,1,left,MISS B. Hield 25' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
107,PT04M00.00S,2023-11-04T23:26:11.8Z,1,REGULAR,rebound,offensive,[],1629614,,,1610612754,20,17,2023-11-04T23:26:11Z,1070000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:0),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,106.0,,,,,,,,,1.0,0.0,1.0,,,,,,
108,PT03M51.00S,2023-11-04T23:26:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629614,5.995400788436268,46.07843137254902,1610612754,22,17,2023-11-04T23:26:23Z,1080000,False,20.0,4.0,1,left,A. Nembhard cutting Layup (2 PTS) (T. Haliburton 4 AST),"[1629614, 1630169]",1610612754.0,IND,cutting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,2.0,T. Haliburton,1630169.0,4.0,,,,,,,,,
110,PT03M28.00S,2023-11-04T23:26:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,81.94809461235218,55.14705882352941,1610612766,22,17,2023-11-04T23:26:51Z,1100000,False,26.0,117.0,1,right,MISS G. Hayward 12' turnaround fadeaway Shot,[202330],1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,12.0,Missed,,,,,,,,,,,,,,,,,,
111,PT03M25.00S,2023-11-04T23:26:46.9Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,22,17,2023-11-04T23:26:51Z,1110000,False,,,0,,B. Hield REBOUND (Off:1 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,110.0,,,,,,,,,2.0,1.0,1.0,,,,,,
112,PT03M12.00S,2023-11-04T23:27:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.521024967148489,47.30392156862745,1610612754,22,17,2023-11-04T23:27:06Z,1120000,False,13.0,9.0,1,left,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
113,PT03M09.00S,2023-11-04T23:27:03.1Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,22,17,2023-11-04T23:27:06Z,1130000,False,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,112.0,,,,,,,,,3.0,3.0,0.0,,,,,,
114,PT03M06.00S,2023-11-04T23:27:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641706,93.24901445466492,52.69607843137255,1610612766,22,19,2023-11-04T23:27:11Z,1140000,False,13.0,11.0,1,right,B. Miller running alley-oop Layup (2 PTS) (T. Rozier 1 AST),"[1641706, 1626179]",1610612766.0,CHA,running alley-oop,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,
116,PT02M53.00S,2023-11-04T23:27:17.9Z,1,REGULAR,3pt,Jump Shot,[],1630169,32.40801576872536,51.71568627450981,1610612754,22,19,2023-11-04T23:27:21Z,1160000,False,-9.0,252.0,1,left,MISS T. Haliburton 25' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
117,PT02M51.00S,2023-11-04T23:27:19.9Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,22,19,2023-11-04T23:27:21Z,1170000,False,,,0,,M. Williams REBOUND (Off:1 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,116.0,,,,,,,,,3.0,2.0,1.0,,,,,,
118,PT02M44.00S,2023-11-04T23:27:27.9Z,1,REGULAR,turnover,lost ball,[],202330,,,1610612766,22,19,2023-11-04T23:27:32Z,1180000,False,,,0,,G. Hayward lost ball TURNOVER (1 TO),"[202330, 1629614]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,,,,,1.0,Nembhard,1629614.0,,,,,,,,,,,,,
119,PT02M44.00S,2023-11-04T23:27:27.9Z,1,REGULAR,steal,,[],1629614,,,1610612754,22,19,2023-11-04T23:27:29Z,1190000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
120,PT02M40.00S,2023-11-04T23:27:32.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630167,6.652431011826544,50.0,1610612754,24,19,2023-11-04T23:27:36Z,1200000,False,0.0,10.0,1,left,O. Toppin running alley-oop DUNK (8 PTS) (A. Nembhard 1 AST),"[1630167, 1629614]",1610612754.0,IND,running alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,8.0,A. Nembhard,1629614.0,1.0,,,,,,,,,
122,PT02M40.00S,2023-11-04T23:27:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,24,19,2023-11-04T23:27:38Z,1220000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,out,[],1630169,,,1610612766,24,19,2023-11-04T23:30:20Z,1230000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,out,[],1630167,,,1610612766,24,19,2023-11-04T23:30:20Z,1240000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,24,19,2023-11-04T23:30:20Z,1250000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,24,19,2023-11-04T23:30:20Z,1260000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,out,[],202330,,,1610612766,24,19,2023-11-04T23:30:20Z,1270000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,in,[],204456,,,1610612766,24,19,2023-11-04T23:30:20Z,1280000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,in,[],1630174,,,1610612766,24,19,2023-11-04T23:30:20Z,1290000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,in,[],1630177,,,1610612766,24,19,2023-11-04T23:30:20Z,1300000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,24,19,2023-11-04T23:30:20Z,1310000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M40.00S,2023-11-04T23:29:51.1Z,1,REGULAR,substitution,in,[],1630163,,,1610612766,24,19,2023-11-04T23:30:20Z,1320000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M24.00S,2023-11-04T23:30:52.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,93.51182654402102,48.03921568627451,1610612766,24,21,2023-11-04T23:31:07Z,1330000,False,-10.0,8.0,1,right,N. Richards alley-oop DUNK (2 PTS) (L. Ball 2 AST),"[1630208, 1630163]",1610612766.0,CHA,alley-oop,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,2.0,L. Ball,1630163.0,2.0,,,,,,,,,
135,PT02M13.00S,2023-11-04T23:31:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,5.863994743758213,54.41176470588235,1610612754,24,21,2023-11-04T23:31:17Z,1350000,False,-22.0,3.0,1,left,MISS T. McConnell driving reverse Layup - blocked,"[204456, 1630208]",1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.23,Missed,,,,,,,,,,,,,Richards,1630208.0,,,,
136,PT02M13.00S,2023-11-04T23:31:04.3Z,1,REGULAR,block,,[],1630208,,,1610612754,24,21,2023-11-04T23:31:06Z,1360000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT02M12.00S,2023-11-04T23:31:05.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,24,21,2023-11-04T23:31:17Z,1370000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,135.0,,,,,,,,,,,,,,,,,
139,PT02M02.00S,2023-11-04T23:31:28.6Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,24,21,2023-11-04T23:31:33Z,1390000,False,,,0,,L. Ball lost ball out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,lost ball,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,,,,1628485.0,1.0,,,,,,,,,,,,,,,
140,PT01M53.00S,2023-11-04T23:31:40.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,5.995400788436268,54.166666666666664,1610612754,24,21,2023-11-04T23:31:43Z,1400000,False,-21.0,4.0,1,left,MISS A. Nesmith driving finger roll Layup,[1630174],1610612754.0,IND,driving finger roll,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,,,,,,,,,,,,,,
141,PT01M50.00S,2023-11-04T23:31:43.3Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,24,21,2023-11-04T23:31:43Z,1410000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,140.0,,,,,,,,,1.0,1.0,0.0,,,,,,
142,PT01M45.00S,2023-11-04T23:31:47.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630163,91.67214191852825,57.59803921568627,1610612766,24,21,2023-11-04T23:31:52Z,1420000,False,38.0,26.0,1,right,MISS L. Ball running Layup,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
143,PT01M44.00S,2023-11-04T23:31:48.0Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,24,21,2023-11-04T23:31:52Z,1430000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,142.0,,,,,,,,,2.0,2.0,0.0,,,,,,
144,PT01M39.00S,2023-11-04T23:31:54.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629614,30.17411300919842,26.47058823529412,1610612754,24,21,2023-11-04T23:31:58Z,1440000,False,118.0,231.0,1,left,MISS A. Nembhard 25' running 3PT,[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
145,PT01M35.00S,2023-11-04T23:31:58.0Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,24,21,2023-11-04T23:31:58Z,1450000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,144.0,,,,,,,,,1.0,1.0,0.0,,,,,,
146,PT01M28.00S,2023-11-04T23:32:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,91.67214191852825,54.166666666666664,1610612766,24,21,2023-11-04T23:32:10Z,1460000,False,21.0,26.0,1,right,MISS T. Maledon driving finger roll Layup - blocked,"[1630177, 1627741]",1610612766.0,CHA,driving finger roll,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,Hield,1627741.0,,,,
147,PT01M28.00S,2023-11-04T23:32:05.1Z,1,REGULAR,block,,[],1627741,,,1610612766,24,21,2023-11-04T23:32:06Z,1470000,False,,,0,,B. Hield BLOCK (1 BLK),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M25.00S,2023-11-04T23:32:08.1Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,24,21,2023-11-04T23:32:10Z,1480000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,146.0,,,,,,,,,2.0,1.0,1.0,,,,,,
149,PT01M21.00S,2023-11-04T23:32:15.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612766,24,21,2023-11-04T23:32:22Z,1490000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Miller 2 FT),"[1630188, 1641706]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,1628485.0,,,,,,,,,,,,,1.0,0.0,Miller,1641706.0
151,PT01M21.00S,2023-11-04T23:32:43.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641706,,,1610612766,24,22,2023-11-04T23:32:43Z,1510000,False,,,0,,B. Miller Free Throw 1 of 2 (3 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
152,PT01M21.00S,2023-11-04T23:32:43.9Z,1,REGULAR,substitution,out,[],1630550,,,1610612766,24,22,2023-11-04T23:32:46Z,1520000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M21.00S,2023-11-04T23:32:43.9Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,24,22,2023-11-04T23:32:46Z,1530000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M21.00S,2023-11-04T23:33:01.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641706,,,1610612766,24,23,2023-11-04T23:33:01Z,1540000,False,,,0,,B. Miller Free Throw 2 of 2 (4 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
155,PT01M08.00S,2023-11-04T23:33:16.2Z,1,REGULAR,3pt,Jump Shot,[],1630188,32.40801576872536,47.05882352941176,1610612754,27,23,2023-11-04T23:33:20Z,1550000,False,15.0,252.0,1,left,J. Smith 25' 3PT  (3 PTS) (B. Hield 1 AST),"[1630188, 1627741]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,25.25,Made,,,,,,3.0,B. Hield,1627741.0,1.0,,,,,,,,,
157,PT00M49.10S,2023-11-04T23:33:36.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204456,,,1610612766,27,23,2023-11-04T23:33:43Z,1570000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Richards 2 FT),"[204456, 1630208]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,,,,,,,,,,,,,1.0,0.0,Richards,1630208.0
159,PT00M49.10S,2023-11-04T23:34:02.9Z,1,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,27,24,2023-11-04T23:34:02Z,1590000,False,,,0,,N. Richards Free Throw 1 of 2 (3 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
160,PT00M49.10S,2023-11-04T23:34:18.6Z,1,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,27,25,2023-11-04T23:34:18Z,1600000,False,,,0,,N. Richards Free Throw 2 of 2 (4 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
161,PT00M34.20S,2023-11-04T23:34:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630188,32.14520367936925,43.38235294117647,1610612754,27,25,2023-11-04T23:34:44Z,1610000,False,33.0,250.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,,
162,PT00M30.70S,2023-11-04T23:34:39.2Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,27,25,2023-11-04T23:34:44Z,1620000,False,,,0,,B. Hield REBOUND (Off:2 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,161.0,,,,,,,,,3.0,1.0,2.0,,,,,,
163,PT00M29.30S,2023-11-04T23:34:42.7Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,27,25,2023-11-04T23:34:50Z,1630000,False,,,0,,B. Hield step out-of-bounds TURNOVER (1 TO),[1627741],1610612754.0,IND,step,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,1626300.0,1.0,,,,,,,,,,,,,,,
164,PT00M11.10S,2023-11-04T23:35:13.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629023,92.72339027595268,50.49019607843137,1610612766,27,27,2023-11-04T23:38:44Z,1640000,False,2.0,16.0,1,right,P. Washington cutting DUNK (4 PTS) (L. Ball 3 AST),"[1629023, 1630163]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,4.0,L. Ball,1630163.0,3.0,,,,,,,,,
166,PT00M03.00S,2023-11-04T23:35:27.5Z,1,REGULAR,foul,personal,[],1630177,,,1610612754,27,27,2023-11-04T23:35:33Z,1660000,False,,,0,,T. Maledon personal FOUL (1 PF),"[1630177, 1629614]",1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Left,,,,1626300.0,,,,,,,,,,,,,1.0,0.0,Nembhard,1629614.0
168,PT00M03.00S,2023-11-04T23:35:42.8Z,1,REGULAR,substitution,out,[],204456,,,1610612754,27,27,2023-11-04T23:35:47Z,1680000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M03.00S,2023-11-04T23:35:42.8Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,27,27,2023-11-04T23:35:47Z,1690000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M00.80S,2023-11-04T23:36:01.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,29.517082785808146,73.52941176470588,1610612754,27,27,2023-11-04T23:36:07Z,1700000,False,-118.0,225.0,1,left,MISS B. Hield 25' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
