actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
348,PT11M06.00S,2024-02-29T01:58:47.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.835085413929041,53.92156862745098,1610612740,68,55,2024-02-29T01:58:55Z,3400000,False,-20.0,21.0,1,left,Z. Williamson driving finger roll Layup (11 PTS) (B. Ingram 3 AST),"[1629627, 1627742]",1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,,11.0,,,,,,,B. Ingram,1627742.0,3.0,,
350,PT10M53.00S,2024-02-29T01:58:59.8Z,3,REGULAR,3pt,Jump Shot,[],1627783,91.14651773981603,97.79411764705883,1610612754,68,55,2024-02-29T01:59:04Z,3420000,False,239.0,31.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,24.1,Missed,,,,,,,,,,,,,,,,,,
351,PT10M50.00S,2024-02-29T01:59:02.8Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,68,55,2024-02-29T01:59:04Z,3430000,False,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,,350.0,4.0,3.0,1.0,,,,,,,,,,,,
352,PT10M40.00S,2024-02-29T01:59:13.0Z,3,REGULAR,3pt,Jump Shot,[],1627742,28.728646517739815,77.94117647058823,1610612740,68,55,2024-02-29T01:59:17Z,3440000,False,-140.0,218.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
353,PT10M39.00S,2024-02-29T01:59:14.0Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,68,55,2024-02-29T02:00:02Z,3450000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,352.0,2.0,1.0,1.0,,,,,,,,,,,,
354,PT10M35.00S,2024-02-29T01:59:18.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,69.46452036793693,14.460784313725492,1610612754,68,55,2024-02-29T01:59:24Z,3460000,False,-178.0,235.0,1,right,MISS T. Haliburton 29' running pullup 3PT,[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,29.42,Missed,,,,,,,,,,,,,,,,,,
355,PT10M32.00S,2024-02-29T01:59:22.9Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612754,68,55,2024-02-29T01:59:22Z,3470000,False,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,354.0,6.0,5.0,1.0,,,,,,,,,,,,
356,PT10M32.00S,2024-02-29T01:59:23.7Z,3,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612754,68,55,2024-02-29T01:59:33Z,3480000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Siakam 2 FT),"[1627742, 1627783]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202037.0,,1.0,0.0,Siakam,1627783.0,,,,,
358,PT10M32.00S,2024-02-29T01:59:54.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627783,,,1610612754,69,55,2024-02-29T01:59:54Z,3500000,False,,,0,,P. Siakam Free Throw 1 of 2 (15 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
359,PT10M32.00S,2024-02-29T02:00:13.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627783,,,1610612754,70,55,2024-02-29T02:00:13Z,3510000,False,,,0,,P. Siakam Free Throw 2 of 2 (16 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
360,PT10M15.00S,2024-02-29T02:00:32.5Z,3,REGULAR,3pt,Jump Shot,[],203468,26.10052562417871,87.74509803921569,1610612740,70,55,2024-02-29T02:00:36Z,3520000,False,-189.0,193.0,1,left,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
361,PT10M12.00S,2024-02-29T02:00:35.5Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,70,55,2024-02-29T02:00:36Z,3530000,False,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,360.0,7.0,6.0,1.0,,,,,,,,,,,,
362,PT09M54.00S,2024-02-29T02:00:52.7Z,3,REGULAR,3pt,Jump Shot,[],1627783,70.12155059132719,24.754901960784316,1610612754,70,55,2024-02-29T02:00:57Z,3540000,False,-126.0,228.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
363,PT09M51.00S,2024-02-29T02:00:55.7Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,70,55,2024-02-29T02:00:57Z,3550000,False,,,0,,M. Turner REBOUND (Off:2 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,362.0,8.0,6.0,2.0,,,,,,,,,,,,
364,PT09M46.00S,2024-02-29T02:01:02.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,91.40932982917214,46.07843137254902,1610612754,70,55,2024-02-29T02:03:46Z,3560000,False,-20.0,28.0,1,right,MISS B. Mathurin reverse Layup,[1631097],1610612754.0,IND,reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,,
365,PT09M42.00S,2024-02-29T02:01:06.3Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612754,70,55,2024-02-29T02:01:06Z,3570000,False,,,0,,P. Siakam REBOUND (Off:2 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,364.0,8.0,6.0,2.0,,,,,,,,,,,,
366,PT09M42.00S,2024-02-29T02:01:05.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627783,94.40999984741211,50.0,1610612754,70,55,2024-02-29T02:02:13Z,3580000,False,0.0,0.0,1,right,MISS P. Siakam tip Layup,[1627783],1610612754.0,IND,tip,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
367,PT09M42.00S,2024-02-29T02:01:05.3Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,70,55,2024-02-29T02:02:13Z,3590000,False,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,366.0,3.0,3.0,0.0,,,,,,,,,,,,
368,PT09M35.00S,2024-02-29T02:01:15.0Z,3,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612740,70,55,2024-02-29T02:01:27Z,3600000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Ingram 2 FT),"[1629614, 1627742]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202037.0,,1.0,0.0,Ingram,1627742.0,,,,,
370,PT09M35.00S,2024-02-29T02:02:02.0Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,70,56,2024-02-29T02:02:02Z,3620000,False,,,0,,B. Ingram Free Throw 1 of 2 (12 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
371,PT09M35.00S,2024-02-29T02:02:24.2Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,70,57,2024-02-29T02:02:24Z,3630000,False,,,0,,B. Ingram Free Throw 2 of 2 (13 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
372,PT09M24.00S,2024-02-29T02:02:41.8Z,3,REGULAR,turnover,traveling,[],1631097,,,1610612754,70,57,2024-02-29T02:02:46Z,3640000,False,,,0,,B. Mathurin traveling TURNOVER (2 TO),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left,,,,,,,,,,101284.0,2.0,,,,,,,,,
373,PT09M10.00S,2024-02-29T02:03:07.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,11.777266754270697,77.20588235294117,1610612740,70,59,2024-02-29T02:04:58Z,3650000,False,-136.0,58.0,1,left,B. Ingram 14' turnaround Jump Shot (15 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,14.79,Made,,,,,,,15.0,,,,,,,,,,,
374,PT08M58.00S,2024-02-29T02:03:18.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.14651773981603,62.745098039215684,1610612754,70,59,2024-02-29T02:03:23Z,3660000,False,64.0,31.0,1,right,MISS P. Siakam 7' driving Layup,[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.07,Missed,,,,,,,,,,,,,,,,,,
375,PT08M55.00S,2024-02-29T02:03:21.8Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612740,70,59,2024-02-29T02:03:23Z,3670000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:4),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,374.0,5.0,4.0,1.0,,,,,,,,,,,,
376,PT08M47.00S,2024-02-29T02:03:29.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.258212877792378,53.67647058823529,1610612740,70,59,2024-02-29T02:03:33Z,3680000,False,-18.0,6.0,1,left,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
377,PT08M45.00S,2024-02-29T02:03:31.5Z,3,REGULAR,rebound,offensive,[],203468,,,1610612740,70,59,2024-02-29T02:03:31Z,3690000,False,,,0,,C. McCollum REBOUND (Off:2 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,376.0,5.0,3.0,2.0,,,,,,,,,,,,
378,PT08M44.00S,2024-02-29T02:03:32.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,6.783837056504599,45.83333333333333,1610612740,70,61,2024-02-29T02:03:36Z,3700000,False,21.0,11.0,1,left,C. McCollum putback Layup (11 PTS),[203468],1610612740.0,NOP,putback,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,,,11.0,,,,,,,,,,,
379,PT08M32.00S,2024-02-29T02:03:47.9Z,3,REGULAR,foul,personal,[],1630529,,,1610612754,70,61,2024-02-29T02:03:55Z,3710000,False,,,0,,H. Jones personal FOUL (3 PF),"[1630529, 1629614]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202037.0,,3.0,0.0,Nembhard,1629614.0,,,,,
381,PT08M27.00S,2024-02-29T02:04:08.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,88.51839684625493,63.48039215686274,1610612754,70,61,2024-02-29T02:04:13Z,3730000,False,67.0,55.0,1,right,MISS A. Nembhard 8' pullup bank Shot,[1629614],1610612754.0,IND,pullup bank,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Right,8.72,Missed,,,,,,,,,,,,,,,,,,
382,PT08M23.00S,2024-02-29T02:04:12.5Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,70,61,2024-02-29T02:04:13Z,3740000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Right,,,,,381.0,3.0,3.0,0.0,,,,,,,,,,,,
383,PT08M16.00S,2024-02-29T02:04:18.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,14.536793692509855,55.88235294117647,1610612740,70,61,2024-02-29T02:04:22Z,3750000,False,-29.0,84.0,1,left,MISS B. Ingram 8' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
384,PT08M14.00S,2024-02-29T02:04:20.9Z,3,REGULAR,rebound,offensive,[],1627742,,,1610612740,70,61,2024-02-29T02:04:20Z,3760000,False,,,0,,B. Ingram REBOUND (Off:1 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,383.0,4.0,3.0,1.0,,,,,,,,,,,,
385,PT08M14.00S,2024-02-29T02:04:30.7Z,3,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612740,70,61,2024-02-29T02:04:34Z,3770000,False,,,0,,P. Siakam shooting personal FOUL (3 PF) (Ingram 2 FT),"[1627783, 1627742]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202037.0,,3.0,0.0,Ingram,1627742.0,,,,,
387,PT08M14.00S,2024-02-29T02:04:55.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627742,,,1610612740,70,62,2024-02-29T02:04:55Z,3790000,False,,,0,,B. Ingram Free Throw 1 of 2 (16 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
388,PT08M14.00S,2024-02-29T02:05:21.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627742,,,1610612740,70,63,2024-02-29T02:05:21Z,3800000,False,,,0,,B. Ingram Free Throw 2 of 2 (17 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
390,PT07M52.00S,2024-02-29T02:05:49.2Z,3,REGULAR,substitution,out,[],1629627,,,1610612754,70,63,2024-02-29T02:05:56Z,3820000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M52.00S,2024-02-29T02:05:49.2Z,3,REGULAR,substitution,in,[],1630530,,,1610612754,70,63,2024-02-29T02:05:56Z,3830000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M52.00S,2024-02-29T02:06:02.8Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,70,63,2024-02-29T02:06:08Z,3840000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M52.00S,2024-02-29T02:06:02.8Z,3,REGULAR,substitution,in,[],1630188,,,1610612754,70,63,2024-02-29T02:06:08Z,3850000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M50.00S,2024-02-29T02:06:31.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,70,63,2024-02-29T02:06:37Z,3880000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628480.0,,,,,,,,,,
397,PT07M34.00S,2024-02-29T02:07:06.2Z,3,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612740,70,63,2024-02-29T02:07:17Z,3890000,False,,,0,,B. Mathurin shooting personal FOUL (2 PF) (Ingram 2 FT),"[1631097, 1627742]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628480.0,,2.0,0.0,Ingram,1627742.0,,,,,
399,PT07M34.00S,2024-02-29T02:07:37.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627742,,,1610612740,70,64,2024-02-29T02:07:37Z,3910000,False,,,0,,B. Ingram Free Throw 1 of 2 (18 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
400,PT07M34.00S,2024-02-29T02:07:37.9Z,3,REGULAR,substitution,out,[],1631097,,,1610612740,70,64,2024-02-29T02:07:55Z,3920000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M34.00S,2024-02-29T02:07:37.9Z,3,REGULAR,substitution,in,[],1641767,,,1610612740,70,64,2024-02-29T02:07:55Z,3930000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M34.00S,2024-02-29T02:08:02.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627742,,,1610612740,70,65,2024-02-29T02:08:02Z,3940000,False,,,0,,B. Ingram Free Throw 2 of 2 (19 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
403,PT07M27.00S,2024-02-29T02:08:11.8Z,3,REGULAR,3pt,Jump Shot,[],1630188,66.3107752956636,53.92156862745098,1610612754,70,65,2024-02-29T02:08:17Z,3950000,False,20.0,264.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,26.49,Missed,,,,,,,,,,,,,,,,,,
404,PT07M23.00S,2024-02-29T02:08:15.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,70,65,2024-02-29T02:08:17Z,3960000,False,,,0,,B. Ingram REBOUND (Off:1 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,403.0,5.0,4.0,1.0,,,,,,,,,,,,
405,PT07M19.00S,2024-02-29T02:08:18.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,31.882391590013142,26.47058823529412,1610612740,70,65,2024-02-29T02:08:25Z,3970000,False,118.0,247.0,1,left,MISS B. Ingram 27' running pullup 3PT,[1627742],1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,27.37,Missed,,,,,,,,,,,,,,,,,,
406,PT07M17.00S,2024-02-29T02:08:20.9Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,70,65,2024-02-29T02:08:25Z,3980000,False,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,405.0,5.0,4.0,1.0,,,,,,,,,,,,
407,PT07M09.00S,2024-02-29T02:08:29.3Z,3,REGULAR,2pt,Jump Shot,[],1629614,90.09526938239159,31.862745098039213,1610612754,70,65,2024-02-29T02:08:33Z,3990000,False,-91.0,41.0,1,right,MISS A. Nembhard 9' turnaround bank Shot,[1629614],1610612754.0,IND,turnaround bank,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,9.94,Missed,,,,,,,,,,,,,,,,,,
408,PT07M06.00S,2024-02-29T02:08:32.3Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,70,65,2024-02-29T02:08:32Z,4000000,False,,,0,,J. Smith REBOUND (Off:2 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,,,407.0,6.0,4.0,2.0,,,,,,,,,,,,
409,PT07M00.00S,2024-02-29T02:08:37.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629614,94.43166885676742,2.696078431372549,1610612754,73,65,2024-02-29T02:08:41Z,4010000,False,-237.0,0.0,1,right,A. Nembhard 3PT  (5 PTS) (T. Haliburton 6 AST),"[1629614, 1630169]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,23.65,Made,,,,,,,5.0,,,,,,,T. Haliburton,1630169.0,6.0,,
411,PT06M38.00S,2024-02-29T02:08:59.3Z,3,REGULAR,turnover,lost ball,[],203468,,,1610612740,73,65,2024-02-29T02:09:02Z,4030000,False,,,0,,C. McCollum lost ball TURNOVER (1 TO),"[203468, 1629614]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,,,,Nembhard,1629614.0
412,PT06M38.00S,2024-02-29T02:08:59.3Z,3,REGULAR,steal,,[],1629614,,,1610612754,73,65,2024-02-29T02:09:00Z,4040000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
413,PT06M34.00S,2024-02-29T02:09:04.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630188,93.9060446780552,54.166666666666664,1610612754,75,65,2024-02-29T02:09:09Z,4050000,False,21.0,5.0,1,right,J. Smith running Layup (5 PTS) (T. Haliburton 7 AST),"[1630188, 1630169]",1610612754.0,IND,running,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.13,Made,,,,,,,5.0,,,,,,,T. Haliburton,1630169.0,7.0,,
415,PT06M33.00S,2024-02-29T02:09:08.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,75,65,2024-02-29T02:09:08Z,4070000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M33.00S,2024-02-29T02:11:59.5Z,3,REGULAR,substitution,out,[],203468,,,1610612740,75,65,2024-02-29T02:12:30Z,4080000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M33.00S,2024-02-29T02:11:59.5Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,75,65,2024-02-29T02:12:30Z,4090000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M33.00S,2024-02-29T02:11:59.5Z,3,REGULAR,substitution,out,[],1626204,,,1610612740,75,65,2024-02-29T02:12:30Z,4100000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M33.00S,2024-02-29T02:11:59.5Z,3,REGULAR,substitution,in,[],1641722,,,1610612740,75,65,2024-02-29T02:12:30Z,4110000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M33.00S,2024-02-29T02:11:59.5Z,3,REGULAR,substitution,in,[],1629627,,,1610612740,75,65,2024-02-29T02:12:30Z,4120000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M33.00S,2024-02-29T02:11:59.5Z,3,REGULAR,substitution,in,[],1630230,,,1610612740,75,65,2024-02-29T02:12:30Z,4130000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M24.00S,2024-02-29T02:12:48.7Z,3,REGULAR,3pt,Jump Shot,[],1630530,32.802233902759525,58.333333333333336,1610612740,75,65,2024-02-29T02:12:52Z,4140000,False,-42.0,256.0,1,left,MISS T. Murphy III 25' 3PT - blocked,"[1630530, 1630169]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,25.92,Missed,Haliburton,1630169.0,,,,,,,,,,,,,,,,
423,PT06M24.00S,2024-02-29T02:12:48.7Z,3,REGULAR,block,,[],1630169,,,1610612740,75,65,2024-02-29T02:12:51Z,4150000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
424,PT06M20.00S,2024-02-29T02:12:52.7Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,75,65,2024-02-29T02:12:52Z,4160000,False,,,0,,P. Siakam REBOUND (Off:2 Def:7),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,422.0,9.0,7.0,2.0,,,,,,,,,,,,
425,PT06M17.00S,2024-02-29T02:12:54.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,79.97700394218134,3.1862745098039214,1610612754,75,65,2024-02-29T02:13:01Z,4170000,False,-234.0,136.0,1,right,MISS T. Haliburton 27' running 3PT,[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
426,PT06M14.00S,2024-02-29T02:12:57.9Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,75,65,2024-02-29T02:13:01Z,4180000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,425.0,3.0,2.0,1.0,,,,,,,,,,,,
427,PT06M01.00S,2024-02-29T02:13:11.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,10.463206307490145,42.40196078431372,1610612740,75,67,2024-02-29T02:21:09Z,4190000,False,38.0,46.0,1,left,T. Murphy III driving finger roll Layup (8 PTS),[1630530],1610612740.0,NOP,driving finger roll,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,,,,,,,8.0,,,,,,,,,,,
