actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M41.00S,2023-11-10T00:12:32.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203114,70.77858081471747,25.735294117647058,1610612749,3,3,2023-11-10T00:12:41Z,200000,False,-121.0,222.0,1,right,MISS K. Middleton 25' running pullup 3PT,[203114],1610612749.0,MIL,running pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
21,PT10M37.00S,2023-11-10T00:12:36.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,3,3,2023-11-10T00:12:41Z,210000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M15.00S,2023-11-10T00:13:00.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612754,3,3,2023-11-10T00:13:08Z,220000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,201246.0,,,,,,,
23,PT10M06.00S,2023-11-10T00:13:36.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,92.46057818659659,53.18627450980392,1610612749,3,5,2023-11-10T00:13:40Z,230000,False,16.0,18.0,1,right,G. Antetokounmpo driving reverse Layup (2 PTS),[203507],1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,2.0,,,,,,,,,,,
24,PT10M03.00S,2023-11-10T00:13:42.7Z,1,REGULAR,foul,personal,[],1626166,,,1610612754,3,5,2023-11-10T00:13:50Z,240000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1626167]",1610612749.0,MIL,,,,Payne,C. Payne,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,201246.0,1.0,0.0,Turner,1626167.0,,,
26,PT09M58.00S,2023-11-10T00:14:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,19.66162943495401,50.0,1610612754,5,5,2023-11-10T00:14:21Z,260000,False,0.0,132.0,1,left,T. Haliburton 13' driving floating Jump Shot (2 PTS) (M. Turner 1 AST),"[1630169, 1626167]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,13.23,Made,,,,,,,2.0,M. Turner,1626167.0,1.0,,,,,,,,
28,PT09M51.00S,2023-11-10T00:14:24.2Z,1,REGULAR,3pt,Jump Shot,[],201572,71.82982917214193,14.950980392156863,1610612749,5,5,2023-11-10T00:14:28Z,280000,False,-175.0,212.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,27.53,Missed,,,,,,,,,,,,,,,,,,
29,PT09M47.00S,2023-11-10T00:14:28.2Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,5,5,2023-11-10T00:14:28Z,290000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M30.00S,2023-11-10T00:14:55.7Z,1,REGULAR,3pt,Jump Shot,[],1631097,13.485545335085414,4.6568627450980395,1610612754,8,5,2023-11-10T00:15:00Z,310000,False,227.0,74.0,1,left,B. Mathurin 3PT pullup (3 PTS) (M. Turner 2 AST),"[1631097, 1626167]",1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,23.86,Made,,,,,,,3.0,M. Turner,1626167.0,2.0,,,,,,,,
33,PT09M09.00S,2023-11-10T00:15:15.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,87.86136662286465,48.77450980392157,1610612749,8,5,2023-11-10T00:17:49Z,330000,False,-6.0,62.0,1,right,MISS G. Antetokounmpo 6' turnaround Hook,[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
34,PT09M07.00S,2023-11-10T00:15:17.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,8,5,2023-11-10T00:15:20Z,340000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT09M02.00S,2023-11-10T00:15:23.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,31.09395532194481,25.0,1610612754,11,5,2023-11-10T00:15:39Z,350000,False,125.0,240.0,1,left,B. Mathurin 27' 3PT running (6 PTS) (T. Haliburton 2 AST),"[1631097, 1630169]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,27.04,Made,,,,,,,6.0,T. Haliburton,1630169.0,2.0,,,,,,,,
37,PT08M47.00S,2023-11-10T00:15:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,93.24901445466492,47.549019607843135,1610612749,11,5,2023-11-10T00:15:42Z,370000,False,-12.0,11.0,1,right,MISS C. Payne driving reverse Layup,[1626166],1610612749.0,MIL,driving reverse,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,
38,PT08M44.00S,2023-11-10T00:15:41.7Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,11,5,2023-11-10T00:15:42Z,380000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M43.00S,2023-11-10T00:15:43.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630167,7.30946123521682,48.28431372549019,1610612754,13,5,2023-11-10T00:15:54Z,390000,False,9.0,16.0,1,left,O. Toppin running Layup (2 PTS) (T. Haliburton 3 AST),"[1630167, 1630169]",1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,2.0,T. Haliburton,1630169.0,3.0,,,,,,,,
41,PT08M42.00S,2023-11-10T00:15:48.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,13,5,2023-11-10T00:15:48Z,410000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M33.00S,2023-11-10T00:18:52.5Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,13,5,2023-11-10T01:29:13Z,420000,False,,,0,,K. Middleton bad pass TURNOVER (1 TO),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,201246.0,,,,,1.0,,
43,PT08M10.00S,2023-11-10T00:19:20.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628971,23.340998685939553,27.450980392156865,1610612754,15,5,2023-11-10T00:19:25Z,430000,False,113.0,167.0,1,left,B. Brown 20' step back Jump Shot (2 PTS),[1628971],1610612754.0,IND,step back,,,Brown,B. Brown,,,,,Mid-Range,16-24 Right Center,20.14,Made,,,,,,,2.0,,,,,,,,,,,
44,PT07M59.00S,2023-11-10T00:19:31.6Z,1,REGULAR,3pt,Jump Shot,[],201572,75.1149802890933,11.519607843137255,1610612749,15,5,2023-11-10T00:19:37Z,440000,False,-192.0,181.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
45,PT07M56.00S,2023-11-10T00:19:34.6Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,15,5,2023-11-10T00:19:37Z,450000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT07M47.00S,2023-11-10T00:19:46.3Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612754,15,5,2023-11-10T00:19:54Z,460000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Mathurin 2 FT),"[201572, 1631097]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628480.0,1.0,0.0,Mathurin,1631097.0,,,
48,PT07M47.00S,2023-11-10T00:20:15.4Z,1,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,16,5,2023-11-10T00:20:15Z,480000,False,,,0,,B. Mathurin Free Throw 1 of 2 (7 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
49,PT07M47.00S,2023-11-10T00:20:16.0Z,1,REGULAR,substitution,out,[],203114,,,1610612754,16,5,2023-11-10T00:20:20Z,490000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M47.00S,2023-11-10T00:20:16.0Z,1,REGULAR,substitution,in,[],203109,,,1610612754,16,5,2023-11-10T00:20:20Z,500000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M47.00S,2023-11-10T00:20:36.1Z,1,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,17,5,2023-11-10T00:20:36Z,510000,False,,,0,,B. Mathurin Free Throw 2 of 2 (8 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
52,PT07M34.00S,2023-11-10T00:20:54.8Z,1,REGULAR,2pt,Jump Shot,[],1626166,92.9862023653088,27.941176470588236,1610612749,17,5,2023-11-10T00:50:57Z,520000,False,-110.0,13.0,1,right,MISS C. Payne 11' floating Shot,[1626166],1610612749.0,MIL,floating,,,Payne,C. Payne,,,,,Mid-Range,8-16 Left,11.11,Missed,,,,,,,,,,,,,,,,,,
53,PT07M29.00S,2023-11-10T00:20:59.8Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,17,5,2023-11-10T00:21:02Z,530000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,52.0,3.0,3.0,0.0,,,,,,,,,,,,,,
54,PT07M20.00S,2023-11-10T00:21:07.7Z,1,REGULAR,3pt,Jump Shot,[],1630167,14.536793692509855,3.9215686274509802,1610612754,20,5,2023-11-10T00:21:12Z,540000,False,230.0,84.0,1,left,O. Toppin 24' 3PT  (5 PTS) (B. Brown 1 AST),"[1630167, 1628971]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,24.53,Made,,,,,,,5.0,B. Brown,1628971.0,1.0,,,,,,,,
56,PT07M06.00S,2023-11-10T00:21:23.9Z,1,REGULAR,foul,personal,[],1630167,,,1610612749,20,5,2023-11-10T00:22:01Z,560000,False,,,0,,O. Toppin personal FOUL (1 PF),"[1630167, 203507]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1628480.0,1.0,0.0,Antetokounmpo,203507.0,,,
58,PT07M06.00S,2023-11-10T00:21:31.1Z,1,REGULAR,substitution,out,[],203507,,,1610612749,20,5,2023-11-10T00:21:42Z,580000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M06.00S,2023-11-10T00:21:31.1Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,20,5,2023-11-10T00:21:42Z,590000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M00.00S,2023-11-10T00:21:58.7Z,1,REGULAR,2pt,Jump Shot,[],1627736,77.34888304862024,42.8921568627451,1610612749,20,7,2023-11-10T00:22:03Z,600000,False,-36.0,160.0,1,right,M. Beasley 16' pullup Jump Shot (2 PTS) (C. Payne 1 AST),"[1627736, 1626166]",1610612749.0,MIL,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Center,16.43,Made,,,,,,,2.0,C. Payne,1626166.0,1.0,,,,,,,,
62,PT06M48.00S,2023-11-10T00:22:13.5Z,1,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612754,20,7,2023-11-10T00:22:30Z,620000,False,,,0,,M. Beasley shooting personal FOUL (1 PF) (Brown 2 FT),"[1627736, 1628971]",1610612749.0,MIL,shooting,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201246.0,1.0,0.0,Brown,1628971.0,,,
64,PT06M48.00S,2023-11-10T00:22:40.5Z,1,REGULAR,freethrow,1 of 2,[],1628971,,,1610612754,21,7,2023-11-10T00:22:40Z,640000,False,,,0,,B. Brown Free Throw 1 of 2 (3 PTS),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
65,PT06M48.00S,2023-11-10T00:22:54.7Z,1,REGULAR,freethrow,2 of 2,[],1628971,,,1610612754,22,7,2023-11-10T00:22:54Z,650000,False,,,0,,B. Brown Free Throw 2 of 2 (4 PTS),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
66,PT06M32.00S,2023-11-10T00:23:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,91.5407358738502,56.127450980392155,1610612749,22,7,2023-11-10T00:23:16Z,660000,False,31.0,27.0,1,right,MISS B. Lopez driving Layup,[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
67,PT06M28.00S,2023-11-10T00:23:16.3Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,22,7,2023-11-10T00:29:48Z,670000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,66.0,3.0,3.0,0.0,,,,,,,,,,,,,,
68,PT06M18.00S,2023-11-10T00:23:25.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.40801576872536,42.15686274509804,1610612754,22,7,2023-11-10T00:23:30Z,680000,False,39.0,252.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
69,PT06M15.00S,2023-11-10T00:23:28.5Z,1,REGULAR,rebound,offensive,[],1631097,,,1610612754,22,7,2023-11-10T00:23:30Z,690000,False,,,0,,B. Mathurin REBOUND (Off:2 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,68.0,3.0,1.0,2.0,,,,,,,,,,,,,,
70,PT06M08.00S,2023-11-10T00:23:36.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,32.933639947437584,59.068627450980394,1610612754,25,7,2023-11-10T00:23:41Z,700000,False,-45.0,257.0,1,left,M. Turner 26' 3PT  (6 PTS) (T. Haliburton 4 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.11,Made,,,,,,,6.0,T. Haliburton,1630169.0,4.0,,,,,,,,
72,PT05M43.00S,2023-11-10T00:23:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203109,92.85479632063075,45.83333333333333,1610612749,25,9,2023-11-10T00:24:04Z,720000,False,-21.0,15.0,1,right,J. Crowder cutting Layup (2 PTS) (B. Portis 1 AST),"[203109, 1626171]",1610612749.0,MIL,cutting,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,2.55,Made,,,,,,,2.0,B. Portis,1626171.0,1.0,,,,,,,,
74,PT05M18.00S,2023-11-10T00:24:24.8Z,1,REGULAR,2pt,Jump Shot,[],1626167,9.411957950065702,23.03921568627451,1610612754,25,9,2023-11-10T00:24:28Z,740000,False,135.0,36.0,1,left,MISS M. Turner 13' pullup Shot,[1626167],1610612754.0,IND,pullup,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,13.95,Missed,,,,,,,,,,,,,,,,,,
75,PT05M16.00S,2023-11-10T00:24:26.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,25,9,2023-11-10T00:24:28Z,750000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M01.00S,2023-11-10T00:24:43.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,66.17936925098554,32.59803921568628,1610612749,25,9,2023-11-10T00:24:47Z,760000,False,-87.0,265.0,1,right,MISS M. Beasley 27' pullup 3PT,[1627736],1610612749.0,MIL,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,27.93,Missed,,,,,,,,,,,,,,,,,,
77,PT04M57.00S,2023-11-10T00:24:47.0Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,25,9,2023-11-10T00:24:47Z,770000,False,,,0,,B. Brown REBOUND (Off:0 Def:4),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,76.0,4.0,4.0,0.0,,,,,,,,,,,,,,
78,PT04M55.00S,2023-11-10T00:24:48.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630169,6.521024967148489,50.98039215686274,1610612754,27,9,2023-11-10T00:24:55Z,780000,False,-5.0,9.0,1,left,T. Haliburton running DUNK (4 PTS) (B. Brown 2 AST),"[1630169, 1628971]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,4.0,B. Brown,1628971.0,2.0,,,,,,,,
80,PT04M55.00S,2023-11-10T00:24:53.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,27,9,2023-11-10T00:24:53Z,800000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M55.00S,2023-11-10T00:27:07.5Z,1,REGULAR,substitution,out,[],1631097,,,1610612749,27,9,2023-11-10T00:27:29Z,810000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M55.00S,2023-11-10T00:27:07.5Z,1,REGULAR,substitution,out,[],1628971,,,1610612749,27,9,2023-11-10T00:27:29Z,820000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M55.00S,2023-11-10T00:27:07.5Z,1,REGULAR,substitution,out,[],1626167,,,1610612749,27,9,2023-11-10T00:27:29Z,830000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M55.00S,2023-11-10T00:27:07.5Z,1,REGULAR,substitution,out,[],201572,,,1610612749,27,9,2023-11-10T00:27:29Z,840000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M55.00S,2023-11-10T00:27:07.5Z,1,REGULAR,substitution,in,[],1627741,,,1610612749,27,9,2023-11-10T00:27:29Z,850000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M55.00S,2023-11-10T00:27:07.5Z,1,REGULAR,substitution,in,[],1630543,,,1610612749,27,9,2023-11-10T00:27:29Z,860000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M55.00S,2023-11-10T00:27:07.5Z,1,REGULAR,substitution,in,[],1630174,,,1610612749,27,9,2023-11-10T00:27:29Z,870000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
