actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-24T00:10:20.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-24T00:10:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-24T00:10:23.0Z,1,REGULAR,jumpball,recovered,[],1641710,,,1610612753,0,0,2023-12-24T00:10:23Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. M. Turner: Tip to A. Black,"[1641710, 1628976, 1626167]",1610612753.0,ORL,startperiod,A. Black,1641710.0,Black,A. Black,Carter Jr.,1628976.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-12-24T00:10:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,6.652431011826544,47.794117647058826,1610612753,0,0,2023-12-24T00:10:43Z,70000,False,11.0,10.0,1,left,MISS W. Carter Jr. Layup,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2023-12-24T00:10:42.8Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,0,0,2023-12-24T00:10:43Z,80000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
10,PT11M25.00S,2023-12-24T00:11:15.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,0,0,2023-12-24T00:11:23Z,100000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2023-12-24T00:11:37.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629614,93.9060446780552,87.99019607843137,1610612754,0,0,2023-12-24T00:11:41Z,110000,False,190.0,5.0,1,right,MISS A. Nembhard 19' Jump Shot,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right,19.01,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2023-12-24T00:11:40.9Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,0,0,2023-12-24T00:11:41Z,120000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,16-24 Right,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M04.00S,2023-12-24T00:11:46.5Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612753,0,0,2023-12-24T00:11:56Z,130000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Banchero 2 FT),"[1626167, 1631094]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,1628171.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,
15,PT11M04.00S,2023-12-24T00:12:15.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,0,1,2023-12-24T00:12:15Z,150000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
16,PT11M04.00S,2023-12-24T00:12:31.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,0,2,2023-12-24T00:12:31Z,160000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
