actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT03M45.00S,2024-01-04T00:24:56.4Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,21,22,2024-01-04T00:24:57Z,920000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,,,,,,91.0,1.0,0.0,1.0,,,,,,,,,,,
93,PT03M45.00S,2024-01-04T00:24:56.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,5.590000152587891,50.0,1610612754,23,22,2024-01-04T00:24:56Z,930000,False,0.0,0.0,1,left,J. Smith tip Layup (7 PTS),[1630188],1610612754.0,IND,tip,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,0.0,Made,7.0,,,,,,,,,,,,,,,
94,PT03M35.00S,2024-01-04T00:25:06.1Z,1,REGULAR,3pt,Jump Shot,[],203081,67.62483574244416,32.84313725490196,1610612749,23,22,2024-01-04T00:25:10Z,940000,False,-86.0,252.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,26.6,Missed,,,,,,,,,,,,,,,,
95,PT03M32.00S,2024-01-04T00:25:09.1Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,23,22,2024-01-04T00:25:10Z,950000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,
96,PT03M22.00S,2024-01-04T00:25:19.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,26.49474375821288,16.911764705882355,1610612754,23,22,2024-01-04T00:25:24Z,960000,False,165.0,197.0,1,left,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,25.69,Missed,,,,,,,,,,,,,,,,
97,PT03M19.00S,2024-01-04T00:25:22.5Z,1,REGULAR,rebound,defensive,[],1630699,,,1610612749,23,22,2024-01-04T00:25:24Z,970000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:1),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,
98,PT03M13.00S,2024-01-04T00:25:32.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,23,22,2024-01-04T00:25:32Z,980000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M13.00S,2024-01-04T00:27:25.7Z,1,REGULAR,substitution,out,[],1630188,,,1610612749,23,22,2024-01-04T00:28:02Z,990000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M13.00S,2024-01-04T00:27:25.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612749,23,22,2024-01-04T00:28:02Z,1000000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M13.00S,2024-01-04T00:27:25.7Z,1,REGULAR,substitution,out,[],201572,,,1610612749,23,22,2024-01-04T00:28:02Z,1010000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M13.00S,2024-01-04T00:27:25.7Z,1,REGULAR,substitution,in,[],1630167,,,1610612749,23,22,2024-01-04T00:28:02Z,1020000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M13.00S,2024-01-04T00:27:25.7Z,1,REGULAR,substitution,in,[],1630543,,,1610612749,23,22,2024-01-04T00:28:02Z,1030000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M13.00S,2024-01-04T00:27:25.7Z,1,REGULAR,substitution,in,[],203507,,,1610612749,23,22,2024-01-04T00:28:02Z,1040000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M13.00S,2024-01-04T00:28:41.2Z,1,REGULAR,foul,personal,['1freethrow'],204456,,,1610612749,23,22,2024-01-04T00:28:58Z,1050000,False,,,0,,T. McConnell away-from-play personal FOUL (1 PF) (Lillard 1 FT),"[204456, 203081]",1610612754.0,IND,away-from-play,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,1662.0,,,,,,,,,,,,1.0,0.0,Lillard,203081.0,,,,
107,PT03M13.00S,2024-01-04T00:29:08.7Z,1,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,23,22,2024-01-04T00:29:08Z,1070000,False,,,0,,MISS D. Lillard away-from-play Free Throw 1 of 1,[203081],1610612749.0,MIL,away-from-play,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
108,PT03M13.00S,2024-01-04T00:29:08.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,23,22,2024-01-04T00:29:31Z,1080000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,
109,PT03M04.00S,2024-01-04T00:29:30.3Z,1,REGULAR,turnover,traveling,[],1630699,,,1610612749,23,22,2024-01-04T00:29:35Z,1090000,False,,,0,,M. Beauchamp traveling TURNOVER (1 TO),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Right Corner 3,24+ Right,201246.0,1.0,,,,,,,,,,,,,,,,,,
110,PT02M47.00S,2024-01-04T00:29:56.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,8.229303547963205,95.58823529411765,1610612754,26,22,2024-01-04T00:30:01Z,1100000,False,-228.0,25.0,1,left,O. Toppin 3PT  (3 PTS) (I. Jackson 1 AST),"[1630167, 1630543]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,22.93,Made,3.0,,,,,I. Jackson,1630543.0,1.0,,,,,,,,
112,PT02M30.00S,2024-01-04T00:30:13.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,93.24901445466492,96.56862745098039,1610612749,26,22,2024-01-04T00:30:17Z,1120000,False,233.0,11.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,23.31,Missed,,,,,,,,,,,,,,,,
113,PT02M26.00S,2024-01-04T00:30:17.3Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,26,22,2024-01-04T00:30:17Z,1130000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,,,,,,112.0,1.0,0.0,1.0,,,,,,,,,,,
114,PT02M25.00S,2024-01-04T00:30:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626192,91.40932982917214,52.450980392156865,1610612749,26,22,2024-01-04T00:30:21Z,1140000,False,12.0,28.0,1,right,MISS P. Connaughton putback Layup - blocked,"[1626192, 1630169]",1610612749.0,MIL,putback,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,3.09,Missed,,,,,,,,,,,,,,,Haliburton,1630169.0
147,PT02M25.00S,2024-01-04T00:30:17.6Z,1,REGULAR,block,,[],1630169,,,1610612749,26,22,2024-01-04T00:35:37Z,1145000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT02M23.00S,2024-01-04T00:30:19.6Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,26,22,2024-01-04T00:30:21Z,1150000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,
116,PT02M17.00S,2024-01-04T00:30:25.5Z,1,REGULAR,turnover,bad pass,[],204456,,,1610612754,26,22,2024-01-04T00:30:29Z,1160000,False,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 203507]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,Antetokounmpo,203507.0,,
117,PT02M17.00S,2024-01-04T00:30:25.5Z,1,REGULAR,steal,,[],203507,,,1610612749,26,22,2024-01-04T00:30:27Z,1170000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT02M11.00S,2024-01-04T00:30:31.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1630699,93.64323258869908,30.637254901960787,1610612749,26,24,2024-01-04T00:30:37Z,1180000,False,-97.0,7.0,1,right,M. Beauchamp 9' running Jump Shot (4 PTS) (G. Antetokounmpo 1 AST),"[1630699, 203507]",1610612749.0,MIL,running,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,8-16 Left,,,9.71,Made,4.0,,,,,G. Antetokounmpo,203507.0,1.0,,,,,,,,
120,PT02M00.00S,2024-01-04T00:30:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630543,12.434296977660972,51.9607843137255,1610612754,28,24,2024-01-04T00:38:48Z,1200000,False,-10.0,64.0,1,left,I. Jackson 6' driving floating Jump Shot (2 PTS) (T. Haliburton 3 AST),"[1630543, 1630169]",1610612754.0,IND,driving floating,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,6.51,Made,2.0,,,,,T. Haliburton,1630169.0,3.0,,,,,,,,
122,PT02M00.00S,2024-01-04T00:30:47.6Z,1,REGULAR,foul,personal,['1freethrow'],1626192,,,1610612754,28,24,2024-01-04T00:30:52Z,1220000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Jackson 1 FT),"[1626192, 1630543]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,1.0,0.0,Jackson,1630543.0,,,,
124,PT02M00.00S,2024-01-04T00:30:53.0Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,28,24,2024-01-04T00:31:27Z,1240000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M00.00S,2024-01-04T00:30:53.0Z,1,REGULAR,substitution,in,[],1627741,,,1610612754,28,24,2024-01-04T00:31:27Z,1250000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M00.00S,2024-01-04T00:31:12.3Z,1,REGULAR,freethrow,1 of 1,[],1630543,,,1610612754,29,24,2024-01-04T00:31:12Z,1260000,False,,,0,,I. Jackson Free Throw 1 of 1 (3 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
127,PT01M49.00S,2024-01-04T00:31:25.1Z,1,REGULAR,2pt,Jump Shot,[],203081,78.53153745072274,78.18627450980392,1610612749,29,24,2024-01-04T00:31:29Z,1270000,False,141.0,149.0,1,right,MISS D. Lillard 20' step back Shot,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,20.53,Missed,,,,,,,,,,,,,,,,
128,PT01M45.00S,2024-01-04T00:31:29.1Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,29,24,2024-01-04T00:31:29Z,1280000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,,,
129,PT01M43.00S,2024-01-04T00:31:30.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630167,5.732588699080158,53.92156862745098,1610612754,31,24,2024-01-04T00:31:34Z,1290000,False,-20.0,1.0,1,left,O. Toppin running DUNK (5 PTS) (T. McConnell 2 AST),"[1630167, 204456]",1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,1.96,Made,5.0,,,,,T. McConnell,204456.0,2.0,,,,,,,,
131,PT01M23.00S,2024-01-04T00:31:49.7Z,1,REGULAR,3pt,Jump Shot,[],1626192,76.82325886990802,13.480392156862745,1610612749,31,27,2024-01-04T00:31:54Z,1310000,False,-183.0,165.0,1,right,P. Connaughton 24' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,24.64,Made,3.0,,,,,G. Antetokounmpo,203507.0,2.0,,,,,,,,
133,PT01M05.00S,2024-01-04T00:32:09.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,5.601182654402102,48.77450980392157,1610612754,33,27,2024-01-04T00:32:13Z,1330000,False,6.0,0.0,1,left,I. Jackson DUNK (5 PTS) (B. Mathurin 1 AST),"[1630543, 1631097]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,0.61,Made,5.0,,,,,B. Mathurin,1631097.0,1.0,,,,,,,,
135,PT00M35.90S,2024-01-04T00:32:37.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,91.5407358738502,51.225490196078425,1610612749,33,27,2024-01-04T00:40:35Z,1350000,False,6.0,27.0,1,right,MISS B. Portis turnaround Hook,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,2.77,Missed,,,,,,,,,,,,,,,,
136,PT00M34.60S,2024-01-04T00:32:39.9Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,33,27,2024-01-04T00:32:39Z,1360000,False,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,135.0,3.0,1.0,2.0,,,,,,,,,,,
137,PT00M33.50S,2024-01-04T00:32:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1626171,92.85479632063075,38.970588235294116,1610612749,33,29,2024-01-04T00:41:38Z,1370000,False,-55.0,15.0,1,right,B. Portis putback Layup (6 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,5.7,Made,6.0,,,,,,,,,,,,,,,
138,PT00M33.50S,2024-01-04T00:32:46.0Z,1,REGULAR,violation,defensive goaltending,[],1630543,,,1610612749,33,29,2024-01-04T00:32:50Z,1380000,False,,,0,,I. Jackson defensive goaltending VIOLATION,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,
140,PT00M14.90S,2024-01-04T00:33:09.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,19.530223390275953,46.32352941176471,1610612754,33,29,2024-01-04T00:33:15Z,1400000,False,18.0,131.0,1,left,MISS B. Mathurin 13' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,13.24,Missed,,,,,,,,,,,,,,,,
141,PT00M10.30S,2024-01-04T00:33:14.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,33,29,2024-01-04T00:33:14Z,1410000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,
142,PT00M04.40S,2024-01-04T00:33:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.06636005256242,53.67647058823529,1610612749,33,31,2024-01-04T00:33:23Z,1420000,False,18.0,22.0,1,right,G. Antetokounmpo driving finger roll Layup (2 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,2.88,Made,2.0,,,,,,,,,,,,,,,
143,PT00M01.30S,2024-01-04T00:33:27.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,26.888961892247043,90.68627450980392,1610612754,33,31,2024-01-04T00:33:32Z,1430000,False,-203.0,200.0,1,left,MISS B. Hield 28' pullup bank 3PT,[1627741],1610612754.0,IND,pullup bank,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,28.55,Missed,,,,,,,,,,,,,,,,
144,PT00M01.30S,2024-01-04T00:33:27.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,33,31,2024-01-04T00:33:32Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,143.0,,,,,,,,,,,,,,
145,PT00M00.00S,2024-01-04T00:33:31.2Z,1,REGULAR,period,end,[],0,,,1610612754,33,31,2024-01-04T00:33:31Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-01-04T00:35:34.9Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612754,33,31,2024-01-04T00:35:53Z,1460000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-01-04T00:35:34.9Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612754,33,31,2024-01-04T00:35:53Z,1470000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-01-04T00:36:14.0Z,2,REGULAR,period,start,[],0,,,1610612754,33,31,2024-01-04T00:36:14Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M59.00S,2024-01-04T00:36:16.2Z,2,REGULAR,foul,personal,[],1626166,,,1610612754,33,31,2024-01-04T00:36:24Z,1490000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 204456]",1610612749.0,MIL,,,,Payne,C. Payne,,,,,Mid-Range,16-24 Right,1628168.0,,,,,,,,,,,,1.0,0.0,McConnell,204456.0,,,,
154,PT11M35.00S,2024-01-04T00:36:52.0Z,2,REGULAR,2pt,Jump Shot,[],204456,13.748357424441524,26.715686274509803,1610612754,35,31,2024-01-04T00:36:58Z,1520000,False,116.0,77.0,1,left,T. McConnell 13' driving floating Jump Shot (2 PTS) (B. Mathurin 2 AST),"[204456, 1631097]",1610612754.0,IND,driving floating,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,13.94,Made,2.0,,,,,B. Mathurin,1631097.0,2.0,,,,,,,,
156,PT11M18.00S,2024-01-04T00:37:08.1Z,2,REGULAR,2pt,Jump Shot,[],203507,78.9257555847569,32.1078431372549,1610612749,35,31,2024-01-04T00:37:12Z,1540000,False,-89.0,146.0,1,right,MISS G. Antetokounmpo 17' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,17.09,Missed,,,,,,,,,,,,,,,,
157,PT11M15.00S,2024-01-04T00:37:11.1Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,35,31,2024-01-04T00:37:12Z,1550000,False,,,0,,T. McConnell REBOUND (Off:0 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Left Center,,,,,,156.0,3.0,3.0,0.0,,,,,,,,,,,
159,PT10M59.00S,2024-01-04T00:37:44.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,10.85742444152431,58.333333333333336,1610612754,37,31,2024-01-04T00:44:30Z,1570000,False,-42.0,50.0,1,left,B. Mathurin 6' floating Jump Shot (7 PTS) (I. Jackson 2 AST),"[1631097, 1630543]",1610612754.0,IND,floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,6.48,Made,7.0,,,,,I. Jackson,1630543.0,2.0,,,,,,,,
161,PT10M47.00S,2024-01-04T00:37:56.4Z,2,REGULAR,3pt,Jump Shot,[],203507,67.23061760840999,39.950980392156865,1610612749,37,34,2024-01-04T00:44:54Z,1590000,False,-50.0,256.0,1,right,G. Antetokounmpo 26' 3PT  (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,26.04,Made,5.0,,,,,,,,,,,,,,,
162,PT10M33.00S,2024-01-04T00:38:10.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,8.360709592641262,49.26470588235294,1610612754,39,34,2024-01-04T00:38:16Z,1600000,False,4.0,26.0,1,left,T. McConnell driving finger roll Layup (4 PTS),[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,2.64,Made,4.0,,,,,,,,,,,,,,,
163,PT10M19.00S,2024-01-04T00:38:24.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,90.22667542706965,50.98039215686274,1610612749,39,36,2024-01-04T00:38:27Z,1610000,False,5.0,39.0,1,right,C. Payne driving floating Jump Shot (2 PTS) (G. Antetokounmpo 3 AST),"[1626166, 203507]",1610612749.0,MIL,driving floating,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,3.97,Made,2.0,,,,,G. Antetokounmpo,203507.0,3.0,,,,,,,,
165,PT10M04.00S,2024-01-04T00:38:39.7Z,2,REGULAR,2pt,Jump Shot,[],1627741,23.340998685939553,34.80392156862745,1610612754,39,36,2024-01-04T00:38:43Z,1630000,False,76.0,167.0,1,left,MISS B. Hield 18' pullup Shot,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,,,18.34,Missed,,,,,,,,,,,,,,,,
166,PT10M01.00S,2024-01-04T00:38:42.7Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,39,36,2024-01-04T00:38:43Z,1640000,False,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,,,,165.0,4.0,2.0,2.0,,,,,,,,,,,
167,PT09M57.00S,2024-01-04T00:38:46.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626192,82.60512483574244,4.166666666666666,1610612749,39,36,2024-01-04T00:38:55Z,1650000,False,-229.0,111.0,1,right,MISS P. Connaughton 25' running 3PT,[1626192],1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,25.47,Missed,,,,,,,,,,,,,,,,
168,PT09M53.00S,2024-01-04T00:38:50.6Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,39,36,2024-01-04T00:38:55Z,1660000,False,,,0,,T. McConnell REBOUND (Off:0 Def:4),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,,,,167.0,4.0,4.0,0.0,,,,,,,,,,,
169,PT09M43.00S,2024-01-04T00:39:01.8Z,2,REGULAR,foul,personal,[],1626192,,,1610612754,39,36,2024-01-04T00:39:07Z,1670000,False,,,0,,P. Connaughton personal FOUL (2 PF),"[1626192, 1630167]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Left Center,1628168.0,,,,,,,,,,,,2.0,0.0,Toppin,1630167.0,,,,
171,PT09M43.00S,2024-01-04T00:39:09.5Z,2,REGULAR,substitution,out,[],1626192,,,1610612754,39,36,2024-01-04T00:39:17Z,1690000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M43.00S,2024-01-04T00:39:09.5Z,2,REGULAR,substitution,in,[],1641748,,,1610612754,39,36,2024-01-04T00:39:17Z,1700000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M40.00S,2024-01-04T00:39:36.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,10.85742444152431,56.127450980392155,1610612754,39,36,2024-01-04T00:39:46Z,1710000,False,-31.0,50.0,1,left,MISS B. Hield driving Layup - blocked,"[1627741, 1626171]",1610612754.0,IND,driving,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,5.83,Missed,,,,,,,,,,,,,,,Portis,1626171.0
174,PT09M40.00S,2024-01-04T00:39:36.6Z,2,REGULAR,block,,[],1626171,,,1610612754,39,36,2024-01-04T00:40:07Z,1720000,False,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
175,PT09M40.00S,2024-01-04T00:39:36.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,39,36,2024-01-04T00:39:46Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,173.0,,,,,,,,,,,,,,
177,PT09M29.00S,2024-01-04T00:40:07.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630167,17.427726675427067,5.637254901960785,1610612754,39,36,2024-01-04T00:40:13Z,1750000,False,222.0,111.0,1,left,MISS O. Toppin 24' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,24.82,Missed,,,,,,,,,,,,,,,,
178,PT09M24.00S,2024-01-04T00:40:11.3Z,2,REGULAR,rebound,defensive,[],1641748,,,1610612749,39,36,2024-01-04T00:40:11Z,1760000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,
