actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
352,PT09M42.00S,2023-11-23T01:55:24.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,5.469776609724048,51.71568627450981,1610612761,71,74,2023-11-23T01:55:31Z,3480000,False,-9.0,-1.0,1,left,MISS P. Siakam running finger roll Layup,[1627783],1610612761.0,TOR,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,,
353,PT09M40.00S,2023-11-23T01:55:26.7Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612754,71,74,2023-11-23T01:55:31Z,3490000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,352.0,,,,,2.0,2.0,0.0,,,,,,,,,,
354,PT09M36.00S,2023-11-23T01:55:31.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626167,94.56307490144546,50.73529411764706,1610612754,73,74,2023-11-23T02:01:20Z,3500000,False,4.0,-1.0,1,right,M. Turner running Layup (12 PTS) (T. Haliburton 10 AST),"[1626167, 1630169]",1610612754.0,IND,running,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,0.4,Made,,12.0,T. Haliburton,1630169.0,10.0,,,,,,,,,,,,,
356,PT09M19.00S,2023-11-23T01:55:48.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.046649145860711,48.77450980392157,1610612761,73,74,2023-11-23T01:55:51Z,3520000,False,6.0,14.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
357,PT09M17.00S,2023-11-23T01:55:50.6Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,73,74,2023-11-23T01:55:51Z,3530000,False,,,0,,M. Turner REBOUND (Off:1 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,356.0,,,,,5.0,4.0,1.0,,,,,,,,,,
358,PT09M10.00S,2023-11-23T01:55:57.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,93.77463863337714,50.0,1610612754,75,74,2023-11-23T01:56:00Z,3540000,False,0.0,6.0,1,right,B. Hield driving finger roll Layup (24 PTS) (T. Haliburton 11 AST),"[1627741, 1630169]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,0.6,Made,,24.0,T. Haliburton,1630169.0,11.0,,,,,,,,,,,,,
360,PT08M56.00S,2023-11-23T01:56:10.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,18.478975032851512,45.09803921568628,1610612761,75,76,2023-11-23T02:38:45Z,3560000,False,25.0,121.0,1,left,S. Barnes 12' floating Jump Shot (9 PTS),[1630567],1610612761.0,TOR,floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,12.37,Made,,9.0,,,,,,,,,,,,,,,,
361,PT08M44.00S,2023-11-23T01:56:22.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,95.0886990801577,48.28431372549019,1610612754,77,76,2023-11-23T01:56:28Z,3570000,False,-9.0,-6.0,1,right,M. Turner Layup (14 PTS) (B. Hield 4 AST),"[1626167, 1627741]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.07,Made,,14.0,B. Hield,1627741.0,4.0,,,,,,,,,,,,,
363,PT08M25.00S,2023-11-23T01:56:43.1Z,3,REGULAR,3pt,Jump Shot,[],203471,2.8416557161629434,95.09803921568627,1610612761,77,76,2023-11-23T01:57:07Z,3590000,False,-225.0,-26.0,1,left,MISS D. Schroder 3PT,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,,
364,PT08M24.00S,2023-11-23T01:56:44.1Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,77,76,2023-11-23T01:57:07Z,3600000,False,,,0,,M. Turner REBOUND (Off:1 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,363.0,,,,,6.0,5.0,1.0,,,,,,,,,,
365,PT08M17.00S,2023-11-23T01:56:53.0Z,3,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612754,77,76,2023-11-23T01:57:00Z,3610000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1628384, 1630169]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,,,,,1.0,0.0,Haliburton,1630169.0
367,PT08M17.00S,2023-11-23T01:57:15.9Z,3,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,78,76,2023-11-23T02:00:31Z,3630000,False,,,0,,T. Haliburton Free Throw 1 of 2 (16 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
368,PT08M17.00S,2023-11-23T01:57:19.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,78,76,2023-11-23T01:57:19Z,3640000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT08M17.00S,2023-11-23T01:57:15.9Z,3,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,78,76,2023-11-23T02:00:31Z,3650000,False,,,0,,MISS T. Haliburton Free Throw 2 of 2,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
370,PT08M15.00S,2023-11-23T01:57:17.9Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,78,76,2023-11-23T02:00:31Z,3660000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,369.0,,,,,2.0,2.0,0.0,,,,,,,,,,
371,PT08M01.00S,2023-11-23T02:00:43.5Z,3,REGULAR,turnover,bad pass,[],1630567,,,1610612761,78,76,2023-11-23T02:00:46Z,3670000,False,,,0,,S. Barnes bad pass TURNOVER (2 TO),"[1630567, 1626167]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,2.0,,,Turner,1626167.0,,,,
372,PT08M01.00S,2023-11-23T02:00:43.5Z,3,REGULAR,steal,,[],1626167,,,1610612754,78,76,2023-11-23T02:00:44Z,3680000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
373,PT07M57.00S,2023-11-23T02:00:48.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630169,94.43166885676742,49.754901960784316,1610612754,80,76,2023-11-23T02:00:59Z,3690000,False,-1.0,0.0,1,right,T. Haliburton running finger roll Layup (18 PTS),[1630169],1610612754.0,IND,running finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.12,Made,,18.0,,,,,,,,,,,,,,,,
374,PT07M43.00S,2023-11-23T02:01:01.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,15.850854139290407,49.26470588235294,1610612761,80,78,2023-11-23T02:01:05Z,3700000,False,4.0,96.0,1,left,O. Anunoby 9' step back Jump Shot (8 PTS),[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,9.66,Made,,8.0,,,,,,,,,,,,,,,,
375,PT07M29.00S,2023-11-23T02:01:18.8Z,3,REGULAR,turnover,traveling,[],1628971,,,1610612754,80,78,2023-11-23T02:01:23Z,3710000,False,,,0,,B. Brown traveling TURNOVER (1 TO),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202901.0,1.0,,,,,,,,
376,PT07M19.00S,2023-11-23T02:01:35.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,2.578843626806833,96.81372549019608,1610612761,80,78,2023-11-23T02:01:41Z,3720000,False,-234.0,-28.0,1,left,MISS O. Anunoby 3PT - blocked,"[1628384, 1630169]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.58,Missed,,,,,,,,,,,Haliburton,1630169.0,,,,,,
377,PT07M19.00S,2023-11-23T02:01:35.1Z,3,REGULAR,block,,[],1630169,,,1610612761,80,78,2023-11-23T02:01:38Z,3730000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
378,PT07M15.00S,2023-11-23T02:01:39.1Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,80,78,2023-11-23T02:01:41Z,3740000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,376.0,,,,,3.0,1.0,2.0,,,,,,,,,,
379,PT07M13.00S,2023-11-23T02:01:40.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630567,4.812746386333772,49.50980392156863,1610612761,80,78,2023-11-23T02:01:45Z,3750000,False,2.0,-7.0,1,left,MISS S. Barnes Layup - blocked,"[1630567, 1626167]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,Turner,1626167.0,,,,,,
380,PT07M13.00S,2023-11-23T02:01:40.8Z,3,REGULAR,block,,[],1626167,,,1610612761,80,78,2023-11-23T02:01:43Z,3760000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
381,PT07M09.00S,2023-11-23T02:01:44.8Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,80,78,2023-11-23T02:01:45Z,3770000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,379.0,,,,,2.0,2.0,0.0,,,,,,,,,,
382,PT07M08.00S,2023-11-23T02:01:45.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630167,94.43166885676742,50.49019607843137,1610612754,82,78,2023-11-23T02:01:50Z,3780000,False,2.0,0.0,1,right,O. Toppin running Layup (13 PTS) (T. Haliburton 12 AST),"[1630167, 1630169]",1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.25,Made,,13.0,T. Haliburton,1630169.0,12.0,,,,,,,,,,,,,
384,PT06M47.00S,2023-11-23T02:02:05.7Z,3,REGULAR,3pt,Jump Shot,[],203471,3.3672798948751645,95.58823529411765,1610612761,82,78,2023-11-23T02:02:10Z,3800000,False,-228.0,-21.0,1,left,MISS D. Schroder 3PT,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Left Corner 3,24+ Left,22.88,Missed,,,,,,,,,,,,,,,,,,
385,PT06M46.00S,2023-11-23T02:02:06.7Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,82,78,2023-11-23T02:02:10Z,3810000,False,,,0,,M. Turner REBOUND (Off:1 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,384.0,,,,,7.0,6.0,1.0,,,,,,,,,,
386,PT06M30.00S,2023-11-23T02:02:24.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.64323258869908,49.754901960784316,1610612754,82,78,2023-11-23T02:02:27Z,3820000,False,-1.0,7.0,1,right,MISS T. Haliburton driving finger roll Layup - blocked,"[1630169, 1627783]",1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.74,Missed,,,,,,,,,,,Siakam,1627783.0,,,,,,
387,PT06M30.00S,2023-11-23T02:02:24.0Z,3,REGULAR,block,,[],1627783,,,1610612754,82,78,2023-11-23T02:02:25Z,3830000,False,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
388,PT06M29.00S,2023-11-23T02:02:25.0Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,82,78,2023-11-23T02:02:38Z,3840000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,386.0,,,,,3.0,3.0,0.0,,,,,,,,,,
389,PT06M21.00S,2023-11-23T02:02:32.6Z,3,REGULAR,3pt,Jump Shot,[],1630567,18.610381077529567,94.85294117647058,1610612761,82,78,2023-11-23T02:02:36Z,3850000,False,-224.0,122.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
390,PT06M18.00S,2023-11-23T02:02:35.6Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,82,78,2023-11-23T02:02:36Z,3860000,False,,,0,,M. Turner REBOUND (Off:1 Def:7),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,389.0,,,,,8.0,7.0,1.0,,,,,,,,,,
391,PT06M10.00S,2023-11-23T02:02:43.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,92.32917214191852,49.754901960784316,1610612754,84,78,2023-11-23T02:02:47Z,3870000,False,-1.0,20.0,1,right,B. Hield driving finger roll Layup (26 PTS) (T. Haliburton 13 AST),"[1627741, 1630169]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.96,Made,,26.0,T. Haliburton,1630169.0,13.0,,,,,,,,,,,,,
393,PT05M49.00S,2023-11-23T02:03:04.4Z,3,REGULAR,2pt,Jump Shot,[],1627783,22.421156373193167,34.068627450980394,1610612761,84,80,2023-11-23T02:03:07Z,3890000,False,80.0,158.0,1,left,P. Siakam 17' pullup Jump Shot (22 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,17.72,Made,,22.0,,,,,,,,,,,,,,,,
394,PT05M41.00S,2023-11-23T02:03:13.0Z,3,REGULAR,3pt,Jump Shot,[],1627741,67.7562417871222,68.13725490196079,1610612754,84,80,2023-11-23T02:03:17Z,3900000,False,91.0,251.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
395,PT05M38.00S,2023-11-23T02:03:16.0Z,3,REGULAR,rebound,defensive,[],203471,,,1610612761,84,80,2023-11-23T02:03:17Z,3910000,False,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,394.0,,,,,2.0,2.0,0.0,,,,,,,,,,
396,PT05M34.00S,2023-11-23T02:03:22.3Z,3,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612761,84,80,2023-11-23T02:03:37Z,3920000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Siakam 2 FT),"[1626167, 1627783]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,,,,,1.0,0.0,Siakam,1627783.0
398,PT05M34.00S,2023-11-23T02:04:00.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,84,81,2023-11-23T02:04:00Z,3940000,False,,,0,,P. Siakam Free Throw 1 of 2 (23 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,23.0,,,,,,,,,,,,,,,,
399,PT05M34.00S,2023-11-23T02:04:01.2Z,3,REGULAR,substitution,out,[],1628971,,,1610612761,84,81,2023-11-23T02:04:23Z,3950000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M34.00S,2023-11-23T02:04:01.2Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,84,81,2023-11-23T02:04:23Z,3960000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M34.00S,2023-11-23T02:04:01.2Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,84,81,2023-11-23T02:04:23Z,3970000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M34.00S,2023-11-23T02:04:01.2Z,3,REGULAR,substitution,in,[],204456,,,1610612761,84,81,2023-11-23T02:04:23Z,3980000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M34.00S,2023-11-23T02:04:01.2Z,3,REGULAR,substitution,in,[],203490,,,1610612761,84,81,2023-11-23T02:04:23Z,3990000,False,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M34.00S,2023-11-23T02:04:01.2Z,3,REGULAR,substitution,in,[],1629018,,,1610612761,84,81,2023-11-23T02:04:23Z,4000000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M34.00S,2023-11-23T02:04:01.2Z,3,REGULAR,substitution,out,[],1630169,,,1610612761,84,81,2023-11-23T02:04:36Z,4005000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M34.00S,2023-11-23T02:04:01.2Z,3,REGULAR,substitution,in,[],1631097,,,1610612761,84,81,2023-11-23T02:04:36Z,4007500,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M34.00S,2023-11-23T02:04:31.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,84,82,2023-11-23T02:04:31Z,4010000,False,,,0,,P. Siakam Free Throw 2 of 2 (24 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,24.0,,,,,,,,,,,,,,,,
408,PT05M17.00S,2023-11-23T02:04:49.7Z,3,REGULAR,3pt,Jump Shot,[],1626167,68.41327201051249,76.9607843137255,1610612754,87,82,2023-11-23T02:04:54Z,4020000,False,135.0,244.0,1,right,M. Turner 27' 3PT  (17 PTS) (T. McConnell 3 AST),"[1626167, 204456]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,27.91,Made,,17.0,T. McConnell,204456.0,3.0,,,,,,,,,,,,,
410,PT05M04.00S,2023-11-23T02:05:02.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,15.719448094612352,48.28431372549019,1610612761,87,84,2023-11-23T02:05:05Z,4040000,False,9.0,95.0,1,left,P. Siakam 9' turnaround fadeaway Jump Shot (26 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.57,Made,,26.0,,,,,,,,,,,,,,,,
411,PT04M40.00S,2023-11-23T02:05:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,96.27135348226018,52.20588235294118,1610612754,87,84,2023-11-23T02:05:31Z,4050000,False,11.0,-17.0,1,right,MISS B. Mathurin driving reverse Layup,[1631097],1610612754.0,IND,driving reverse,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,2.07,Missed,,,,,,,,,,,,,,,,,,
412,PT04M38.00S,2023-11-23T02:05:28.7Z,3,REGULAR,rebound,defensive,[],203471,,,1610612761,87,84,2023-11-23T02:05:31Z,4060000,False,,,0,,D. Schroder REBOUND (Off:0 Def:3),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,411.0,,,,,3.0,3.0,0.0,,,,,,,,,,
413,PT04M36.00S,2023-11-23T02:05:30.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,23.078186596583443,88.48039215686273,1610612761,87,87,2023-11-23T02:05:38Z,4070000,False,-192.0,164.0,1,left,G. Trent Jr. 25' 3PT running pullup (6 PTS) (D. Schroder 4 AST),"[1629018, 203471]",1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.31,Made,,6.0,D. Schroder,203471.0,4.0,,,,,,,,,,,,,
415,PT04M34.00S,2023-11-23T02:05:38.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,87,87,2023-11-23T02:05:38Z,4090000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M34.00S,2023-11-23T02:07:30.7Z,3,REGULAR,substitution,out,[],1630167,,,1610612754,87,87,2023-11-23T02:08:10Z,4100000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M34.00S,2023-11-23T02:07:30.7Z,3,REGULAR,substitution,out,[],1627741,,,1610612754,87,87,2023-11-23T02:08:10Z,4110000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M34.00S,2023-11-23T02:07:30.7Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,87,87,2023-11-23T02:08:10Z,4120000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M34.00S,2023-11-23T02:07:30.7Z,3,REGULAR,substitution,in,[],1628971,,,1610612754,87,87,2023-11-23T02:08:10Z,4130000,False,,,0,,SUB in: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M34.00S,2023-11-23T02:07:30.7Z,3,REGULAR,substitution,in,[],1630188,,,1610612754,87,87,2023-11-23T02:08:10Z,4140000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M34.00S,2023-11-23T02:07:30.7Z,3,REGULAR,substitution,in,[],1629670,,,1610612754,87,87,2023-11-23T02:08:10Z,4150000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M23.00S,2023-11-23T02:08:42.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,83.919185282523,38.72549019607843,1610612754,89,87,2023-11-23T02:13:22Z,4160000,False,-56.0,99.0,1,right,B. Mathurin 11' driving floating Jump Shot (2 PTS),[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,11.37,Made,,2.0,,,,,,,,,,,,,,,,
423,PT04M04.00S,2023-11-23T02:09:03.3Z,3,REGULAR,foul,personal,['2freethrow'],1629670,,,1610612761,89,87,2023-11-23T02:09:08Z,4170000,False,,,0,,J. Nwora shooting personal FOUL (2 PF) (Schroder 2 FT),"[1629670, 203471]",1610612754.0,IND,shooting,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627534.0,,,,,,2.0,0.0,Schroder,203471.0
425,PT04M04.00S,2023-11-23T02:09:36.7Z,3,REGULAR,freethrow,1 of 2,[],203471,,,1610612761,89,88,2023-11-23T02:09:36Z,4190000,False,,,0,,D. Schroder Free Throw 1 of 2 (20 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,Made,,20.0,,,,,,,,,,,,,,,,
426,PT04M04.00S,2023-11-23T02:09:53.4Z,3,REGULAR,freethrow,2 of 2,[],203471,,,1610612761,89,89,2023-11-23T02:09:53Z,4200000,False,,,0,,D. Schroder Free Throw 2 of 2 (21 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
427,PT03M51.00S,2023-11-23T02:10:08.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,88.78120893561103,58.57843137254902,1610612754,91,89,2023-11-23T02:10:13Z,4210000,False,43.0,53.0,1,right,T. McConnell 6' fadeaway Jump Shot (4 PTS),[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,6.82,Made,,4.0,,,,,,,,,,,,,,,,
428,PT03M44.00S,2023-11-23T02:10:17.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,5.863994743758213,49.754901960784316,1610612761,91,91,2023-11-23T02:10:21Z,4220000,False,1.0,3.0,1,left,P. Siakam driving finger roll Layup (28 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.29,Made,,28.0,,,,,,,,,,,,,,,,
429,PT03M44.00S,2023-11-23T02:10:18.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",204456,,,1610612761,91,91,2023-11-23T02:10:42Z,4230000,False,,,0,,T. McConnell shooting personal FOUL (3 PF) (Siakam 1 FT),"[204456, 1627783]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,3.0,0.0,Siakam,1627783.0
431,PT03M44.00S,2023-11-23T02:10:43.2Z,3,REGULAR,substitution,out,[],203471,,,1610612761,91,91,2023-11-23T02:10:55Z,4250000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
