actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
427,PT04M40.00S,2024-02-27T01:37:12.9Z,3,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612754,70,80,2024-02-27T01:37:22Z,4240000,False,,,0,,R. Barrett shooting personal FOUL (3 PF) (Haliburton 2 FT),"[1629628, 1630169]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627962.0,,3.0,0.0,Haliburton,1630169.0,,
429,PT04M40.00S,2024-02-27T01:37:37.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630169,,,1610612754,71,80,2024-02-27T01:37:37Z,4260000,False,,,0,,T. Haliburton Free Throw 1 of 2 (3 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
430,PT04M40.00S,2024-02-27T01:37:37.9Z,3,REGULAR,substitution,out,[],1630567,,,1610612754,71,80,2024-02-27T01:37:46Z,4270000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M40.00S,2024-02-27T01:37:37.9Z,3,REGULAR,substitution,out,[],1629628,,,1610612754,71,80,2024-02-27T01:37:46Z,4280000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M40.00S,2024-02-27T01:37:37.9Z,3,REGULAR,substitution,out,[],1627751,,,1610612754,71,80,2024-02-27T01:37:46Z,4290000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M40.00S,2024-02-27T01:37:37.9Z,3,REGULAR,substitution,in,[],1641711,,,1610612754,71,80,2024-02-27T01:37:46Z,4300000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M40.00S,2024-02-27T01:37:37.9Z,3,REGULAR,substitution,in,[],1628971,,,1610612754,71,80,2024-02-27T01:37:46Z,4310000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M40.00S,2024-02-27T01:37:37.9Z,3,REGULAR,substitution,in,[],203482,,,1610612754,71,80,2024-02-27T01:37:46Z,4320000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M40.00S,2024-02-27T01:37:48.2Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,71,80,2024-02-27T01:37:58Z,4330000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M40.00S,2024-02-27T01:37:48.2Z,3,REGULAR,substitution,in,[],1630188,,,1610612754,71,80,2024-02-27T01:37:58Z,4340000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M40.00S,2024-02-27T01:38:09.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630169,,,1610612754,72,80,2024-02-27T01:38:09Z,4350000,False,,,0,,T. Haliburton Free Throw 2 of 2 (4 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
440,PT04M28.00S,2024-02-27T01:38:25.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,13.485545335085414,50.98039215686274,1610612761,72,82,2024-02-27T01:38:29Z,4370000,False,-5.0,74.0,1,left,G. Trent Jr. 7' pullup Jump Shot (9 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.45,Made,9.0,,,,,,,,,,,,,,,,,
441,PT04M16.00S,2024-02-27T01:38:37.3Z,3,REGULAR,2pt,Jump Shot,[],1631097,85.3646517739816,79.41176470588235,1610612754,72,82,2024-02-27T01:38:56Z,4380000,False,147.0,85.0,1,right,MISS B. Mathurin 16' fadeaway Shot,[1631097],1610612754.0,IND,fadeaway,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right,16.99,Missed,,,,,,,,,,,,,,,,,,
442,PT04M15.00S,2024-02-27T01:38:45.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,72,82,2024-02-27T01:38:45Z,4390000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Right,,,,441.0,,,,,,,,,,,,,,,,
443,PT04M15.00S,2024-02-27T01:38:49.3Z,3,REGULAR,violation,kicked ball,[],1628971,,,1610612754,72,82,2024-02-27T01:40:25Z,4400000,False,,,0,,B. Brown kicked ball VIOLATION,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,
444,PT04M03.00S,2024-02-27T01:39:09.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630188,68.01905387647832,66.66666666666666,1610612754,75,82,2024-02-27T01:39:13Z,4410000,False,83.0,248.0,1,right,J. Smith 26' 3PT  (7 PTS) (T. McConnell 2 AST),"[1630188, 204456]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,26.17,Made,7.0,,,,,,,T. McConnell,204456.0,2.0,,,,,,,,
446,PT03M46.00S,2024-02-27T01:39:30.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612761,75,82,2024-02-27T01:39:30Z,4430000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M46.00S,2024-02-27T01:40:42.0Z,3,REGULAR,substitution,out,[],1630169,,,1610612761,75,82,2024-02-27T01:41:02Z,4440000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M46.00S,2024-02-27T01:40:42.0Z,3,REGULAR,substitution,in,[],1641767,,,1610612761,75,82,2024-02-27T01:41:02Z,4450000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M35.00S,2024-02-27T01:41:15.7Z,3,REGULAR,3pt,Jump Shot,[],1630193,28.991458607095925,75.24509803921569,1610612761,75,82,2024-02-27T01:41:21Z,4460000,False,-126.0,220.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
450,PT03M32.00S,2024-02-27T01:41:18.7Z,3,REGULAR,rebound,offensive,[],1641711,,,1610612761,75,82,2024-02-27T01:41:21Z,4470000,False,,,0,,G. Dick REBOUND (Off:1 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,,449.0,3.0,2.0,1.0,,,,,,,,,,,,,
451,PT03M30.00S,2024-02-27T01:41:20.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,33.459264126149804,45.83333333333333,1610612761,75,82,2024-02-27T01:41:27Z,4480000,False,21.0,262.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.28,Missed,,,,,,,,,,,,,,,,,,
452,PT03M26.00S,2024-02-27T01:41:24.9Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,75,82,2024-02-27T01:43:30Z,4490000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:6),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,451.0,6.0,6.0,0.0,,,,,,,,,,,,,
453,PT03M15.00S,2024-02-27T01:41:35.7Z,3,REGULAR,3pt,Jump Shot,[],1630167,92.32917214191852,4.166666666666666,1610612754,75,82,2024-02-27T01:41:44Z,4500000,False,-229.0,20.0,1,right,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,23.0,Missed,,,,,,,,,,,,,,,,,,
454,PT03M14.00S,2024-02-27T01:41:36.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,75,82,2024-02-27T01:41:44Z,4510000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,,453.0,,,,,,,,,,,,,,,,
455,PT03M14.00S,2024-02-27T01:41:43.9Z,3,REGULAR,foul,personal,[],1628971,,,1610612754,75,82,2024-02-27T01:44:23Z,4520000,False,,,0,,B. Brown loose ball personal FOUL (1 PF),"[1628971, 1631097]",1610612761.0,TOR,loose ball,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,,1.0,0.0,Mathurin,1631097.0,,
457,PT03M14.00S,2024-02-27T01:41:51.2Z,3,REGULAR,substitution,out,[],1630193,,,1610612754,75,82,2024-02-27T01:41:57Z,4540000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M14.00S,2024-02-27T01:41:51.2Z,3,REGULAR,substitution,out,[],1629018,,,1610612754,75,82,2024-02-27T01:41:57Z,4550000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M14.00S,2024-02-27T01:41:51.2Z,3,REGULAR,substitution,in,[],1630567,,,1610612754,75,82,2024-02-27T01:41:57Z,4560000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M14.00S,2024-02-27T01:41:51.2Z,3,REGULAR,substitution,in,[],1630534,,,1610612754,75,82,2024-02-27T01:41:57Z,4570000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M01.00S,2024-02-27T01:42:25.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,66.5735873850197,66.91176470588235,1610612754,78,82,2024-02-27T01:42:29Z,4580000,False,85.0,262.0,1,right,B. Mathurin 27' 3PT step back (15 PTS),[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,27.5,Made,15.0,,,,,,,,,,,,,,,,,
462,PT02M46.00S,2024-02-27T01:42:39.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,7.440867279894875,46.07843137254902,1610612761,78,84,2024-02-27T01:42:42Z,4590000,False,20.0,17.0,1,left,G. Dick driving finger roll Layup (7 PTS) (K. Olynyk 3 AST),"[1641711, 203482]",1610612761.0,TOR,driving finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,2.62,Made,7.0,,,,,,,K. Olynyk,203482.0,3.0,,,,,,,,
464,PT02M35.00S,2024-02-27T01:42:52.7Z,3,REGULAR,foul,offensive,[],1631097,,,1610612754,78,84,2024-02-27T01:43:00Z,4610000,False,,,0,,B. Mathurin offensive FOUL (2 PF),"[1631097, 1630567]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1627962.0,,2.0,0.0,Barnes,1630567.0,,
466,PT02M35.00S,2024-02-27T01:42:52.7Z,3,REGULAR,turnover,offensive foul,[],1631097,,,1610612754,78,84,2024-02-27T01:42:52Z,4630000,False,,,0,,B. Mathurin offensive foul TURNOVER (1 TO),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1627962.0,1.0,,,,,,
467,PT02M26.00S,2024-02-27T01:43:13.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203482,9.017739816031538,53.67647058823529,1610612761,78,84,2024-02-27T01:45:53Z,4640000,False,-18.0,32.0,1,left,MISS K. Olynyk Hook,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
468,PT02M23.00S,2024-02-27T01:43:16.0Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612754,78,84,2024-02-27T01:43:16Z,4650000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,467.0,2.0,2.0,0.0,,,,,,,,,,,,,
469,PT02M07.00S,2024-02-27T01:43:31.1Z,3,REGULAR,2pt,Jump Shot,[],204456,92.46057818659659,29.411764705882355,1610612754,80,84,2024-02-27T01:43:35Z,4660000,False,-103.0,18.0,1,right,T. McConnell 10' pullup Jump Shot (10 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,10.45,Made,10.0,,,,,,,,,,,,,,,,,
470,PT01M44.00S,2024-02-27T01:43:53.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,11.12023653088042,51.71568627450981,1610612761,80,84,2024-02-27T01:43:57Z,4670000,False,-9.0,52.0,1,left,MISS B. Brown driving floating Shot,[1628971],1610612761.0,TOR,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
471,PT01M43.00S,2024-02-27T01:43:54.6Z,3,REGULAR,rebound,offensive,[],1641711,,,1610612761,80,84,2024-02-27T01:43:57Z,4680000,False,,,0,,G. Dick REBOUND (Off:2 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,470.0,4.0,2.0,2.0,,,,,,,,,,,,,
472,PT01M38.00S,2024-02-27T01:44:05.5Z,3,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612761,80,84,2024-02-27T01:44:09Z,4690000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630167, 1630567]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,,1.0,0.0,Barnes,1630567.0,,
474,PT01M38.00S,2024-02-27T01:44:31.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630567,,,1610612761,80,85,2024-02-27T01:44:31Z,4710000,False,,,0,,S. Barnes Free Throw 1 of 2 (11 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
475,PT01M38.00S,2024-02-27T01:44:32.2Z,3,REGULAR,substitution,out,[],1630167,,,1610612761,80,85,2024-02-27T01:44:37Z,4720000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M38.00S,2024-02-27T01:44:32.2Z,3,REGULAR,substitution,in,[],1627783,,,1610612761,80,85,2024-02-27T01:44:37Z,4730000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M38.00S,2024-02-27T01:44:50.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630567,,,1610612761,80,86,2024-02-27T01:44:50Z,4740000,False,,,0,,S. Barnes Free Throw 2 of 2 (12 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
478,PT01M16.00S,2024-02-27T01:45:15.0Z,3,REGULAR,foul,personal,['2freethrow'],203482,,,1610612754,80,86,2024-02-27T01:45:22Z,4750000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Mathurin 2 FT),"[203482, 1631097]",1610612761.0,TOR,shooting,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1627962.0,,1.0,0.0,Mathurin,1631097.0,,
480,PT01M16.00S,2024-02-27T01:45:41.3Z,3,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,81,86,2024-02-27T01:45:41Z,4770000,False,,,0,,B. Mathurin Free Throw 1 of 2 (16 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
481,PT01M16.00S,2024-02-27T01:45:58.5Z,3,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,82,86,2024-02-27T01:45:58Z,4780000,False,,,0,,B. Mathurin Free Throw 2 of 2 (17 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
482,PT01M06.00S,2024-02-27T01:46:11.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612761,82,86,2024-02-27T01:46:17Z,4790000,False,,,0,,B. Mathurin shooting personal FOUL (3 PF) (Agbaji 2 FT),"[1631097, 1630534]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,,3.0,0.0,Agbaji,1630534.0,,
484,PT01M06.00S,2024-02-27T01:46:35.9Z,3,REGULAR,freethrow,1 of 2,[],1630534,,,1610612761,82,87,2024-02-27T01:46:35Z,4810000,False,,,0,,O. Agbaji Free Throw 1 of 2 (7 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
485,PT01M06.00S,2024-02-27T01:46:53.0Z,3,REGULAR,freethrow,2 of 2,[],1630534,,,1610612761,82,88,2024-02-27T01:46:53Z,4820000,False,,,0,,O. Agbaji Free Throw 2 of 2 (8 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
486,PT00M55.20S,2024-02-27T01:47:06.2Z,3,REGULAR,3pt,Jump Shot,[],1631097,66.5735873850197,51.9607843137255,1610612754,85,88,2024-02-27T01:47:23Z,4830000,False,10.0,262.0,1,right,B. Mathurin 26' 3PT pullup (20 PTS) (T. McConnell 3 AST),"[1631097, 204456]",1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,26.19,Made,20.0,,,,,,,T. McConnell,204456.0,3.0,,,,,,,,
487,PT00M41.00S,2024-02-27T01:47:25.0Z,3,REGULAR,2pt,Jump Shot,[],1630567,18.2161629434954,83.82352941176471,1610612761,85,88,2024-02-27T01:47:30Z,4840000,False,-169.0,119.0,1,left,MISS S. Barnes 20' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,20.66,Missed,,,,,,,,,,,,,,,,,,
488,PT00M38.50S,2024-02-27T01:47:27.5Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,85,88,2024-02-27T01:47:30Z,4850000,False,,,0,,T. McConnell REBOUND (Off:1 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Left,,,,487.0,4.0,3.0,1.0,,,,,,,,,,,,,
489,PT00M25.60S,2024-02-27T01:47:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.19776609724047,46.32352941176471,1610612754,87,88,2024-02-27T01:47:46Z,4860000,False,-18.0,21.0,1,right,B. Mathurin cutting Layup (22 PTS) (T. McConnell 4 AST),"[1631097, 204456]",1610612754.0,IND,cutting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.78,Made,22.0,,,,,,,T. McConnell,204456.0,4.0,,,,,,,,
491,PT00M18.00S,2024-02-27T01:47:50.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,10.33180026281209,44.11764705882353,1610612761,87,88,2024-02-27T01:47:54Z,4880000,False,29.0,45.0,1,left,MISS O. Agbaji driving floating Shot,[1630534],1610612761.0,TOR,driving floating,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
492,PT00M16.70S,2024-02-27T01:47:53.4Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,87,88,2024-02-27T01:47:53Z,4890000,False,,,0,,S. Barnes REBOUND (Off:3 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,491.0,9.0,6.0,3.0,,,,,,,,,,,,,
493,PT00M16.70S,2024-02-27T01:47:53.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,5.590000152587891,50.0,1610612761,87,90,2024-02-27T01:47:53Z,4900000,False,0.0,0.0,1,left,S. Barnes tip Layup (14 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,0.0,Made,14.0,,,,,,,,,,,,,,,,,
495,PT00M00.10S,2024-02-27T01:48:10.3Z,3,REGULAR,2pt,Jump Shot,[],204456,93.38042049934296,77.94117647058823,1610612754,87,90,2024-02-27T01:48:58Z,4910000,False,140.0,10.0,1,right,MISS T. McConnell 14' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,14.0,Missed,,,,,,,,,,,,,,,,,,
496,PT00M00.10S,2024-02-27T01:48:10.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,87,90,2024-02-27T01:48:17Z,4920000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Right,,,,495.0,,,,,,,,,,,,,,,,
497,PT00M00.00S,2024-02-27T01:48:13.8Z,3,REGULAR,period,end,[],0,,,1610612754,87,90,2024-02-27T01:48:13Z,4930000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2024-02-27T01:51:05.4Z,4,REGULAR,period,start,[],0,,,1610612754,87,90,2024-02-27T01:51:05Z,4940000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M43.00S,2024-02-27T01:51:22.4Z,4,REGULAR,3pt,Jump Shot,[],1631097,71.17279894875165,77.45098039215686,1610612754,90,90,2024-02-27T01:51:26Z,4950000,False,137.0,218.0,1,right,B. Mathurin 25' 3PT  (25 PTS) (P. Siakam 3 AST),"[1631097, 1627783]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.81,Made,25.0,,,,,,,P. Siakam,1627783.0,3.0,,,,,,,,
501,PT11M16.00S,2024-02-27T01:51:47.7Z,4,REGULAR,3pt,Jump Shot,[],1641711,20.97568988173456,96.81372549019608,1610612761,90,93,2024-02-27T01:51:52Z,4970000,False,-234.0,145.0,1,left,G. Dick 27' 3PT  (10 PTS) (S. Barnes 9 AST),"[1641711, 1630567]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,27.52,Made,10.0,,,,,,,S. Barnes,1630567.0,9.0,,,,,,,,
503,PT11M03.00S,2024-02-27T01:52:01.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.80354796320631,45.588235294117645,1610612754,92,93,2024-02-27T01:52:07Z,4990000,False,-22.0,25.0,1,right,P. Siakam finger roll Layup (23 PTS) (J. Smith 2 AST),"[1627783, 1630188]",1610612754.0,IND,finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.3,Made,23.0,,,,,,,J. Smith,1630188.0,2.0,,,,,,,,
505,PT10M50.00S,2024-02-27T01:52:14.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,6.915243101182654,54.90196078431373,1610612761,92,95,2024-02-27T01:52:17Z,5010000,False,-25.0,13.0,1,left,G. Dick alley-oop Layup (12 PTS) (S. Barnes 10 AST),"[1641711, 1630567]",1610612761.0,TOR,alley-oop,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,2.75,Made,12.0,,,,,,,S. Barnes,1630567.0,10.0,,,,,,,,
507,PT10M32.00S,2024-02-27T01:52:32.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.38042049934296,45.588235294117645,1610612754,94,95,2024-02-27T01:52:36Z,5030000,False,-22.0,10.0,1,right,P. Siakam driving finger roll Layup (25 PTS) (B. Mathurin 3 AST),"[1627783, 1631097]",1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.41,Made,25.0,,,,,,,B. Mathurin,1631097.0,3.0,,,,,,,,
509,PT10M15.00S,2024-02-27T01:52:48.5Z,4,REGULAR,3pt,Jump Shot,[],203482,30.962549277266753,23.774509803921568,1610612761,94,95,2024-02-27T01:52:54Z,5050000,False,131.0,239.0,1,left,MISS K. Olynyk 27' 3PT,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,27.22,Missed,,,,,,,,,,,,,,,,,,
510,PT10M12.00S,2024-02-27T01:52:51.5Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,94,95,2024-02-27T01:52:54Z,5060000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:7),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,509.0,7.0,7.0,0.0,,,,,,,,,,,,,
511,PT10M07.00S,2024-02-27T01:52:56.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",204456,91.67214191852825,54.90196078431373,1610612754,94,95,2024-02-27T01:53:01Z,5070000,False,25.0,26.0,1,right,MISS T. McConnell running Layup,[204456],1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,,
512,PT10M05.00S,2024-02-27T01:52:58.7Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612754,94,95,2024-02-27T01:53:01Z,5080000,False,,,0,,J. Smith REBOUND (Off:3 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,511.0,5.0,2.0,3.0,,,,,,,,,,,,,
