actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M28.00S,2026-01-24T02:44:53.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642461,6.652431011826544,48.28431372549019,1610612743,2,6,2026-01-24T02:45:03Z,180000,False,9.0,10.0,1,left,MISS S. Jones cutting Layup - blocked,"[1642461, 1626167]",1610612743.0,DEN,cutting,,,Jones,S. Jones,,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,Turner,1626167.0,,,,
19,PT10M28.00S,2026-01-24T02:44:53.4Z,1,REGULAR,block,,[],1626167,,,1610612743,2,6,2026-01-24T02:44:56Z,190000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
20,PT10M24.00S,2026-01-24T02:44:57.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,2,6,2026-01-24T02:45:03Z,200000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,Restricted Area,0-8 Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
21,PT10M19.00S,2026-01-24T02:45:01.5Z,1,REGULAR,3pt,Jump Shot,[],1631157,66.17936925098554,47.05882352941176,1610612749,2,6,2026-01-24T02:45:06Z,210000,False,-15.0,265.0,1,right,MISS R. Rollins 26' 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,
22,PT10M16.00S,2026-01-24T02:45:04.5Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,2,6,2026-01-24T02:45:06Z,220000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Above the Break 3,24+ Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,
23,PT10M02.00S,2026-01-24T02:45:19.0Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,2,6,2026-01-24T02:45:26Z,230000,False,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1631157]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,Rollins,1631157.0,,,,,,
24,PT10M02.00S,2026-01-24T02:45:19.0Z,1,REGULAR,steal,,[],1631157,,,1610612749,2,6,2026-01-24T02:49:11Z,240000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
25,PT09M59.00S,2026-01-24T02:45:28.9Z,1,REGULAR,foul,personal,['2freethrow'],1629618,,,1610612749,2,6,2026-01-24T02:45:40Z,250000,False,,,0,,J. Pickett shooting personal FOUL (1 PF) (Harris 2 FT),"[1629618, 203914]",1610612743.0,DEN,shooting,,,Pickett,J. Pickett,,,,,1193.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Harris,203914.0
27,PT09M59.00S,2026-01-24T02:45:56.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203914,,,1610612749,2,6,2026-01-24T02:45:56Z,270000,False,,,0,,MISS G. Harris Free Throw 1 of 2,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
28,PT09M59.00S,2026-01-24T02:45:56.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,2,6,2026-01-24T02:45:56Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,
29,PT09M59.00S,2026-01-24T02:46:12.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203914,,,1610612749,3,6,2026-01-24T02:46:12Z,290000,False,,,0,,G. Harris Free Throw 2 of 2 (1 PTS),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
30,PT09M42.00S,2026-01-24T02:46:29.8Z,1,REGULAR,3pt,Jump Shot,[],1642461,5.206964520367937,94.36274509803921,1610612743,3,6,2026-01-24T02:46:34Z,300000,False,-222.0,-4.0,1,left,MISS S. Jones 3PT,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,Left Corner 3,24+ Left,22.18,Missed,,,,,,,,,,,,,,,,,
31,PT09M39.00S,2026-01-24T02:46:32.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,3,6,2026-01-24T02:46:34Z,310000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,Left Corner 3,24+ Left,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,
32,PT09M35.00S,2026-01-24T02:46:36.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,67.36202365308804,67.64705882352942,1610612749,3,6,2026-01-24T02:46:43Z,320000,False,88.0,254.0,1,right,MISS M. Turner 26' running 3PT,[1626167],1610612749.0,MIL,running,,,Turner,M. Turner,,,,,,Above the Break 3,24+ Right Center,26.92,Missed,,,,,,,,,,,,,,,,,
33,PT09M31.00S,2026-01-24T02:46:40.5Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,3,6,2026-01-24T02:46:43Z,330000,False,,,0,,S. Jones REBOUND (Off:0 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,Above the Break 3,24+ Right Center,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,
35,PT09M22.00S,2026-01-24T02:47:22.3Z,1,REGULAR,foul,personal,['3freethrow'],203914,,,1610612743,3,6,2026-01-24T02:47:53Z,350000,False,,,0,,G. Harris shooting personal FOUL (1 PF) (Gordon 3 FT),"[203914, 203932]",1610612749.0,MIL,shooting,,,Harris,G. Harris,,,,,200832.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,0.0,Gordon,203932.0
38,PT09M22.00S,2026-01-24T02:47:22.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612743,3,6,2026-01-24T02:48:21Z,365000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M22.00S,2026-01-24T02:50:47.3Z,1,REGULAR,freethrow,1 of 3,[],203932,,,1610612743,3,7,2026-01-24T02:50:47Z,380000,False,,,0,,A. Gordon Free Throw 1 of 3 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
40,PT09M22.00S,2026-01-24T02:51:03.8Z,1,REGULAR,freethrow,2 of 3,[],203932,,,1610612743,3,7,2026-01-24T02:51:03Z,390000,False,,,0,,MISS A. Gordon Free Throw 2 of 3,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
41,PT09M22.00S,2026-01-24T02:51:03.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,3,7,2026-01-24T02:51:03Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
42,PT09M22.00S,2026-01-24T02:51:19.5Z,1,REGULAR,freethrow,3 of 3,[],203932,,,1610612743,3,8,2026-01-24T02:51:19Z,410000,False,,,0,,A. Gordon Free Throw 3 of 3 (5 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
43,PT09M01.00S,2026-01-24T02:51:41.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,86.99080157687253,39.59482230392157,1610612749,3,8,2026-01-24T02:51:49Z,420000,False,-52.0,70.0,1,right,MISS R. Rollins 8' driving floating Shot,[1631157],1610612749.0,MIL,driving floating,,,Rollins,R. Rollins,,,,,,In The Paint (Non-RA),8-16 Left,8.7,Missed,,,,,,,,,,,,,,,,,
44,PT08M59.00S,2026-01-24T02:51:43.1Z,1,REGULAR,rebound,offensive,[],1631157,,,1610612749,3,8,2026-01-24T02:51:49Z,430000,False,,,0,,R. Rollins REBOUND (Off:1 Def:0),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,
45,PT08M50.00S,2026-01-24T02:51:52.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631157,66.44218134034165,47.549019607843135,1610612749,3,8,2026-01-24T02:51:59Z,440000,False,-12.0,263.0,1,right,MISS R. Rollins 26' 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,Above the Break 3,24+ Center,26.32,Missed,,,,,,,,,,,,,,,,,
46,PT08M47.00S,2026-01-24T02:51:55.1Z,1,REGULAR,rebound,offensive,[],203914,,,1610612749,3,8,2026-01-24T02:51:59Z,450000,False,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,Above the Break 3,24+ Center,,,,,,,45.0,1.0,0.0,1.0,,,,,,,,,
47,PT08M44.00S,2026-01-24T02:51:58.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,92.72339027595268,49.50980392156863,1610612749,5,8,2026-01-24T02:52:07Z,460000,False,-2.0,16.0,1,right,G. Antetokounmpo driving DUNK (2 PTS) (G. Harris 1 AST),"[203507, 203914]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,Restricted Area,0-8 Center,1.61,Made,2.0,G. Harris,203914.0,1.0,,,,,,,,,,,,,
49,PT08M33.00S,2026-01-24T02:52:09.2Z,1,REGULAR,3pt,Jump Shot,[],1630192,33.722076215505915,50.73529411764706,1610612743,5,8,2026-01-24T02:52:15Z,480000,False,-4.0,264.0,1,left,MISS Z. Nnaji 26' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,
50,PT08M29.00S,2026-01-24T02:52:13.2Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,5,8,2026-01-24T02:52:20Z,490000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,Above the Break 3,24+ Center,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,
51,PT08M27.00S,2026-01-24T02:52:19.1Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612749,5,8,2026-01-24T02:52:33Z,500000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203932, 203507]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,1193.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0
53,PT08M27.00S,2026-01-24T02:52:54.9Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,6,8,2026-01-24T02:52:54Z,520000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
54,PT08M27.00S,2026-01-24T02:53:15.3Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,7,8,2026-01-24T02:53:15Z,530000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
55,PT08M10.00S,2026-01-24T02:53:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,6.915243101182654,44.11764705882353,1610612743,7,10,2026-01-24T02:53:38Z,540000,False,29.0,13.0,1,left,J. Strawther driving finger roll Layup (2 PTS) (Z. Nnaji 1 AST),"[1631124, 1630192]",1610612743.0,DEN,driving finger roll,,,Strawther,J. Strawther,,,,,,Restricted Area,0-8 Center,3.19,Made,2.0,Z. Nnaji,1630192.0,1.0,,,,,,,,,,,,,
56,PT07M53.00S,2026-01-24T02:53:50.4Z,1,REGULAR,3pt,Jump Shot,[],203914,74.98357424441524,7.107843137254902,1610612749,7,10,2026-01-24T02:53:56Z,550000,False,-214.0,183.0,1,right,MISS G. Harris 28' step back 3PT,[203914],1610612749.0,MIL,step back,,,Harris,G. Harris,,,,,,Above the Break 3,24+ Left Center,28.18,Missed,,,,,,,,,,,,,,,,,
57,PT07M49.00S,2026-01-24T02:53:54.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,7,10,2026-01-24T02:53:56Z,560000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Above the Break 3,24+ Left Center,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,
58,PT07M45.00S,2026-01-24T02:53:58.6Z,1,REGULAR,3pt,Jump Shot,[],203932,21.28777923784494,9.091605392156863,1610612743,7,10,2026-01-24T02:54:08Z,570000,False,205.0,148.0,1,left,MISS A. Gordon 25' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,
59,PT07M40.00S,2026-01-24T02:54:03.6Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,7,10,2026-01-24T02:54:08Z,580000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,Above the Break 3,24+ Right Center,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,
60,PT07M37.00S,2026-01-24T02:54:06.1Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,7,10,2026-01-24T02:54:11Z,590000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 1631124]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,Strawther,1631124.0,,,,,,
61,PT07M37.00S,2026-01-24T02:54:06.1Z,1,REGULAR,steal,,[],1631124,,,1610612743,7,10,2026-01-24T02:54:08Z,600000,False,,,0,,J. Strawther STEAL (1 STL),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,
62,PT07M30.00S,2026-01-24T02:54:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203932,6.258212877792378,50.98039215686274,1610612743,7,12,2026-01-24T02:54:20Z,610000,False,-5.0,6.0,1,left,A. Gordon running finger roll Layup (7 PTS),[203932],1610612743.0,DEN,running finger roll,,,Gordon,A. Gordon,,,,,,Restricted Area,0-8 Center,0.8,Made,7.0,,,,,,,,,,,,,,,,
63,PT07M23.00S,2026-01-24T02:54:19.4Z,1,REGULAR,3pt,Jump Shot,[],1631157,80.42049934296978,7.375919117647059,1610612749,7,12,2026-01-24T02:55:47Z,620000,False,-213.0,132.0,1,right,MISS R. Rollins 25' pullup 3PT,[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,
64,PT07M21.00S,2026-01-24T02:54:21.4Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,7,12,2026-01-24T02:54:25Z,630000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Above the Break 3,24+ Left Center,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,
65,PT07M15.00S,2026-01-24T02:54:27.9Z,1,REGULAR,3pt,Jump Shot,[],1629618,30.699737187910642,71.32352941176471,1610612743,7,12,2026-01-24T02:56:13Z,640000,False,-107.0,236.0,1,left,MISS J. Pickett 25' pullup 3PT,[1629618],1610612743.0,DEN,pullup,,,Pickett,J. Pickett,,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,
66,PT07M12.00S,2026-01-24T02:54:30.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,7,12,2026-01-24T02:54:32Z,650000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,Above the Break 3,24+ Left Center,,,,,,,65.0,3.0,3.0,0.0,,,,,,,,,
68,PT06M47.00S,2026-01-24T02:54:55.6Z,1,REGULAR,3pt,Jump Shot,[],1631157,67.37844940867281,43.81127450980392,1610612749,10,12,2026-01-24T02:56:37Z,660000,False,-31.0,254.0,1,right,R. Rollins 25' 3PT pullup (3 PTS) (G. Antetokounmpo 2 AST),"[1631157, 203507]",1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,,Above the Break 3,24+ Center,25.6,Made,3.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,
71,PT06M32.00S,2026-01-24T02:55:16.7Z,1,REGULAR,substitution,out,[],1628398,,,1610612743,10,12,2026-01-24T02:55:26Z,690000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M32.00S,2026-01-24T02:55:16.7Z,1,REGULAR,substitution,out,[],1631124,,,1610612743,10,12,2026-01-24T02:55:26Z,700000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M32.00S,2026-01-24T02:55:16.7Z,1,REGULAR,substitution,in,[],1629599,,,1610612743,10,12,2026-01-24T02:55:26Z,710000,False,,,0,,SUB in: A. Coffey,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M32.00S,2026-01-24T02:55:16.7Z,1,REGULAR,substitution,in,[],203501,,,1610612743,10,12,2026-01-24T02:55:26Z,720000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2026-01-24T02:55:45.6Z,1,REGULAR,2pt,Jump Shot,[],203501,19.44809461235217,73.30729166666666,1610612743,10,12,2026-01-24T02:57:22Z,740000,False,-117.0,130.0,1,left,MISS T. Hardaway Jr. 17' step back Shot,[203501],1610612743.0,DEN,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Mid-Range,16-24 Left Center,17.48,Missed,,,,,,,,,,,,,,,,,
77,PT06M13.00S,2026-01-24T02:55:49.6Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612749,10,12,2026-01-24T02:55:51Z,750000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,,Above the Break 3,24+ Left Center,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,
78,PT06M01.00S,2026-01-24T02:56:01.1Z,1,REGULAR,2pt,Jump Shot,[],1626167,89.88173455978975,84.82689950980392,1610612749,12,12,2026-01-24T02:56:08Z,760000,False,174.0,43.0,1,right,M. Turner 17' Jump Shot (4 PTS) (G. Antetokounmpo 3 AST),"[1626167, 203507]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,,Mid-Range,16-24 Right,17.92,Made,4.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,
80,PT05M44.00S,2026-01-24T02:56:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,9.280551905387648,56.61764705882353,1610612743,12,12,2026-01-24T02:58:12Z,780000,False,-33.0,35.0,1,left,MISS Z. Nnaji driving Layup - blocked,"[1630192, 1626167]",1610612743.0,DEN,driving,,,Nnaji,Z. Nnaji,,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,Turner,1626167.0,,,,
81,PT05M44.00S,2026-01-24T02:56:20.3Z,1,REGULAR,block,,[],1626167,,,1610612743,12,12,2026-01-24T02:56:25Z,790000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
82,PT05M44.00S,2026-01-24T02:56:20.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,12,12,2026-01-24T02:56:31Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,80.0,,,,,,,,,,,,
84,PT05M34.00S,2026-01-24T02:56:52.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629618,10.200394218134035,72.54901960784314,1610612743,12,12,2026-01-24T02:57:01Z,820000,False,-113.0,43.0,1,left,MISS J. Pickett 12' turnaround fadeaway bank Shot,[1629618],1610612743.0,DEN,turnaround fadeaway bank,,,Pickett,J. Pickett,,,,,,Mid-Range,8-16 Left,12.08,Missed,,,,,,,,,,,,,,,,,
85,PT05M31.00S,2026-01-24T02:56:55.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,12,12,2026-01-24T02:56:55Z,830000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Mid-Range,8-16 Left,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,
