actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-18T00:12:14.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-18T00:12:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-03-18T00:12:18.5Z,1,REGULAR,jumpball,recovered,[],1631157,,,1610612749,0,0,2026-03-18T00:12:18Z,40000,False,,,0,,Jump Ball J. Sims vs. E. Mobley: Tip to R. Rollins,"[1631157, 1630579, 1630596]",1610612749.0,MIL,startperiod,R. Rollins,1631157.0,Rollins,R. Rollins,Sims,1630579.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2026-03-18T00:12:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,91.27792378449409,51.9607843137255,1610612749,0,0,2026-03-18T00:12:40Z,70000,False,10.0,29.0,1,right,MISS K. Porter Jr. driving Layup - blocked,"[1629645, 1630596]",1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.11,Missed,Mobley,1630596.0,,,,,,,,,,,,,,,,
8,PT11M38.00S,2026-03-18T00:12:35.8Z,1,REGULAR,block,,[],1630596,,,1610612749,0,0,2026-03-18T00:12:38Z,80000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2026-03-18T00:12:39.8Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2026-03-18T00:12:40Z,90000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M31.00S,2026-03-18T00:12:42.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,20.49934296977661,10.071997549019608,1610612739,0,3,2026-03-18T00:12:50Z,100000,False,200.0,140.0,1,left,J. Harden 24' 3PT running (3 PTS) (D. Mitchell 1 AST),"[201935, 1628378]",1610612739.0,CLE,running,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,24.39,Made,,,,,,,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,
12,PT11M17.00S,2026-03-18T00:12:56.5Z,1,REGULAR,3pt,Jump Shot,[],1631157,73.71879106438897,13.993566176470587,1610612749,3,3,2026-03-18T00:13:05Z,120000,False,-180.0,195.0,1,right,R. Rollins 26' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1631157, 1629645]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,26.5,Made,,,,,,,3.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,
14,PT11M01.00S,2026-03-18T00:13:12.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,7.046649145860711,50.49019607843137,1610612739,3,5,2026-03-18T00:13:17Z,140000,False,-2.0,14.0,1,left,E. Mobley cutting DUNK (2 PTS) (J. Harden 1 AST),"[1630596, 201935]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,,
16,PT10M46.00S,2026-03-18T00:13:27.1Z,1,REGULAR,3pt,Jump Shot,[],1627752,72.61826544021025,84.55882352941177,1610612749,3,5,2026-03-18T00:13:36Z,160000,False,173.0,205.0,1,right,MISS T. Prince 26' 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,26.8,Missed,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2026-03-18T00:13:29.8Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612749,3,5,2026-03-18T00:13:29Z,170000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,
