actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-10-29T00:13:09.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-29T00:13:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-10-29T00:13:13.1Z,1,REGULAR,jumpball,recovered,[],1628969,,,1610612752,0,0,2025-10-29T00:13:13Z,40000,False,,,0,,Jump Ball K. Towns vs. M. Turner: Tip to M. Bridges,"[1628969, 1626157, 1626167]",1610612752.0,NYK,startperiod,M. Bridges,1628969.0,Bridges,M. Bridges,Towns,1626157.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-10-29T00:13:32.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,91.59001314060447,2.9641544117647056,1610612752,0,3,2025-10-29T00:13:47Z,70000,False,-235.0,27.0,1,right,M. Bridges 3PT  (3 PTS) (O. Anunoby 1 AST),"[1628969, 1628384]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.67,Made,3.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,,,
9,PT11M14.00S,2025-10-29T00:13:55.6Z,1,REGULAR,3pt,Jump Shot,[],1631157,33.11842969776609,49.08088235294118,1610612749,3,3,2025-10-29T00:15:23Z,90000,False,5.0,259.0,1,left,R. Rollins 25' 3PT pullup (3 PTS),[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,25.88,Made,3.0,,,,,,,,,,,,,,,,,
10,PT10M54.00S,2025-10-29T00:14:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,90.88370565045992,44.11764705882353,1610612752,3,3,2025-10-29T00:14:21Z,100000,False,-29.0,33.0,1,right,MISS M. Bridges driving Layup,[1628969],1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
11,PT10M49.00S,2025-10-29T00:14:19.2Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,3,3,2025-10-29T00:14:19Z,110000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,
12,PT10M48.00S,2025-10-29T00:14:21.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,75.55847568988173,12.032781862745098,1610612752,3,3,2025-10-29T00:14:29Z,120000,False,-190.0,177.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
13,PT10M45.00S,2025-10-29T00:14:24.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,3,3,2025-10-29T00:14:29Z,130000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M37.00S,2025-10-29T00:14:32.3Z,1,REGULAR,3pt,Jump Shot,[],1631157,4.073587385019707,97.52604166666667,1610612749,6,3,2025-10-29T00:17:35Z,140000,False,-238.0,-14.0,1,left,R. Rollins 3PT  (6 PTS) (G. Antetokounmpo 1 AST),"[1631157, 203507]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,23.8,Made,6.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
16,PT10M26.00S,2025-10-29T00:14:45.5Z,1,REGULAR,foul,personal,[],203507,,,1610612752,6,3,2025-10-29T00:15:12Z,160000,False,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 1626157]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627962.0,1.0,0.0,Towns,1626157.0,,,,,
