actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-04-04T00:10:51.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-04T00:10:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-04-04T00:10:57.0Z,1,REGULAR,jumpball,recovered,[],1628369,,,1610612738,0,0,2026-04-04T00:10:57Z,40000,False,,,0,,Jump Ball N. Queta vs. M. Turner: Tip to J. Tatum,"[1628369, 1629674, 1626167]",1610612738.0,BOS,startperiod,J. Tatum,1628369.0,Tatum,J. Tatum,Queta,1629674.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-04-04T00:11:10.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629674,93.38042049934296,50.49019607843137,1610612738,0,2,2026-04-04T00:43:23Z,70000,False,2.0,10.0,1,right,N. Queta floating Jump Shot (2 PTS) (D. White 1 AST),"[1629674, 1628401]",1610612738.0,BOS,floating,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.0,Made,2.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2026-04-04T00:11:26.5Z,1,REGULAR,turnover,bad pass,[],1631172,,,1610612749,0,2,2026-04-04T00:11:32Z,90000,False,,,0,,O. Dieng bad pass TURNOVER (1 TO),"[1631172, 1627759]",1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,,
10,PT11M24.00S,2026-04-04T00:11:26.5Z,1,REGULAR,steal,,[],1627759,,,1610612738,0,2,2026-04-04T00:11:29Z,100000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
11,PT11M22.00S,2026-04-04T00:11:33.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630573,85.23324572930355,2.2058823529411766,1610612738,0,5,2026-04-04T00:12:21Z,110000,False,-239.0,86.0,1,right,S. Hauser 25' 3PT running (3 PTS) (J. Brown 1 AST),"[1630573, 1627759]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,25.41,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
13,PT11M03.00S,2026-04-04T00:11:47.7Z,1,REGULAR,3pt,Jump Shot,[],1628398,3.892904073587385,97.05882352941177,1610612749,0,5,2026-04-04T00:11:53Z,130000,False,-235.0,-16.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,23.58,Missed,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2026-04-04T00:11:50.7Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,0,5,2026-04-04T00:11:53Z,140000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M55.00S,2026-04-04T00:11:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.75229960578186,52.69607843137255,1610612738,0,5,2026-04-04T00:14:06Z,150000,False,13.0,34.0,1,right,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
17,PT10M54.00S,2026-04-04T00:11:58.7Z,1,REGULAR,rebound,defensive,[],1631250,,,1610612749,0,5,2026-04-04T00:14:06Z,170000,False,,,0,,P. Nance REBOUND (Off:0 Def:1),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Restricted Area,0-8 Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
