actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-12T01:10:28.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-12T01:10:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-12T01:10:30.7Z,1,REGULAR,jumpball,recovered,[],1629645,,,1610612749,0,0,2025-12-12T01:10:30Z,40000,False,,,0,,Jump Ball M. Turner vs. N. Queta: Tip to K. Porter Jr.,"[1629645, 1626167, 1629674]",1610612749.0,MIL,startperiod,K. Porter Jr.,1629645.0,Porter Jr.,K. Porter Jr.,Turner,1626167.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-12-12T01:10:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,5.206964520367937,49.26470588235294,1610612749,2,0,2025-12-12T01:10:53Z,70000,False,4.0,-4.0,1,left,K. Kuzma cutting Layup (2 PTS) (K. Porter Jr. 1 AST),"[1628398, 1629645]",1610612749.0,MIL,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.52,Made,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-12-12T01:11:00.9Z,1,REGULAR,3pt,Jump Shot,[],1630202,95.48291721419186,95.34313725490196,1610612738,2,3,2025-12-12T01:11:06Z,90000,False,227.0,-10.0,1,right,P. Pritchard 3PT  (3 PTS) (D. White 1 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,22.69,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
11,PT11M06.00S,2025-12-12T01:11:19.2Z,1,REGULAR,turnover,bad pass,[],1631157,,,1610612749,2,3,2025-12-12T01:11:26Z,110000,False,,,0,,R. Rollins bad pass TURNOVER (1 TO),"[1631157, 1641775]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Walsh,1641775.0,,,,,,,,,,,
12,PT11M06.00S,2025-12-12T01:11:19.2Z,1,REGULAR,steal,,[],1641775,,,1610612738,2,3,2025-12-12T01:11:23Z,120000,False,,,0,,J. Walsh STEAL (1 STL),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT10M59.00S,2025-12-12T01:11:25.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,92.72339027595268,49.754901960784316,1610612738,2,5,2025-12-12T01:11:32Z,130000,False,-1.0,16.0,1,right,J. Brown running DUNK (2 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
14,PT10M47.00S,2025-12-12T01:11:38.4Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612749,2,5,2025-12-12T01:11:45Z,140000,False,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 1641775]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Walsh,1641775.0,,,,,,,,,,,
15,PT10M47.00S,2025-12-12T01:11:38.4Z,1,REGULAR,steal,,[],1641775,,,1610612738,2,5,2025-12-12T01:11:41Z,150000,False,,,0,,J. Walsh STEAL (2 STL),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2025-12-12T01:11:45.1Z,1,REGULAR,turnover,lost ball,[],1641775,,,1610612738,2,5,2025-12-12T01:11:55Z,160000,False,,,0,,J. Walsh lost ball TURNOVER (1 TO),"[1641775, 1631157]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Rollins,1631157.0,,,,,,,,,,,
