actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-15T19:39:56.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-15T19:39:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-15T19:39:59.6Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2026-03-15T19:39:59Z,40000,False,,,0,,Jump Ball M. Turner vs. I. Zubac: Tip to G. Antetokounmpo,"[203507, 1626167, 1627826]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Turner,1626167.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M51.00S,2026-03-15T19:40:08.8Z,1,REGULAR,foul,personal,[],1641771,,,1610612749,0,0,2026-03-15T19:40:25Z,70000,False,,,0,,J. Slawson personal FOUL (1 PF),"[1641771, 203507]",1610612754.0,IND,,,,Slawson,J. Slawson,,,,,Above the Break 3,24+ Right Center,1627964.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
9,PT11M38.00S,2026-03-15T19:40:33.0Z,1,REGULAR,3pt,Jump Shot,[],1631157,67.77266754270697,53.760723039215684,1610612749,3,0,2026-03-15T19:40:41Z,90000,False,19.0,250.0,1,right,R. Rollins 25' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1631157, 203507]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,25.11,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,
11,PT11M11.00S,2026-03-15T19:40:59.8Z,1,REGULAR,3pt,Jump Shot,[],1641716,32.013797634691194,35.049019607843135,1610612754,3,0,2026-03-15T19:41:08Z,110000,False,75.0,248.0,1,left,MISS J. Walker 25' step back 3PT,[1641716],1610612754.0,IND,step back,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,25.94,Missed,,,,,,,,,,,,,
12,PT11M07.00S,2026-03-15T19:41:03.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,0,2026-03-15T19:41:03Z,120000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,
13,PT11M00.00S,2026-03-15T19:41:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.85479632063075,49.01960784313725,1610612749,5,0,2026-03-15T19:41:16Z,130000,False,-5.0,15.0,1,right,G. Antetokounmpo driving finger roll Layup (2 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,1.55,Made,2.0,,,,,,,,,,,,
14,PT10M45.00S,2026-03-15T19:41:25.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,22.026938239159,7.107843137254902,1610612754,5,3,2026-03-15T19:41:34Z,140000,False,214.0,155.0,1,left,A. Nesmith 26' 3PT step back (3 PTS) (T. McConnell 1 AST),"[1630174, 204456]",1610612754.0,IND,step back,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,26.44,Made,3.0,T. McConnell,204456.0,1.0,,,,,,,,,
16,PT10M24.00S,2026-03-15T19:41:47.5Z,1,REGULAR,3pt,Jump Shot,[],1631157,95.6143232588699,96.07843137254902,1610612749,5,3,2026-03-15T19:41:55Z,160000,False,230.0,-11.0,1,right,MISS R. Rollins 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,,,,,,23.07,Missed,,,,,,,,,,,,,
17,PT10M20.00S,2026-03-15T19:41:51.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612754,5,3,2026-03-15T19:41:55Z,170000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612754.0,IND,,,,Zubac,I. Zubac,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M14.00S,2026-03-15T19:41:57.2Z,1,REGULAR,2pt,Jump Shot,[],204456,19.92444152431012,30.392156862745097,1610612754,5,5,2026-03-15T19:42:05Z,180000,False,98.0,135.0,1,left,T. McConnell 16' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,,,,,,16.67,Made,2.0,,,,,,,,,,,,
19,PT10M00.00S,2026-03-15T19:42:10.3Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.3107752956636,37.5,1610612749,5,5,2026-03-15T19:42:17Z,190000,False,-62.0,264.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,27.15,Missed,,,,,,,,,,,,,
20,PT09M56.00S,2026-03-15T19:42:14.3Z,1,REGULAR,rebound,defensive,[],1641771,,,1610612754,5,5,2026-03-15T19:42:17Z,200000,False,,,0,,J. Slawson REBOUND (Off:0 Def:1),[1641771],1610612754.0,IND,,,,Slawson,J. Slawson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
21,PT09M43.00S,2026-03-15T19:42:28.2Z,1,REGULAR,3pt,Jump Shot,[],1630174,25.66318988173456,81.15042892156863,1610612754,5,8,2026-03-15T19:42:54Z,210000,False,-156.0,189.0,1,left,A. Nesmith 24' 3PT  (6 PTS) (J. Walker 1 AST),"[1630174, 1641716]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,24.47,Made,6.0,J. Walker,1641716.0,1.0,,,,,,,,,
23,PT09M25.00S,2026-03-15T19:42:48.6Z,1,REGULAR,foul,personal,['2freethrow'],204456,,,1610612749,5,8,2026-03-15T19:43:03Z,230000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[204456, 203507]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,202049.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
25,PT09M25.00S,2026-03-15T19:43:23.9Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,6,8,2026-03-15T19:43:49Z,250000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
26,PT09M25.00S,2026-03-15T19:43:23.9Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,6,8,2026-03-15T19:43:49Z,260000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
27,PT09M21.00S,2026-03-15T19:43:27.9Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,6,8,2026-03-15T19:43:49Z,270000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,
28,PT09M10.00S,2026-03-15T19:44:01.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641716,14.4053876478318,40.68627450980392,1610612754,6,8,2026-03-15T19:44:08Z,280000,False,47.0,83.0,1,left,MISS J. Walker 9' driving bank Hook,[1641716],1610612754.0,IND,driving bank,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.51,Missed,,,,,,,,,,,,,
29,PT09M04.00S,2026-03-15T19:44:07.0Z,1,REGULAR,rebound,offensive,[],1641716,,,1610612754,6,8,2026-03-15T19:44:08Z,290000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,28.0,2.0,1.0,1.0,,,,,
30,PT09M02.00S,2026-03-15T19:44:08.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],204456,29.517082785808146,23.03921568627451,1610612754,6,8,2026-03-15T19:44:14Z,300000,False,135.0,225.0,1,left,MISS T. McConnell 26' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,26.23,Missed,,,,,,,,,,,,,
