actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M55.00S,2025-12-19T01:13:22.6Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,2,2,2025-12-19T01:26:33Z,170000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M51.00S,2025-12-19T01:13:27.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630567,8.229303547963205,49.50980392156863,1610612761,2,4,2025-12-19T01:20:56Z,180000,False,2.0,25.0,1,left,S. Barnes running Layup (2 PTS),[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.5,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2025-12-19T01:13:39.3Z,1,REGULAR,2pt,Jump Shot,[],1629645,78.79434954007884,73.77450980392157,1610612749,2,4,2025-12-19T01:19:52Z,190000,False,119.0,147.0,1,right,MISS K. Porter Jr. 18' pullup Shot,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,18.89,Missed,,,,,,,,,,,,,,,,,,
20,PT10M34.00S,2025-12-19T01:13:41.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,2,4,2025-12-19T01:13:50Z,200000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,19.0,,,,,,,,,,,,,
22,PT10M23.00S,2025-12-19T01:14:05.8Z,1,REGULAR,3pt,Jump Shot,[],1627742,23.866622864651774,89.95098039215686,1610612761,2,7,2025-12-19T01:14:12Z,220000,False,-200.0,172.0,1,left,B. Ingram 26' 3PT  (3 PTS) (I. Quickley 1 AST),"[1627742, 1630193]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,26.35,Made,3.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
24,PT10M11.00S,2025-12-19T01:14:18.0Z,1,REGULAR,2pt,Jump Shot,[],1629018,79.45137976346912,23.284313725490197,1610612749,2,7,2025-12-19T01:14:24Z,240000,False,-134.0,141.0,1,right,MISS G. Trent Jr. 19' pullup Shot,[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,19.4,Missed,,,,,,,,,,,,,,,,,,
25,PT10M07.00S,2025-12-19T01:14:22.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,2,7,2025-12-19T01:14:24Z,250000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT10M05.00S,2025-12-19T01:14:25.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630193,9.937582128777924,22.794117647058822,1610612761,2,9,2025-12-19T01:21:51Z,260000,False,136.0,41.0,1,left,I. Quickley 14' running pullup Jump Shot (2 PTS) (O. Agbaji 1 AST),"[1630193, 1630534]",1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,14.2,Made,2.0,O. Agbaji,1630534.0,1.0,,,,,,,,,,,,,,
28,PT10M04.00S,2025-12-19T01:14:40.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,2,9,2025-12-19T02:06:36Z,280000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M42.00S,2025-12-19T01:17:42.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,93.9060446780552,96.07843137254902,1610612749,2,9,2025-12-19T01:17:54Z,290000,False,230.0,5.0,1,right,MISS M. Turner 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
31,PT09M39.00S,2025-12-19T01:17:46.0Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,2,9,2025-12-19T01:17:46Z,300000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M35.00S,2025-12-19T01:17:50.1Z,1,REGULAR,3pt,Jump Shot,[],1630572,26.363337713534822,12.990196078431374,1610612761,2,12,2025-12-19T01:17:58Z,310000,False,185.0,195.0,1,left,S. Mamukelashvili 26' 3PT  (3 PTS) (I. Quickley 2 AST),"[1630572, 1630193]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,26.9,Made,3.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,,
34,PT09M15.00S,2025-12-19T01:18:09.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,92.9862023653088,50.245098039215684,1610612749,4,12,2025-12-19T01:18:14Z,330000,False,1.0,13.0,1,right,J. Sims cutting DUNK (2 PTS) (K. Porter Jr. 1 AST),"[1630579, 1629645]",1610612749.0,MIL,cutting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,
36,PT09M05.00S,2025-12-19T01:18:23.3Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,4,12,2025-12-19T01:18:31Z,350000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,200834.0,1.0,,,,,,
37,PT08M53.00S,2025-12-19T01:18:38.9Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612749,4,12,2025-12-19T01:18:48Z,360000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1630534]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,Agbaji,1630534.0,,,,
38,PT08M53.00S,2025-12-19T01:18:38.9Z,1,REGULAR,steal,,[],1630534,,,1610612761,4,12,2025-12-19T01:18:42Z,370000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
39,PT08M47.00S,2025-12-19T01:18:44.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1630193,9.198423127463863,8.846507352941178,1610612761,4,12,2025-12-19T01:18:59Z,380000,False,206.0,34.0,1,left,MISS I. Quickley 20' running Shot,[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right,20.86,Missed,,,,,,,,,,,,,,,,,,
40,PT08M44.00S,2025-12-19T01:18:47.5Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,4,12,2025-12-19T01:18:59Z,390000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,,,,,,,39.0,2.0,1.0,1.0,,,,,,,,,,
41,PT08M42.00S,2025-12-19T01:18:49.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630193,23.99802890932983,10.049019607843137,1610612761,4,12,2025-12-19T01:19:04Z,400000,False,200.0,173.0,1,left,MISS I. Quickley 26' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
42,PT08M37.00S,2025-12-19T01:18:54.3Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,4,12,2025-12-19T01:18:54Z,410000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
44,PT08M18.00S,2025-12-19T01:19:32.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,67.49342969776609,65.93137254901961,1610612749,4,12,2025-12-19T01:27:59Z,430000,False,80.0,253.0,1,right,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
45,PT08M14.00S,2025-12-19T01:19:36.1Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,4,12,2025-12-19T01:34:45Z,440000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,
46,PT08M04.00S,2025-12-19T01:19:45.9Z,1,REGULAR,3pt,Jump Shot,[],1627742,32.6995729303548,47.40732230392157,1610612761,4,15,2025-12-19T01:19:53Z,450000,False,13.0,255.0,1,left,B. Ingram 25' 3PT  (6 PTS) (S. Mamukelashvili 1 AST),"[1627742, 1630572]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,25.52,Made,6.0,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,,,,,
48,PT07M38.00S,2025-12-19T01:20:12.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.80149474375821,51.11443014705882,1610612749,4,15,2025-12-19T01:20:19Z,470000,False,6.0,260.0,1,right,MISS M. Turner 25' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
49,PT07M34.00S,2025-12-19T01:20:16.9Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,4,15,2025-12-19T01:20:19Z,480000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,
50,PT07M29.00S,2025-12-19T01:20:21.4Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612761,4,15,2025-12-19T01:20:28Z,490000,False,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1629018]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0,,,,
51,PT07M29.00S,2025-12-19T01:20:21.4Z,1,REGULAR,steal,,[],1629018,,,1610612749,4,15,2025-12-19T01:20:24Z,500000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
52,PT07M17.00S,2025-12-19T01:20:33.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,93.24901445466492,95.09803921568627,1610612749,7,15,2025-12-19T01:20:38Z,510000,False,225.0,11.0,1,right,M. Turner 3PT  (5 PTS) (K. Porter Jr. 2 AST),"[1626167, 1629645]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,22.58,Made,5.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,,
54,PT07M10.00S,2025-12-19T01:20:44.4Z,1,REGULAR,foul,personal,[],1629645,,,1610612761,7,15,2025-12-19T01:20:59Z,530000,False,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1627742]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Ingram,1627742.0
56,PT07M10.00S,2025-12-19T01:20:54.2Z,1,REGULAR,substitution,out,[],1631260,,,1610612761,7,15,2025-12-19T01:21:21Z,550000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M10.00S,2025-12-19T01:20:54.2Z,1,REGULAR,substitution,out,[],1630579,,,1610612761,7,15,2025-12-19T01:21:21Z,560000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M10.00S,2025-12-19T01:20:54.2Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,7,15,2025-12-19T01:21:21Z,570000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M10.00S,2025-12-19T01:20:54.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612761,7,15,2025-12-19T01:21:21Z,580000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M10.00S,2025-12-19T01:20:54.2Z,1,REGULAR,substitution,in,[],1631157,,,1610612761,7,15,2025-12-19T01:21:21Z,590000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M10.00S,2025-12-19T01:20:54.2Z,1,REGULAR,substitution,in,[],1642867,,,1610612761,7,15,2025-12-19T01:21:21Z,600000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M56.00S,2025-12-19T01:21:23.6Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612761,7,15,2025-12-19T01:21:31Z,610000,False,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 1629018]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,Trent Jr.,1629018.0,,,,
63,PT06M56.00S,2025-12-19T01:21:23.6Z,1,REGULAR,steal,,[],1629018,,,1610612749,7,15,2025-12-19T01:22:27Z,620000,False,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2025-12-19T01:21:34.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,73.53810775295663,82.59803921568627,1610612749,10,15,2025-12-19T01:35:59Z,630000,False,163.0,196.0,1,right,G. Trent Jr. 25' 3PT pullup (3 PTS),[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.51,Made,3.0,,,,,,,,,,,,,,,,,
65,PT06M21.00S,2025-12-19T01:21:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,17.69053876478318,44.6078431372549,1610612761,10,15,2025-12-19T01:22:06Z,640000,False,27.0,114.0,1,left,MISS I. Quickley 11' floating Shot,[1630193],1610612761.0,TOR,floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,11.7,Missed,,,,,,,,,,,,,,,,,,
66,PT06M17.00S,2025-12-19T01:22:03.9Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612761,10,15,2025-12-19T01:22:06Z,650000,False,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,
67,PT06M15.00S,2025-12-19T01:22:05.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630572,11.038107752956636,1.7386642156862746,1610612761,10,15,2025-12-19T01:22:10Z,660000,False,241.0,51.0,1,left,MISS S. Mamukelashvili 24' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,24.67,Missed,,,,,,,,,,,,,,,,,,
68,PT06M11.00S,2025-12-19T01:22:09.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,10,15,2025-12-19T01:22:10Z,670000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,
69,PT06M02.00S,2025-12-19T01:22:20.4Z,1,REGULAR,foul,personal,['2freethrow'],1642867,,,1610612749,10,15,2025-12-19T01:22:32Z,680000,False,,,0,,C. Murray-Boyles shooting personal FOUL (1 PF) (Turner 2 FT),"[1642867, 1626167]",1610612761.0,TOR,shooting,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Turner,1626167.0
71,PT06M02.00S,2025-12-19T01:22:47.2Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,11,15,2025-12-19T01:22:47Z,700000,False,,,0,,M. Turner Free Throw 1 of 2 (6 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
72,PT06M02.00S,2025-12-19T01:22:48.4Z,1,REGULAR,substitution,out,[],1630193,,,1610612749,11,15,2025-12-19T01:22:57Z,710000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M02.00S,2025-12-19T01:22:48.4Z,1,REGULAR,substitution,out,[],1630534,,,1610612749,11,15,2025-12-19T01:22:57Z,720000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M02.00S,2025-12-19T01:22:48.4Z,1,REGULAR,substitution,in,[],1642347,,,1610612749,11,15,2025-12-19T01:22:57Z,730000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M02.00S,2025-12-19T01:22:48.4Z,1,REGULAR,substitution,in,[],1641711,,,1610612749,11,15,2025-12-19T01:22:57Z,740000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M02.00S,2025-12-19T01:23:06.4Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,12,15,2025-12-19T01:23:06Z,750000,False,,,0,,M. Turner Free Throw 2 of 2 (7 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
77,PT05M42.00S,2025-12-19T01:23:27.9Z,1,REGULAR,2pt,Jump Shot,[],1627742,14.011169513797633,22.058823529411764,1610612761,12,15,2025-12-19T01:23:32Z,760000,False,140.0,79.0,1,left,MISS B. Ingram 16' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,16.06,Missed,,,,,,,,,,,,,,,,,,
78,PT05M39.00S,2025-12-19T01:23:30.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,12,15,2025-12-19T01:23:32Z,770000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,,77.0,2.0,2.0,0.0,,,,,,,,,,
79,PT05M26.00S,2025-12-19T01:23:43.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,85.41392904073587,65.07352941176471,1610612749,12,15,2025-12-19T01:23:51Z,780000,False,75.0,85.0,1,right,MISS G. Trent Jr. 11' pullup Shot,[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Right,11.33,Missed,,,,,,,,,,,,,,,,,,
80,PT05M23.00S,2025-12-19T01:23:46.6Z,1,REGULAR,rebound,defensive,[],1642867,,,1610612761,12,15,2025-12-19T01:25:44Z,790000,False,,,0,,C. Murray-Boyles REBOUND (Off:0 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,
81,PT05M16.00S,2025-12-19T01:23:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,6.783837056504599,51.225490196078425,1610612761,12,17,2025-12-19T01:24:00Z,800000,False,-6.0,11.0,1,left,S. Mamukelashvili cutting Layup (5 PTS) (J. Shead 1 AST),"[1630572, 1642347]",1610612761.0,TOR,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,1.28,Made,5.0,J. Shead,1642347.0,1.0,,,,,,,,,,,,,,
83,PT05M07.00S,2025-12-19T01:24:06.2Z,1,REGULAR,foul,personal,[],1627742,,,1610612749,12,17,2025-12-19T01:27:29Z,820000,False,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 1629645]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,200834.0,,,,1.0,0.0,Porter Jr.,1629645.0
85,PT04M57.00S,2025-12-19T01:24:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,83.919185282523,34.31372549019608,1610612749,12,17,2025-12-19T01:24:56Z,840000,False,-78.0,99.0,1,right,MISS R. Rollins 12' driving floating Shot,[1631157],1610612749.0,MIL,driving floating,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Left,12.6,Missed,,,,,,,,,,,,,,,,,,
