actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-02-26T01:12:19.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-26T01:12:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-02-26T01:12:23.2Z,1,REGULAR,jumpball,recovered,[],203471,,,1610612739,0,0,2026-02-26T01:12:23Z,40000,False,,,0,,Jump Ball J. Allen vs. M. Turner: Tip to D. Schröder,"[203471, 1628386, 1626167]",1610612739.0,CLE,startperiod,D. Schröder,203471.0,Schröder,D. Schröder,Allen,1628386.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2026-02-26T01:12:29.6Z,1,REGULAR,3pt,Jump Shot,[],1630241,27.414586070959263,15.686274509803921,1610612739,0,0,2026-02-26T01:12:37Z,70000,False,172.0,205.0,1,left,MISS S. Merrill 26' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2026-02-26T01:12:33.6Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,0,0,2026-02-26T01:12:33Z,80000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2026-02-26T01:12:54.7Z,1,REGULAR,3pt,Jump Shot,[],1629645,94.43166885676742,96.07843137254902,1610612749,0,0,2026-02-26T01:13:02Z,90000,False,230.0,0.0,1,right,MISS K. Porter Jr. step back 3PT,[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2026-02-26T01:12:57.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,0,2026-02-26T01:13:02Z,100000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M15.00S,2026-02-26T01:13:03.4Z,1,REGULAR,3pt,Jump Shot,[],203471,4.02431011826544,1.2254901960784315,1610612739,0,0,2026-02-26T01:13:18Z,110000,False,244.0,-15.0,1,left,MISS D. Schröder 24' 3PT,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,24.43,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2026-02-26T01:13:04.4Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2026-02-26T01:13:47Z,120000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M14.00S,2026-02-26T01:13:10.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628386,5.590000152587891,50.0,1610612739,0,2,2026-02-26T01:13:51Z,130000,False,0.0,0.0,1,left,J. Allen putback DUNK (2 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
14,PT11M06.00S,2026-02-26T01:13:16.8Z,1,REGULAR,3pt,Jump Shot,[],1631260,94.56307490144546,97.05882352941177,1610612749,0,2,2026-02-26T02:12:40Z,140000,False,235.0,-1.0,1,right,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
