actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-05T19:40:23.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-05T19:40:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-04-05T19:40:27.4Z,1,REGULAR,jumpball,recovered,[],1631260,,,1610612749,0,0,2026-04-05T19:40:27Z,40000,False,,,0,,Jump Ball M. Turner vs. T. Hendricks: Tip to A. Green,"[1631260, 1626167, 1641707]",1610612749.0,MIL,startperiod,A. Green,1631260.0,Green,A. Green,Turner,1626167.0,Hendricks,1641707.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-04-05T19:40:40.3Z,1,REGULAR,2pt,Jump Shot,[],1631157,9.543363994743759,81.12745098039215,1610612749,0,0,2026-04-05T19:41:08Z,70000,False,-156.0,37.0,1,left,MISS R. Rollins 16' pullup Shot,[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Left,16.0,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-04-05T19:40:41.3Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612763,0,0,2026-04-05T19:41:08Z,80000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Mid-Range,16-24 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2026-04-05T19:40:48.1Z,1,REGULAR,3pt,Jump Shot,[],1641765,73.9323258869908,11.519607843137255,1610612763,0,0,2026-04-05T19:40:56Z,90000,False,-192.0,193.0,1,right,MISS O. Prosper 27' 3PT,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2026-04-05T19:40:53.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,0,0,2026-04-05T19:40:56Z,100000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2026-04-05T19:41:11.7Z,1,REGULAR,2pt,Jump Shot,[],1626167,18.74178712220762,67.15686274509804,1610612749,0,0,2026-04-05T19:42:13Z,110000,False,-86.0,124.0,1,left,MISS M. Turner 15' driving floating Shot,[1626167],1610612749.0,MIL,driving floating,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,15.05,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2026-04-05T19:41:14.7Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612763,0,0,2026-04-05T19:42:13Z,120000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Mid-Range,8-16 Left,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M05.00S,2026-04-05T19:41:21.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1641712,92.72339027595268,49.26470588235294,1610612763,0,2,2026-04-05T19:41:33Z,130000,False,-4.0,16.0,1,right,R. Rupert running Layup (2 PTS) (O. Prosper 1 AST),"[1641712, 1641765]",1610612763.0,MEM,running,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,1.63,Made,,,,,2.0,O. Prosper,1641765.0,1.0,,,,,,,,,,
15,PT11M05.00S,2026-04-05T19:41:27.6Z,1,REGULAR,violation,defensive goaltending,[],1628398,,,1610612763,0,2,2026-04-05T19:42:21Z,150000,False,,,0,,K. Kuzma defensive goaltending VIOLATION,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,1627962.0,,,,,,,,,
