actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-15T01:10:50.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-15T01:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-11-15T01:10:54.0Z,1,REGULAR,jumpball,recovered,[],1642851,,,1610612766,0,0,2025-11-15T01:10:54Z,40000,False,,,0,,Jump Ball M. Diabaté vs. M. Turner: Tip to K. Knueppel,"[1642851, 1631217, 1626167]",1610612766.0,CHA,startperiod,K. Knueppel,1642851.0,Knueppel,K. Knueppel,Diabaté,1631217.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-11-15T01:11:12.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642851,19.004599211563733,49.01960784313725,1610612766,0,0,2025-11-15T01:11:18Z,70000,False,5.0,126.0,1,left,MISS K. Knueppel 12' pullup Shot - blocked,"[1642851, 1628398]",1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Center,12.62,Missed,Kuzma,1628398.0,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-11-15T01:11:12.1Z,1,REGULAR,block,,[],1628398,,,1610612766,0,0,2025-11-15T01:11:16Z,80000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2025-11-15T01:11:16.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,0,0,2025-11-15T01:11:18Z,90000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M26.00S,2025-11-15T01:11:22.3Z,1,REGULAR,3pt,Jump Shot,[],1631157,94.48094612352168,3.699448529411765,1610612749,3,0,2025-11-15T01:11:29Z,100000,False,-232.0,-1.0,1,right,R. Rollins 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1631157, 203507]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,
12,PT11M05.00S,2025-11-15T01:11:45.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,24.78646517739816,13.725490196078432,1610612766,3,0,2025-11-15T01:12:23Z,120000,False,181.0,180.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2025-11-15T01:11:47.4Z,1,REGULAR,rebound,offensive,[],1642883,,,1610612766,3,0,2025-11-15T01:12:23Z,130000,False,,,0,,S. James REBOUND (Off:1 Def:0),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Above the Break 3,24+ Right Center,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,
14,PT11M03.00S,2025-11-15T01:11:51.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642883,5.590000152587891,50.0,1610612766,3,0,2025-11-15T01:12:40Z,140000,False,0.0,0.0,1,left,MISS S. James tip Layup,[1642883],1610612766.0,CHA,tip,,,James,S. James,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
15,PT11M01.00S,2025-11-15T01:11:53.5Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,3,0,2025-11-15T01:12:40Z,150000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,
