actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
170,PT00M08.80S,2025-10-23T00:39:38.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612764,40,22,2025-10-23T00:40:04Z,1700000,False,,,0,,C. Anthony shooting personal FOUL (3 PF) (George 2 FT),"[1630175, 1642273]",1610612749.0,MIL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,101283.0,3.0,0.0,George,1642273.0,,,,,,,,,,,,,,,
172,PT00M08.80S,2025-10-23T00:40:07.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1642273,,,1610612764,40,23,2025-10-23T00:40:07Z,1720000,False,,,0,,K. George Free Throw 1 of 2 (5 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,Made,,,,,,,5.0,,,,,,
173,PT00M08.80S,2025-10-23T00:40:13.3Z,1,REGULAR,substitution,out,[],1628963,,,1610612764,40,23,2025-10-23T00:40:17Z,1730000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M08.80S,2025-10-23T00:40:13.3Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,40,23,2025-10-23T00:40:17Z,1740000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M08.80S,2025-10-23T00:40:32.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1642273,,,1610612764,40,23,2025-10-23T00:40:32Z,1750000,False,,,0,,MISS K. George Free Throw 2 of 2,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
176,PT00M06.20S,2025-10-23T00:40:34.0Z,1,REGULAR,rebound,offensive,[],1642273,,,1610612764,40,23,2025-10-23T00:40:34Z,1760000,False,,,0,,K. George REBOUND (Off:1 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,175.0,2.0,1.0,1.0,,,,,,,,,
177,PT00M02.60S,2025-10-23T00:40:37.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630557,67.09921156373193,38.48039215686275,1610612764,40,23,2025-10-23T00:40:54Z,1770000,False,-58.0,257.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,26.32,Missed,,,,,,,,,,,,,
178,PT00M02.60S,2025-10-23T00:40:37.7Z,1,REGULAR,rebound,offensive,[],1642848,,,1610612764,40,23,2025-10-23T00:40:54Z,1780000,False,,,0,,T. Johnson REBOUND (Off:1 Def:2),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,177.0,3.0,2.0,1.0,,,,,,,,,
179,PT00M00.00S,2025-10-23T00:40:42.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642848,78.40013140604468,5.392156862745098,1610612764,40,23,2025-10-23T00:40:57Z,1790000,False,-223.0,151.0,1,right,MISS T. Johnson 26' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,26.9,Missed,,,,,,,,,,,,,
180,PT00M00.00S,2025-10-23T00:40:42.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,40,23,2025-10-23T00:40:57Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,179.0,,,,,,,,,,,,
181,PT00M00.00S,2025-10-23T00:40:53.0Z,1,REGULAR,period,end,[],0,,,1610612764,40,23,2025-10-23T00:40:53Z,1810000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-10-23T00:43:05.2Z,2,REGULAR,substitution,out,['startperiod'],1630551,,,1610612764,40,23,2025-10-23T00:43:44Z,1820000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-10-23T00:43:05.2Z,2,REGULAR,substitution,in,['startperiod'],1642259,,,1610612764,40,23,2025-10-23T00:43:44Z,1830000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-10-23T00:43:41.1Z,2,REGULAR,period,start,[],0,,,1610612749,40,23,2025-10-23T00:43:44Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M45.00S,2025-10-23T00:43:47.3Z,2,REGULAR,3pt,Jump Shot,[],1627752,26.888961892247043,79.16666666666666,1610612749,43,23,2025-10-23T00:45:58Z,1850000,False,-146.0,200.0,1,left,T. Prince 24' 3PT  (3 PTS) (K. Kuzma 3 AST),"[1627752, 1628398]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,24.77,Made,,,,,,,3.0,K. Kuzma,1628398.0,3.0,,,
186,PT11M23.00S,2025-10-23T00:44:25.9Z,2,REGULAR,jumpball,recovered,[],1631157,,,1610612764,43,23,2025-10-23T00:44:25Z,1860000,False,,,0,,Jump Ball K. Kuzma vs. K. George: Tip to R. Rollins,"[1631157, 1628398, 1642273]",1610612749.0,MIL,heldball,R. Rollins,1631157.0,Rollins,R. Rollins,Kuzma,1628398.0,George,1642273.0,,,,,,,,,,,,,,,,,,,,,,
189,PT11M23.00S,2025-10-23T00:44:25.9Z,2,REGULAR,turnover,lost ball,[],1642273,,,1610612764,43,23,2025-10-23T00:45:25Z,1890000,False,,,0,,K. George lost ball TURNOVER (1 TO),"[1642273, 1628398]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Kuzma,1628398.0
190,PT11M23.00S,2025-10-23T00:44:25.9Z,2,REGULAR,steal,,[],1628398,,,1610612749,43,23,2025-10-23T02:48:08Z,1900000,False,,,0,,K. Kuzma STEAL (2 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
191,PT11M19.00S,2025-10-23T00:44:29.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631157,7.835085413929041,49.26470588235294,1610612749,45,23,2025-10-23T00:44:44Z,1910000,False,4.0,21.0,1,left,R. Rollins running Layup (2 PTS),[1631157],1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,2.14,Made,,,,,,,2.0,,,,,,
192,PT11M12.00S,2025-10-23T00:44:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,91.5407358738502,49.01960784313725,1610612764,45,25,2025-10-23T00:49:15Z,1920000,False,-5.0,27.0,1,right,C. Whitmore driving Layup (4 PTS) (K. George 1 AST),"[1641715, 1642273]",1610612764.0,WAS,driving,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,2.74,Made,,,,,,,4.0,K. George,1642273.0,1.0,,,
193,PT11M04.00S,2025-10-23T00:44:53.0Z,2,REGULAR,foul,personal,['2freethrow'],1641715,,,1610612749,45,25,2025-10-23T00:45:16Z,1930000,False,,,0,,C. Whitmore shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1641715, 1628398]",1610612764.0,WAS,shooting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,101283.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
195,PT11M04.00S,2025-10-23T00:45:23.4Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612749,46,25,2025-10-23T00:45:23Z,1950000,False,,,0,,K. Kuzma Free Throw 1 of 2 (3 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,Made,,,,,,,3.0,,,,,,
226,PT11M04.00S,2025-10-23T00:45:47.5Z,2,REGULAR,substitution,out,[],1630175,,,1610612749,46,25,2025-10-23T00:50:02Z,1955000,False,,,0,,SUB out: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT11M04.00S,2025-10-23T00:45:47.5Z,2,REGULAR,substitution,in,[],1629599,,,1610612749,46,25,2025-10-23T00:50:02Z,1957500,False,,,0,,SUB in: A. Coffey,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M04.00S,2025-10-23T00:45:50.7Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612749,47,25,2025-10-23T00:45:50Z,1960000,False,,,0,,K. Kuzma Free Throw 2 of 2 (4 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,Made,,,,,,,4.0,,,,,,
198,PT10M43.00S,2025-10-23T00:46:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,85.89027595269383,50.49019607843137,1610612764,47,25,2025-10-23T00:47:39Z,1980000,False,2.0,80.0,1,right,MISS K. George 8' driving floating bank Shot,[1642273],1610612764.0,WAS,driving floating bank,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.01,Missed,,,,,,,,,,,,,
199,PT10M40.00S,2025-10-23T00:46:31.4Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,47,25,2025-10-23T00:46:31Z,1990000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,
200,PT10M35.00S,2025-10-23T00:46:35.3Z,2,REGULAR,3pt,Jump Shot,[],1627752,12.565703022339028,2.2058823529411766,1610612749,47,25,2025-10-23T00:48:32Z,2000000,False,239.0,66.0,1,left,MISS T. Prince 24' running pullup 3PT,[1627752],1610612749.0,MIL,running pullup,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,24.78,Missed,,,,,,,,,,,,,
201,PT10M32.00S,2025-10-23T00:46:38.5Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,47,25,2025-10-23T00:46:38Z,2010000,False,,,0,,K. George REBOUND (Off:1 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,,,,,200.0,3.0,2.0,1.0,,,,,,,,,
202,PT10M29.00S,2025-10-23T00:46:41.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642848,85.23324572930355,96.56862745098039,1610612764,47,28,2025-10-23T00:52:49Z,2020000,False,233.0,86.0,1,right,T. Johnson 24' 3PT running (5 PTS),[1642848],1610612764.0,WAS,running,,,Johnson,T. Johnson,,,,,Right Corner 3,24+ Right,,,,,,24.83,Made,,,,,,,5.0,,,,,,
203,PT10M17.00S,2025-10-23T00:46:54.2Z,2,REGULAR,3pt,Jump Shot,[],1628398,34.11629434954008,63.48039215686274,1610612749,47,28,2025-10-23T00:47:03Z,2030000,False,-67.0,268.0,1,left,MISS K. Kuzma 27' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,27.65,Missed,,,,,,,,,,,,,
204,PT10M09.00S,2025-10-23T00:47:02.2Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,47,28,2025-10-23T00:47:03Z,2040000,False,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,,,,203.0,3.0,2.0,1.0,,,,,,,,,
205,PT10M06.00S,2025-10-23T00:47:05.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631157,27.94021024967148,78.18627450980392,1610612749,47,28,2025-10-23T00:47:29Z,2050000,False,-141.0,210.0,1,left,MISS R. Rollins 25' 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,25.3,Missed,,,,,,,,,,,,,
206,PT10M03.00S,2025-10-23T00:47:08.4Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,47,28,2025-10-23T00:47:08Z,2060000,False,,,0,,K. George REBOUND (Off:1 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,8-16 Right,,,,,,,,205.0,4.0,3.0,1.0,,,,,,,,,
207,PT09M54.00S,2025-10-23T00:47:17.6Z,2,REGULAR,3pt,Jump Shot,[],1642848,88.91261498028909,95.58823529411765,1610612764,47,31,2025-10-23T00:53:57Z,2070000,False,228.0,52.0,1,right,T. Johnson 3PT step back (8 PTS),[1642848],1610612764.0,WAS,step back,,,Johnson,T. Johnson,,,,,Right Corner 3,24+ Right,,,,,,23.37,Made,,,,,,,8.0,,,,,,
208,PT09M42.00S,2025-10-23T00:47:29.5Z,2,REGULAR,3pt,Jump Shot,[],1627752,28.597240473061763,81.12745098039215,1610612749,50,31,2025-10-23T00:47:35Z,2080000,False,-156.0,216.0,1,left,T. Prince 26' 3PT  (6 PTS) (R. Rollins 1 AST),"[1627752, 1631157]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,26.65,Made,,,,,,,6.0,R. Rollins,1631157.0,1.0,,,
210,PT09M31.00S,2025-10-23T00:47:40.5Z,2,REGULAR,3pt,Jump Shot,[],1642273,67.23061760840999,40.44117647058824,1610612764,50,34,2025-10-23T00:54:38Z,2100000,False,-48.0,256.0,1,right,K. George 25' 3PT pullup (8 PTS),[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,25.99,Made,,,,,,,8.0,,,,,,
212,PT09M11.00S,2025-10-23T00:48:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,6.652431011826544,56.127450980392155,1610612749,50,34,2025-10-23T00:48:13Z,2120000,False,-31.0,10.0,1,left,MISS B. Portis Layup,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,3.22,Missed,,,,,,,,,,,,,
213,PT09M07.00S,2025-10-23T00:48:11.4Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,50,34,2025-10-23T00:48:13Z,2130000,False,,,0,,A. Sarr REBOUND (Off:1 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,212.0,3.0,2.0,1.0,,,,,,,,,
214,PT09M03.00S,2025-10-23T00:48:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,90.09526938239159,55.63725490196079,1610612764,50,34,2025-10-23T00:55:56Z,2140000,False,28.0,41.0,1,right,MISS K. George driving Layup - blocked,"[1642273, 1628398]",1610612764.0,WAS,driving,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.94,Missed,,,,,Kuzma,1628398.0,,,,,,,
215,PT09M03.00S,2025-10-23T00:48:16.3Z,2,REGULAR,block,,[],1628398,,,1610612764,50,34,2025-10-23T00:48:20Z,2150000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT08M58.00S,2025-10-23T00:48:21.3Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,50,34,2025-10-23T00:48:28Z,2160000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,,
217,PT08M56.00S,2025-10-23T00:48:24.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631157,6.1268068331143235,2.2058823529411766,1610612749,53,34,2025-10-23T01:16:20Z,2170000,False,239.0,5.0,1,left,R. Rollins 3PT running (5 PTS) (A. Coffey 1 AST),"[1631157, 1629599]",1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,,,,,,23.91,Made,,,,,,,5.0,A. Coffey,1629599.0,1.0,,,
219,PT08M40.00S,2025-10-23T00:48:38.2Z,2,REGULAR,3pt,Jump Shot,[],1642848,94.1688567674113,2.941176470588235,1610612764,53,37,2025-10-23T00:48:46Z,2190000,False,-235.0,2.0,1,right,T. Johnson 3PT  (11 PTS) (C. Kispert 1 AST),"[1642848, 1630557]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Left Corner 3,24+ Left,,,,,,23.53,Made,,,,,,,11.0,C. Kispert,1630557.0,1.0,,,
221,PT08M30.00S,2025-10-23T00:48:49.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,8.886333771353483,42.64705882352941,1610612749,53,37,2025-10-23T00:49:04Z,2210000,False,37.0,31.0,1,left,MISS B. Portis driving Layup - blocked,"[1626171, 1630557]",1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.81,Missed,,,,,Kispert,1630557.0,,,,,,,
228,PT08M30.00S,2025-10-23T00:48:49.2Z,2,REGULAR,block,,[],1630557,,,1610612749,53,37,2025-10-23T00:51:55Z,2215000,False,,,0,,C. Kispert BLOCK (1 BLK),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT08M27.00S,2025-10-23T00:48:52.2Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612764,53,37,2025-10-23T00:49:04Z,2220000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:2),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,221.0,3.0,2.0,1.0,,,,,,,,,
223,PT08M25.00S,2025-10-23T00:49:27.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630557,93.24901445466492,48.28431372549019,1610612764,53,39,2025-10-23T00:57:33Z,2230000,False,-9.0,11.0,1,right,C. Kispert running Layup (2 PTS) (C. Whitmore 1 AST),"[1630557, 1641715]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,1.4,Made,,,,,,,2.0,C. Whitmore,1641715.0,1.0,,,
225,PT08M25.00S,2025-10-23T00:49:41.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,53,39,2025-10-23T00:49:41Z,2250000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M25.00S,2025-10-23T00:51:32.0Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,53,39,2025-10-23T00:52:01Z,2260000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M25.00S,2025-10-23T00:51:32.0Z,2,REGULAR,substitution,in,[],1626167,,,1610612749,53,39,2025-10-23T00:52:01Z,2270000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M11.00S,2025-10-23T00:52:15.4Z,2,REGULAR,foul,personal,[],1642273,,,1610612749,53,39,2025-10-23T00:52:27Z,2280000,False,,,0,,K. George personal FOUL (2 PF),"[1642273, 1626167]",1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,200832.0,2.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
233,PT08M03.00S,2025-10-23T00:52:35.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,11.514454664914586,60.049019607843135,1610612749,53,39,2025-10-23T00:52:41Z,2300000,False,-50.0,56.0,1,left,MISS K. Kuzma 7' bank Shot - blocked,"[1628398, 1642848]",1610612749.0,MIL,bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.5,Missed,,,,,Johnson,1642848.0,,,,,,,
239,PT08M03.00S,2025-10-23T00:52:35.5Z,2,REGULAR,block,,[],1642848,,,1610612749,53,39,2025-10-23T00:53:18Z,2305000,False,,,0,,T. Johnson BLOCK (1 BLK),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT07M58.00S,2025-10-23T00:52:40.5Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,53,39,2025-10-23T00:52:41Z,2310000,False,,,0,,A. Sarr REBOUND (Off:1 Def:3),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,233.0,4.0,3.0,1.0,,,,,,,,,
235,PT07M57.00S,2025-10-23T00:52:45.2Z,2,REGULAR,foul,personal,[],1631157,,,1610612764,53,39,2025-10-23T00:52:54Z,2320000,False,,,0,,R. Rollins personal FOUL (1 PF),"[1631157, 1642273]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Right Center,101283.0,1.0,0.0,George,1642273.0,,,,,,,,,,,,,,,
237,PT07M57.00S,2025-10-23T00:53:04.3Z,2,REGULAR,substitution,out,[],1642259,,,1610612764,53,39,2025-10-23T00:53:07Z,2340000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M57.00S,2025-10-23T00:53:04.3Z,2,REGULAR,substitution,in,[],1628963,,,1610612764,53,39,2025-10-23T00:53:07Z,2350000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M46.00S,2025-10-23T00:53:19.2Z,2,REGULAR,turnover,traveling,[],1642848,,,1610612764,53,39,2025-10-23T00:53:36Z,2360000,False,,,0,,T. Johnson traveling TURNOVER (3 TO),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,1627961.0,,,,,,,,,,,,,,,,,3.0,,
241,PT07M46.00S,2025-10-23T00:53:30.0Z,2,REGULAR,substitution,out,[],1631157,,,1610612749,53,39,2025-10-23T00:53:39Z,2370000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M46.00S,2025-10-23T00:53:30.0Z,2,REGULAR,substitution,in,[],203507,,,1610612749,53,39,2025-10-23T00:53:39Z,2380000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M37.00S,2025-10-23T00:53:48.3Z,2,REGULAR,foul,personal,[],1642273,,,1610612749,53,39,2025-10-23T00:54:07Z,2390000,False,,,0,,K. George personal FOUL (3 PF),"[1642273, 203507]",1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,1627961.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
245,PT07M37.00S,2025-10-23T00:54:10.3Z,2,REGULAR,substitution,out,[],1642848,,,1610612749,53,39,2025-10-23T00:54:35Z,2410000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M37.00S,2025-10-23T00:54:10.3Z,2,REGULAR,substitution,out,[],1642273,,,1610612749,53,39,2025-10-23T00:54:35Z,2420000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M37.00S,2025-10-23T00:54:10.3Z,2,REGULAR,substitution,out,[],1630557,,,1610612749,53,39,2025-10-23T00:54:35Z,2430000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M37.00S,2025-10-23T00:54:10.3Z,2,REGULAR,substitution,in,[],203114,,,1610612749,53,39,2025-10-23T00:54:35Z,2440000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M37.00S,2025-10-23T00:54:10.3Z,2,REGULAR,substitution,in,[],1642267,,,1610612749,53,39,2025-10-23T00:54:35Z,2450000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M37.00S,2025-10-23T00:54:10.3Z,2,REGULAR,substitution,in,[],203468,,,1610612749,53,39,2025-10-23T00:54:35Z,2460000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT07M37.00S,2025-10-23T00:54:10.3Z,2,REGULAR,substitution,out,[],1629599,,,1610612749,53,39,2025-10-23T01:01:40Z,2465000,False,,,0,,SUB out: A. Coffey,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT07M37.00S,2025-10-23T00:54:10.3Z,2,REGULAR,substitution,in,[],1631260,,,1610612749,53,39,2025-10-23T01:01:40Z,2467500,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M26.00S,2025-10-23T00:54:41.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,15.719448094612352,47.794117647058826,1610612749,55,39,2025-10-23T00:56:40Z,2470000,False,11.0,95.0,1,left,G. Antetokounmpo 9' driving DUNK (8 PTS) (M. Turner 4 AST),"[203507, 1626167]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.59,Made,,,,,,,8.0,M. Turner,1626167.0,4.0,,,
270,PT07M17.00S,2025-10-23T00:54:44.9Z,2,REGULAR,3pt,Jump Shot,[],1641715,74.19513797634691,13.970588235294118,1610612764,55,39,2025-10-23T00:59:36Z,2475000,False,-180.0,190.0,1,right,MISS C. Whitmore 26' step back 3PT,[1641715],1610612764.0,WAS,step back,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,,,26.19,Missed,,,,,,,,,,,,,
