actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
81,PT04M59.00S,2026-01-01T01:25:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,9.280551905387648,59.80392156862745,1610612749,20,16,2026-01-01T01:26:02Z,810000,False,-49.0,35.0,1,left,MISS R. Rollins 6' driving Layup - blocked,"[1631157, 1630551]",1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,Champagnie,1630551.0,,
82,PT04M59.00S,2026-01-01T01:25:54.6Z,1,REGULAR,block,,[],1630551,,,1610612749,20,16,2026-01-01T01:25:58Z,820000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT04M59.00S,2026-01-01T01:25:54.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,20,16,2026-01-01T01:26:02Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,81.0,,,,,,,,,,,,,,,,,
85,PT04M59.00S,2026-01-01T01:26:03.3Z,1,REGULAR,substitution,out,[],1642848,,,1610612749,20,16,2026-01-01T01:26:14Z,850000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M59.00S,2026-01-01T01:26:03.3Z,1,REGULAR,substitution,out,[],1642259,,,1610612749,20,16,2026-01-01T01:26:14Z,860000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M59.00S,2026-01-01T01:26:03.3Z,1,REGULAR,substitution,in,[],1628963,,,1610612749,20,16,2026-01-01T01:26:14Z,870000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M59.00S,2026-01-01T01:26:03.3Z,1,REGULAR,substitution,in,[],1642860,,,1610612749,20,16,2026-01-01T01:26:14Z,880000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M56.00S,2026-01-01T01:26:24.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631260,5.601182654402102,94.36274509803921,1610612749,20,16,2026-01-01T01:26:29Z,890000,False,-222.0,0.0,1,left,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,22.18,Missed,,,,,,,,,,,,,,,,,,
90,PT04M52.00S,2026-01-01T01:26:28.1Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,20,16,2026-01-01T01:26:29Z,900000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Left Corner 3,24+ Left,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT04M48.00S,2026-01-01T01:26:32.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1642267,78.0059132720105,22.30392156862745,1610612764,20,16,2026-01-01T01:26:42Z,910000,False,-138.0,154.0,1,right,MISS B. Carrington 20' running pullup Shot,[1642267],1610612764.0,WAS,running pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,20.73,Missed,,,,,,,,,,,,,,,,,,
92,PT04M43.00S,2026-01-01T01:26:37.2Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,20,16,2026-01-01T01:26:42Z,920000,False,,,0,,R. Rollins REBOUND (Off:1 Def:2),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Left Center,,,91.0,3.0,2.0,1.0,,,,,,,,,,,,,,
93,PT04M38.00S,2026-01-01T01:26:41.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626167,8.492115637319317,48.77450980392157,1610612749,20,16,2026-01-01T01:26:52Z,930000,False,6.0,27.0,1,left,MISS M. Turner running Layup,[1626167],1610612749.0,MIL,running,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2026-01-01T01:26:44.2Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612764,20,16,2026-01-01T01:26:52Z,940000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,
95,PT04M31.00S,2026-01-01T01:26:48.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630551,75.50919842312747,10.294117647058822,1610612764,20,16,2026-01-01T03:42:48Z,950000,False,-199.0,178.0,1,right,MISS J. Champagnie 26' running 3PT,[1630551],1610612764.0,WAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
96,PT04M27.00S,2026-01-01T01:26:52.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,20,16,2026-01-01T01:26:56Z,960000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,,
97,PT04M21.00S,2026-01-01T01:26:58.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,30.699737187910642,71.07843137254902,1610612749,23,16,2026-01-01T01:27:03Z,970000,False,-105.0,236.0,1,left,M. Turner 25' 3PT  (3 PTS) (R. Rollins 2 AST),"[1626167, 1631157]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,25.86,Made,,,,,,,,,,3.0,,R. Rollins,1631157.0,2.0,,,,
99,PT04M05.00S,2026-01-01T01:27:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,92.59198423127464,56.86274509803921,1610612764,23,18,2026-01-01T01:27:19Z,990000,False,34.0,17.0,1,right,M. Bagley III driving finger roll Layup (2 PTS),[1628963],1610612764.0,WAS,driving finger roll,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,3.83,Made,,,,,,,,,,2.0,,,,,,,,
100,PT03M54.00S,2026-01-01T01:27:25.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.013797634691194,42.64705882352941,1610612749,26,18,2026-01-01T01:27:31Z,1000000,False,37.0,248.0,1,left,M. Turner 25' 3PT  (6 PTS) (R. Rollins 3 AST),"[1626167, 1631157]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.11,Made,,,,,,,,,,6.0,,R. Rollins,1631157.0,3.0,,,,
102,PT03M38.00S,2026-01-01T01:27:41.4Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612764,26,18,2026-01-01T01:27:57Z,1020000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1626167]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1.0,,,,,,Turner,1626167.0
103,PT03M38.00S,2026-01-01T01:27:41.4Z,1,REGULAR,steal,,[],1626167,,,1610612749,26,18,2026-01-01T01:27:44Z,1030000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
104,PT03M30.00S,2026-01-01T01:27:49.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,14.14257555847569,96.07843137254902,1610612749,26,18,2026-01-01T01:28:02Z,1040000,False,-230.0,80.0,1,left,MISS G. Trent Jr. 24' running 3PT,[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,24.4,Missed,,,,,,,,,,,,,,,,,,
105,PT03M28.00S,2026-01-01T01:27:51.9Z,1,REGULAR,rebound,defensive,[],203468,,,1610612764,26,18,2026-01-01T01:31:13Z,1050000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,104.0,2.0,2.0,0.0,,,,,,,,,,,,,,
106,PT03M26.00S,2026-01-01T01:27:56.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203468,92.46057818659659,53.431372549019606,1610612764,26,18,2026-01-01T01:30:50Z,1060000,False,17.0,18.0,1,right,MISS C. McCollum running Layup,[203468],1610612764.0,WAS,running,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
107,PT03M25.00S,2026-01-01T01:27:57.6Z,1,REGULAR,rebound,offensive,[],1642860,,,1610612764,26,18,2026-01-01T01:30:31Z,1070000,False,,,0,,W. Riley REBOUND (Off:1 Def:0),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,106.0,1.0,0.0,1.0,,,,,,,,,,,,,,
108,PT03M24.00S,2026-01-01T01:27:59.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1642860,90.22667542706965,50.0,1610612764,26,18,2026-01-01T01:37:32Z,1080000,False,0.0,39.0,1,right,MISS W. Riley putback Layup,[1642860],1610612764.0,WAS,putback,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
109,PT03M23.00S,2026-01-01T01:28:00.3Z,1,REGULAR,rebound,offensive,[],203468,,,1610612764,26,18,2026-01-01T01:30:42Z,1090000,False,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,108.0,3.0,2.0,1.0,,,,,,,,,,,,,,
110,PT03M17.00S,2026-01-01T01:28:03.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642267,66.3107752956636,33.57843137254902,1610612764,26,18,2026-01-01T01:30:53Z,1100000,False,-82.0,264.0,1,right,MISS B. Carrington 27' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,27.67,Missed,,,,,,,,,,,,,,,,,,
111,PT03M15.00S,2026-01-01T01:28:05.6Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612749,26,18,2026-01-01T01:30:53Z,1110000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT03M11.00S,2026-01-01T01:28:14.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,26,18,2026-01-01T01:28:14Z,1120000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M11.00S,2026-01-01T01:30:42.6Z,1,REGULAR,substitution,out,[],1626167,,,1610612749,26,18,2026-01-01T01:31:20Z,1130000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M11.00S,2026-01-01T01:30:42.6Z,1,REGULAR,substitution,out,[],1631157,,,1610612749,26,18,2026-01-01T01:31:20Z,1140000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2026-01-01T01:30:42.6Z,1,REGULAR,substitution,out,[],1631260,,,1610612749,26,18,2026-01-01T01:31:20Z,1150000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M11.00S,2026-01-01T01:30:42.6Z,1,REGULAR,substitution,out,[],203468,,,1610612749,26,18,2026-01-01T01:31:20Z,1160000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M11.00S,2026-01-01T01:30:42.6Z,1,REGULAR,substitution,in,[],1629645,,,1610612749,26,18,2026-01-01T01:31:20Z,1170000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M11.00S,2026-01-01T01:30:42.6Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,26,18,2026-01-01T01:31:20Z,1180000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M11.00S,2026-01-01T01:30:42.6Z,1,REGULAR,substitution,in,[],203914,,,1610612749,26,18,2026-01-01T01:31:20Z,1190000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M11.00S,2026-01-01T01:30:42.6Z,1,REGULAR,substitution,in,[],1642358,,,1610612749,26,18,2026-01-01T01:31:20Z,1200000,False,,,0,,SUB in: A. Johnson,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M03.00S,2026-01-01T01:31:22.1Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612749,26,18,2026-01-01T01:31:35Z,1210000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1630551]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,,,Champagnie,1630551.0
122,PT03M03.00S,2026-01-01T01:31:22.1Z,1,REGULAR,steal,,[],1630551,,,1610612764,26,18,2026-01-01T01:32:17Z,1220000,False,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT02M42.00S,2026-01-01T01:31:42.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642358,87.33574244415243,37.99019607843137,1610612764,26,20,2026-01-01T01:31:48Z,1230000,False,-60.0,67.0,1,right,A. Johnson 8' driving floating Jump Shot (2 PTS),[1642358],1610612764.0,WAS,driving floating,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),8-16 Left,8.96,Made,,,,,,,,,,2.0,,,,,,,,
124,PT02M26.00S,2026-01-01T01:31:58.8Z,1,REGULAR,2pt,Jump Shot,[],1626171,15.062417871222076,21.813725490196077,1610612749,26,20,2026-01-01T01:32:05Z,1240000,False,141.0,89.0,1,left,MISS B. Portis 16' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right,16.67,Missed,,,,,,,,,,,,,,,,,,
125,PT02M23.00S,2026-01-01T01:32:01.8Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,26,20,2026-01-01T01:32:05Z,1250000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,
126,PT02M17.00S,2026-01-01T01:32:08.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630551,92.32917214191852,37.99019607843137,1610612764,26,22,2026-01-01T01:38:39Z,1260000,False,-60.0,20.0,1,right,J. Champagnie 6' running Layup (2 PTS) (A. Johnson 1 AST),"[1630551, 1642358]",1610612764.0,WAS,running,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,,,,,,,,,,2.0,,A. Johnson,1642358.0,1.0,,,,
128,PT01M58.00S,2026-01-01T01:32:27.1Z,1,REGULAR,2pt,Jump Shot,[],1626171,19.398817345597898,33.57843137254902,1610612749,26,22,2026-01-01T01:32:33Z,1280000,False,82.0,130.0,1,left,MISS B. Portis 15' fadeaway Shot,[1626171],1610612749.0,MIL,fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,15.36,Missed,,,,,,,,,,,,,,,,,,
129,PT01M56.00S,2026-01-01T01:32:30.3Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612749,26,22,2026-01-01T01:32:30Z,1290000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,128.0,2.0,1.0,1.0,,,,,,,,,,,,,,
130,PT01M56.00S,2026-01-01T01:32:31.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628963,,,1610612749,26,22,2026-01-01T01:33:00Z,1300000,False,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Portis 2 FT),"[1628963, 1626171]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,1.0,0.0,Portis,1626171.0,,,,,,,,,
132,PT01M56.00S,2026-01-01T01:33:01.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626171,,,1610612749,27,22,2026-01-01T01:33:01Z,1320000,False,,,0,,B. Portis Free Throw 1 of 2 (1 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
133,PT01M56.00S,2026-01-01T01:33:18.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626171,,,1610612749,28,22,2026-01-01T01:33:18Z,1330000,False,,,0,,B. Portis Free Throw 2 of 2 (2 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
134,PT01M41.00S,2026-01-01T01:33:33.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630551,90.62089356110381,47.549019607843135,1610612764,28,24,2026-01-01T01:33:39Z,1340000,False,-12.0,36.0,1,right,J. Champagnie turnaround Hook (4 PTS) (B. Carrington 1 AST),"[1630551, 1642267]",1610612764.0,WAS,turnaround,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,3.78,Made,,,,,,,,,,4.0,,B. Carrington,1642267.0,1.0,,,,
136,PT01M32.00S,2026-01-01T01:33:42.0Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612749,28,24,2026-01-01T01:33:47Z,1360000,False,,,0,,K. Porter Jr. bad pass TURNOVER (2 TO),"[1629645, 1642860]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,,,,,Riley,1642860.0
137,PT01M32.00S,2026-01-01T01:33:42.0Z,1,REGULAR,steal,,[],1642860,,,1610612764,28,24,2026-01-01T01:33:45Z,1370000,False,,,0,,W. Riley STEAL (1 STL),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
138,PT01M32.00S,2026-01-01T01:33:46.4Z,1,REGULAR,foul,personal,[],1629645,,,1610612764,28,24,2026-01-01T01:34:01Z,1380000,False,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1642860]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,1628951.0,1.0,0.0,Riley,1642860.0,,,,,,,,,
140,PT01M29.00S,2026-01-01T01:34:08.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,66.44218134034165,46.32352941176471,1610612764,28,27,2026-01-01T01:34:14Z,1400000,False,-18.0,263.0,1,right,B. Carrington 26' 3PT pullup (3 PTS) (W. Riley 1 AST),"[1642267, 1642860]",1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,26.35,Made,,,,,,,,,,3.0,,W. Riley,1642860.0,1.0,,,,
142,PT01M16.00S,2026-01-01T01:34:21.2Z,1,REGULAR,2pt,Jump Shot,[],1629645,20.318659658344284,28.676470588235293,1610612749,30,27,2026-01-01T01:34:27Z,1420000,False,107.0,138.0,1,left,K. Porter Jr. 17' step back Jump Shot (4 PTS) (K. Kuzma 1 AST),"[1629645, 1628398]",1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,17.48,Made,,,,,,,,,,4.0,,K. Kuzma,1628398.0,1.0,,,,
143,PT01M03.00S,2026-01-01T01:34:33.9Z,1,REGULAR,3pt,Jump Shot,[],1642267,72.40062417871222,19.385723039215684,1610612764,30,27,2026-01-01T01:40:04Z,1430000,False,-153.0,207.0,1,right,MISS B. Carrington 25' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
144,PT01M01.00S,2026-01-01T01:34:35.9Z,1,REGULAR,rebound,offensive,[],1642860,,,1610612764,30,27,2026-01-01T01:34:40Z,1440000,False,,,0,,W. Riley REBOUND (Off:2 Def:0),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,,,143.0,2.0,0.0,2.0,,,,,,,,,,,,,,
145,PT00M58.10S,2026-01-01T01:34:40.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642358,64.99671484888306,46.81372549019608,1610612764,30,27,2026-01-01T01:34:45Z,1450000,False,-16.0,277.0,1,right,MISS A. Johnson 27' step back 3PT,[1642358],1610612764.0,WAS,step back,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Center,27.7,Missed,,,,,,,,,,,,,,,,,,
146,PT00M54.70S,2026-01-01T01:34:43.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,30,27,2026-01-01T01:34:45Z,1460000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT00M33.40S,2026-01-01T01:35:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,8.623521681997373,51.470588235294116,1610612749,32,27,2026-01-01T01:35:11Z,1470000,False,-7.0,29.0,1,left,G. Harris driving finger roll Layup (2 PTS) (B. Portis 1 AST),"[203914, 1626171]",1610612749.0,MIL,driving finger roll,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,,,,,,2.0,,B. Portis,1626171.0,1.0,,,,
150,PT00M15.10S,2026-01-01T01:35:25.6Z,1,REGULAR,3pt,Jump Shot,[],1642860,70.12155059132719,17.401960784313726,1610612764,32,30,2026-01-01T01:35:33Z,1490000,False,-163.0,228.0,1,right,W. Riley 28' 3PT  (3 PTS) (B. Carrington 2 AST),"[1642860, 1642267]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,28.06,Made,,,,,,,,,,3.0,,B. Carrington,1642267.0,2.0,,,,
152,PT00M01.40S,2026-01-01T01:35:42.0Z,1,REGULAR,3pt,Jump Shot,[],1629645,30.831143232588698,24.509803921568626,1610612749,32,30,2026-01-01T01:35:50Z,1510000,False,127.0,237.0,1,left,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,,,,,,,,,,,,,,,,,
153,PT00M00.10S,2026-01-01T01:35:43.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,32,30,2026-01-01T01:36:04Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,152.0,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2026-01-01T01:35:54.7Z,1,REGULAR,period,end,[],0,,,1610612749,32,30,2026-01-01T01:35:54Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2026-01-01T01:38:30.4Z,2,REGULAR,period,start,[],0,,,1610612749,32,30,2026-01-01T01:38:30Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M45.00S,2026-01-01T01:38:44.5Z,2,REGULAR,2pt,Jump Shot,[],1629645,17.69053876478318,31.127450980392158,1610612749,34,30,2026-01-01T01:38:50Z,1550000,False,94.0,114.0,1,left,K. Porter Jr. 14' fadeaway Jump Shot (6 PTS),[1629645],1610612749.0,MIL,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,14.79,Made,,,,,,,,,,6.0,,,,,,,,
157,PT11M31.00S,2026-01-01T01:39:01.9Z,2,REGULAR,turnover,traveling,[],1642358,,,1610612764,34,30,2026-01-01T01:39:10Z,1560000,False,,,0,,A. Johnson traveling TURNOVER (1 TO),[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,,,,,,1.0,,,,,,,
158,PT11M16.00S,2026-01-01T01:39:28.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626171,8.09789750328515,88.72549019607843,1610612749,34,30,2026-01-01T01:39:34Z,1570000,False,-194.0,24.0,1,left,MISS B. Portis 19' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,19.5,Missed,,,,,,,,,,,,,,,,,,
159,PT11M12.00S,2026-01-01T01:39:32.0Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,34,30,2026-01-01T01:39:34Z,1580000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT11M04.00S,2026-01-01T01:39:40.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,84.36268068331142,46.13204656862745,1610612764,34,30,2026-01-01T01:39:51Z,1590000,False,-19.0,94.0,1,right,MISS B. Carrington 9' fadeaway Shot,[1642267],1610612764.0,WAS,fadeaway,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,9.65,Missed,,,,,,,,,,,,,,,,,,
