actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
530,PT10M27.00S,2025-12-06T02:57:09.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,6.1268068331143235,49.50980392156863,1610612755,81,95,2025-12-06T02:57:17Z,5180000,False,2.0,5.0,1,left,A. Bona cutting DUNK (8 PTS) (P. George 4 AST),"[1641737, 202331]",1610612755.0,PHI,cutting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,0.57,Made,8.0,,,,,,,,,,,,,P. George,202331.0,4.0,,
532,PT10M05.00S,2025-12-06T02:57:33.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,91.27792378449409,52.450980392156865,1610612749,81,95,2025-12-06T03:00:49Z,5200000,False,12.0,29.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,,,
533,PT10M04.00S,2025-12-06T02:57:34.3Z,4,REGULAR,rebound,defensive,[],1641737,,,1610612755,81,95,2025-12-06T03:00:49Z,5210000,False,,,0,,A. Bona REBOUND (Off:2 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,532.0,4.0,2.0,2.0,,,,,
534,PT09M55.00S,2025-12-06T02:57:41.6Z,4,REGULAR,3pt,Jump Shot,[],200768,14.4053876478318,2.696078431372549,1610612755,81,95,2025-12-06T03:01:44Z,5220000,False,237.0,83.0,1,left,MISS K. Lowry 25' 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,25.06,Missed,,,,,,,,,,,,,,,,,,
535,PT09M50.00S,2025-12-06T02:57:46.6Z,4,REGULAR,rebound,defensive,[],203914,,,1610612749,81,95,2025-12-06T02:57:48Z,5230000,False,,,0,,G. Harris REBOUND (Off:0 Def:2),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,534.0,2.0,2.0,0.0,,,,,
536,PT09M49.00S,2025-12-06T02:57:49.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,70.51576872536137,14.460784313725492,1610612749,81,95,2025-12-06T03:02:22Z,5240000,False,-178.0,225.0,1,right,MISS G. Trent Jr. 28' running 3PT,[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,28.65,Missed,,,,,,,,,,,,,,,,,,
537,PT09M47.00S,2025-12-06T02:57:51.2Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,81,95,2025-12-06T03:00:33Z,5250000,False,,,0,,J. McCain REBOUND (Off:0 Def:6),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,536.0,6.0,6.0,0.0,,,,,
538,PT09M26.00S,2025-12-06T02:58:10.7Z,4,REGULAR,3pt,Jump Shot,[],1642272,6.652431011826544,94.11764705882352,1610612755,81,95,2025-12-06T02:58:20Z,5260000,False,-221.0,10.0,1,left,MISS J. McCain 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Left Corner 3,24+ Left,22.08,Missed,,,,,,,,,,,,,,,,,,
539,PT09M24.00S,2025-12-06T02:58:12.7Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,81,95,2025-12-06T03:01:10Z,5270000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,538.0,4.0,4.0,0.0,,,,,
540,PT09M18.00S,2025-12-06T02:58:19.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,89.56964520367937,52.450980392156865,1610612749,81,95,2025-12-06T02:58:25Z,5280000,False,12.0,46.0,1,right,MISS K. Kuzma running Layup,[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
541,PT09M17.00S,2025-12-06T02:58:20.7Z,4,REGULAR,rebound,defensive,[],1641737,,,1610612755,81,95,2025-12-06T03:03:12Z,5290000,False,,,0,,A. Bona REBOUND (Off:2 Def:3),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,540.0,5.0,3.0,2.0,,,,,
542,PT09M07.00S,2025-12-06T02:58:29.8Z,4,REGULAR,3pt,Jump Shot,[],1630178,30.985134691195793,25.02297794117647,1610612755,81,95,2025-12-06T03:03:51Z,5300000,False,125.0,239.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.95,Missed,,,,,,,,,,,,,,,,,,
543,PT09M05.00S,2025-12-06T02:58:31.8Z,4,REGULAR,rebound,defensive,[],203914,,,1610612749,81,95,2025-12-06T03:04:19Z,5310000,False,,,0,,G. Harris REBOUND (Off:0 Def:3),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,542.0,3.0,3.0,0.0,,,,,
544,PT08M52.00S,2025-12-06T02:58:44.2Z,4,REGULAR,2pt,Jump Shot,[],1626171,78.05519053876479,30.415134803921568,1610612749,83,95,2025-12-06T02:58:53Z,5320000,False,-98.0,154.0,1,right,B. Portis 18' Jump Shot (15 PTS) (G. Trent Jr. 3 AST),"[1626171, 1629018]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left Center,18.23,Made,15.0,,,,,,,,,,,,,G. Trent Jr.,1629018.0,3.0,,
546,PT08M43.00S,2025-12-06T02:59:03.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,83,95,2025-12-06T02:59:03Z,5340000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M35.00S,2025-12-06T03:02:06.8Z,4,REGULAR,3pt,Jump Shot,[],1642272,30.699737187910642,77.20588235294117,1610612755,83,95,2025-12-06T03:02:12Z,5350000,False,-136.0,236.0,1,left,MISS J. McCain 27' 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,,
550,PT08M32.00S,2025-12-06T03:02:09.8Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612749,83,95,2025-12-06T03:02:12Z,5360000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:4),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,549.0,4.0,4.0,0.0,,,,,
551,PT08M24.00S,2025-12-06T03:02:18.5Z,4,REGULAR,foul,personal,['2freethrow'],1641737,,,1610612749,83,95,2025-12-06T03:02:39Z,5370000,False,,,0,,A. Bona shooting personal FOUL (4 PF) (Porter Jr. 2 FT),"[1641737, 1629645]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,4.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
553,PT08M24.00S,2025-12-06T03:02:54.7Z,4,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,84,95,2025-12-06T03:02:54Z,5390000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (19 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
554,PT08M24.00S,2025-12-06T03:02:56.4Z,4,REGULAR,substitution,out,[],200768,,,1610612749,84,95,2025-12-06T03:03:02Z,5400000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M24.00S,2025-12-06T03:02:56.4Z,4,REGULAR,substitution,in,[],1629656,,,1610612749,84,95,2025-12-06T03:03:02Z,5410000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M24.00S,2025-12-06T03:03:14.3Z,4,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,85,95,2025-12-06T03:03:14Z,5420000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (20 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
557,PT08M13.00S,2025-12-06T03:03:31.1Z,4,REGULAR,foul,personal,['2freethrow'],203914,,,1610612755,85,95,2025-12-06T03:04:02Z,5430000,False,,,0,,G. Harris shooting personal FOUL (3 PF) (Bona 2 FT),"[203914, 1641737]",1610612749.0,MIL,shooting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,3.0,0.0,Bona,1641737.0,,,,,,,,,
559,PT08M13.00S,2025-12-06T03:04:03.8Z,4,REGULAR,freethrow,1 of 2,[],1641737,,,1610612755,85,96,2025-12-06T03:04:03Z,5450000,False,,,0,,A. Bona Free Throw 1 of 2 (9 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
560,PT08M13.00S,2025-12-06T03:04:31.4Z,4,REGULAR,freethrow,2 of 2,[],1641737,,,1610612755,85,97,2025-12-06T03:04:31Z,5460000,False,,,0,,A. Bona Free Throw 2 of 2 (10 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
561,PT08M00.00S,2025-12-06T03:04:45.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,84.88830486202366,64.48376225490196,1610612749,85,97,2025-12-06T03:06:34Z,5470000,False,72.0,90.0,1,right,MISS K. Porter Jr. 11' pullup Shot,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,11.51,Missed,,,,,,,,,,,,,,,,,,
562,PT07M56.00S,2025-12-06T03:04:49.5Z,4,REGULAR,rebound,offensive,[],1628398,,,1610612749,85,97,2025-12-06T03:04:57Z,5480000,False,,,0,,K. Kuzma REBOUND (Off:2 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,561.0,4.0,2.0,2.0,,,,,
563,PT07M56.00S,2025-12-06T03:04:49.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,67.36202365308804,48.77450980392157,1610612749,85,97,2025-12-06T03:05:05Z,5490000,False,-6.0,254.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
564,PT07M55.00S,2025-12-06T03:04:50.8Z,4,REGULAR,rebound,defensive,[],202331,,,1610612755,85,97,2025-12-06T03:08:54Z,5500000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,563.0,3.0,3.0,0.0,,,,,
565,PT07M39.00S,2025-12-06T03:05:06.9Z,4,REGULAR,3pt,Jump Shot,[],1642272,6.652431011826544,95.83333333333334,1610612755,85,97,2025-12-06T03:05:15Z,5510000,False,-229.0,10.0,1,left,MISS J. McCain 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
566,PT07M36.00S,2025-12-06T03:05:09.9Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612749,85,97,2025-12-06T03:05:15Z,5520000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:5),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,565.0,5.0,5.0,0.0,,,,,
567,PT07M24.00S,2025-12-06T03:05:20.9Z,4,REGULAR,2pt,Jump Shot,[],1629645,77.34888304862024,47.30392156862745,1610612749,85,97,2025-12-06T03:05:26Z,5530000,False,-13.0,160.0,1,right,MISS K. Porter Jr. 16' turnaround fadeaway Shot,[1629645],1610612749.0,MIL,turnaround fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,16.1,Missed,,,,,,,,,,,,,,,,,,
568,PT07M21.00S,2025-12-06T03:05:24.0Z,4,REGULAR,rebound,defensive,[],202331,,,1610612755,85,97,2025-12-06T03:05:24Z,5540000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,567.0,4.0,4.0,0.0,,,,,
569,PT07M17.00S,2025-12-06T03:05:31.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.966491458607096,52.69607843137255,1610612755,85,97,2025-12-06T03:12:11Z,5550000,False,-13.0,22.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
570,PT07M13.00S,2025-12-06T03:05:35.7Z,4,REGULAR,rebound,offensive,[],1630178,,,1610612755,85,97,2025-12-06T03:12:11Z,5560000,False,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,569.0,2.0,1.0,1.0,,,,,
571,PT07M13.00S,2025-12-06T03:05:35.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630178,5.590000152587891,50.0,1610612755,85,97,2025-12-06T03:10:10Z,5570000,False,0.0,0.0,1,left,MISS T. Maxey tip Layup,[1630178],1610612755.0,PHI,tip,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
589,PT07M12.00S,2025-12-06T03:05:36.4Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612749,85,97,2025-12-06T03:09:52Z,5575000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:6),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,571.0,6.0,6.0,0.0,,,,,
572,PT07M06.00S,2025-12-06T03:05:45.4Z,4,REGULAR,turnover,lost ball,[],1626171,,,1610612749,85,97,2025-12-06T03:15:16Z,5580000,False,,,0,,B. Portis lost ball TURNOVER (3 TO),"[1626171, 1630178]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Left,,,,3.0,Maxey,1630178.0,,,,,,,,,,,,,,
573,PT07M06.00S,2025-12-06T03:05:45.4Z,4,REGULAR,steal,,[],1630178,,,1610612755,85,97,2025-12-06T03:05:49Z,5590000,False,,,0,,T. Maxey STEAL (4 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
614,PT07M02.00S,2025-12-06T03:05:49.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,5.568331143232584,54.411764705882355,1610612755,85,97,2025-12-06T03:15:58Z,5595000,False,-22.0,0.0,1,left,MISS T. Maxey running Layup - blocked,"[1630178, 1628398]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,Kuzma,1628398.0
615,PT07M02.00S,2025-12-06T03:05:49.2Z,4,REGULAR,block,,[],1628398,,,1610612755,85,97,2025-12-06T03:15:50Z,5597500,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
616,PT07M01.00S,2025-12-06T03:05:50.2Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612749,85,97,2025-12-06T03:15:50Z,5598750,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:7),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,614.0,7.0,7.0,0.0,,,,,
574,PT06M56.00S,2025-12-06T03:05:53.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,73.37385019710908,20.34313725490196,1610612749,85,97,2025-12-06T03:18:04Z,5600000,False,-148.0,198.0,1,right,MISS G. Trent Jr. 24' running 3PT,[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,,,,,,,,,,,,,,,,,
587,PT06M53.00S,2025-12-06T03:05:56.0Z,4,REGULAR,rebound,offensive,[],1628398,,,1610612749,85,97,2025-12-06T03:18:04Z,5605000,False,,,0,,K. Kuzma REBOUND (Off:3 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,574.0,5.0,2.0,3.0,,,,,
640,PT06M51.00S,2025-12-06T03:06:06.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,94.13600525624179,47.549019607843135,1610612749,85,97,2025-12-06T03:19:30Z,5607500,False,-12.0,3.0,1,right,MISS K. Kuzma driving reverse Layup,[1628398],1610612749.0,MIL,driving reverse,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
641,PT06M50.00S,2025-12-06T03:06:07.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,85,97,2025-12-06T03:19:30Z,5608750,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,640.0,,,,,,,,
575,PT06M50.00S,2025-12-06T03:06:20.3Z,4,REGULAR,substitution,out,[],203914,,,1610612755,85,97,2025-12-06T03:19:30Z,5610000,False,,,0,,SUB out: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M50.00S,2025-12-06T03:06:20.3Z,4,REGULAR,substitution,out,[],1628398,,,1610612755,85,97,2025-12-06T03:19:30Z,5620000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M50.00S,2025-12-06T03:06:20.3Z,4,REGULAR,substitution,out,[],1642272,,,1610612755,85,97,2025-12-06T03:19:30Z,5630000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M50.00S,2025-12-06T03:06:20.3Z,4,REGULAR,substitution,in,[],1630579,,,1610612755,85,97,2025-12-06T03:19:30Z,5640000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M50.00S,2025-12-06T03:06:20.3Z,4,REGULAR,substitution,in,[],1631157,,,1610612755,85,97,2025-12-06T03:19:30Z,5650000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M50.00S,2025-12-06T03:06:20.3Z,4,REGULAR,substitution,in,[],1642845,,,1610612755,85,97,2025-12-06T03:19:30Z,5660000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M31.00S,2025-12-06T03:06:59.9Z,4,REGULAR,3pt,Jump Shot,[],1642845,30.831143232588698,22.54901960784314,1610612755,85,97,2025-12-06T03:07:50Z,5670000,False,137.0,237.0,1,left,MISS V. Edgecombe 27' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,27.42,Missed,,,,,,,,,,,,,,,,,,
582,PT06M29.00S,2025-12-06T03:07:01.9Z,4,REGULAR,rebound,offensive,[],1641737,,,1610612755,85,97,2025-12-06T03:20:31Z,5680000,False,,,0,,A. Bona REBOUND (Off:3 Def:3),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,581.0,6.0,3.0,3.0,,,,,
583,PT06M18.00S,2025-12-06T03:07:12.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202331,23.209592641261498,45.588235294117645,1610612755,85,99,2025-12-06T03:21:17Z,5690000,False,22.0,166.0,1,left,P. George 16' pullup Jump Shot (16 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Center,16.72,Made,16.0,,,,,,,,,,,,,,,,,
584,PT06M05.00S,2025-12-06T03:07:26.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,92.59198423127464,50.0,1610612749,87,99,2025-12-06T03:21:33Z,5700000,False,0.0,17.0,1,right,B. Portis cutting Layup (17 PTS) (R. Rollins 6 AST),"[1626171, 1631157]",1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.71,Made,17.0,,,,,,,,,,,,,R. Rollins,1631157.0,6.0,,
586,PT05M51.00S,2025-12-06T03:07:40.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,19.398817345597898,63.48039215686274,1610612755,87,101,2025-12-06T03:21:54Z,5720000,False,-67.0,130.0,1,left,P. George 14' pullup Jump Shot (18 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,14.63,Made,18.0,,,,,,,,,,,,,,,,,
588,PT05M49.00S,2025-12-06T03:07:49.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,87,101,2025-12-06T03:07:49Z,5730000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M49.00S,2025-12-06T03:10:10.6Z,4,REGULAR,substitution,out,[],1641737,,,1610612749,87,101,2025-12-06T03:10:30Z,5740000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT05M49.00S,2025-12-06T03:10:10.6Z,4,REGULAR,substitution,in,[],203083,,,1610612749,87,101,2025-12-06T03:10:30Z,5750000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M40.00S,2025-12-06T03:10:54.0Z,4,REGULAR,foul,personal,[],1630178,,,1610612749,87,101,2025-12-06T03:11:04Z,5760000,False,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 1629018]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,202041.0,2.0,0.0,Trent Jr.,1629018.0,,,,,,,,,
594,PT05M27.00S,2025-12-06T03:11:30.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,81.02825229960578,48.77450980392157,1610612749,89,101,2025-12-06T03:22:29Z,5780000,False,-6.0,126.0,1,right,B. Portis 12' driving floating Jump Shot (19 PTS) (K. Porter Jr. 8 AST),"[1626171, 1629645]",1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,12.59,Made,19.0,,,,,,,,,,,,,K. Porter Jr.,1629645.0,8.0,,
596,PT05M04.00S,2025-12-06T03:11:53.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,19.66162943495401,50.245098039215684,1610612755,89,101,2025-12-06T03:11:59Z,5800000,False,-1.0,132.0,1,left,MISS V. Edgecombe 13' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,13.23,Missed,,,,,,,,,,,,,,,,,,
597,PT05M00.00S,2025-12-06T03:11:57.9Z,4,REGULAR,rebound,defensive,[],1631157,,,1610612749,89,101,2025-12-06T03:11:59Z,5810000,False,,,0,,R. Rollins REBOUND (Off:1 Def:4),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,596.0,5.0,4.0,1.0,,,,,
598,PT04M45.00S,2025-12-06T03:12:12.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,92.59198423127464,49.50980392156863,1610612749,91,101,2025-12-06T03:12:17Z,5820000,False,-2.0,17.0,1,right,R. Rollins driving finger roll Layup (14 PTS),[1631157],1610612749.0,MIL,driving finger roll,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,1.73,Made,14.0,,,,,,,,,,,,,,,,,
599,PT04M30.00S,2025-12-06T03:12:36.3Z,4,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612755,91,101,2025-12-06T03:12:59Z,5830000,False,,,0,,K. Porter Jr. shooting personal FOUL (2 PF) (George 2 FT),"[1629645, 202331]",1610612749.0,MIL,shooting,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right,,,,,,,101283.0,2.0,0.0,George,202331.0,,,,,,,,,
601,PT04M30.00S,2025-12-06T03:13:00.4Z,4,REGULAR,freethrow,1 of 2,[],202331,,,1610612755,91,102,2025-12-06T03:13:00Z,5850000,False,,,0,,P. George Free Throw 1 of 2 (19 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
602,PT04M30.00S,2025-12-06T03:13:18.5Z,4,REGULAR,freethrow,2 of 2,[],202331,,,1610612755,91,103,2025-12-06T03:13:18Z,5860000,False,,,0,,P. George Free Throw 2 of 2 (20 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
603,PT04M17.00S,2025-12-06T03:13:32.3Z,4,REGULAR,3pt,Jump Shot,[],1626171,89.30683311432325,95.09803921568627,1610612749,94,103,2025-12-06T03:24:32Z,5870000,False,225.0,48.0,1,right,B. Portis 3PT  (22 PTS) (K. Porter Jr. 9 AST),"[1626171, 1629645]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,23.06,Made,22.0,,,,,,,,,,,,,K. Porter Jr.,1629645.0,9.0,,
