actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-04-11T00:12:59.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-11T00:12:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-04-11T00:13:04.0Z,1,REGULAR,jumpball,recovered,[],1631260,,,1610612749,0,0,2026-04-11T00:13:04Z,40000,False,,,0,,Jump Ball M. Turner vs. T. Scott: Tip to A. Green,"[1631260, 1626167, 1630286]",1610612749.0,MIL,startperiod,A. Green,1631260.0,Green,A. Green,Turner,1626167.0,Scott,1630286.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-04-11T00:13:18.8Z,1,REGULAR,3pt,Jump Shot,[],1626167,21.681997371879106,88.7484681372549,1610612749,3,0,2026-04-11T00:13:38Z,70000,False,-194.0,151.0,1,left,M. Turner 24' 3PT step back (3 PTS) (T. Prince 1 AST),"[1626167, 1627752]",1610612749.0,MIL,step back,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,24.58,Made,3.0,T. Prince,1627752.0,1.0,,,,,,,,,,,,,,
9,PT11M13.00S,2026-04-11T00:13:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641869,81.60315374507228,58.19163602941176,1610612751,3,0,2026-04-11T00:13:58Z,90000,False,41.0,120.0,1,right,MISS M. Smith 12' pullup Shot,[1641869],1610612751.0,BKN,pullup,,,Smith,M. Smith,,,,,In The Paint (Non-RA),8-16 Center,12.72,Missed,,,,,,,,,,,,,,,,,,
10,PT11M10.00S,2026-04-11T00:13:48.5Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612749,3,0,2026-04-11T00:13:58Z,100000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
61,PT11M05.00S,2026-04-11T00:13:53.8Z,1,REGULAR,turnover,out-of-bounds,[],1631172,,,1610612749,3,0,2026-04-11T00:20:09Z,115000,False,,,0,,O. Dieng lost ball out-of-bounds TURNOVER (1 TO),[1631172],1610612749.0,MIL,lost ball,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628484.0,1.0,,,,,,,,
14,PT10M51.00S,2026-04-11T00:14:12.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641869,89.70105124835742,60.5392156862745,1610612751,3,0,2026-04-11T00:19:08Z,140000,False,53.0,44.0,1,right,MISS M. Smith 6' Layup,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,,
15,PT10M48.00S,2026-04-11T00:14:15.8Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,3,0,2026-04-11T00:14:20Z,150000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M41.00S,2026-04-11T00:14:22.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,8.623521681997373,53.18627450980392,1610612749,3,0,2026-04-11T00:14:27Z,160000,False,-16.0,29.0,1,left,MISS T. Prince driving Layup,[1627752],1610612749.0,MIL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
17,PT10M38.00S,2026-04-11T00:14:25.8Z,1,REGULAR,rebound,defensive,[],1630604,,,1610612751,3,0,2026-04-11T00:14:27Z,170000,False,,,0,,E. Liddell REBOUND (Off:0 Def:1),[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,Restricted Area,0-8 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
