actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-01T00:10:32.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-01T00:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-04-01T00:10:36.0Z,1,REGULAR,jumpball,recovered,[],1631157,,,1610612749,0,0,2026-04-01T00:10:36Z,40000,False,,,0,,Jump Ball J. Sims vs. D. Gafford: Tip to R. Rollins,"[1631157, 1630579, 1629655]",1610612749.0,MIL,startperiod,R. Rollins,1631157.0,Rollins,R. Rollins,Sims,1630579.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M51.00S,2026-04-01T00:10:42.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,31.225361366622867,73.2843137254902,1610612749,0,0,2026-04-01T00:11:03Z,70000,False,-116.0,241.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,26.76,Missed,,,,,,,,,,,,,,,,,,
8,PT11M49.00S,2026-04-01T00:10:44.4Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,0,0,2026-04-01T00:11:03Z,80000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2026-04-01T00:10:59.7Z,1,REGULAR,3pt,Jump Shot,[],1642948,65.61884034165571,41.65517769607843,1610612742,0,0,2026-04-01T00:11:09Z,90000,False,-42.0,271.0,1,right,MISS R. Nembhard 27' 3PT,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Above the Break 3,24+ Center,27.39,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2026-04-01T00:11:02.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,0,0,2026-04-01T00:11:09Z,100000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M15.00S,2026-04-01T00:11:16.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,5.732588699080158,37.745098039215684,1610612749,2,0,2026-04-01T00:11:22Z,110000,False,61.0,1.0,1,left,K. Kuzma 6' driving floating Jump Shot (2 PTS) (M. Turner 1 AST),"[1628398, 1626167]",1610612749.0,MIL,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.13,Made,,,,,2.0,M. Turner,1626167.0,1.0,,,,,,,,,,
13,PT10M56.00S,2026-04-01T00:11:38.7Z,1,REGULAR,2pt,Jump Shot,[],203114,83.96846254927726,74.77787990196079,1610612742,2,0,2026-04-01T00:12:11Z,130000,False,124.0,98.0,1,right,MISS K. Middleton 15' pullup Shot,[203114],1610612742.0,DAL,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,15.81,Missed,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2026-04-01T00:11:40.7Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,2,0,2026-04-01T00:12:11Z,140000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Right,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M43.00S,2026-04-01T00:11:50.6Z,1,REGULAR,2pt,Jump Shot,[],1626167,10.33180026281209,32.35294117647059,1610612749,2,0,2026-04-01T00:12:54Z,150000,False,88.0,45.0,1,left,MISS M. Turner 9' turnaround fadeaway Shot - blocked,"[1626167, 1629655]",1610612749.0,MIL,turnaround fadeaway,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,9.88,Missed,,,,,,,,,Gafford,1629655.0,,,,,,,,
17,PT10M43.00S,2026-04-01T00:11:50.6Z,1,REGULAR,block,,[],1629655,,,1610612749,2,0,2026-04-01T00:12:15Z,155000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2026-04-01T00:11:53.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,2,0,2026-04-01T00:13:37Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Right,,,15.0,,,,,,,,,,,,,,,,,
