actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-03T00:41:09.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-03T00:41:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-03T00:41:12.6Z,1,REGULAR,jumpball,recovered,[],1631248,,,1610612738,0,0,2026-03-03T00:41:12Z,40000,False,,,0,,Jump Ball N. Vučević vs. M. Turner: Tip to B. Scheierman,"[1631248, 202696, 1626167]",1610612738.0,BOS,startperiod,B. Scheierman,1631248.0,Scheierman,B. Scheierman,Vučević,202696.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-03-03T00:41:27.7Z,1,REGULAR,3pt,Jump Shot,[],1642864,86.28449408672799,4.411764705882353,1610612738,0,0,2026-03-03T00:41:38Z,70000,False,-228.0,76.0,1,right,MISS H. González 24' 3PT,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Left Corner 3,24+ Left,24.04,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2026-03-03T00:41:33.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2026-03-03T00:41:38Z,80000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2026-03-03T00:41:39.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,26.363337713534822,13.480392156862745,1610612749,0,0,2026-03-03T00:41:53Z,90000,False,183.0,195.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,26.74,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2026-03-03T00:41:43.2Z,1,REGULAR,rebound,offensive,[],1631260,,,1610612749,0,0,2026-03-03T00:41:43Z,100000,False,,,0,,A. Green REBOUND (Off:1 Def:0),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M17.00S,2026-03-03T00:42:08.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631172,17.73981603153745,68.16023284313727,1610612749,2,0,2026-03-03T00:42:20Z,120000,False,-91.0,114.0,1,left,O. Dieng 14' pullup Jump Shot (2 PTS) (M. Turner 1 AST),"[1631172, 1626167]",1610612749.0,MIL,pullup,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,14.6,Made,,,,,2.0,M. Turner,1626167.0,1.0,,,,,,,,,,
13,PT11M03.00S,2026-03-03T00:42:21.3Z,1,REGULAR,3pt,Jump Shot,[],1631248,67.78704007884363,59.91498161764706,1610612738,2,0,2026-03-03T00:43:27Z,130000,False,50.0,250.0,1,right,MISS B. Scheierman 25' pullup 3PT,[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2026-03-03T00:42:21.3Z,1,REGULAR,rebound,offensive,[],1642864,,,1610612738,2,0,2026-03-03T00:42:45Z,140000,False,,,0,,H. González REBOUND (Off:1 Def:0),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT11M03.00S,2026-03-03T00:42:26.3Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612738,2,0,2026-03-03T00:42:41Z,150000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (González 2 FT),"[1626167, 1642864]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,1.0,0.0,González,1642864.0,,,,,
17,PT11M03.00S,2026-03-03T00:42:56.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642864,,,1610612738,2,0,2026-03-03T00:42:56Z,170000,False,,,0,,MISS H. González Free Throw 1 of 2,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT11M03.00S,2026-03-03T00:42:56.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,2,0,2026-03-03T00:42:56Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
20,PT11M03.00S,2026-03-03T00:42:56.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642864,,,1610612738,2,0,2026-03-03T00:43:17Z,190000,False,,,0,,MISS H. González Free Throw 2 of 2,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT10M58.00S,2026-03-03T00:43:01.7Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,2,0,2026-03-03T00:43:17Z,200000,False,,,0,,A. Green REBOUND (Off:1 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,
22,PT10M53.00S,2026-03-03T00:43:21.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,5.863994743758213,50.49019607843137,1610612749,4,0,2026-03-03T00:44:37Z,210000,False,-2.0,3.0,1,left,G. Antetokounmpo running Layup (2 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,2.0,,,,,,,,,,,,,
23,PT10M40.00S,2026-03-03T00:43:35.4Z,1,REGULAR,2pt,Jump Shot,[],202696,78.84362680683311,27.228860294117645,1610612738,4,0,2026-03-03T00:43:43Z,220000,False,-114.0,146.0,1,right,MISS N. Vučević 18' Jump Shot,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Left Center,18.55,Missed,,,,,,,,,,,,,,,,,,
24,PT10M37.00S,2026-03-03T00:43:38.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,0,2026-03-03T00:43:43Z,230000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT10M28.00S,2026-03-03T00:43:47.3Z,1,REGULAR,3pt,Jump Shot,[],1631172,9.986859395532194,1.7386642156862746,1610612749,7,0,2026-03-03T00:44:00Z,240000,False,241.0,41.0,1,left,O. Dieng 24' 3PT  (5 PTS) (M. Turner 2 AST),"[1631172, 1626167]",1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,24.48,Made,,,,,5.0,M. Turner,1626167.0,2.0,,,,,,,,,,
27,PT10M01.00S,2026-03-03T00:44:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642864,92.59198423127464,50.73529411764706,1610612738,7,2,2026-03-03T00:44:24Z,260000,False,4.0,17.0,1,right,H. González driving finger roll Layup (2 PTS) (N. Vučević 1 AST),"[1642864, 202696]",1610612738.0,BOS,driving finger roll,,,González,H. González,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,2.0,N. Vučević,202696.0,1.0,,,,,,,,,,
29,PT09M37.00S,2026-03-03T00:44:38.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,29.911300919842315,78.67647058823529,1610612749,7,2,2026-03-03T00:44:48Z,280000,False,-143.0,229.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,26.99,Missed,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2026-03-03T00:44:42.0Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,7,2,2026-03-03T00:44:48Z,290000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,
31,PT09M32.00S,2026-03-03T00:44:42.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,8.229303547963205,52.20588235294118,1610612749,7,2,2026-03-03T00:44:51Z,300000,False,-11.0,25.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
32,PT09M29.00S,2026-03-03T00:44:45.8Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,7,2,2026-03-03T00:44:51Z,310000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M22.00S,2026-03-03T00:44:52.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,97.19119579500656,96.07843137254902,1610612738,7,2,2026-03-03T00:46:27Z,320000,False,230.0,-26.0,1,right,MISS D. White running pullup 3PT,[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
34,PT09M21.00S,2026-03-03T00:44:53.7Z,1,REGULAR,rebound,offensive,[],1642864,,,1610612738,7,2,2026-03-03T00:53:30Z,330000,False,,,0,,H. González REBOUND (Off:2 Def:0),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Right Corner 3,24+ Right,,,33.0,2.0,0.0,2.0,,,,,,,,,,,,,,
35,PT09M21.00S,2026-03-03T00:45:00.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642864,94.40999984741211,50.0,1610612738,7,4,2026-03-03T00:45:10Z,340000,False,0.0,0.0,1,right,H. González tip DUNK (4 PTS),[1642864],1610612738.0,BOS,tip,,,González,H. González,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
36,PT09M10.00S,2026-03-03T00:45:05.2Z,1,REGULAR,3pt,Jump Shot,[],1626167,27.151773981603156,15.441176470588236,1610612749,7,4,2026-03-03T00:45:14Z,350000,False,173.0,203.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
37,PT09M10.00S,2026-03-03T00:45:05.2Z,1,REGULAR,rebound,defensive,[],1642864,,,1610612738,7,4,2026-03-03T00:45:14Z,360000,False,,,0,,H. González REBOUND (Off:2 Def:1),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right Center,,,36.0,3.0,1.0,2.0,,,,,,,,,,,,,,
38,PT09M04.00S,2026-03-03T00:45:11.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,76.5604467805519,5.147058823529411,1610612738,7,7,2026-03-03T00:45:22Z,370000,False,-224.0,168.0,1,right,S. Hauser 28' 3PT running (3 PTS) (D. White 1 AST),"[1630573, 1628401]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,28.01,Made,,,,,3.0,D. White,1628401.0,1.0,,,,,,,,,,
40,PT08M46.00S,2026-03-03T00:45:28.7Z,1,REGULAR,3pt,Jump Shot,[],1631260,31.750985545335087,75.73529411764706,1610612749,7,7,2026-03-03T00:45:36Z,390000,False,-129.0,246.0,1,left,MISS A. Green 27' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,27.76,Missed,,,,,,,,,,,,,,,,,,
41,PT08M42.00S,2026-03-03T00:45:32.7Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,7,7,2026-03-03T00:45:36Z,400000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,40.0,4.0,2.0,2.0,,,,,,,,,,,,,,
42,PT08M41.00S,2026-03-03T00:45:33.7Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,7,7,2026-03-03T00:45:40Z,410000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 1631248]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Scheierman,1631248.0,,
43,PT08M41.00S,2026-03-03T00:45:33.7Z,1,REGULAR,steal,,[],1631248,,,1610612738,7,7,2026-03-03T00:45:38Z,420000,False,,,0,,B. Scheierman STEAL (1 STL),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M22.00S,2026-03-03T00:45:52.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,67.8014126149803,71.34650735294117,1610612738,7,10,2026-03-03T00:46:02Z,430000,False,107.0,250.0,1,right,D. White 27' 3PT  (3 PTS) (N. Vučević 2 AST),"[1628401, 202696]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,27.2,Made,,,,,3.0,N. Vučević,202696.0,2.0,,,,,,,,,,
46,PT08M11.00S,2026-03-03T00:46:07.6Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612749,7,10,2026-03-03T00:46:22Z,450000,False,,,0,,N. Vučević shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[202696, 203507]",1610612738.0,BOS,shooting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
48,PT08M11.00S,2026-03-03T00:46:45.9Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,8,10,2026-03-03T00:46:45Z,470000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
49,PT08M11.00S,2026-03-03T00:46:45.9Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,8,10,2026-03-03T00:47:06Z,480000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT08M08.00S,2026-03-03T00:46:48.9Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,8,10,2026-03-03T00:47:06Z,490000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
