actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-16T01:10:36.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-16T01:10:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-16T01:10:39.3Z,1,REGULAR,jumpball,recovered,[],1642355,,,1610612747,0,0,2025-11-16T01:10:39Z,40000,False,,,0,,Jump Ball D. Ayton vs. M. Turner: Tip to B. James,"[1642355, 1629028, 1626167]",1610612747.0,LAL,startperiod,B. James,1642355.0,James,B. James,Ayton,1629028.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-16T01:10:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,82.9993429697766,54.166666666666664,1610612747,0,2,2025-11-16T01:10:57Z,70000,False,21.0,107.0,1,right,A. Reaves 10' pullup Jump Shot (2 PTS) (L. Dončić 1 AST),"[1630559, 1629029]",1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,10.93,Made,2.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2025-11-16T01:11:12.8Z,1,REGULAR,3pt,Jump Shot,[],1631157,21.23850197109067,7.352941176470589,1610612749,0,2,2025-11-16T01:11:20Z,90000,False,213.0,147.0,1,left,MISS R. Rollins 25' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2025-11-16T01:11:16.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,0,2,2025-11-16T01:11:20Z,100000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M05.00S,2025-11-16T01:11:30.3Z,1,REGULAR,3pt,Jump Shot,[],1642355,93.9060446780552,96.32352941176471,1610612747,0,2,2025-11-16T01:11:41Z,110000,False,232.0,5.0,1,right,MISS B. James step back 3PT,[1642355],1610612747.0,LAL,step back,,,James,B. James,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
12,PT11M01.00S,2025-11-16T01:11:34.3Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,0,2,2025-11-16T01:11:41Z,120000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M45.00S,2025-11-16T01:12:04.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.783837056504599,51.9607843137255,1610612749,2,2,2025-11-16T01:12:10Z,140000,False,-10.0,11.0,1,left,G. Antetokounmpo cutting DUNK (2 PTS) (R. Rollins 1 AST),"[203507, 1631157]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,R. Rollins,1631157.0,1.0,,,,,,,,,,,,,,
16,PT10M22.00S,2025-11-16T01:12:27.6Z,1,REGULAR,3pt,Jump Shot,[],1630559,74.72076215505913,13.23529411764706,1610612747,2,2,2025-11-16T01:12:33Z,160000,False,-184.0,185.0,1,right,MISS A. Reaves 26' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
17,PT10M18.00S,2025-11-16T01:12:31.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,2,2025-11-16T01:12:33Z,170000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
