actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M02.00S,2022-02-12T00:13:41.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202709,7.145203679369246,52.69607843137255,1610612765,4,5,2022-02-12T00:13:50Z,180000,-13.0,15.0,1,left,MISS C. Joseph driving reverse DUNK,[202709],1610612765.0,DET,driving reverse,,,Joseph,C. Joseph,,,,,,,,,2.0,Missed,,,,,,,,,,,,,,
19,PT09M55.00S,2022-02-12T00:13:48.5Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,4,5,2022-02-12T00:13:48Z,190000,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,,
20,PT09M55.00S,2022-02-12T00:13:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,5.590000152587891,50.0,1610612765,6,5,2022-02-12T00:13:48Z,200000,0.0,0.0,1,left,S. Bey tip Layup (4 PTS),[1630180],1610612765.0,DET,tip,,,Bey,S. Bey,,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,
21,PT09M52.00S,2022-02-12T00:13:51.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628970,90.32522996057818,54.90196078431372,1610612766,6,5,2022-02-12T01:42:35Z,210000,25.0,38.0,1,right,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,,,,,4.56,Missed,,,,,,,,,,,,,,
22,PT09M50.00S,2022-02-12T00:13:53.6Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,6,5,2022-02-12T01:42:35Z,220000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,
23,PT09M47.00S,2022-02-12T00:13:56.5Z,1,REGULAR,2pt,Jump Shot,[],203924,12.401445466491452,69.6078431372549,1610612765,6,5,2022-02-12T01:42:43Z,230000,-98.0,64.0,1,left,MISS J. Grant 11' pullup bank Shot,[203924],1610612765.0,DET,pullup bank,,,Grant,J. Grant,,,,,,,,,11.71,Missed,,,,,,,,,,,,,,
24,PT09M38.00S,2022-02-12T00:14:05.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,6,5,2022-02-12T00:20:22Z,240000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,
27,PT09M38.00S,2022-02-12T00:14:13.3Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612766,6,5,2022-02-12T00:14:25Z,270000,,,0,,J. Grant shooting personal FOUL (1 PF) (Plumlee 2 FT),"[203924, 203486]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,202007.0,,,,,,,,,,,,,,1.0,0.0,Plumlee,203486.0,,
29,PT09M38.00S,2022-02-12T00:14:28.9Z,1,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,6,5,2022-02-12T00:14:28Z,290000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,Missed,,,,,,,,,,,,,,
30,PT09M38.00S,2022-02-12T00:14:28.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,6,5,2022-02-12T00:14:28Z,300000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,
31,PT09M38.00S,2022-02-12T00:14:45.4Z,1,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,6,6,2022-02-12T00:14:45Z,310000,,,0,,M. Plumlee Free Throw 2 of 2 (1 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
32,PT09M29.00S,2022-02-12T00:14:59.3Z,1,REGULAR,foul,personal,[],1626162,,,1610612765,6,6,2022-02-12T00:15:08Z,320000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1630180]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,202026.0,,,,,,,,,,,,,,1.0,0.0,Bey,1630180.0,,
34,PT09M21.00S,2022-02-12T00:15:20.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,36.44875164257556,58.57843137254902,1610612765,6,6,2022-02-12T00:15:24Z,340000,-43.0,290.0,1,left,MISS S. Bey 29' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,29.33,Missed,,,,,,,,,,,,,,
35,PT09M18.00S,2022-02-12T00:15:23.6Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,6,6,2022-02-12T00:15:24Z,350000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,
36,PT09M12.00S,2022-02-12T00:15:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,90.19382391590013,48.0392156862745,1610612766,6,8,2022-02-12T00:18:04Z,360000,-10.0,40.0,1,right,T. Rozier driving finger roll Layup (2 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,,,,,4.09,Made,2.0,,,,,,,,,,,,,
37,PT09M02.00S,2022-02-12T00:15:39.6Z,1,REGULAR,2pt,Jump Shot,[],1630180,23.308147174770042,66.42156862745098,1610612765,8,8,2022-02-12T00:15:45Z,370000,-82.0,167.0,1,left,S. Bey 18' pullup Jump Shot (6 PTS),[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,,,,,18.57,Made,6.0,,,,,,,,,,,,,
38,PT08M48.00S,2022-02-12T00:15:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,91.63929040735874,56.61764705882353,1610612766,8,10,2022-02-12T00:16:00Z,380000,33.0,26.0,1,right,L. Ball driving Layup (5 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,,,,,4.22,Made,5.0,M. Bridges,1628970.0,1.0,,,,,,,,,,
40,PT08M48.00S,2022-02-12T00:16:00.1Z,1,REGULAR,foul,personal,['1freethrow'],202709,,,1610612766,8,10,2022-02-12T00:16:21Z,400000,,,0,,C. Joseph shooting personal FOUL (1 PF) (Ball 1 FT),"[202709, 1630163]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,202026.0,,,,,,,,,,,,,,1.0,0.0,Ball,1630163.0,,
42,PT08M48.00S,2022-02-12T00:16:22.8Z,1,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,8,11,2022-02-12T00:16:22Z,420000,,,0,,L. Ball Free Throw 1 of 1 (6 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
43,PT08M34.00S,2022-02-12T00:16:39.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,8,11,2022-02-12T00:16:39Z,430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M30.00S,2022-02-12T00:16:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,8.196452036793687,44.85294117647059,1610612765,10,11,2022-02-12T00:17:03Z,440000,26.0,25.0,1,left,I. Stewart Layup (4 PTS) (J. Grant 2 AST),"[1630191, 203924]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,3.55,Made,4.0,J. Grant,203924.0,2.0,,,,,,,,,,
46,PT08M20.00S,2022-02-12T00:17:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,85.5946123521682,95.09803921568627,1610612766,10,14,2022-02-12T00:21:16Z,460000,225.0,83.0,1,right,L. Ball 24' 3PT step back (9 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,,,,,24.03,Made,9.0,,,,,,,,,,,,,
47,PT08M12.00S,2022-02-12T00:17:18.3Z,1,REGULAR,foul,personal,[],203486,,,1610612765,10,14,2022-02-12T00:17:27Z,470000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1630180]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,1201.0,,,,,,,,,,,,,,1.0,0.0,Bey,1630180.0,,
49,PT08M04.00S,2022-02-12T00:17:43.6Z,1,REGULAR,3pt,Jump Shot,[],1630595,33.952036793692514,45.833333333333336,1610612765,13,14,2022-02-12T00:17:48Z,490000,21.0,267.0,1,left,C. Cunningham 26' 3PT  (3 PTS) (I. Stewart 1 AST),"[1630595, 1630191]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,26.74,Made,3.0,I. Stewart,1630191.0,1.0,,,,,,,,,,
51,PT07M53.00S,2022-02-12T00:18:05.5Z,1,REGULAR,foul,personal,[],202709,,,1610612766,13,14,2022-02-12T00:18:14Z,510000,,,0,,C. Joseph personal FOUL (2 PF),"[202709, 1626179]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,1201.0,,,,,,,,,,,,,,2.0,0.0,Rozier,1626179.0,,
53,PT07M49.00S,2022-02-12T00:18:23.7Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,13,14,2022-02-12T00:18:28Z,530000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1630595]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,1.0,Cunningham,1630595.0,,,,,,,,,,,,,,,,
54,PT07M49.00S,2022-02-12T00:18:23.7Z,1,REGULAR,steal,,[],1630595,,,1610612765,13,14,2022-02-12T00:18:26Z,540000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M44.00S,2022-02-12T00:18:27.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630180,7.276609724047319,46.81372549019608,1610612765,15,14,2022-02-12T00:18:36Z,550000,16.0,16.0,1,left,S. Bey running DUNK (8 PTS) (C. Cunningham 1 AST),"[1630180, 1630595]",1610612765.0,DET,running,,,Bey,S. Bey,,,,,,,,,2.25,Made,8.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,
57,PT07M44.00S,2022-02-12T00:18:37.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,14,2022-02-12T00:18:43Z,570000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M28.00S,2022-02-12T00:21:44.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,66.93495400788436,62.254901960784316,1610612766,15,14,2022-02-12T01:42:52Z,580000,61.0,258.0,1,right,MISS K. Oubre Jr. 26' step back 3PT,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,26.55,Missed,,,,,,,,,,,,,,
59,PT07M25.00S,2022-02-12T00:21:47.6Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,15,14,2022-02-12T00:21:49Z,590000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,
60,PT07M17.00S,2022-02-12T00:21:54.8Z,1,REGULAR,3pt,Jump Shot,[],203924,8.459264126149804,95.09803921568627,1610612765,15,14,2022-02-12T00:21:58Z,600000,-225.0,27.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,22.71,Missed,,,,,,,,,,,,,,
61,PT07M14.00S,2022-02-12T00:21:57.8Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,15,14,2022-02-12T00:21:58Z,610000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,
62,PT07M10.00S,2022-02-12T00:22:02.3Z,1,REGULAR,turnover,bad pass,[],1626162,,,1610612766,15,14,2022-02-12T00:22:05Z,620000,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1630595]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,1.0,Cunningham,1630595.0,,,,,,,,,,,,,,,,
63,PT07M10.00S,2022-02-12T00:22:02.3Z,1,REGULAR,steal,,[],1630595,,,1610612765,15,14,2022-02-12T00:22:04Z,630000,,,0,,C. Cunningham STEAL (2 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2022-02-12T00:22:07.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,9.904730617608408,96.07843137254902,1610612765,15,14,2022-02-12T00:22:16Z,640000,-230.0,41.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,23.39,Missed,,,,,,,,,,,,,,
65,PT07M01.00S,2022-02-12T00:22:11.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,15,14,2022-02-12T00:22:16Z,650000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,
66,PT06M52.00S,2022-02-12T00:22:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,81.65243101182654,58.088235294117645,1610612766,15,14,2022-02-12T00:22:24Z,660000,40.0,120.0,1,right,MISS T. Rozier 12' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,,,,,12.66,Missed,,,,,,,,,,,,,,
67,PT06M49.00S,2022-02-12T00:22:22.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,15,14,2022-02-12T00:22:24Z,670000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,
68,PT06M41.00S,2022-02-12T00:22:31.9Z,1,REGULAR,turnover,lost ball,[],1630180,,,1610612765,15,14,2022-02-12T00:22:37Z,680000,,,0,,S. Bey lost ball TURNOVER (1 TO),"[1630180, 1628970]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,1.0,Bridges,1628970.0,,,,,,,,,,,,,,,,
77,PT06M41.00S,2022-02-12T00:22:31.9Z,1,REGULAR,steal,,[],1628970,,,1610612766,15,14,2022-02-12T00:23:34Z,690000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M37.00S,2022-02-12T00:22:43.7Z,1,REGULAR,foul,personal,['2freethrow'],202709,,,1610612766,15,14,2022-02-12T00:22:54Z,700000,,,0,,C. Joseph shooting personal FOUL (3 PF) (Oubre Jr. 2 FT),"[202709, 1626162]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,202007.0,,,,,,,,,,,,,,3.0,0.0,Oubre Jr.,1626162.0,,
72,PT06M37.00S,2022-02-12T00:23:03.8Z,1,REGULAR,substitution,out,[],202709,,,1610612766,15,14,2022-02-12T00:23:10Z,720000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M37.00S,2022-02-12T00:23:03.8Z,1,REGULAR,substitution,in,[],1630165,,,1610612766,15,14,2022-02-12T00:23:10Z,730000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M37.00S,2022-02-12T00:23:18.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626162,,,1610612766,15,14,2022-02-12T00:23:18Z,740000,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,
75,PT06M37.00S,2022-02-12T00:23:18.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,15,14,2022-02-12T00:23:18Z,750000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,
76,PT06M37.00S,2022-02-12T00:23:22.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626162,,,1610612766,15,15,2022-02-12T00:23:22Z,760000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (3 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
78,PT06M22.00S,2022-02-12T00:23:38.7Z,1,REGULAR,turnover,bad pass,[],1630180,,,1610612765,15,15,2022-02-12T00:23:42Z,770000,,,0,,S. Bey bad pass TURNOVER (2 TO),"[1630180, 1630163]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,2.0,Ball,1630163.0,,,,,,,,,,,,,,,,
79,PT06M22.00S,2022-02-12T00:23:38.7Z,1,REGULAR,steal,,[],1630163,,,1610612766,15,15,2022-02-12T00:23:40Z,780000,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M17.00S,2022-02-12T00:23:42.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626179,93.34756898817345,50.0,1610612766,15,17,2022-02-12T00:24:30Z,790000,0.0,10.0,1,right,T. Rozier running finger roll Layup (4 PTS) (L. Ball 2 AST),"[1626179, 1630163]",1610612766.0,CHA,running finger roll,,,Rozier,T. Rozier,,,,,,,,,1.0,Made,4.0,L. Ball,1630163.0,2.0,,,,,,,,,,
82,PT06M06.00S,2022-02-12T00:23:53.5Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,15,17,2022-02-12T00:23:57Z,810000,,,0,,C. Cunningham lost ball TURNOVER (2 TO),"[1630595, 1626179]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,2.0,Rozier,1626179.0,,,,,,,,,,,,,,,,
83,PT06M06.00S,2022-02-12T00:23:53.5Z,1,REGULAR,steal,,[],1626179,,,1610612766,15,17,2022-02-12T00:52:17Z,820000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M03.00S,2022-02-12T00:24:00.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,95.58147174770039,5.14705882352942,1610612766,15,17,2022-02-12T00:44:30Z,830000,-224.0,-11.0,1,right,MISS T. Rozier step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,,,,,22.46,Missed,,,,,,,,,,,,,,
85,PT06M01.00S,2022-02-12T00:24:02.6Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,15,17,2022-02-12T00:44:30Z,840000,,,0,,L. Ball REBOUND (Off:1 Def:0),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,84.0,1.0,0.0,1.0,,,,,,
86,PT06M00.00S,2022-02-12T00:24:09.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630163,94.40999984741211,50.0,1610612766,15,17,2022-02-12T00:44:43Z,850000,0.0,0.0,1,right,MISS L. Ball tip DUNK,[1630163],1610612766.0,CHA,tip,,,Ball,L. Ball,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
87,PT05M59.00S,2022-02-12T00:24:10.9Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,15,17,2022-02-12T00:44:43Z,860000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,86.0,3.0,2.0,1.0,,,,,,
88,PT05M59.00S,2022-02-12T00:24:14.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",203486,90.32522996057818,52.94117647058824,1610612766,15,17,2022-02-12T00:44:56Z,862500,15.0,38.0,1,right,MISS M. Plumlee putback DUNK - blocked,"[203486, 1630191]",1610612766.0,CHA,putback,,,Plumlee,M. Plumlee,,,,,,,,,4.11,Missed,,,,,,,,,,,,,Stewart,1630191.0
89,PT05M59.00S,2022-02-12T00:24:14.2Z,1,REGULAR,block,,[],1630191,,,1610612766,15,17,2022-02-12T00:24:18Z,863750,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M57.00S,2022-02-12T00:24:16.2Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,15,17,2022-02-12T00:44:56Z,864375,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,
130,PT05M52.00S,2022-02-12T00:24:15.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630191,7.276609724047319,47.79411764705882,1610612765,17,17,2022-02-12T01:19:39Z,865000,11.0,16.0,1,left,I. Stewart running Layup (6 PTS) (S. Bey 1 AST),"[1630191, 1630180]",1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,,,,,1.93,Made,6.0,S. Bey,1630180.0,1.0,,,,,,,,,,
230,PT05M45.00S,2022-02-12T00:24:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.61038107752957,50.0,1610612766,17,17,2022-02-12T00:49:05Z,883750,0.0,8.0,1,right,MISS M. Bridges Layup - blocked,"[1628970, 1630180]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,0.76,Missed,,,,,,,,,,,,,Bey,1630180.0
