actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
179,PT08M53.00S,2022-03-13T19:41:25.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628392,6.701708278580824,65.5828737745098,1610612746,33,21,2022-03-13T19:41:37Z,1770000,-78.0,10.0,1,left,I. Hartenstein 7' floating Jump Shot (4 PTS) (L. Kennard 2 AST),"[1628392, 1628379]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,7.86,Made,,,,,4.0,,,L. Kennard,1628379.0,2.0,,,,,,,,
181,PT08M36.00S,2022-03-13T19:41:42.1Z,2,REGULAR,3pt,Jump Shot,[],1630587,92.95335085413929,96.32352941176471,1610612765,36,21,2022-03-13T19:41:46Z,1790000,232.0,14.0,1,right,I. Livers 3PT  (3 PTS) (S. Lee 2 AST),"[1630587, 1630240]",1610612765.0,DET,,,,Livers,I. Livers,,,,,23.2,Made,,,,,3.0,,,S. Lee,1630240.0,2.0,,,,,,,,
183,PT08M22.00S,2022-03-13T19:41:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,5.831143232588701,55.3921568627451,1610612746,36,21,2022-03-13T19:42:00Z,1810000,-27.0,2.0,1,left,MISS I. Hartenstein driving Layup,[1628392],1610612746.0,LAC,driving,,,Hartenstein,I. Hartenstein,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,
184,PT08M20.00S,2022-03-13T19:41:58.6Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,36,21,2022-03-13T19:42:00Z,1820000,,,0,,S. Bey REBOUND (Off:0 Def:7),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,183.0,7.0,7.0,0.0,,,,,,,,,,,,,,
185,PT08M13.00S,2022-03-13T19:42:07.7Z,2,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612765,36,21,2022-03-13T19:42:17Z,1830000,,,0,,A. Coffey shooting personal FOUL (2 PF) (Bey 2 FT),"[1629599, 1630180]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,,,,,,,,204058.0,,,,,2.0,0.0,Bey,1630180.0,,,,
187,PT08M13.00S,2022-03-13T19:42:37.0Z,2,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,37,21,2022-03-13T19:42:37Z,1850000,,,0,,S. Bey Free Throw 1 of 2 (6 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
188,PT08M13.00S,2022-03-13T19:42:38.4Z,2,REGULAR,substitution,out,[],203482,,,1610612765,37,21,2022-03-13T19:42:47Z,1860000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M13.00S,2022-03-13T19:42:38.4Z,2,REGULAR,substitution,out,[],1628392,,,1610612765,37,21,2022-03-13T19:42:47Z,1870000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M13.00S,2022-03-13T19:42:38.4Z,2,REGULAR,substitution,in,[],1628963,,,1610612765,37,21,2022-03-13T19:42:47Z,1880000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M13.00S,2022-03-13T19:42:38.4Z,2,REGULAR,substitution,in,[],1627826,,,1610612765,37,21,2022-03-13T19:42:47Z,1890000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M13.00S,2022-03-13T19:43:03.7Z,2,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,38,21,2022-03-13T19:43:03Z,1900000,,,0,,S. Bey Free Throw 2 of 2 (7 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
193,PT07M51.00S,2022-03-13T19:43:28.2Z,2,REGULAR,2pt,Jump Shot,[],1628379,6.619579500657039,22.794117647058826,1610612746,38,21,2022-03-13T19:43:34Z,1910000,136.0,10.0,1,left,MISS L. Kennard 13' fadeaway Shot,[1628379],1610612746.0,LAC,fadeaway,,,Kennard,L. Kennard,,,,,13.63,Missed,,,,,,,,,,,,,,,,,,
194,PT07M50.00S,2022-03-13T19:43:32.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,38,21,2022-03-13T19:43:32Z,1920000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,
195,PT07M50.00S,2022-03-13T19:43:34.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,38,21,2022-03-13T19:43:34Z,1930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M48.00S,2022-03-13T19:44:20.0Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612746,38,21,2022-03-13T19:44:20Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M46.00S,2022-03-13T19:44:24.5Z,2,REGULAR,turnover,bad pass,[],1629599,,,1610612746,38,21,2022-03-13T19:44:31Z,1950000,,,0,,A. Coffey bad pass TURNOVER (1 TO),"[1629599, 1630180]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,1.0,,,,,,,,,,Bey,1630180.0
198,PT07M46.00S,2022-03-13T19:44:24.5Z,2,REGULAR,steal,,[],1630180,,,1610612765,38,21,2022-03-13T19:44:26Z,1960000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M44.00S,2022-03-13T19:44:27.9Z,2,REGULAR,turnover,bad pass,[],1630180,,,1610612765,38,21,2022-03-13T19:45:00Z,1970000,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 1629611]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,1.0,,,,,,,,,,Mann,1629611.0
200,PT07M44.00S,2022-03-13T19:44:27.9Z,2,REGULAR,steal,,[],1629611,,,1610612746,38,21,2022-03-13T19:44:29Z,1980000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M39.00S,2022-03-13T19:44:32.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629599,6.356767411300922,45.34313725490197,1610612746,38,23,2022-03-13T19:46:09Z,1990000,23.0,7.0,1,left,A. Coffey driving Layup (2 PTS) (T. Mann 1 AST),"[1629599, 1629611]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,2.44,Made,,,,,2.0,,,T. Mann,1629611.0,1.0,,,,,,,,
203,PT07M30.00S,2022-03-13T19:44:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,93.34756898817345,46.568627450980394,1610612765,40,23,2022-03-13T19:45:27Z,2010000,-17.0,10.0,1,right,S. Lee driving reverse Layup (2 PTS),[1630240],1610612765.0,DET,driving reverse,,,Lee,S. Lee,,,,,1.99,Made,,,,,2.0,,,,,,,,,,,,,
204,PT07M30.00S,2022-03-13T19:44:48.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,40,23,2022-03-13T19:44:49Z,2020000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M30.00S,2022-03-13T19:44:49.5Z,2,REGULAR,substitution,out,[],1630527,,,1610612746,40,23,2022-03-13T19:47:34Z,2030000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M30.00S,2022-03-13T19:44:49.5Z,2,REGULAR,substitution,out,[],1628379,,,1610612746,40,23,2022-03-13T19:47:34Z,2040000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M30.00S,2022-03-13T19:44:49.5Z,2,REGULAR,substitution,in,[],201587,,,1610612746,40,23,2022-03-13T19:47:34Z,2050000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M30.00S,2022-03-13T19:44:49.5Z,2,REGULAR,substitution,in,[],202694,,,1610612746,40,23,2022-03-13T19:47:34Z,2060000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M17.00S,2022-03-13T19:48:02.8Z,2,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612746,40,23,2022-03-13T19:48:17Z,2070000,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Zubac 2 FT),"[1628963, 1627826]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,,,,,,,,204058.0,,,,,1.0,0.0,Zubac,1627826.0,,,,
211,PT07M17.00S,2022-03-13T19:48:23.1Z,2,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,40,24,2022-03-13T19:48:23Z,2090000,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
212,PT07M17.00S,2022-03-13T19:48:39.1Z,2,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,40,24,2022-03-13T19:48:39Z,2100000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,
213,PT07M14.00S,2022-03-13T19:48:40.5Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,40,24,2022-03-13T19:48:40Z,2110000,,,0,,I. Livers REBOUND (Off:1 Def:2),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,212.0,3.0,2.0,1.0,,,,,,,,,,,,,,
214,PT07M10.00S,2022-03-13T19:48:47.7Z,2,REGULAR,foul,personal,[],1629611,,,1610612765,40,24,2022-03-13T19:49:30Z,2120000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1630240]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,2004.0,,,,,1.0,0.0,Lee,1630240.0,,,,
216,PT06M55.00S,2022-03-13T19:49:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,79.94415243101183,39.70588235294118,1610612765,40,24,2022-03-13T19:49:34Z,2140000,-51.0,136.0,1,right,MISS S. Bey 14' Jump Shot,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,14.54,Missed,,,,,,,,,,,,,,,,,,
217,PT06M55.00S,2022-03-13T19:49:30.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,40,24,2022-03-13T19:49:30Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,
218,PT06M55.00S,2022-03-13T19:49:31.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612765,40,24,2022-03-13T19:49:45Z,2160000,,,0,,T. Mann personal FOUL (2 PF) (Bagley III 2 FT),"[1629611, 1628963]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,202056.0,,,,,2.0,0.0,Bagley III,1628963.0,,,,
220,PT06M55.00S,2022-03-13T19:50:00.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628963,,,1610612765,41,24,2022-03-13T19:50:00Z,2180000,,,0,,M. Bagley III Free Throw 1 of 2 (3 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
221,PT06M55.00S,2022-03-13T19:50:21.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628963,,,1610612765,41,24,2022-03-13T19:50:21Z,2190000,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT06M53.00S,2022-03-13T19:50:22.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,41,24,2022-03-13T19:50:22Z,2200000,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,221.0,4.0,4.0,0.0,,,,,,,,,,,,,,
223,PT06M38.00S,2022-03-13T19:50:42.3Z,2,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612746,41,24,2022-03-13T19:50:56Z,2210000,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Coffey 2 FT),"[1628963, 1629599]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,,,,,,,,202056.0,,,,,2.0,0.0,Coffey,1629599.0,,,,
225,PT06M38.00S,2022-03-13T19:51:12.1Z,2,REGULAR,freethrow,1 of 2,[],1629599,,,1610612746,41,25,2022-03-13T19:51:12Z,2230000,,,0,,A. Coffey Free Throw 1 of 2 (3 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
226,PT06M38.00S,2022-03-13T19:51:26.1Z,2,REGULAR,freethrow,2 of 2,[],1629599,,,1610612746,41,26,2022-03-13T19:51:26Z,2240000,,,0,,A. Coffey Free Throw 2 of 2 (4 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
227,PT06M13.00S,2022-03-13T19:51:52.9Z,2,REGULAR,3pt,Jump Shot,[],1630587,69.1688567674113,22.303921568627445,1610612765,41,26,2022-03-13T19:51:56Z,2250000,-138.0,237.0,1,right,MISS I. Livers 27' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,27.48,Missed,,,,,,,,,,,,,,,,,,
228,PT06M10.00S,2022-03-13T19:51:55.9Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,41,26,2022-03-13T19:51:56Z,2260000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,
229,PT06M05.00S,2022-03-13T19:52:04.9Z,2,REGULAR,turnover,traveling,[],202694,,,1610612746,41,26,2022-03-13T19:52:11Z,2270000,,,0,,M. Morris Sr. traveling TURNOVER (1 TO),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,2004.0,1.0,,,,,,,,,,,
230,PT05M53.00S,2022-03-13T19:52:30.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630587,94.79303547963207,3.67647058823529,1610612765,44,26,2022-03-13T19:52:35Z,2280000,-232.0,-4.0,1,right,I. Livers 3PT  (6 PTS) (C. Cunningham 4 AST),"[1630587, 1630595]",1610612765.0,DET,,,,Livers,I. Livers,,,,,23.16,Made,,,,,6.0,,,C. Cunningham,1630595.0,4.0,,,,,,,,
232,PT05M39.00S,2022-03-13T19:52:53.1Z,2,REGULAR,foul,personal,[],1628963,,,1610612746,44,26,2022-03-13T19:53:29Z,2300000,,,0,,M. Bagley III personal FOUL (3 PF),"[1628963, 1627826]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,2004.0,,,,,3.0,0.0,Zubac,1627826.0,,,,
234,PT05M39.00S,2022-03-13T19:53:05.1Z,2,REGULAR,substitution,out,[],1628963,,,1610612746,44,26,2022-03-13T19:53:13Z,2320000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M39.00S,2022-03-13T19:53:05.1Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,44,26,2022-03-13T19:53:13Z,2330000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M39.00S,2022-03-13T19:53:05.1Z,2,REGULAR,substitution,in,[],203482,,,1610612746,44,26,2022-03-13T19:53:13Z,2340000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M39.00S,2022-03-13T19:53:05.1Z,2,REGULAR,substitution,in,[],202704,,,1610612746,44,26,2022-03-13T19:53:13Z,2350000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M39.00S,2022-03-13T19:53:15.1Z,2,REGULAR,substitution,out,[],1630240,,,1610612746,44,26,2022-03-13T19:53:19Z,2360000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M39.00S,2022-03-13T19:53:15.1Z,2,REGULAR,substitution,in,[],202709,,,1610612746,44,26,2022-03-13T19:53:19Z,2370000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M30.00S,2022-03-13T19:53:35.4Z,2,REGULAR,3pt,Jump Shot,[],202694,6.619579500657039,97.30392156862744,1610612746,44,29,2022-03-13T19:53:39Z,2380000,-237.0,10.0,1,left,M. Morris Sr. 3PT  (8 PTS) (N. Batum 1 AST),"[202694, 201587]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,23.67,Made,,,,,8.0,,,N. Batum,201587.0,1.0,,,,,,,,
242,PT05M18.00S,2022-03-13T19:53:50.8Z,2,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,44,29,2022-03-13T19:54:02Z,2400000,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (1 TO),[1630595],1610612765.0,DET,bad pass,,,Cunningham,C. Cunningham,,,,,,,,,,,,2004.0,1.0,,,,,,,,,,,
243,PT04M53.00S,2022-03-13T19:54:24.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202694,18.84034165571616,64.2156862745098,1610612746,44,31,2022-03-13T19:54:28Z,2410000,-71.0,125.0,1,left,M. Morris Sr. 14' turnaround Jump Shot (10 PTS),[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,14.35,Made,,,,,10.0,,,,,,,,,,,,,
244,PT04M36.00S,2022-03-13T19:54:42.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,91.50788436268068,52.69607843137255,1610612765,44,31,2022-03-13T19:54:53Z,2420000,13.0,27.0,1,right,MISS C. Cunningham turnaround Hook,[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,3.05,Missed,,,,,,,,,,,,,,,,,,
245,PT04M34.00S,2022-03-13T19:54:44.0Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,44,31,2022-03-13T19:54:53Z,2430000,,,0,,I. Zubac REBOUND (Off:0 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,244.0,5.0,5.0,0.0,,,,,,,,,,,,,,
246,PT04M16.00S,2022-03-13T19:55:02.5Z,2,REGULAR,3pt,Jump Shot,[],202704,29.61563731931669,23.284313725490193,1610612746,44,31,2022-03-13T19:55:09Z,2440000,134.0,226.0,1,left,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,
247,PT04M11.00S,2022-03-13T19:55:07.5Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,44,31,2022-03-13T19:56:32Z,2450000,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,246.0,4.0,4.0,0.0,,,,,,,,,,,,,,
248,PT03M54.00S,2022-03-13T19:55:24.3Z,2,REGULAR,2pt,Jump Shot,[],1630595,77.84165571616295,73.77450980392157,1610612765,44,31,2022-03-13T19:55:29Z,2460000,119.0,156.0,1,right,MISS C. Cunningham 19' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,19.6,Missed,,,,,,,,,,,,,,,,,,
249,PT03M52.00S,2022-03-13T19:55:26.3Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,44,31,2022-03-13T19:55:29Z,2470000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,248.0,1.0,1.0,0.0,,,,,,,,,,,,,,
250,PT03M45.00S,2022-03-13T19:55:32.5Z,2,REGULAR,3pt,Jump Shot,[],202694,30.404073587385014,75.73529411764706,1610612746,44,34,2022-03-13T19:55:36Z,2480000,-129.0,233.0,1,left,M. Morris Sr. 26' 3PT  (13 PTS) (A. Coffey 3 AST),"[202694, 1629599]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.64,Made,,,,,13.0,,,A. Coffey,1629599.0,3.0,,,,,,,,
252,PT03M44.00S,2022-03-13T19:55:40.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,44,34,2022-03-13T19:55:40Z,2500000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M44.00S,2022-03-13T19:55:41.1Z,2,REGULAR,substitution,out,[],1630587,,,1610612765,44,34,2022-03-13T19:58:34Z,2510000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M44.00S,2022-03-13T19:55:41.1Z,2,REGULAR,substitution,in,[],203924,,,1610612765,44,34,2022-03-13T19:58:34Z,2520000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M20.00S,2022-03-13T19:58:53.9Z,2,REGULAR,turnover,bad pass,[],202709,,,1610612765,44,34,2022-03-13T19:58:58Z,2530000,,,0,,C. Joseph bad pass TURNOVER (1 TO),"[202709, 201587]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,1.0,,,,,,,,,,Batum,201587.0
256,PT03M20.00S,2022-03-13T19:58:53.9Z,2,REGULAR,steal,,[],201587,,,1610612746,44,34,2022-03-13T19:58:56Z,2540000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M16.00S,2022-03-13T19:58:59.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,4.911300919842304,52.69607843137255,1610612746,44,36,2022-03-13T19:59:05Z,2550000,-13.0,-6.0,1,left,A. Coffey running Layup (6 PTS) (N. Batum 2 AST),"[1629599, 201587]",1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,1.49,Made,,,,,6.0,,,N. Batum,201587.0,2.0,,,,,,,,
259,PT03M03.00S,2022-03-13T19:59:20.0Z,2,REGULAR,foul,offensive,[],203482,,,1610612765,44,36,2022-03-13T20:00:35Z,2570000,,,0,,K. Olynyk offensive FOUL (3 PF),"[203482, 1629599]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,204058.0,,,,,3.0,0.0,Coffey,1629599.0,,,,
261,PT03M03.00S,2022-03-13T19:59:20.0Z,2,REGULAR,turnover,offensive foul,[],203482,,,1610612765,44,36,2022-03-13T19:59:59Z,2590000,,,0,,K. Olynyk offensive foul TURNOVER (2 TO),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,204058.0,2.0,,,,,,,,,,,
262,PT03M03.00S,2022-03-13T19:59:45.5Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612746,44,36,2022-03-13T19:59:45Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M03.00S,2022-03-13T19:59:47.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,44,36,2022-03-13T19:59:54Z,2610000,,,0,,TEAM delay-of-game VIOLATION,[],1610612765.0,DET,,,,,,,,,,,,,,,,,202056.0,,,,,,,,,,,,
264,PT02M40.00S,2022-03-13T20:01:04.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201587,23.702365308804204,88.48039215686275,1610612746,44,36,2022-03-13T20:01:09Z,2620000,-192.0,170.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,
265,PT02M37.00S,2022-03-13T20:01:07.4Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,44,36,2022-03-13T20:01:09Z,2630000,,,0,,C. Cunningham REBOUND (Off:0 Def:5),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,264.0,5.0,5.0,0.0,,,,,,,,,,,,,,
266,PT02M29.00S,2022-03-13T20:01:15.4Z,2,REGULAR,3pt,Jump Shot,[],203924,81.12680683311433,4.901960784313729,1610612765,47,36,2022-03-13T20:01:19Z,2640000,-225.0,125.0,1,right,J. Grant 25' 3PT  (5 PTS) (C. Joseph 3 AST),"[203924, 202709]",1610612765.0,DET,,,,Grant,J. Grant,,,,,25.78,Made,,,,,5.0,,,C. Joseph,202709.0,3.0,,,,,,,,
268,PT02M10.00S,2022-03-13T20:01:34.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,10.95597897503285,50.98039215686275,1610612746,47,36,2022-03-13T20:01:38Z,2660000,-5.0,50.0,1,left,MISS I. Zubac Hook - blocked,"[1627826, 203924]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,5.07,Missed,,,,,,,,,,,,,,,Grant,203924.0,,
269,PT02M10.00S,2022-03-13T20:01:34.5Z,2,REGULAR,block,,[],203924,,,1610612746,47,36,2022-03-13T20:01:37Z,2670000,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M06.00S,2022-03-13T20:01:38.5Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,47,36,2022-03-13T20:01:38Z,2680000,,,0,,C. Cunningham REBOUND (Off:0 Def:6),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,268.0,6.0,6.0,0.0,,,,,,,,,,,,,,
