actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value
95,PT04M41.00S,2022-03-27T19:56:50.3Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,14,17,2022-03-27T19:57:07Z,950000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M38.00S,2022-03-27T19:57:13.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612752,14,17,2022-03-27T19:57:20Z,960000,,,0,,S. Bey personal FOUL (1 PF) (Randle 2 FT),"[1630180, 203944]",1610612765.0,DET,,,,Bey,S. Bey,,,,,1627961.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,,
98,PT04M38.00S,2022-03-27T19:57:42.2Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,14,17,2022-03-27T19:57:42Z,980000,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,,,,,,,,,,
99,PT04M38.00S,2022-03-27T19:57:42.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,14,17,2022-03-27T19:57:42Z,990000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,
100,PT04M38.00S,2022-03-27T19:58:02.1Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,14,18,2022-03-27T19:58:02Z,1000000,,,0,,J. Randle Free Throw 2 of 2 (4 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
101,PT04M25.00S,2022-03-27T19:58:15.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,30.66688567674113,81.12745098039215,1610612765,14,18,2022-03-27T19:58:19Z,1010000,-156.0,236.0,1,left,MISS S. Bey 28' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,Missed,,28.25,,,,,,,,,,,,,
102,PT04M21.00S,2022-03-27T19:58:19.0Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,14,18,2022-03-27T19:58:19Z,1020000,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,
103,PT04M13.00S,2022-03-27T19:58:27.3Z,1,REGULAR,3pt,Jump Shot,[],203095,66.80354796320631,60.53921568627451,1610612752,14,18,2022-03-27T19:58:32Z,1030000,53.0,260.0,1,right,MISS E. Fournier 26' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,Missed,,26.48,,,,,,,,,,,,,
104,PT04M09.00S,2022-03-27T19:58:31.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,14,18,2022-03-27T19:58:32Z,1040000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,
105,PT04M04.00S,2022-03-27T19:58:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630180,7.539421813403408,44.11764705882353,1610612765,14,18,2022-03-27T19:58:46Z,1050000,29.0,18.0,1,left,MISS S. Bey running reverse Layup,[1630180],1610612765.0,DET,running reverse,,,Bey,S. Bey,,,,,,,,,,Missed,,3.47,,,,,,,,,,,,,
106,PT04M01.00S,2022-03-27T19:58:38.6Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,14,18,2022-03-27T19:58:46Z,1060000,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,105.0,2.0,2.0,0.0,,,,
107,PT03M50.00S,2022-03-27T19:58:49.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,74.03088042049934,17.40196078431373,1610612752,14,21,2022-03-27T20:01:39Z,1070000,-163.0,192.0,1,right,I. Quickley 25' 3PT pullup (3 PTS) (E. Fournier 1 AST),"[1630193, 203095]",1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,,,,,,Made,3.0,25.16,E. Fournier,203095.0,1.0,,,,,,,,,,
109,PT03M38.00S,2022-03-27T19:59:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,7.670827858081481,48.0392156862745,1610612765,14,21,2022-03-27T19:59:08Z,1090000,10.0,20.0,1,left,MISS I. Stewart alley-oop Layup,[1630191],1610612765.0,DET,alley-oop,,,Stewart,I. Stewart,,,,,,,,,,Missed,,2.19,,,,,,,,,,,,,
110,PT03M33.00S,2022-03-27T19:59:06.7Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,14,21,2022-03-27T20:03:56Z,1100000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,
111,PT03M27.00S,2022-03-27T19:59:13.1Z,1,REGULAR,3pt,Jump Shot,[],203095,87.69710906701708,97.30392156862744,1610612752,14,21,2022-03-27T19:59:18Z,1110000,237.0,63.0,1,right,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,Missed,,24.48,,,,,,,,,,,,,
112,PT03M24.00S,2022-03-27T19:59:15.8Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,14,21,2022-03-27T19:59:15Z,1120000,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,111.0,3.0,2.0,1.0,,,,
113,PT03M22.00S,2022-03-27T19:59:17.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202692,71.00854139290408,24.509803921568633,1610612752,14,24,2022-03-27T19:59:22Z,1130000,-127.0,220.0,1,right,A. Burks 25' 3PT  (7 PTS) (J. Sims 1 AST),"[202692, 1630579]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Made,7.0,25.43,J. Sims,1630579.0,1.0,,,,,,,,,,
115,PT03M21.00S,2022-03-27T19:59:27.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,14,24,2022-03-27T19:59:27Z,1150000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M21.00S,2022-03-27T19:59:31.7Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,14,24,2022-03-27T20:02:11Z,1160000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2022-03-27T19:59:31.7Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,14,24,2022-03-27T20:02:11Z,1170000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M21.00S,2022-03-27T19:59:31.7Z,1,REGULAR,substitution,out,[],203944,,,1610612765,14,24,2022-03-27T20:02:11Z,1180000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M21.00S,2022-03-27T19:59:31.7Z,1,REGULAR,substitution,in,[],1628963,,,1610612765,14,24,2022-03-27T20:02:11Z,1190000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M21.00S,2022-03-27T19:59:31.7Z,1,REGULAR,substitution,in,[],203585,,,1610612765,14,24,2022-03-27T20:02:11Z,1200000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M21.00S,2022-03-27T19:59:31.7Z,1,REGULAR,substitution,in,[],1630167,,,1610612765,14,24,2022-03-27T20:02:11Z,1210000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M05.00S,2022-03-27T20:02:28.8Z,1,REGULAR,3pt,Jump Shot,[],203482,20.154402102496718,94.36274509803921,1610612765,14,24,2022-03-27T20:04:11Z,1220000,-222.0,137.0,1,left,MISS K. Olynyk 26' pullup 3PT,[203482],1610612765.0,DET,pullup,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,26.07,,,,,,,,,,,,,
123,PT03M02.00S,2022-03-27T20:02:31.8Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,14,24,2022-03-27T20:02:33Z,1230000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,122.0,2.0,2.0,0.0,,,,
124,PT02M44.00S,2022-03-27T20:02:50.3Z,1,REGULAR,3pt,Jump Shot,[],1630193,88.2227332457293,4.411764705882348,1610612752,14,27,2022-03-27T20:02:56Z,1240000,-228.0,58.0,1,right,I. Quickley 3PT  (6 PTS) (O. Toppin 1 AST),"[1630193, 1630167]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,Made,6.0,23.52,O. Toppin,1630167.0,1.0,,,,,,,,,,
126,PT02M28.00S,2022-03-27T20:03:05.7Z,1,REGULAR,3pt,Jump Shot,[],203585,8.853482260183966,95.83333333333333,1610612765,14,27,2022-03-27T20:03:10Z,1260000,-229.0,31.0,1,left,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,Missed,,23.12,,,,,,,,,,,,,
127,PT02M24.00S,2022-03-27T20:03:09.7Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,14,27,2022-03-27T20:20:30Z,1270000,,,0,,A. Burks REBOUND (Off:1 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,126.0,3.0,2.0,1.0,,,,
128,PT02M17.00S,2022-03-27T20:03:20.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612752,14,27,2022-03-27T20:03:29Z,1280000,,,0,,K. Olynyk personal FOUL (1 PF) (Burks 2 FT),"[203482, 202692]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,1627961.0,1.0,0.0,Burks,202692.0,,,,,,,,,,,,,,,,
130,PT02M17.00S,2022-03-27T20:03:45.5Z,1,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,14,28,2022-03-27T20:03:45Z,1300000,,,0,,A. Burks Free Throw 1 of 2 (8 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
131,PT02M17.00S,2022-03-27T20:04:00.7Z,1,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,14,29,2022-03-27T20:04:00Z,1310000,,,0,,A. Burks Free Throw 2 of 2 (9 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
132,PT02M07.00S,2022-03-27T20:04:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,8.590670170827863,51.22549019607843,1610612765,14,29,2022-03-27T20:06:15Z,1320000,-6.0,28.0,1,left,MISS K. Olynyk driving Layup,[203482],1610612765.0,DET,driving,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,2.89,,,,,,,,,,,,,
133,PT02M06.00S,2022-03-27T20:04:12.8Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,14,29,2022-03-27T20:06:15Z,1330000,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,132.0,2.0,1.0,1.0,,,,
134,PT02M06.00S,2022-03-27T20:04:17.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628963,5.590000152587891,50.0,1610612765,16,29,2022-03-27T20:06:22Z,1340000,0.0,0.0,1,left,M. Bagley III tip Layup (10 PTS),[1628963],1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,,,,,,Made,10.0,0.0,,,,,,,,,,,,,
135,PT01M53.00S,2022-03-27T20:04:23.9Z,1,REGULAR,3pt,Jump Shot,[],202692,75.21353482260184,17.40196078431373,1610612752,16,29,2022-03-27T20:06:52Z,1350000,-163.0,180.0,1,right,MISS A. Burks 24' pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,,,,,,Missed,,24.32,,,,,,,,,,,,,
136,PT01M50.00S,2022-03-27T20:04:26.9Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,16,29,2022-03-27T20:04:28Z,1360000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,135.0,2.0,2.0,0.0,,,,
137,PT01M48.00S,2022-03-27T20:04:31.8Z,1,REGULAR,foul,personal,[],202692,,,1610612765,16,29,2022-03-27T20:05:07Z,1370000,,,0,,A. Burks personal FOUL (1 PF),"[202692, 203482]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,1627961.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,,,
139,PT01M48.00S,2022-03-27T20:04:42.5Z,1,REGULAR,substitution,out,[],202692,,,1610612765,16,29,2022-03-27T20:04:46Z,1390000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M48.00S,2022-03-27T20:04:42.5Z,1,REGULAR,substitution,in,[],1630540,,,1610612765,16,29,2022-03-27T20:04:46Z,1400000,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M37.00S,2022-03-27T20:05:10.0Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,16,29,2022-03-27T20:05:14Z,1410000,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 203095]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,1.0,Fournier,203095.0,
142,PT01M37.00S,2022-03-27T20:05:10.0Z,1,REGULAR,steal,,[],203095,,,1610612752,16,29,2022-03-27T20:05:12Z,1420000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M32.00S,2022-03-27T20:05:15.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630167,93.34756898817345,47.549019607843135,1610612752,16,31,2022-03-27T20:05:23Z,1430000,-12.0,10.0,1,right,O. Toppin running Layup (2 PTS) (E. Fournier 2 AST),"[1630167, 203095]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,,,,,,Made,2.0,1.59,E. Fournier,203095.0,2.0,,,,,,,,,,
145,PT01M25.00S,2022-03-27T20:05:21.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,7.013797634691201,51.71568627450981,1610612765,18,31,2022-03-27T20:09:35Z,1450000,-9.0,13.0,1,left,M. Bagley III alley-oop DUNK (12 PTS) (K. Olynyk 1 AST),"[1628963, 203482]",1610612765.0,DET,alley-oop,,,Bagley III,M. Bagley III,,,,,,,,,,Made,12.0,1.59,K. Olynyk,203482.0,1.0,,,,,,,,,,
147,PT01M02.00S,2022-03-27T20:05:45.9Z,1,REGULAR,3pt,Jump Shot,[],1630540,72.9796320630749,80.63725490196079,1610612752,18,31,2022-03-27T20:05:51Z,1470000,153.0,201.0,1,right,MISS M. McBride 25' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,Missed,,25.31,,,,,,,,,,,,,
148,PT00M58.90S,2022-03-27T20:05:49.0Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,18,31,2022-03-27T20:05:51Z,1480000,,,0,,K. Hayes REBOUND (Off:0 Def:3),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,147.0,3.0,3.0,0.0,,,,
149,PT00M44.00S,2022-03-27T20:06:05.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612765,18,31,2022-03-27T20:06:18Z,1490000,,,0,,I. Quickley shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1630193, 1630595]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,1627529.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,,,,
151,PT00M44.00S,2022-03-27T20:06:28.7Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,19,31,2022-03-27T20:06:28Z,1510000,,,0,,C. Cunningham Free Throw 1 of 2 (2 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
152,PT00M44.00S,2022-03-27T20:06:45.9Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,20,31,2022-03-27T20:06:46Z,1520000,,,0,,C. Cunningham Free Throw 2 of 2 (3 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
153,PT00M34.80S,2022-03-27T20:06:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630193,68.77463863337714,78.67647058823529,1610612752,20,34,2022-03-27T20:07:02Z,1530000,143.0,241.0,1,right,I. Quickley 28' 3PT  (9 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,Made,9.0,28.04,,,,,,,,,,,,,
154,PT00M26.60S,2022-03-27T20:07:07.3Z,1,REGULAR,2pt,Jump Shot,[],1630595,23.702365308804204,65.68627450980392,1610612765,22,34,2022-03-27T20:07:13Z,1540000,-78.0,170.0,1,left,C. Cunningham 18' step back Jump Shot (5 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,,,,,,Made,5.0,18.75,,,,,,,,,,,,,
155,PT00M02.60S,2022-03-27T20:07:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630167,94.66162943495401,5.14705882352942,1610612752,22,34,2022-03-27T20:07:40Z,1550000,-224.0,-2.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,Missed,,22.43,,,,,,,,,,,,,
156,PT00M02.60S,2022-03-27T20:07:33.5Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,22,34,2022-03-27T20:07:40Z,1560000,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,155.0,3.0,2.0,1.0,,,,
157,PT00M00.00S,2022-03-27T20:07:40.4Z,1,REGULAR,period,end,[],0,,,1610612765,22,34,2022-03-27T20:07:40Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-03-27T20:08:27.3Z,2,REGULAR,substitution,out,['startperiod'],1630595,,,1610612765,22,34,2022-03-27T20:10:28Z,1580000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-03-27T20:08:27.3Z,2,REGULAR,substitution,out,['startperiod'],203095,,,1610612765,22,34,2022-03-27T20:10:28Z,1590000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-03-27T20:08:27.3Z,2,REGULAR,substitution,in,['startperiod'],1628402,,,1610612765,22,34,2022-03-27T20:10:28Z,1600000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-03-27T20:08:27.3Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612765,22,34,2022-03-27T20:10:28Z,1610000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-27T20:10:29.2Z,2,REGULAR,period,start,[],0,,,1610612765,22,34,2022-03-27T20:10:29Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M42.00S,2022-03-27T20:10:46.5Z,2,REGULAR,3pt,Jump Shot,[],203585,7.013797634691201,4.656862745098039,1610612765,22,34,2022-03-27T20:10:50Z,1630000,227.0,13.0,1,left,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,Missed,,22.71,,,,,,,,,,,,,
164,PT11M39.00S,2022-03-27T20:10:49.5Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,22,34,2022-03-27T20:10:50Z,1640000,,,0,,R. Barrett REBOUND (Off:1 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,163.0,3.0,2.0,1.0,,,,
165,PT11M21.00S,2022-03-27T20:11:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.55913272010513,46.07843137254902,1610612752,22,36,2022-03-27T20:11:13Z,1650000,-20.0,17.0,1,right,R. Barrett driving Layup (7 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,,,Made,7.0,2.62,,,,,,,,,,,,,
166,PT11M12.00S,2022-03-27T20:11:16.3Z,2,REGULAR,2pt,Jump Shot,[],1628402,22.38830486202366,33.57843137254902,1610612765,22,36,2022-03-27T20:11:20Z,1660000,82.0,158.0,1,left,MISS F. Jackson 17' pullup Shot,[1628402],1610612765.0,DET,pullup,,,Jackson,F. Jackson,,,,,,,,,,Missed,,17.81,,,,,,,,,,,,,
167,PT11M08.00S,2022-03-27T20:11:20.3Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,22,36,2022-03-27T20:11:20Z,1670000,,,0,,J. Sims REBOUND (Off:1 Def:3),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,166.0,4.0,3.0,1.0,,,,
168,PT11M07.00S,2022-03-27T20:11:22.3Z,2,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612752,22,36,2022-03-27T20:11:39Z,1680000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Toppin 2 FT),"[1630165, 1630167]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,1627961.0,1.0,0.0,Toppin,1630167.0,,,,,,,,,,,,,,,,
170,PT11M07.00S,2022-03-27T20:11:49.9Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,22,37,2022-03-27T20:11:49Z,1700000,,,0,,O. Toppin Free Throw 1 of 2 (3 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
171,PT11M07.00S,2022-03-27T20:12:04.3Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,22,38,2022-03-27T20:12:04Z,1710000,,,0,,O. Toppin Free Throw 2 of 2 (4 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
172,PT10M53.00S,2022-03-27T20:12:19.6Z,2,REGULAR,3pt,Jump Shot,[],203585,7.802233902759525,96.07843137254902,1610612765,22,38,2022-03-27T20:12:24Z,1720000,-230.0,21.0,1,left,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,Missed,,23.13,,,,,,,,,,,,,
173,PT10M50.00S,2022-03-27T20:12:22.6Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,22,38,2022-03-27T20:12:24Z,1730000,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,172.0,3.0,3.0,0.0,,,,
174,PT10M47.00S,2022-03-27T20:12:25.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,67.06636005256242,67.40196078431373,1610612752,22,38,2022-03-27T20:13:17Z,1740000,87.0,257.0,1,right,MISS R. Barrett 27' running 3PT,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,,,,,,Missed,,27.14,,,,,,,,,,,,,
175,PT10M43.00S,2022-03-27T20:12:29.8Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,22,38,2022-03-27T20:12:35Z,1750000,,,0,,K. Hayes REBOUND (Off:0 Def:4),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,174.0,4.0,4.0,0.0,,,,
176,PT10M33.00S,2022-03-27T20:12:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,8.065045992115643,51.96078431372549,1610612765,24,38,2022-03-27T20:12:46Z,1760000,-10.0,23.0,1,left,M. Bagley III driving Layup (14 PTS) (K. Hayes 1 AST),"[1628963, 1630165]",1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,,,,,,Made,14.0,2.53,K. Hayes,1630165.0,1.0,,,,,,,,,,
178,PT10M15.00S,2022-03-27T20:12:57.4Z,2,REGULAR,turnover,lost ball,[],1630193,,,1610612752,24,38,2022-03-27T20:13:01Z,1780000,,,0,,I. Quickley lost ball TURNOVER (1 TO),"[1630193, 203585]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,1.0,McGruder,203585.0,
179,PT10M15.00S,2022-03-27T20:12:57.4Z,2,REGULAR,steal,,[],203585,,,1610612765,24,38,2022-03-27T20:12:59Z,1790000,,,0,,R. McGruder STEAL (1 STL),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M12.00S,2022-03-27T20:13:01.8Z,2,REGULAR,foul,personal,['2freethrow'],1630540,,,1610612765,24,38,2022-03-27T20:13:16Z,1800000,,,0,,M. McBride shooting personal FOUL (1 PF) (Jackson 2 FT),"[1630540, 1628402]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,1627961.0,1.0,0.0,Jackson,1628402.0,,,,,,,,,,,,,,,,
182,PT10M12.00S,2022-03-27T20:13:31.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628402,,,1610612765,25,38,2022-03-27T20:13:31Z,1820000,,,0,,F. Jackson Free Throw 1 of 2 (1 PTS),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
