actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
89,PT05M09.00S,2022-03-21T23:29:59.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630240,8.327858081471746,54.411764705882355,1610612765,14,19,2022-03-21T23:34:38Z,870000,-22.0,26.0,1,left,MISS S. Lee cutting Layup - blocked,"[1630240, 1626159]",1610612765.0,DET,cutting,,,Lee,S. Lee,,,,,,,,3.4,Missed,,,,,,,,,,,Winslow,1626159.0,,,,
90,PT05M09.00S,2022-03-21T23:29:59.0Z,1,REGULAR,block,,[],1626159,,,1610612765,14,19,2022-03-21T23:30:01Z,880000,,,0,,J. Winslow BLOCK (1 BLK),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M05.00S,2022-03-21T23:30:03.0Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,14,19,2022-03-21T23:30:17Z,890000,,,0,,C. Elleby REBOUND (Off:2 Def:4),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,89.0,6.0,4.0,2.0,,,,,,,,,,,
92,PT05M02.00S,2022-03-21T23:30:06.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612757,14,19,2022-03-21T23:30:21Z,900000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Elleby 2 FT),"[1630595, 1629604]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,1627964.0,2.0,0.0,Elleby,1629604.0,,,,,,
94,PT05M02.00S,2022-03-21T23:30:34.1Z,1,REGULAR,freethrow,1 of 2,[],1629604,,,1610612757,14,19,2022-03-21T23:30:34Z,920000,,,0,,MISS C. Elleby Free Throw 1 of 2,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,Missed,,,,,,,,,,,,,,,,
95,PT05M02.00S,2022-03-21T23:30:34.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,14,19,2022-03-21T23:30:34Z,930000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,
96,PT05M02.00S,2022-03-21T23:30:35.4Z,1,REGULAR,substitution,out,[],1630595,,,1610612757,14,19,2022-03-21T23:31:00Z,940000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M02.00S,2022-03-21T23:30:35.4Z,1,REGULAR,substitution,out,[],1629234,,,1610612757,14,19,2022-03-21T23:31:00Z,950000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M02.00S,2022-03-21T23:30:35.4Z,1,REGULAR,substitution,out,[],1626159,,,1610612757,14,19,2022-03-21T23:31:00Z,960000,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M02.00S,2022-03-21T23:30:35.4Z,1,REGULAR,substitution,in,[],1630587,,,1610612757,14,19,2022-03-21T23:31:00Z,970000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M02.00S,2022-03-21T23:30:35.4Z,1,REGULAR,substitution,in,[],1630535,,,1610612757,14,19,2022-03-21T23:31:00Z,980000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M02.00S,2022-03-21T23:30:35.4Z,1,REGULAR,substitution,in,[],203463,,,1610612757,14,19,2022-03-21T23:31:00Z,990000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M02.00S,2022-03-21T23:31:02.6Z,1,REGULAR,freethrow,2 of 2,[],1629604,,,1610612757,14,19,2022-03-21T23:31:02Z,1000000,,,0,,MISS C. Elleby Free Throw 2 of 2,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,Missed,,,,,,,,,,,,,,,,
103,PT04M58.00S,2022-03-21T23:31:04.8Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,14,19,2022-03-21T23:31:04Z,1010000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,
104,PT04M41.00S,2022-03-21T23:31:22.3Z,1,REGULAR,3pt,Jump Shot,[],1630587,6.356767411300922,95.09803921568627,1610612765,14,19,2022-03-21T23:31:44Z,1020000,-225.0,7.0,1,left,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,22.56,Missed,,,,,,,,,,,,,,,,
105,PT04M40.00S,2022-03-21T23:31:23.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,14,19,2022-03-21T23:31:44Z,1030000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,
106,PT04M40.00S,2022-03-21T23:31:51.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,14,19,2022-03-21T23:31:51Z,1040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M38.00S,2022-03-21T23:31:59.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630180,5.962549277266746,13.480392156862735,1610612765,14,19,2022-03-21T23:36:11Z,1050000,183.0,4.0,1,left,MISS S. Bey 18' Jump Shot,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,18.26,Missed,,,,,,,,,,,,,,,,
108,PT04M38.00S,2022-03-21T23:31:59.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,14,19,2022-03-21T23:36:11Z,1060000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,
109,PT04M38.00S,2022-03-21T23:32:06.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612765,14,19,2022-03-21T23:32:23Z,1070000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,201638.0,,,,,,,,,,
110,PT04M25.00S,2022-03-21T23:32:28.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629604,92.42772667542707,46.07843137254902,1610612757,14,21,2022-03-21T23:36:41Z,1080000,-20.0,19.0,1,right,C. Elleby cutting Layup (4 PTS) (T. Watford 1 AST),"[1629604, 1630570]",1610612757.0,POR,cutting,,,Elleby,C. Elleby,,,,,,,,2.71,Made,4.0,,,,,,,,,,,,T. Watford,1630570.0,1.0,
112,PT04M09.00S,2022-03-21T23:32:48.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,14,21,2022-03-21T23:32:48Z,1100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M05.00S,2022-03-21T23:33:11.5Z,1,REGULAR,foul,personal,['2freethrow'],1630535,,,1610612765,14,21,2022-03-21T23:33:22Z,1110000,,,0,,G. Brown III shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1630535, 1628963]",1610612757.0,POR,shooting,,,Brown III,G. Brown III,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Bagley III,1628963.0,,,,,,
115,PT04M05.00S,2022-03-21T23:33:46.7Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,15,21,2022-03-21T23:33:46Z,1130000,,,0,,M. Bagley III Free Throw 1 of 2 (3 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
116,PT04M05.00S,2022-03-21T23:33:47.6Z,1,REGULAR,substitution,out,[],1630314,,,1610612765,15,21,2022-03-21T23:33:52Z,1140000,,,0,,SUB out: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M05.00S,2022-03-21T23:33:47.6Z,1,REGULAR,substitution,in,[],1627739,,,1610612765,15,21,2022-03-21T23:33:52Z,1150000,,,0,,SUB in: K. Dunn,[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M05.00S,2022-03-21T23:34:11.6Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,16,21,2022-03-21T23:34:11Z,1160000,,,0,,M. Bagley III Free Throw 2 of 2 (4 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
119,PT03M52.00S,2022-03-21T23:34:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,92.0335085413929,56.372549019607845,1610612757,16,21,2022-03-21T23:34:28Z,1170000,32.0,22.0,1,right,MISS T. Watford Layup,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,3.9,Missed,,,,,,,,,,,,,,,,
120,PT03M49.00S,2022-03-21T23:34:27.3Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,16,21,2022-03-21T23:34:28Z,1180000,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,
121,PT03M45.00S,2022-03-21T23:34:31.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630240,14.241130091984232,63.23529411764706,1610612765,16,21,2022-03-21T23:38:19Z,1190000,-66.0,81.0,1,left,MISS S. Lee 10' running Layup - blocked,"[1630240, 1627739]",1610612765.0,DET,running,,,Lee,S. Lee,,,,,,,,10.49,Missed,,,,,,,,,,,Dunn,1627739.0,,,,
122,PT03M45.00S,2022-03-21T23:34:31.4Z,1,REGULAR,block,,[],1627739,,,1610612765,16,21,2022-03-21T23:34:34Z,1200000,,,0,,K. Dunn BLOCK (1 BLK),[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M43.00S,2022-03-21T23:34:33.4Z,1,REGULAR,rebound,defensive,[],203463,,,1610612757,16,21,2022-03-21T23:34:47Z,1210000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,
124,PT03M41.00S,2022-03-21T23:34:36.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630570,91.11366622864652,46.32352941176471,1610612757,16,21,2022-03-21T23:38:50Z,1220000,-18.0,31.0,1,right,MISS T. Watford running Layup,[1630570],1610612757.0,POR,running,,,Watford,T. Watford,,,,,,,,3.6,Missed,,,,,,,,,,,,,,,,
125,PT03M35.00S,2022-03-21T23:34:42.9Z,1,REGULAR,rebound,offensive,[],1630535,,,1610612757,16,21,2022-03-21T23:34:42Z,1230000,,,0,,G. Brown III REBOUND (Off:1 Def:0),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,124.0,1.0,0.0,1.0,,,,,,,,,,,
126,PT03M33.00S,2022-03-21T23:34:44.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203463,76.47831800262813,8.800551470588232,1610612757,16,21,2022-03-21T23:40:24Z,1240000,-206.0,169.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,26.62,Missed,,,,,,,,,,,,,,,,
127,PT03M29.00S,2022-03-21T23:34:48.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,16,21,2022-03-21T23:40:24Z,1250000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,,
128,PT03M29.00S,2022-03-21T23:34:55.4Z,1,REGULAR,foul,personal,['2freethrow'],203463,,,1610612765,16,21,2022-03-21T23:35:15Z,1260000,,,0,,B. McLemore shooting personal FOUL (1 PF) (Bey 2 FT),"[203463, 1630180]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,,201638.0,1.0,0.0,Bey,1630180.0,,,,,,
130,PT03M29.00S,2022-03-21T23:35:17.5Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,17,21,2022-03-21T23:35:17Z,1280000,,,0,,S. Bey Free Throw 1 of 2 (6 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
131,PT03M29.00S,2022-03-21T23:35:18.6Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,17,21,2022-03-21T23:35:29Z,1290000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M29.00S,2022-03-21T23:35:18.6Z,1,REGULAR,substitution,out,[],1629604,,,1610612765,17,21,2022-03-21T23:35:29Z,1300000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M29.00S,2022-03-21T23:35:18.6Z,1,REGULAR,substitution,in,[],1630568,,,1610612765,17,21,2022-03-21T23:35:29Z,1310000,,,0,,SUB in: L. Garza,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M29.00S,2022-03-21T23:35:18.6Z,1,REGULAR,substitution,in,[],1630553,,,1610612765,17,21,2022-03-21T23:35:29Z,1320000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M29.00S,2022-03-21T23:35:34.1Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,18,21,2022-03-21T23:35:34Z,1330000,,,0,,S. Bey Free Throw 2 of 2 (7 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
136,PT03M18.00S,2022-03-21T23:35:49.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630240,,,1610612757,18,21,2022-03-21T23:36:07Z,1340000,,,0,,S. Lee shooting personal FOUL (2 PF) (Brown III 2 FT),"[1630240, 1630535]",1610612765.0,DET,shooting,,,Lee,S. Lee,,,,,,,,,,,,,,,1627964.0,2.0,0.0,Brown III,1630535.0,,,,,,
138,PT03M18.00S,2022-03-21T23:36:17.2Z,1,REGULAR,freethrow,1 of 2,[],1630535,,,1610612757,18,21,2022-03-21T23:36:35Z,1360000,,,0,,MISS G. Brown III Free Throw 1 of 2,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,Missed,,,,,,,,,,,,,,,,
139,PT03M18.00S,2022-03-21T23:36:17.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,18,21,2022-03-21T23:36:35Z,1370000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,
140,PT03M18.00S,2022-03-21T23:36:17.2Z,1,REGULAR,freethrow,2 of 2,[],1630535,,,1610612757,18,21,2022-03-21T23:36:35Z,1380000,,,0,,MISS G. Brown III Free Throw 2 of 2,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,Missed,,,,,,,,,,,,,,,,
141,PT03M15.00S,2022-03-21T23:36:20.2Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,18,21,2022-03-21T23:36:35Z,1390000,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,
143,PT02M59.00S,2022-03-21T23:37:08.3Z,1,REGULAR,foul,technical,['1freethrow'],1630535,,,1610612765,18,21,2022-03-21T23:40:02Z,1410000,,,0,,G. Brown III defensive-3-second technical FOUL (1 Tech),[1630535],1610612757.0,POR,defensive-3-second,,,Brown III,G. Brown III,,,,,,,,,,,,,,,1627964.0,1.0,1.0,,,,,,,,
144,PT02M59.00S,2022-03-21T23:37:42.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,18,21,2022-03-21T23:37:42Z,1420000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M59.00S,2022-03-21T23:38:21.8Z,1,REGULAR,substitution,out,[],1630570,,,1610612765,18,21,2022-03-21T23:40:00Z,1430000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M59.00S,2022-03-21T23:38:21.8Z,1,REGULAR,substitution,in,[],1629234,,,1610612765,18,21,2022-03-21T23:40:00Z,1440000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M59.00S,2022-03-21T23:40:04.2Z,1,REGULAR,freethrow,1 of 1,[],1630587,,,1610612765,19,21,2022-03-21T23:40:04Z,1450000,,,0,,I. Livers technical Free Throw 1 of 1 (1 PTS),[1630587],1610612765.0,DET,technical,,,Livers,I. Livers,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
148,PT02M49.00S,2022-03-21T23:40:20.3Z,1,REGULAR,3pt,Jump Shot,[],1630587,8.196452036793687,96.07843137254902,1610612765,19,21,2022-03-21T23:40:28Z,1460000,-230.0,25.0,1,left,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,23.17,Missed,,,,,,,,,,,,,,,,
149,PT02M46.00S,2022-03-21T23:40:23.1Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,19,21,2022-03-21T23:40:23Z,1470000,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,148.0,3.0,2.0,1.0,,,,,,,,,,,
150,PT02M34.00S,2022-03-21T23:40:34.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,27.38173455978975,17.64705882352942,1610612765,19,21,2022-03-21T23:40:40Z,1480000,162.0,205.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,26.11,Missed,,,,,,,,,,,,,,,,
151,PT02M29.00S,2022-03-21T23:40:39.5Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,19,21,2022-03-21T23:40:40Z,1490000,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,
152,PT02M09.00S,2022-03-21T23:40:59.4Z,1,REGULAR,2pt,Jump Shot,[],1627739,74.95072273324573,62.745098039215684,1610612757,19,21,2022-03-21T23:41:03Z,1500000,64.0,183.0,1,right,MISS K. Dunn 19' pullup Shot,[1627739],1610612757.0,POR,pullup,,,Dunn,K. Dunn,,,,,,,,19.38,Missed,,,,,,,,,,,,,,,,
153,PT02M07.00S,2022-03-21T23:41:01.4Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612757,19,21,2022-03-21T23:41:03Z,1510000,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,152.0,2.0,1.0,1.0,,,,,,,,,,,
154,PT02M01.00S,2022-03-21T23:41:08.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630535,92.29632063074901,48.774509803921575,1610612757,19,23,2022-03-21T23:41:13Z,1520000,-6.0,20.0,1,right,G. Brown III driving Layup (2 PTS),[1630535],1610612757.0,POR,driving,,,Brown III,G. Brown III,,,,,,,,2.08,Made,2.0,,,,,,,,,,,,,,,
155,PT01M39.00S,2022-03-21T23:41:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,11.613009198423129,48.529411764705884,1610612765,19,23,2022-03-21T23:41:33Z,1530000,7.0,57.0,1,left,MISS S. Lee cutting Layup - blocked,"[1630240, 203463]",1610612765.0,DET,cutting,,,Lee,S. Lee,,,,,,,,5.72,Missed,,,,,,,,,,,McLemore,203463.0,,,,
156,PT01M39.00S,2022-03-21T23:41:29.4Z,1,REGULAR,block,,[],203463,,,1610612765,19,23,2022-03-21T23:41:31Z,1540000,,,0,,B. McLemore BLOCK (1 BLK),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M36.00S,2022-03-21T23:41:32.4Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612757,19,23,2022-03-21T23:41:33Z,1550000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,
158,PT01M36.00S,2022-03-21T23:41:34.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630587,,,1610612757,19,23,2022-03-21T23:41:53Z,1560000,,,0,,I. Livers shooting personal FOUL (1 PF) (Brown III 2 FT),"[1630587, 1630535]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,,,,,,,,,,,201638.0,1.0,0.0,Brown III,1630535.0,,,,,,
160,PT01M36.00S,2022-03-21T23:42:23.6Z,1,REGULAR,freethrow,1 of 2,[],1630535,,,1610612757,19,24,2022-03-21T23:42:23Z,1580000,,,0,,G. Brown III Free Throw 1 of 2 (3 PTS),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
161,PT01M36.00S,2022-03-21T23:42:24.4Z,1,REGULAR,substitution,out,[],1628963,,,1610612757,19,24,2022-03-21T23:42:31Z,1590000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M36.00S,2022-03-21T23:42:24.4Z,1,REGULAR,substitution,in,[],1630691,,,1610612757,19,24,2022-03-21T23:42:31Z,1600000,,,0,,SUB in: J. Pickett,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M36.00S,2022-03-21T23:42:42.2Z,1,REGULAR,freethrow,2 of 2,[],1630535,,,1610612757,19,25,2022-03-21T23:42:42Z,1610000,,,0,,G. Brown III Free Throw 2 of 2 (4 PTS),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
164,PT01M20.00S,2022-03-21T23:43:00.9Z,1,REGULAR,3pt,Jump Shot,[],1630691,5.962549277266746,2.941176470588232,1610612765,19,25,2022-03-21T23:43:31Z,1620000,235.0,4.0,1,left,MISS J. Pickett 3PT,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,23.53,Missed,,,,,,,,,,,,,,,,
165,PT01M19.00S,2022-03-21T23:43:01.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,19,25,2022-03-21T23:43:31Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,
166,PT01M19.00S,2022-03-21T23:43:12.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630535,,,1610612765,19,25,2022-03-21T23:43:24Z,1640000,,,0,,G. Brown III loose ball personal FOUL (2 PF) (Garza 2 FT),"[1630535, 1630568]",1610612757.0,POR,loose ball,,,Brown III,G. Brown III,,,,,,,,,,,,,,,1627964.0,2.0,1.0,Garza,1630568.0,,,,,,
168,PT01M19.00S,2022-03-21T23:43:35.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630568,,,1610612765,19,25,2022-03-21T23:43:35Z,1660000,,,0,,MISS L. Garza Free Throw 1 of 2,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,Missed,,,,,,,,,,,,,,,,
169,PT01M19.00S,2022-03-21T23:43:35.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,19,25,2022-03-21T23:43:35Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,
170,PT01M19.00S,2022-03-21T23:43:55.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630568,,,1610612765,20,25,2022-03-21T23:43:55Z,1680000,,,0,,L. Garza Free Throw 2 of 2 (1 PTS),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
171,PT01M10.00S,2022-03-21T23:44:05.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203463,92.16491458607096,48.0392156862745,1610612757,20,27,2022-03-21T23:44:18Z,1690000,-10.0,21.0,1,right,B. McLemore reverse DUNK (2 PTS) (K. Dunn 1 AST),"[203463, 1627739]",1610612757.0,POR,reverse,,,McLemore,B. McLemore,,,,,,,,2.33,Made,2.0,,,,,,,,,,,,K. Dunn,1627739.0,1.0,
173,PT00M45.80S,2022-03-21T23:44:31.9Z,1,REGULAR,2pt,Jump Shot,[],1630180,28.70195466491458,36.986825980392155,1610612765,20,27,2022-03-21T23:50:03Z,1710000,65.0,217.0,1,left,MISS S. Bey 22' Jump Shot,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,22.68,Missed,,,,,,,,,,,,,,,,
174,PT00M44.90S,2022-03-21T23:44:32.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,20,27,2022-03-21T23:45:57Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,
175,PT00M44.90S,2022-03-21T23:44:40.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612765,20,27,2022-03-21T23:45:37Z,1730000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,1627964.0,,,,,,,,,,
176,PT00M24.90S,2022-03-21T23:45:09.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630568,,,1610612757,20,27,2022-03-21T23:45:24Z,1740000,,,0,,L. Garza shooting personal FOUL (1 PF) (Eubanks 2 FT),"[1630568, 1629234]",1610612765.0,DET,shooting,,,Garza,L. Garza,,,,,,,,,,,,,,,204059.0,1.0,0.0,Eubanks,1629234.0,,,,,,
