actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
87,PT03M45.00S,2022-03-31T23:25:41.8Z,1,REGULAR,substitution,in,[],203482,,,1610612755,11,16,2022-03-31T23:26:49Z,850000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M45.00S,2022-03-31T23:25:41.8Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,11,16,2022-03-31T23:26:49Z,860000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M34.00S,2022-03-31T23:27:04.2Z,1,REGULAR,foul,personal,[],1628963,,,1610612755,11,16,2022-03-31T23:27:14Z,870000,,,0,,M. Bagley III personal FOUL (1 PF),"[1628963, 203954]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Embiid,203954.0,,,,
91,PT03M25.00S,2022-03-31T23:27:31.6Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612755,11,16,2022-03-31T23:27:42Z,890000,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Embiid 2 FT),"[203482, 203954]",1610612765.0,DET,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Embiid,203954.0,,,,
93,PT03M25.00S,2022-03-31T23:28:01.0Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,11,17,2022-03-31T23:28:01Z,910000,,,0,,J. Embiid Free Throw 1 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
94,PT03M25.00S,2022-03-31T23:28:22.5Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,11,18,2022-03-31T23:28:22Z,920000,,,0,,J. Embiid Free Throw 2 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
95,PT03M09.00S,2022-03-31T23:28:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,8.590670170827863,50.73529411764706,1610612765,13,18,2022-03-31T23:28:44Z,930000,-4.0,28.0,1,left,K. Olynyk cutting Layup (2 PTS) (M. Bagley III 1 AST),"[203482, 1628963]",1610612765.0,DET,cutting,,,Olynyk,K. Olynyk,,,,,2.85,Made,,,,,2.0,M. Bagley III,1628963.0,1.0,,,,,,,,,,,
97,PT02M49.00S,2022-03-31T23:28:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,90.8508541392904,53.431372549019606,1610612755,13,18,2022-03-31T23:29:04Z,950000,17.0,34.0,1,right,MISS T. Maxey driving Layup - blocked,"[1630178, 1628963]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,3.77,Missed,,,,,,,,,Bagley III,1628963.0,,,,,,,,,
98,PT02M49.00S,2022-03-31T23:28:58.7Z,1,REGULAR,block,,[],1628963,,,1610612755,13,18,2022-03-31T23:29:01Z,960000,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M44.00S,2022-03-31T23:29:03.7Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612755,13,18,2022-03-31T23:29:04Z,970000,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,97.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
100,PT02M41.00S,2022-03-31T23:29:07.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203954,73.63666228646518,18.137254901960787,1610612755,13,18,2022-03-31T23:29:13Z,980000,-159.0,195.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
101,PT02M37.00S,2022-03-31T23:29:11.9Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,13,18,2022-03-31T23:29:13Z,990000,,,0,,M. Bagley III REBOUND (Off:1 Def:4),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,100.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
102,PT02M27.00S,2022-03-31T23:29:20.4Z,1,REGULAR,3pt,Jump Shot,[],1630180,5.519053876478324,96.05545343137256,1610612765,16,18,2022-03-31T23:29:28Z,1000000,-230.0,-1.0,1,left,S. Bey 3PT  (5 PTS) (M. Bagley III 2 AST),"[1630180, 1628963]",1610612765.0,DET,,,,Bey,S. Bey,,,,,23.03,Made,,,,,5.0,M. Bagley III,1628963.0,2.0,,,,,,,,,,,
104,PT02M11.00S,2022-03-31T23:29:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.95335085413929,46.07843137254902,1610612755,16,20,2022-03-31T23:29:50Z,1020000,-20.0,14.0,1,right,J. Embiid driving Layup (8 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,2.39,Made,,,,,8.0,,,,,,,,,,,,,,
106,PT02M11.00S,2022-03-31T23:29:45.0Z,1,REGULAR,foul,personal,['1freethrow'],1628963,,,1610612755,16,20,2022-03-31T23:29:54Z,1040000,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Embiid 1 FT),"[1628963, 203954]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Embiid,203954.0,,,,
108,PT02M11.00S,2022-03-31T23:29:57.8Z,1,REGULAR,substitution,out,[],1628963,,,1610612755,16,20,2022-03-31T23:30:53Z,1060000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M11.00S,2022-03-31T23:29:57.8Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,16,20,2022-03-31T23:30:53Z,1070000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M11.00S,2022-03-31T23:29:57.8Z,1,REGULAR,substitution,in,[],1630296,,,1610612755,16,20,2022-03-31T23:30:53Z,1080000,,,0,,SUB in: B. Key,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M11.00S,2022-03-31T23:29:57.8Z,1,REGULAR,substitution,in,[],201980,,,1610612755,16,20,2022-03-31T23:30:53Z,1090000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M11.00S,2022-03-31T23:30:36.6Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,16,21,2022-03-31T23:30:36Z,1100000,,,0,,J. Embiid Free Throw 1 of 1 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
113,PT01M57.00S,2022-03-31T23:30:51.4Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,16,21,2022-03-31T23:30:56Z,1110000,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 201980]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,1.0,Green,201980.0,
114,PT01M57.00S,2022-03-31T23:30:51.4Z,1,REGULAR,steal,,[],201980,,,1610612755,16,21,2022-03-31T23:30:53Z,1120000,,,0,,D. Green STEAL (1 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M54.00S,2022-03-31T23:30:54.9Z,1,REGULAR,turnover,bad pass,[],201980,,,1610612755,16,21,2022-03-31T23:30:59Z,1130000,,,0,,D. Green bad pass TURNOVER (1 TO),"[201980, 1630595]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,1.0,Cunningham,1630595.0,
116,PT01M54.00S,2022-03-31T23:30:54.9Z,1,REGULAR,steal,,[],1630595,,,1610612765,16,21,2022-03-31T23:30:57Z,1140000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M51.00S,2022-03-31T23:31:03.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,16,21,2022-03-31T23:31:03Z,1150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M46.00S,2022-03-31T23:31:23.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630296,30.535479632063073,33.33333333333334,1610612765,16,21,2022-03-31T23:31:28Z,1160000,83.0,235.0,1,left,MISS B. Key 24' 3PT,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
119,PT01M42.00S,2022-03-31T23:31:27.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,16,21,2022-03-31T23:31:28Z,1170000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,118.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
120,PT01M30.00S,2022-03-31T23:31:38.9Z,1,REGULAR,2pt,Jump Shot,[],203954,79.28712220762155,47.79411764705882,1610612755,16,23,2022-03-31T23:31:45Z,1180000,-11.0,142.0,1,right,J. Embiid 14' turnaround fadeaway Jump Shot (11 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,14.26,Made,,,,,11.0,,,,,,,,,,,,,,
121,PT01M11.00S,2022-03-31T23:31:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,9.247700394218143,43.627450980392155,1610612765,16,23,2022-03-31T23:32:13Z,1190000,32.0,34.0,1,left,MISS C. Cunningham floating Shot,[1630595],1610612765.0,DET,floating,,,Cunningham,C. Cunningham,,,,,4.69,Missed,,,,,,,,,,,,,,,,,,,
122,PT01M08.00S,2022-03-31T23:32:01.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,16,23,2022-03-31T23:32:13Z,1200000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,121.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
123,PT00M57.60S,2022-03-31T23:32:12.3Z,1,REGULAR,3pt,Jump Shot,[],201980,87.56570302233902,96.56862745098039,1610612755,16,23,2022-03-31T23:32:17Z,1210000,233.0,64.0,1,right,MISS D. Green 24' step back 3PT,[201980],1610612755.0,PHI,step back,,,Green,D. Green,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,,
124,PT00M54.60S,2022-03-31T23:32:15.3Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,16,23,2022-03-31T23:32:15Z,1220000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
125,PT00M44.40S,2022-03-31T23:32:26.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,8.853482260183966,41.91176470588235,1610612765,18,23,2022-03-31T23:32:36Z,1230000,40.0,31.0,1,left,C. Cunningham turnaround bank Hook (8 PTS),[1630595],1610612765.0,DET,turnaround bank,,,Cunningham,C. Cunningham,,,,,5.07,Made,,,,,8.0,,,,,,,,,,,,,,
126,PT00M33.50S,2022-03-31T23:32:41.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612755,18,23,2022-03-31T23:32:52Z,1240000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Maxey 2 FT),"[1630165, 1630178]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Maxey,1630178.0,,,,
128,PT00M33.50S,2022-03-31T23:33:11.1Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,18,24,2022-03-31T23:33:11Z,1260000,,,0,,T. Maxey Free Throw 1 of 2 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
129,PT00M33.50S,2022-03-31T23:33:12.0Z,1,REGULAR,substitution,out,[],1630180,,,1610612755,18,24,2022-03-31T23:33:29Z,1270000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M33.50S,2022-03-31T23:33:12.0Z,1,REGULAR,substitution,out,[],203954,,,1610612755,18,24,2022-03-31T23:33:29Z,1280000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M33.50S,2022-03-31T23:33:12.0Z,1,REGULAR,substitution,in,[],1628402,,,1610612755,18,24,2022-03-31T23:33:29Z,1290000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M33.50S,2022-03-31T23:33:12.0Z,1,REGULAR,substitution,in,[],201599,,,1610612755,18,24,2022-03-31T23:33:29Z,1300000,,,0,,SUB in: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M33.50S,2022-03-31T23:33:41.6Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,18,25,2022-03-31T23:33:41Z,1310000,,,0,,T. Maxey Free Throw 2 of 2 (6 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
134,PT00M19.90S,2022-03-31T23:33:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,8.853482260183966,56.372549019607845,1610612765,20,25,2022-03-31T23:34:00Z,1320000,-32.0,31.0,1,left,K. Hayes driving Layup (2 PTS),[1630165],1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,4.43,Made,,,,,2.0,,,,,,,,,,,,,,
135,PT00M02.60S,2022-03-31T23:34:21.0Z,1,REGULAR,turnover,traveling,[],1630178,,,1610612755,20,25,2022-03-31T23:34:27Z,1330000,,,0,,T. Maxey traveling TURNOVER (1 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,201639.0,,,,,1.0,,,
136,PT00M00.50S,2022-03-31T23:34:43.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630296,35.528909329829176,59.80392156862745,1610612765,20,25,2022-03-31T23:36:16Z,1340000,-49.0,281.0,1,left,MISS B. Key 28' pullup 3PT,[1630296],1610612765.0,DET,pullup,,,Key,B. Key,,,,,28.57,Missed,,,,,,,,,,,,,,,,,,,
137,PT00M00.10S,2022-03-31T23:34:43.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,20,25,2022-03-31T23:35:09Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,
138,PT00M00.00S,2022-03-31T23:34:48.6Z,1,REGULAR,period,end,[],0,,,1610612765,20,25,2022-03-31T23:34:48Z,1360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-03-31T23:36:51.4Z,2,REGULAR,substitution,out,['startperiod'],1630595,,,1610612765,20,25,2022-03-31T23:37:31Z,1370000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-03-31T23:36:51.4Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612765,20,25,2022-03-31T23:37:31Z,1380000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-03-31T23:36:51.4Z,2,REGULAR,substitution,in,['startperiod'],1630587,,,1610612765,20,25,2022-03-31T23:37:31Z,1390000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-03-31T23:36:51.4Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612765,20,25,2022-03-31T23:37:31Z,1400000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-03-31T23:37:27.5Z,2,REGULAR,period,start,[],0,,,1610612765,20,25,2022-03-31T23:37:31Z,1410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M48.00S,2022-03-31T23:37:38.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,14.241130091984232,57.35294117647059,1610612765,22,25,2022-03-31T23:37:45Z,1420000,-37.0,81.0,1,left,K. Hayes 8' pullup Jump Shot (4 PTS) (F. Jackson 1 AST),"[1630165, 1628402]",1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,8.93,Made,,,,,4.0,F. Jackson,1628402.0,1.0,,,,,,,,,,,
146,PT11M32.00S,2022-03-31T23:37:54.2Z,2,REGULAR,3pt,Jump Shot,[],1627777,68.38042049934297,26.715686274509807,1610612755,22,25,2022-03-31T23:38:03Z,1440000,-116.0,245.0,1,right,MISS G. Niang 27' 3PT - blocked,"[1627777, 203482]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,27.1,Missed,,,,,,,,,Olynyk,203482.0,,,,,,,,,
147,PT11M32.00S,2022-03-31T23:37:54.2Z,2,REGULAR,block,,[],203482,,,1610612755,22,25,2022-03-31T23:37:57Z,1450000,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M28.00S,2022-03-31T23:37:58.2Z,2,REGULAR,rebound,defensive,[],1630296,,,1610612765,22,25,2022-03-31T23:38:03Z,1460000,,,0,,B. Key REBOUND (Off:0 Def:1),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
149,PT11M27.00S,2022-03-31T23:37:59.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203482,8.984888304862025,52.205882352941174,1610612765,24,25,2022-03-31T23:58:25Z,1470000,-11.0,32.0,1,left,K. Olynyk running alley-oop DUNK (4 PTS) (I. Livers 1 AST),"[203482, 1630587]",1610612765.0,DET,running alley-oop,,,Olynyk,K. Olynyk,,,,,3.38,Made,,,,,4.0,I. Livers,1630587.0,1.0,,,,,,,,,,,
151,PT11M07.00S,2022-03-31T23:38:19.1Z,2,REGULAR,turnover,bad pass,[],1627777,,,1610612755,24,25,2022-03-31T23:38:23Z,1490000,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 203482]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,1.0,Olynyk,203482.0,
152,PT11M07.00S,2022-03-31T23:38:19.1Z,2,REGULAR,steal,,[],203482,,,1610612765,24,25,2022-03-31T23:38:21Z,1500000,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT10M59.00S,2022-03-31T23:38:27.2Z,2,REGULAR,turnover,bad pass,[],203482,,,1610612765,24,25,2022-03-31T23:38:30Z,1510000,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1627777]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,1.0,Niang,1627777.0,
154,PT10M59.00S,2022-03-31T23:38:27.2Z,2,REGULAR,steal,,[],1627777,,,1610612755,24,25,2022-03-31T23:38:29Z,1520000,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT10M44.00S,2022-03-31T23:38:43.6Z,2,REGULAR,foul,personal,['3freethrow'],1630587,,,1610612755,24,25,2022-03-31T23:38:58Z,1530000,,,0,,I. Livers shooting personal FOUL (1 PF) (Harden 3 FT),"[1630587, 201935]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Harden,201935.0,,,,
157,PT10M44.00S,2022-03-31T23:39:19.7Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],201935,,,1610612755,24,26,2022-03-31T23:39:19Z,1550000,,,0,,J. Harden Free Throw 1 of 3 (4 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
158,PT10M44.00S,2022-03-31T23:39:35.4Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],201935,,,1610612755,24,27,2022-03-31T23:39:35Z,1560000,,,0,,J. Harden Free Throw 2 of 3 (5 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
159,PT10M44.00S,2022-03-31T23:39:36.6Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,24,27,2022-03-31T23:39:41Z,1570000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M44.00S,2022-03-31T23:39:36.6Z,2,REGULAR,substitution,in,[],202699,,,1610612755,24,27,2022-03-31T23:39:41Z,1580000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M44.00S,2022-03-31T23:39:58.7Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],201935,,,1610612755,24,28,2022-03-31T23:39:58Z,1590000,,,0,,J. Harden Free Throw 3 of 3 (6 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
162,PT10M32.00S,2022-03-31T23:40:16.0Z,2,REGULAR,foul,personal,[],201980,,,1610612765,24,28,2022-03-31T23:40:44Z,1600000,,,0,,D. Green personal FOUL (1 PF),"[201980, 203482]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Olynyk,203482.0,,,,
164,PT10M26.00S,2022-03-31T23:40:39.1Z,2,REGULAR,3pt,Jump Shot,[],1630165,13.584099868593952,4.656862745098039,1610612765,24,28,2022-03-31T23:40:47Z,1620000,227.0,75.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,,
165,PT10M22.00S,2022-03-31T23:40:41.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,24,28,2022-03-31T23:40:41Z,1630000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
166,PT10M04.00S,2022-03-31T23:41:03.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,91.77069645203679,46.07843137254902,1610612755,24,30,2022-03-31T23:42:49Z,1640000,-20.0,25.0,1,right,J. Harden driving floating Jump Shot (8 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,3.17,Made,,,,,8.0,,,,,,,,,,,,,,
167,PT10M04.00S,2022-03-31T23:41:06.3Z,2,REGULAR,foul,personal,['1freethrow'],1630165,,,1610612755,24,30,2022-03-31T23:41:18Z,1650000,,,0,,K. Hayes shooting personal FOUL (2 PF) (Harden 1 FT),"[1630165, 201935]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Harden,201935.0,,,,
169,PT10M04.00S,2022-03-31T23:41:33.6Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,24,31,2022-03-31T23:41:33Z,1670000,,,0,,J. Harden Free Throw 1 of 1 (9 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
170,PT09M46.00S,2022-03-31T23:41:51.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,8.590670170827863,46.32352941176471,1610612765,26,31,2022-03-31T23:41:57Z,1680000,18.0,28.0,1,left,K. Olynyk cutting Layup (6 PTS) (B. Key 1 AST),"[203482, 1630296]",1610612765.0,DET,cutting,,,Olynyk,K. Olynyk,,,,,3.38,Made,,,,,6.0,B. Key,1630296.0,1.0,,,,,,,,,,,
172,PT09M35.00S,2022-03-31T23:42:03.6Z,2,REGULAR,3pt,Jump Shot,[],201935,65.22667542706964,59.55882352941176,1610612755,26,31,2022-03-31T23:43:46Z,1700000,48.0,274.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,,
173,PT09M32.00S,2022-03-31T23:42:06.6Z,2,REGULAR,rebound,defensive,[],1628402,,,1610612765,26,31,2022-03-31T23:42:08Z,1710000,,,0,,F. Jackson REBOUND (Off:0 Def:1),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
174,PT09M27.00S,2022-03-31T23:42:10.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630587,19.8915900131406,7.598039215686271,1610612765,29,31,2022-03-31T23:42:16Z,1720000,212.0,134.0,1,left,I. Livers 25' 3PT  (3 PTS) (F. Jackson 2 AST),"[1630587, 1628402]",1610612765.0,DET,,,,Livers,I. Livers,,,,,25.11,Made,,,,,3.0,F. Jackson,1628402.0,2.0,,,,,,,,,,,
176,PT09M01.00S,2022-03-31T23:42:36.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,83.49211563731932,50.245098039215684,1610612755,29,33,2022-03-31T23:42:43Z,1740000,1.0,103.0,1,right,T. Harris 10' driving floating Jump Shot (5 PTS) (J. Harden 2 AST),"[202699, 201935]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,10.27,Made,,,,,5.0,J. Harden,201935.0,2.0,,,,,,,,,,,
178,PT08M55.00S,2022-03-31T23:42:45.7Z,2,REGULAR,foul,personal,[],201980,,,1610612765,29,33,2022-03-31T23:43:14Z,1760000,,,0,,D. Green personal FOUL (2 PF),"[201980, 1630165]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Hayes,1630165.0,,,,
