actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
73,PT09M27.00S,2021-11-21T23:14:28.9Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,4,6,2021-11-21T23:21:57Z,325000,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1630180]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,1.0,Bey,1630180.0,,,,,,,,,,,,,
74,PT09M27.00S,2021-11-21T23:14:28.9Z,1,REGULAR,steal,,[],1630180,,,1610612765,4,6,2021-11-21T23:21:57Z,327500,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M22.00S,2021-11-21T23:14:38.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",203924,6.225361366622863,46.81372549019608,1610612765,6,6,2021-11-21T23:22:02Z,360000,16.0,6.0,1,left,J. Grant running DUNK (2 PTS) (S. Bey 1 AST),"[203924, 1630180]",1610612765.0,DET,running,,,Grant,J. Grant,,,,,,,,,,,,,1.7,Made,,,,,2.0,S. Bey,1630180.0,1.0,,,
38,PT09M13.00S,2021-11-21T23:14:47.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,92.16491458607096,47.549019607843135,1610612747,6,8,2021-11-21T23:14:51Z,380000,-12.0,21.0,1,right,D. Jordan DUNK (2 PTS) (R. Westbrook 2 AST),"[201599, 201566]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,2.44,Made,,,,,2.0,R. Westbrook,201566.0,2.0,,,
40,PT09M00.00S,2021-11-21T23:15:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,17.132063074901453,41.17647058823529,1610612765,6,8,2021-11-21T23:15:05Z,400000,44.0,109.0,1,left,MISS C. Cunningham 11' fadeaway Shot,[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,,,,,,,,,11.71,Missed,,,,,,,,,,,
41,PT08M57.00S,2021-11-21T23:15:03.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,6,8,2021-11-21T23:15:05Z,410000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,
42,PT08M50.00S,2021-11-21T23:15:10.6Z,1,REGULAR,3pt,Jump Shot,[],2544,70.74572930354796,22.303921568627445,1610612747,6,8,2021-11-21T23:15:16Z,420000,-138.0,222.0,1,right,MISS L. James 26' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,,,,,,,,,26.21,Missed,,,,,,,,,,,
43,PT08M47.00S,2021-11-21T23:15:13.0Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,6,8,2021-11-21T23:15:13Z,430000,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,
44,PT08M43.00S,2021-11-21T23:15:17.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630191,8.590670170827863,51.22549019607843,1610612765,8,8,2021-11-21T23:15:24Z,440000,-6.0,28.0,1,left,I. Stewart cutting DUNK (4 PTS) (C. Cunningham 1 AST),"[1630191, 1630595]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,,,,,,,,,2.89,Made,,,,,4.0,C. Cunningham,1630595.0,1.0,,,
46,PT08M16.00S,2021-11-21T23:15:44.5Z,1,REGULAR,2pt,Jump Shot,[],2544,79.54993429697765,38.23529411764706,1610612747,8,10,2021-11-21T23:15:52Z,460000,-59.0,140.0,1,right,L. James 15' turnaround fadeaway Jump Shot (4 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,,,,,,,,,15.16,Made,,,,,4.0,,,,,,
47,PT07M56.00S,2021-11-21T23:16:05.4Z,1,REGULAR,2pt,Jump Shot,[],1630595,18.446123521681997,72.30392156862744,1610612765,10,10,2021-11-21T23:19:29Z,470000,-112.0,121.0,1,left,C. Cunningham 16' pullup Jump Shot (4 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,,,,,,,,,16.45,Made,,,,,4.0,,,,,,
48,PT07M43.00S,2021-11-21T23:16:17.8Z,1,REGULAR,2pt,Jump Shot,[],201566,79.41852825229961,77.69607843137254,1610612747,10,12,2021-11-21T23:16:22Z,480000,138.0,141.0,1,right,R. Westbrook 19' pullup Jump Shot (4 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,,,,,,,19.76,Made,,,,,4.0,,,,,,
49,PT07M29.00S,2021-11-21T23:16:31.6Z,1,REGULAR,2pt,Jump Shot,[],203924,7.933639947437584,21.813725490196077,1610612765,12,12,2021-11-21T23:16:36Z,490000,141.0,22.0,1,left,J. Grant 14' fadeaway Jump Shot (4 PTS),[203924],1610612765.0,DET,fadeaway,,,Grant,J. Grant,,,,,,,,,,,,,14.26,Made,,,,,4.0,,,,,,
50,PT07M23.00S,2021-11-21T23:16:37.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203076,91.90210249671485,47.79411764705882,1610612747,12,14,2021-11-21T23:16:43Z,500000,-11.0,24.0,1,right,A. Davis running DUNK (4 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,,,,,,,,,2.6,Made,,,,,4.0,L. James,2544.0,1.0,,,
52,PT07M09.00S,2021-11-21T23:16:51.9Z,1,REGULAR,3pt,Jump Shot,[],1630595,25.016425755584763,87.25490196078431,1610612765,12,14,2021-11-21T23:16:56Z,520000,-186.0,183.0,1,left,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,26.09,Missed,,,,,,,,,,,
53,PT07M07.00S,2021-11-21T23:16:53.9Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,12,14,2021-11-21T23:16:56Z,530000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,,
54,PT07M01.00S,2021-11-21T23:16:58.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.61038107752957,45.833333333333336,1610612747,12,16,2021-11-21T23:17:03Z,540000,-21.0,8.0,1,right,A. Davis DUNK (6 PTS) (L. James 2 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,2.21,Made,,,,,6.0,L. James,2544.0,2.0,,,
56,PT06M53.00S,2021-11-21T23:17:07.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,22.913929040735866,91.17647058823529,1610612765,12,16,2021-11-21T23:17:12Z,560000,-206.0,163.0,1,left,MISS S. Bey 26' step back 3PT,[1630180],1610612765.0,DET,step back,,,Bey,S. Bey,,,,,,,,,,,,,26.25,Missed,,,,,,,,,,,
57,PT06M51.00S,2021-11-21T23:17:09.0Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,12,16,2021-11-21T23:17:12Z,570000,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,56.0,3.0,3.0,0.0,,,,,,,
58,PT06M45.00S,2021-11-21T23:17:17.4Z,1,REGULAR,foul,personal,[],202709,,,1610612747,12,16,2021-11-21T23:17:31Z,580000,,,0,,C. Joseph personal FOUL (1 PF),"[202709, 202340]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,203593.0,1.0,0.0,Bradley,202340.0,,,,,,,,,,,,,,,,
60,PT06M45.00S,2021-11-21T23:17:29.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,12,16,2021-11-21T23:17:29Z,600000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M45.00S,2021-11-21T23:17:30.6Z,1,REGULAR,substitution,out,[],201566,,,1610612747,12,16,2021-11-21T23:20:25Z,610000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M45.00S,2021-11-21T23:17:30.6Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,12,16,2021-11-21T23:20:25Z,620000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M33.00S,2021-11-21T23:20:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,94.26741130091985,52.450980392156865,1610612747,12,18,2021-11-21T23:20:49Z,630000,12.0,1.0,1,right,T. Horton-Tucker reverse Layup (2 PTS) (A. Davis 1 AST),"[1629659, 203076]",1610612747.0,LAL,reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,1.24,Made,,,,,2.0,A. Davis,203076.0,1.0,,,
65,PT06M14.00S,2021-11-21T23:20:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,9.773324572930349,59.31372549019608,1610612765,14,18,2021-11-21T23:21:04Z,650000,-47.0,39.0,1,left,S. Bey 6' fadeaway Jump Shot (2 PTS),[1630180],1610612765.0,DET,fadeaway,,,Bey,S. Bey,,,,,,,,,,,,,6.1,Made,,,,,2.0,,,,,,
66,PT06M01.00S,2021-11-21T23:21:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,86.38304862023654,50.98039215686275,1610612747,14,18,2021-11-21T23:21:18Z,660000,5.0,75.0,1,right,MISS A. Davis 7' driving floating Shot,[203076],1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,,,,,,,,,7.57,Missed,,,,,,,,,,,
67,PT05M57.00S,2021-11-21T23:21:16.3Z,1,REGULAR,rebound,offensive,[],201599,,,1610612747,14,18,2021-11-21T23:21:16Z,670000,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,66.0,4.0,3.0,1.0,,,,,,,
68,PT05M57.00S,2021-11-21T23:21:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,94.40999984741211,50.0,1610612747,14,20,2021-11-21T23:21:16Z,680000,0.0,0.0,1,right,D. Jordan tip Layup (4 PTS),[201599],1610612747.0,LAL,tip,,,Jordan,D. Jordan,,,,,,,,,,,,,0.0,Made,,,,,4.0,,,,,,
69,PT05M48.00S,2021-11-21T23:21:25.1Z,1,REGULAR,3pt,Jump Shot,[],1630595,27.77595269382391,19.85294117647058,1610612765,14,20,2021-11-21T23:21:33Z,690000,151.0,209.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,25.73,Missed,,,,,,,,,,,
70,PT05M46.00S,2021-11-21T23:21:27.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,14,20,2021-11-21T23:21:27Z,700000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,
71,PT05M30.00S,2021-11-21T23:21:43.5Z,1,REGULAR,2pt,Jump Shot,[],203076,84.54336399474376,71.56862745098039,1610612747,14,20,2021-11-21T23:21:48Z,710000,108.0,93.0,1,right,MISS A. Davis 14' fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,,,,,,,,,14.22,Missed,,,,,,,,,,,
72,PT05M28.00S,2021-11-21T23:21:45.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,14,20,2021-11-21T23:21:48Z,720000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,,
75,PT05M13.00S,2021-11-21T23:22:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.093955321944804,46.81372549019608,1610612765,14,20,2021-11-21T23:22:06Z,730000,16.0,5.0,1,left,MISS J. Grant driving Layup,[203924],1610612765.0,DET,driving,,,Grant,J. Grant,,,,,,,,,,,,,1.66,Missed,,,,,,,,,,,
76,PT05M11.00S,2021-11-21T23:22:03.0Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,14,20,2021-11-21T23:22:02Z,740000,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,75.0,5.0,4.0,1.0,,,,,,,
77,PT05M01.00S,2021-11-21T23:22:12.6Z,1,REGULAR,3pt,Jump Shot,[],1629659,74.29369250985545,17.64705882352942,1610612747,14,20,2021-11-21T23:22:18Z,750000,-162.0,189.0,1,right,MISS T. Horton-Tucker 24' step back 3PT,[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,24.89,Missed,,,,,,,,,,,
78,PT04M59.00S,2021-11-21T23:22:14.6Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,14,20,2021-11-21T23:22:18Z,760000,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,77.0,2.0,2.0,0.0,,,,,,,
79,PT04M39.00S,2021-11-21T23:22:34.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,8.984888304862025,55.3921568627451,1610612765,14,20,2021-11-21T23:22:38Z,770000,-27.0,32.0,1,left,MISS I. Stewart Hook,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,4.19,Missed,,,,,,,,,,,
80,PT04M36.00S,2021-11-21T23:22:37.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,14,20,2021-11-21T23:22:38Z,780000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,79.0,2.0,2.0,0.0,,,,,,,
81,PT04M29.00S,2021-11-21T23:22:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.2161629434954,44.607843137254896,1610612747,14,20,2021-11-21T23:22:49Z,790000,-27.0,11.0,1,right,MISS L. James driving reverse Layup,[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,,,,,,,,,2.93,Missed,,,,,,,,,,,
82,PT04M26.00S,2021-11-21T23:22:47.5Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,14,20,2021-11-21T23:22:49Z,800000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,
83,PT04M22.00S,2021-11-21T23:22:51.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,18.183311432325894,5.392156862745097,1610612765,17,20,2021-11-21T23:25:57Z,810000,223.0,118.0,1,left,S. Bey 25' 3PT pullup (5 PTS),[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,,,,,,,,,25.25,Made,,,,,5.0,,,,,,
84,PT04M22.00S,2021-11-21T23:22:58.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,17,20,2021-11-21T23:22:58Z,820000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M22.00S,2021-11-21T23:22:59.8Z,1,REGULAR,substitution,out,[],202709,,,1610612747,17,20,2021-11-21T23:25:51Z,830000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M22.00S,2021-11-21T23:22:59.8Z,1,REGULAR,substitution,out,[],201599,,,1610612747,17,20,2021-11-21T23:25:51Z,840000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M22.00S,2021-11-21T23:22:59.8Z,1,REGULAR,substitution,out,[],202340,,,1610612747,17,20,2021-11-21T23:25:51Z,850000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M22.00S,2021-11-21T23:22:59.8Z,1,REGULAR,substitution,in,[],1628402,,,1610612747,17,20,2021-11-21T23:25:51Z,860000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M22.00S,2021-11-21T23:22:59.8Z,1,REGULAR,substitution,in,[],2546,,,1610612747,17,20,2021-11-21T23:25:51Z,870000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M22.00S,2021-11-21T23:22:59.8Z,1,REGULAR,substitution,in,[],201961,,,1610612747,17,20,2021-11-21T23:25:51Z,880000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M55.00S,2021-11-21T23:26:18.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,86.64586070959264,35.5392156862745,1610612747,17,20,2021-11-21T23:26:23Z,890000,-72.0,73.0,1,right,MISS T. Horton-Tucker 10' fadeaway Shot,[1629659],1610612747.0,LAL,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,10.27,Missed,,,,,,,,,,,
92,PT03M52.00S,2021-11-21T23:26:21.3Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,17,20,2021-11-21T23:26:21Z,900000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,
