actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
88,PT04M47.00S,2022-03-25T23:22:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630191,7.670827858081481,54.411764705882355,1610612765,16,12,2022-03-25T23:24:06Z,880000,-22.0,20.0,1,left,I. Stewart running Layup (8 PTS) (S. Bey 1 AST),"[1630191, 1630180]",1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,2.95,Made,,,,,8.0,,,,,,,,,S. Bey,1630180.0,1.0,,,
90,PT04M30.00S,2022-03-25T23:23:01.1Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612764,16,12,2022-03-25T23:23:15Z,900000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1630595, 203484]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,202037.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,
92,PT04M30.00S,2022-03-25T23:23:30.1Z,1,REGULAR,freethrow,1 of 2,[],203484,,,1610612764,16,13,2022-03-25T23:23:30Z,920000,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (3 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
93,PT04M30.00S,2022-03-25T23:23:31.1Z,1,REGULAR,substitution,out,[],203924,,,1610612764,16,13,2022-03-25T23:23:51Z,930000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M30.00S,2022-03-25T23:23:31.1Z,1,REGULAR,substitution,out,[],202709,,,1610612764,16,13,2022-03-25T23:23:51Z,940000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M30.00S,2022-03-25T23:23:31.1Z,1,REGULAR,substitution,out,[],1630180,,,1610612764,16,13,2022-03-25T23:23:51Z,950000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M30.00S,2022-03-25T23:23:31.1Z,1,REGULAR,substitution,out,[],1630264,,,1610612764,16,13,2022-03-25T23:23:51Z,960000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M30.00S,2022-03-25T23:23:31.1Z,1,REGULAR,substitution,in,[],1630165,,,1610612764,16,13,2022-03-25T23:23:51Z,970000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M30.00S,2022-03-25T23:23:31.1Z,1,REGULAR,substitution,in,[],203585,,,1610612764,16,13,2022-03-25T23:23:51Z,980000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M30.00S,2022-03-25T23:23:31.1Z,1,REGULAR,substitution,in,[],1628963,,,1610612764,16,13,2022-03-25T23:23:51Z,990000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M30.00S,2022-03-25T23:23:31.1Z,1,REGULAR,substitution,in,[],1629060,,,1610612764,16,13,2022-03-25T23:23:51Z,1000000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M30.00S,2022-03-25T23:24:01.5Z,1,REGULAR,freethrow,2 of 2,[],203484,,,1610612764,16,14,2022-03-25T23:24:01Z,1010000,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (4 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
102,PT04M16.00S,2022-03-25T23:24:17.4Z,1,REGULAR,3pt,Jump Shot,[],203585,11.613009198423129,96.81372549019608,1610612765,16,14,2022-03-25T23:24:26Z,1020000,-234.0,57.0,1,left,MISS R. McGruder 24' 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2022-03-25T23:24:21.5Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,16,14,2022-03-25T23:24:21Z,1030000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
104,PT04M02.00S,2022-03-25T23:24:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,90.98226018396846,56.372549019607845,1610612764,16,14,2022-03-25T23:24:41Z,1040000,32.0,32.0,1,right,MISS D. Avdija Layup - blocked,"[1630166, 1628963]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,4.54,Missed,,,,,,,,,,,,,,,,,Bagley III,1628963.0,
105,PT04M02.00S,2022-03-25T23:24:29.8Z,1,REGULAR,block,,[],1628963,,,1610612764,16,14,2022-03-25T23:24:34Z,1050000,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M57.00S,2022-03-25T23:24:34.8Z,1,REGULAR,rebound,offensive,[],203484,,,1610612764,16,14,2022-03-25T23:26:47Z,1060000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,104.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
107,PT03M57.00S,2022-03-25T23:24:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203484,90.98226018396846,55.3921568627451,1610612764,16,14,2022-03-25T23:26:28Z,1070000,27.0,32.0,1,right,MISS K. Caldwell-Pope Layup,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,4.21,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M53.00S,2022-03-25T23:24:39.8Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,16,14,2022-03-25T23:24:39Z,1080000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
109,PT03M51.00S,2022-03-25T23:24:43.2Z,1,REGULAR,2pt,Jump Shot,[],1630165,13.929040735873855,70.56525735294117,1610612765,18,14,2022-03-25T23:25:47Z,1090000,-103.0,78.0,1,left,K. Hayes 12' bank Jump Shot (2 PTS),[1630165],1610612765.0,DET,bank,,,Hayes,K. Hayes,,,,,12.93,Made,,,,,2.0,,,,,,,,,,,,,,
110,PT03M51.00S,2022-03-25T23:25:10.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,18,14,2022-03-25T23:25:44Z,1100000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M51.00S,2022-03-25T23:26:07.6Z,1,REGULAR,substitution,out,[],1630191,,,1610612764,18,14,2022-03-25T23:27:22Z,1110000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M51.00S,2022-03-25T23:26:07.6Z,1,REGULAR,substitution,out,[],203484,,,1610612764,18,14,2022-03-25T23:27:22Z,1120000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M51.00S,2022-03-25T23:26:07.6Z,1,REGULAR,substitution,out,[],204001,,,1610612764,18,14,2022-03-25T23:27:22Z,1130000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M51.00S,2022-03-25T23:26:07.6Z,1,REGULAR,substitution,in,[],1630296,,,1610612764,18,14,2022-03-25T23:27:22Z,1140000,,,0,,SUB in: B. Key,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M51.00S,2022-03-25T23:26:07.6Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,18,14,2022-03-25T23:27:22Z,1150000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M51.00S,2022-03-25T23:26:07.6Z,1,REGULAR,substitution,in,[],1628418,,,1610612764,18,14,2022-03-25T23:27:22Z,1160000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M31.00S,2022-03-25T23:28:01.2Z,1,REGULAR,turnover,out-of-bounds,[],1630557,,,1610612764,18,14,2022-03-25T23:28:52Z,1170000,,,0,,C. Kispert lost ball out-of-bounds TURNOVER (1 TO),[1630557],1610612764.0,WAS,lost ball,,,Kispert,C. Kispert,,,,,,,,,,,,1.0,,,202037.0,,,,,,,,,,
118,PT03M19.00S,2022-03-25T23:28:18.8Z,1,REGULAR,foul,personal,[],1630166,,,1610612765,18,14,2022-03-25T23:28:24Z,1180000,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 1630595]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,1146.0,1.0,1.0,Cunningham,1630595.0,,,,,,
120,PT03M11.00S,2022-03-25T23:28:51.6Z,1,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612765,18,14,2022-03-25T23:29:24Z,1200000,,,0,,T. Bryant shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1628418, 1628963]",1610612764.0,WAS,shooting,,,Bryant,T. Bryant,,,,,,,,,,,,,,,202037.0,1.0,0.0,Bagley III,1628963.0,,,,,,
122,PT03M11.00S,2022-03-25T23:29:25.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628963,,,1610612765,19,14,2022-03-25T23:29:25Z,1220000,,,0,,M. Bagley III Free Throw 1 of 2 (1 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
123,PT03M11.00S,2022-03-25T23:29:46.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628963,,,1610612765,20,14,2022-03-25T23:29:46Z,1230000,,,0,,M. Bagley III Free Throw 2 of 2 (2 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
124,PT02M52.00S,2022-03-25T23:30:05.9Z,1,REGULAR,3pt,Jump Shot,[],1630557,69.30026281208936,24.509803921568633,1610612764,20,14,2022-03-25T23:30:09Z,1240000,-127.0,236.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,26.83,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M49.00S,2022-03-25T23:30:08.9Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,20,14,2022-03-25T23:30:09Z,1250000,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
126,PT02M43.00S,2022-03-25T23:30:15.0Z,1,REGULAR,3pt,Jump Shot,[],1628963,33.55781865965835,35.78431372549019,1610612765,20,14,2022-03-25T23:30:19Z,1260000,71.0,263.0,1,left,MISS M. Bagley III 27' 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M39.00S,2022-03-25T23:30:18.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,20,14,2022-03-25T23:30:18Z,1270000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
128,PT02M25.00S,2022-03-25T23:30:32.6Z,1,REGULAR,2pt,Jump Shot,[],1629060,94.00459921156373,72.79411764705883,1610612764,20,16,2022-03-25T23:30:37Z,1280000,114.0,4.0,1,right,R. Hachimura 11' turnaround fadeaway Jump Shot (2 PTS),[1629060],1610612764.0,WAS,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,11.41,Made,,,,,2.0,,,,,,,,,,,,,,
129,PT02M09.00S,2022-03-25T23:30:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,9.247700394218143,65.44117647058823,1610612765,20,16,2022-03-25T23:30:53Z,1290000,-77.0,34.0,1,left,MISS K. Hayes 8' driving floating bank Shot,[1630165],1610612765.0,DET,driving floating bank,,,Hayes,K. Hayes,,,,,8.45,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M06.00S,2022-03-25T23:30:51.1Z,1,REGULAR,rebound,defensive,[],202397,,,1610612764,20,16,2022-03-25T23:30:53Z,1300000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
131,PT02M02.00S,2022-03-25T23:30:55.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,78.23587385019711,11.519607843137265,1610612764,20,16,2022-03-25T23:31:00Z,1310000,-192.0,152.0,1,right,MISS R. Hachimura 24' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
132,PT02M00.00S,2022-03-25T23:30:57.8Z,1,REGULAR,rebound,offensive,[],1630557,,,1610612764,20,16,2022-03-25T23:30:57Z,1320000,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,131.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
133,PT01M57.00S,2022-03-25T23:31:00.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630166,95.05584756898817,10.294117647058826,1610612764,20,18,2022-03-25T23:31:08Z,1330000,-199.0,-6.0,1,right,D. Avdija 19' Jump Shot (4 PTS) (R. Hachimura 1 AST),"[1630166, 1629060]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,19.86,Made,,,,,4.0,,,,,,,,,R. Hachimura,1629060.0,1.0,,,
135,PT01M33.00S,2022-03-25T23:31:24.5Z,1,REGULAR,turnover,lost ball,[],1630165,,,1610612765,20,18,2022-03-25T23:31:28Z,1350000,,,0,,K. Hayes lost ball TURNOVER (1 TO),"[1630165, 1630557]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,1.0,Kispert,1630557.0,,,,,,,,,,,
136,PT01M33.00S,2022-03-25T23:31:24.5Z,1,REGULAR,steal,,[],1630557,,,1610612764,20,18,2022-03-25T23:31:26Z,1360000,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M24.00S,2022-03-25T23:31:33.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628418,65.3580814717477,54.411764705882355,1610612764,20,21,2022-03-25T23:31:38Z,1370000,22.0,273.0,1,right,T. Bryant 27' 3PT  (3 PTS) (I. Smith 1 AST),"[1628418, 202397]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,27.4,Made,,,,,3.0,,,,,,,,,I. Smith,202397.0,1.0,,,
139,PT01M08.00S,2022-03-25T23:31:50.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,7.276609724047319,55.63725490196079,1610612765,22,21,2022-03-25T23:31:54Z,1390000,-28.0,16.0,1,left,M. Bagley III DUNK (4 PTS) (C. Cunningham 3 AST),"[1628963, 1630595]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,3.24,Made,,,,,4.0,,,,,,,,,C. Cunningham,1630595.0,3.0,,,
141,PT00M59.40S,2022-03-25T23:32:00.6Z,1,REGULAR,2pt,Jump Shot,[],1630166,75.73915900131406,53.92156862745098,1610612764,22,21,2022-03-25T23:32:39Z,1410000,20.0,176.0,1,right,MISS D. Avdija 17' pullup Shot,[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,17.67,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M57.40S,2022-03-25T23:32:02.6Z,1,REGULAR,rebound,defensive,[],1630296,,,1610612765,22,21,2022-03-25T23:32:39Z,1420000,,,0,,B. Key REBOUND (Off:0 Def:1),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
143,PT00M51.00S,2022-03-25T23:32:11.2Z,1,REGULAR,foul,personal,[],1628418,,,1610612765,22,21,2022-03-25T23:32:40Z,1430000,,,0,,T. Bryant personal FOUL (2 PF),"[1628418, 1630595]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,1146.0,2.0,0.0,Cunningham,1630595.0,,,,,,
145,PT00M44.40S,2022-03-25T23:32:51.3Z,1,REGULAR,2pt,Jump Shot,[],1628963,11.087385019710908,72.54901960784314,1610612765,24,21,2022-03-25T23:33:03Z,1450000,-113.0,52.0,1,left,M. Bagley III 12' fadeaway Jump Shot (6 PTS) (K. Hayes 1 AST),"[1628963, 1630165]",1610612765.0,DET,fadeaway,,,Bagley III,M. Bagley III,,,,,12.4,Made,,,,,6.0,,,,,,,,,K. Hayes,1630165.0,1.0,,,
147,PT00M35.00S,2022-03-25T23:33:07.7Z,1,REGULAR,2pt,Jump Shot,[],202397,80.07555847568989,74.26470588235294,1610612764,24,23,2022-03-25T23:33:43Z,1470000,121.0,135.0,1,right,I. Smith 18' pullup Jump Shot (2 PTS),[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,18.13,Made,,,,,2.0,,,,,,,,,,,,,,
148,PT00M13.70S,2022-03-25T23:33:33.6Z,1,REGULAR,2pt,Jump Shot,[],1630165,3.465834428383701,12.25490196078431,1610612765,24,23,2022-03-25T23:33:37Z,1480000,189.0,-20.0,1,left,MISS K. Hayes 18' Jump Shot,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,18.97,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M10.90S,2022-03-25T23:33:36.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,24,23,2022-03-25T23:33:36Z,1490000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
150,PT00M08.80S,2022-03-25T23:33:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630557,89.6681997371879,54.411764705882355,1610612764,24,25,2022-03-25T23:33:59Z,1500000,22.0,45.0,1,right,C. Kispert running Layup (2 PTS) (D. Avdija 1 AST),"[1630557, 1630166]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,4.98,Made,,,,,2.0,,,,,,,,,D. Avdija,1630166.0,1.0,,,
152,PT00M08.80S,2022-03-25T23:33:45.3Z,1,REGULAR,violation,defensive goaltending,[],1628963,,,1610612764,24,25,2022-03-25T23:33:59Z,1520000,,,0,,M. Bagley III defensive goaltending VIOLATION,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,202037.0,,,,,,,,,,
153,PT00M01.70S,2022-03-25T23:34:19.1Z,1,REGULAR,3pt,Jump Shot,[],1628963,31.32391590013141,30.14705882352942,1610612765,24,25,2022-03-25T23:34:51Z,1530000,99.0,242.0,1,left,MISS M. Bagley III 26' 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M01.70S,2022-03-25T23:34:19.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,24,25,2022-03-25T23:34:51Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2022-03-25T23:34:27.7Z,1,REGULAR,period,end,[],0,,,1610612765,24,25,2022-03-25T23:34:27Z,1550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-03-25T23:35:07.8Z,2,REGULAR,substitution,out,['startperiod'],1630595,,,1610612765,24,25,2022-03-25T23:37:05Z,1560000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-03-25T23:35:07.8Z,2,REGULAR,substitution,in,['startperiod'],1628402,,,1610612765,24,25,2022-03-25T23:37:05Z,1570000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-03-25T23:37:08.6Z,2,REGULAR,period,start,[],0,,,1610612765,24,25,2022-03-25T23:37:08Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M47.00S,2022-03-25T23:37:19.8Z,2,REGULAR,3pt,Jump Shot,[],1630296,7.408015768725363,3.1862745098039227,1610612765,24,25,2022-03-25T23:38:58Z,1590000,234.0,17.0,1,left,MISS B. Key 3PT,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,,
160,PT11M45.00S,2022-03-25T23:37:21.8Z,2,REGULAR,rebound,offensive,[],1630296,,,1610612765,24,25,2022-03-25T23:37:21Z,1600000,,,0,,B. Key REBOUND (Off:1 Def:1),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,159.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
161,PT11M45.00S,2022-03-25T23:37:22.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630296,7.276609724047319,45.58823529411765,1610612765,24,25,2022-03-25T23:39:00Z,1610000,22.0,16.0,1,left,MISS B. Key Layup,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
162,PT11M42.00S,2022-03-25T23:37:25.7Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612764,24,25,2022-03-25T23:39:00Z,1620000,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
163,PT11M29.00S,2022-03-25T23:37:40.1Z,2,REGULAR,foul,personal,[],1630296,,,1610612764,24,25,2022-03-25T23:37:50Z,1630000,,,0,,B. Key personal FOUL (1 PF),"[1630296, 1628418]",1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,202037.0,1.0,0.0,Bryant,1628418.0,,,,,,
165,PT11M19.00S,2022-03-25T23:38:20.8Z,2,REGULAR,foul,personal,['2freethrow'],203585,,,1610612764,24,25,2022-03-25T23:38:41Z,1650000,,,0,,R. McGruder shooting personal FOUL (1 PF) (Bryant 2 FT),"[203585, 1628418]",1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Bryant,1628418.0,,,,,,
167,PT11M19.00S,2022-03-25T23:38:50.7Z,2,REGULAR,freethrow,1 of 2,[],1628418,,,1610612764,24,26,2022-03-25T23:38:50Z,1670000,,,0,,T. Bryant Free Throw 1 of 2 (4 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
168,PT11M19.00S,2022-03-25T23:39:06.7Z,2,REGULAR,freethrow,2 of 2,[],1628418,,,1610612764,24,27,2022-03-25T23:39:06Z,1680000,,,0,,T. Bryant Free Throw 2 of 2 (5 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
169,PT11M03.00S,2022-03-25T23:39:22.9Z,2,REGULAR,turnover,out-of-bounds,[],203585,,,1610612765,24,27,2022-03-25T23:41:00Z,1690000,,,0,,R. McGruder bad pass out-of-bounds TURNOVER (1 TO),[203585],1610612765.0,DET,bad pass,,,McGruder,R. McGruder,,,,,,,,,,,,1.0,,,202037.0,,,,,,,,,,
170,PT10M54.00S,2022-03-25T23:39:52.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202397,73.89947437582128,52.69607843137255,1610612764,24,27,2022-03-25T23:40:52Z,1700000,13.0,193.0,1,right,MISS I. Smith 19' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,19.33,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M52.00S,2022-03-25T23:39:54.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,24,27,2022-03-25T23:40:09Z,1710000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,
172,PT10M52.00S,2022-03-25T23:40:02.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,24,27,2022-03-25T23:40:02Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M41.00S,2022-03-25T23:40:16.5Z,2,REGULAR,3pt,Jump Shot,[],203585,17.526281208935615,96.81372549019608,1610612765,24,27,2022-03-25T23:40:20Z,1730000,-234.0,112.0,1,left,MISS R. McGruder 25' 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
174,PT10M37.00S,2022-03-25T23:40:19.0Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,24,27,2022-03-25T23:40:19Z,1740000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,173.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
175,PT10M30.00S,2022-03-25T23:40:27.4Z,2,REGULAR,2pt,Jump Shot,[],1630166,93.87319316688567,8.088235294117652,1610612764,24,29,2022-03-25T23:40:34Z,1750000,-210.0,5.0,1,right,D. Avdija 20' Jump Shot (6 PTS) (I. Smith 2 AST),"[1630166, 202397]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,20.97,Made,,,,,6.0,,,,,,,,,I. Smith,202397.0,2.0,,,
