actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
33,PT09M19.00S,2022-01-30T23:17:12.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,91.37647831800263,52.69607843137255,1610612739,0,11,2022-01-30T23:17:18Z,320000,13.0,29.0,1,right,J. Allen alley-oop DUNK (4 PTS) (I. Okoro 1 AST),"[1628386, 1630171]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,3.16,Made,4.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,,,
35,PT09M07.00S,2022-01-30T23:17:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,4.12286465177398,97.30392156862744,1610612765,0,11,2022-01-30T23:17:40Z,340000,-237.0,-14.0,1,left,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.69,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M04.00S,2022-01-30T23:17:37.9Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,11,2022-01-30T23:17:40Z,350000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,
37,PT08M43.00S,2022-01-30T23:17:57.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,92.55913272010513,56.127450980392155,1610612739,0,11,2022-01-30T23:18:35Z,360000,31.0,17.0,1,right,MISS J. Allen driving Hook,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,3.52,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M39.00S,2022-01-30T23:18:01.7Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,0,11,2022-01-30T23:18:35Z,370000,,,0,,D. Wade REBOUND (Off:1 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,
39,PT08M39.00S,2022-01-30T23:18:02.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629731,94.40999984741211,50.0,1610612739,0,13,2022-01-30T23:18:02Z,380000,0.0,0.0,1,right,D. Wade tip DUNK (5 PTS),[1629731],1610612739.0,CLE,tip,,,Wade,D. Wade,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
40,PT08M29.00S,2022-01-30T23:18:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,19.8915900131406,36.51960784313726,1610612765,0,13,2022-01-30T23:18:17Z,390000,67.0,134.0,1,left,MISS I. Stewart 15' Jump Shot,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,15.04,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M26.00S,2022-01-30T23:18:15.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,13,2022-01-30T23:18:15Z,400000,,,0,,E. Mobley REBOUND (Off:0 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,40.0,4.0,4.0,0.0,,,,,,,,,,,
42,PT08M15.00S,2022-01-30T23:18:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,82.70367936925098,62.00980392156863,1610612739,0,13,2022-01-30T23:18:32Z,410000,60.0,110.0,1,right,MISS E. Mobley 12' turnaround fadeaway Shot,[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,12.54,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M12.00S,2022-01-30T23:18:29.0Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,0,13,2022-01-30T23:18:29Z,420000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,
44,PT08M07.00S,2022-01-30T23:18:34.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,7.013797634691201,43.38235294117647,1610612765,0,13,2022-01-30T23:18:42Z,430000,33.0,13.0,1,left,MISS C. Cunningham running Layup,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,3.57,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M03.00S,2022-01-30T23:18:38.2Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,0,13,2022-01-30T23:18:38Z,440000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT08M01.00S,2022-01-30T23:18:40.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630171,93.87319316688567,56.372549019607845,1610612739,0,15,2022-01-30T23:19:37Z,450000,32.0,5.0,1,right,I. Okoro running alley-oop DUNK (4 PTS) (D. Garland 1 AST),"[1630171, 1629636]",1610612739.0,CLE,running alley-oop,,,Okoro,I. Okoro,,,,,3.23,Made,4.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,,
48,PT08M01.00S,2022-01-30T23:18:48.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,0,15,2022-01-30T23:18:48Z,470000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M01.00S,2022-01-30T23:18:51.8Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,0,15,2022-01-30T23:21:20Z,480000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M01.00S,2022-01-30T23:18:51.8Z,1,REGULAR,substitution,out,[],202709,,,1610612765,0,15,2022-01-30T23:21:20Z,490000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M01.00S,2022-01-30T23:18:51.8Z,1,REGULAR,substitution,out,[],1628977,,,1610612765,0,15,2022-01-30T23:21:20Z,500000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M01.00S,2022-01-30T23:18:51.8Z,1,REGULAR,substitution,in,[],1628402,,,1610612765,0,15,2022-01-30T23:21:20Z,510000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M01.00S,2022-01-30T23:18:51.8Z,1,REGULAR,substitution,in,[],1626168,,,1610612765,0,15,2022-01-30T23:21:20Z,520000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M01.00S,2022-01-30T23:18:51.8Z,1,REGULAR,substitution,in,[],203585,,,1610612765,0,15,2022-01-30T23:21:20Z,530000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M45.00S,2022-01-30T23:21:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.225361366622863,43.13725490196079,1610612765,0,15,2022-01-30T23:21:54Z,540000,34.0,6.0,1,left,MISS C. Cunningham Layup,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,3.48,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M43.00S,2022-01-30T23:21:51.6Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,0,15,2022-01-30T23:21:54Z,550000,,,0,,I. Okoro REBOUND (Off:0 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,
57,PT07M31.00S,2022-01-30T23:22:04.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,74.29369250985545,11.764705882352942,1610612739,0,15,2022-01-30T23:22:07Z,560000,-191.0,189.0,1,right,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M29.00S,2022-01-30T23:22:06.1Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,0,15,2022-01-30T23:22:07Z,570000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,
59,PT07M25.00S,2022-01-30T23:22:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,6.8823915900131425,45.833333333333336,1610612765,2,15,2022-01-30T23:22:18Z,580000,21.0,12.0,1,left,S. Bey driving Layup (2 PTS),[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,2.41,Made,2.0,,,,,,,,,,,,,,,,,,
60,PT07M25.00S,2022-01-30T23:22:17.5Z,1,REGULAR,foul,personal,['1freethrow'],1629731,,,1610612765,2,15,2022-01-30T23:22:26Z,590000,,,0,,D. Wade shooting personal FOUL (1 PF) (Bey 1 FT),"[1629731, 1630180]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,,,,,,,,,,,2003.0,1.0,0.0,Bey,1630180.0,,,,,,
62,PT07M25.00S,2022-01-30T23:22:37.1Z,1,REGULAR,freethrow,1 of 1,[],1630180,,,1610612765,3,15,2022-01-30T23:22:37Z,610000,,,0,,S. Bey Free Throw 1 of 1 (3 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
63,PT07M14.00S,2022-01-30T23:22:48.5Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,3,15,2022-01-30T23:22:52Z,620000,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 1630180]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,1.0,,,Bey,1630180.0,
64,PT07M14.00S,2022-01-30T23:22:48.5Z,1,REGULAR,steal,,[],1630180,,,1610612765,3,15,2022-01-30T23:22:50Z,630000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M09.00S,2022-01-30T23:22:54.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630180,25.410643889618925,87.25490196078431,1610612765,3,15,2022-01-31T00:08:51Z,640000,-186.0,186.0,1,left,MISS S. Bey 26' running 3PT,[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
66,PT07M06.00S,2022-01-30T23:22:57.5Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,3,15,2022-01-30T23:22:59Z,650000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,
67,PT06M57.00S,2022-01-30T23:23:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,82.26018396846254,60.041360294117645,1610612739,3,17,2022-01-30T23:23:25Z,660000,50.0,114.0,1,right,E. Mobley 12' driving floating bank Jump Shot (2 PTS) (I. Okoro 2 AST),"[1630596, 1630171]",1610612739.0,CLE,driving floating bank,,,Mobley,E. Mobley,,,,,12.48,Made,2.0,I. Okoro,1630171.0,2.0,,,,,,,,,,,,,,,
69,PT06M57.00S,2022-01-30T23:23:15.2Z,1,REGULAR,foul,personal,['1freethrow'],1628402,,,1610612739,3,17,2022-01-30T23:23:25Z,680000,,,0,,F. Jackson shooting personal FOUL (1 PF) (Mobley 1 FT),"[1628402, 1630596]",1610612765.0,DET,shooting,,,Jackson,F. Jackson,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Mobley,1630596.0,,,,,,
71,PT06M57.00S,2022-01-30T23:23:36.2Z,1,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,3,17,2022-01-30T23:23:39Z,700000,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M55.00S,2022-01-30T23:23:38.2Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,3,17,2022-01-30T23:23:39Z,710000,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,
73,PT06M35.00S,2022-01-30T23:23:58.6Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612765,3,17,2022-01-30T23:24:10Z,720000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Lyles 2 FT),"[1630596, 1626168]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,,,,,2003.0,1.0,0.0,Lyles,1626168.0,,,,,,
75,PT06M35.00S,2022-01-30T23:24:21.2Z,1,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,4,17,2022-01-30T23:24:47Z,740000,,,0,,T. Lyles Free Throw 1 of 2 (1 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
76,PT06M35.00S,2022-01-30T23:24:22.0Z,1,REGULAR,substitution,out,[],1630596,,,1610612765,4,17,2022-01-30T23:24:26Z,750000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M35.00S,2022-01-30T23:24:22.0Z,1,REGULAR,substitution,in,[],201567,,,1610612765,4,17,2022-01-30T23:24:26Z,760000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M35.00S,2022-01-30T23:24:21.2Z,1,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,4,17,2022-01-30T23:24:47Z,770000,,,0,,MISS T. Lyles Free Throw 2 of 2,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Missed,,,,,,,,,,,,,,,,,,,
79,PT06M32.00S,2022-01-30T23:24:24.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,4,17,2022-01-30T23:24:47Z,780000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,
80,PT06M24.00S,2022-01-30T23:24:51.6Z,1,REGULAR,3pt,Jump Shot,[],1629731,81.38961892247043,4.656862745098039,1610612739,4,17,2022-01-30T23:24:55Z,790000,-227.0,122.0,1,right,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
81,PT06M21.00S,2022-01-30T23:24:53.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,4,17,2022-01-30T23:24:53Z,800000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,
82,PT06M14.00S,2022-01-30T23:25:01.1Z,1,REGULAR,3pt,Jump Shot,[],1628402,26.856110381077528,85.29411764705883,1610612765,7,17,2022-01-30T23:25:05Z,810000,-176.0,200.0,1,left,F. Jackson 26' 3PT  (3 PTS) (C. Cunningham 1 AST),"[1628402, 1630595]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,26.67,Made,3.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,,
84,PT05M53.00S,2022-01-30T23:25:22.5Z,1,REGULAR,2pt,Jump Shot,[],201567,94.3988173455979,27.941176470588232,1610612739,7,17,2022-01-30T23:25:26Z,830000,-110.0,0.0,1,right,MISS K. Love 11' turnaround fadeaway Shot,[201567],1610612739.0,CLE,turnaround fadeaway,,,Love,K. Love,,,,,11.03,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M50.00S,2022-01-30T23:25:25.5Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,7,17,2022-01-30T23:25:26Z,840000,,,0,,R. McGruder REBOUND (Off:0 Def:2),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,
86,PT05M31.00S,2022-01-30T23:25:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,5.831143232588701,45.34313725490197,1610612765,7,17,2022-01-30T23:25:53Z,850000,23.0,2.0,1,left,MISS S. Bey driving reverse Layup - blocked,"[1630180, 1628386]",1610612765.0,DET,driving reverse,,,Bey,S. Bey,,,,,2.34,Missed,,,,,,,,,,,,,,,Allen,1628386.0,,,
87,PT05M31.00S,2022-01-30T23:25:45.9Z,1,REGULAR,block,,[],1628386,,,1610612765,7,17,2022-01-30T23:25:49Z,860000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M31.00S,2022-01-30T23:25:45.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,7,17,2022-01-30T23:25:53Z,870000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,
