actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
14,PT11M05.00S,2021-12-12T23:12:15.2Z,1,REGULAR,turnover,bad pass,[],200746,,,1610612751,0,2,2021-12-12T23:12:20Z,140000,,,0,,L. Aldridge bad pass TURNOVER (1 TO),"[200746, 1628977]",1610612751.0,BKN,,,,,,,,,Aldridge,L. Aldridge,,,,,,,,,,,1.0,Diallo,1628977.0,,,,,,
15,PT11M05.00S,2021-12-12T23:12:15.2Z,1,REGULAR,steal,,[],1628977,,,1610612765,0,2,2021-12-12T23:12:17Z,150000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,
16,PT11M01.00S,2021-12-12T23:12:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628977,6.8823915900131425,42.40196078431373,1610612765,0,2,2021-12-12T23:14:35Z,160000,38.0,12.0,1,left,MISS H. Diallo driving Layup,[1628977],1610612765.0,DET,driving,,,,,,3.99,Missed,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,
17,PT10M59.00S,2021-12-12T23:12:20.9Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,0,2,2021-12-12T23:12:20Z,170000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT10M58.00S,2021-12-12T23:12:22.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201988,93.2161629434954,31.127450980392155,1610612751,0,4,2021-12-12T23:15:28Z,180000,-94.0,11.0,1,right,P. Mills 9' Jump Shot (2 PTS) (D. Bembry 1 AST),"[201988, 1627761]",1610612751.0,BKN,,,,,,,9.51,Made,Mills,P. Mills,,,,,,,2.0,D. Bembry,1627761.0,1.0,,,,,,,,,
20,PT10M43.00S,2021-12-12T23:12:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,5.962549277266746,44.85294117647059,1610612765,2,4,2021-12-12T23:16:05Z,200000,26.0,4.0,1,left,H. Diallo cutting Layup (2 PTS) (K. Hayes 1 AST),"[1628977, 1630165]",1610612765.0,DET,cutting,,,,,,2.59,Made,Diallo,H. Diallo,,,,,,,2.0,K. Hayes,1630165.0,1.0,,,,,,,,,
22,PT10M20.00S,2021-12-12T23:13:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,93.74178712220763,45.09803921568627,1610612751,2,6,2021-12-12T23:13:05Z,220000,-25.0,6.0,1,right,D. Bembry Layup (2 PTS) (J. Johnson 1 AST),"[1627761, 201949]",1610612751.0,BKN,,,,,,,2.53,Made,Bembry,D. Bembry,,,,,,,2.0,J. Johnson,201949.0,1.0,,,,,,,,,
24,PT10M08.00S,2021-12-12T23:13:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,18.577529566360056,40.19607843137255,1610612765,2,6,2021-12-12T23:16:38Z,240000,49.0,122.0,1,left,MISS I. Stewart 13' Jump Shot,[1630191],1610612765.0,DET,,,,,,,13.16,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
25,PT10M05.00S,2021-12-12T23:13:15.3Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,2,6,2021-12-12T23:13:17Z,250000,,,0,,D. Bembry REBOUND (Off:0 Def:2),[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
26,PT09M54.00S,2021-12-12T23:13:26.9Z,1,REGULAR,foul,personal,['2freethrow'],1628977,,,1610612751,2,6,2021-12-12T23:13:41Z,260000,,,0,,H. Diallo shooting personal FOUL (1 PF) (Aldridge 2 FT),"[1628977, 200746]",1610612765.0,DET,shooting,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,202041.0,1.0,0.0,Aldridge,200746.0,
28,PT09M54.00S,2021-12-12T23:14:00.2Z,1,REGULAR,freethrow,1 of 2,[],200746,,,1610612751,2,7,2021-12-12T23:14:00Z,280000,,,0,,L. Aldridge Free Throw 1 of 2 (3 PTS),[200746],1610612751.0,BKN,,,,,,,,Made,Aldridge,L. Aldridge,,,,,,,3.0,,,,,,,,,,,,
29,PT09M54.00S,2021-12-12T23:14:15.7Z,1,REGULAR,freethrow,2 of 2,[],200746,,,1610612751,2,8,2021-12-12T23:14:15Z,290000,,,0,,L. Aldridge Free Throw 2 of 2 (4 PTS),[200746],1610612751.0,BKN,,,,,,,,Made,Aldridge,L. Aldridge,,,,,,,4.0,,,,,,,,,,,,
30,PT09M34.00S,2021-12-12T23:14:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,25.016425755584763,11.764705882352942,1610612765,2,8,2021-12-12T23:17:21Z,300000,191.0,183.0,1,left,MISS S. Bey 26' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,,,,26.45,Missed,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
31,PT09M31.00S,2021-12-12T23:14:39.2Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,2,8,2021-12-12T23:14:40Z,310000,,,0,,D. Bembry REBOUND (Off:0 Def:3),[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,30.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
32,PT09M18.00S,2021-12-12T23:14:51.9Z,1,REGULAR,3pt,Jump Shot,[],201988,66.93495400788436,55.3921568627451,1610612751,2,8,2021-12-12T23:14:56Z,320000,27.0,258.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,,,,25.97,Missed,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
33,PT09M16.00S,2021-12-12T23:14:53.9Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,2,8,2021-12-12T23:14:56Z,330000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,,,,,,Bey,S. Bey,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
34,PT09M07.00S,2021-12-12T23:15:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,5.831143232588701,54.411764705882355,1610612765,2,8,2021-12-12T23:15:11Z,340000,-22.0,2.0,1,left,MISS I. Stewart reverse Layup,[1630191],1610612765.0,DET,reverse,,,,,,2.22,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
35,PT09M04.00S,2021-12-12T23:15:06.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,2,8,2021-12-12T23:15:11Z,350000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,,,,,,Durant,K. Durant,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT08M59.00S,2021-12-12T23:15:13.6Z,1,REGULAR,foul,offensive,[],200746,,,1610612751,2,8,2021-12-12T23:15:36Z,360000,,,0,,L. Aldridge offensive FOUL (1 PF),"[200746, 1628977]",1610612751.0,BKN,,,,,,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,1626300.0,1.0,0.0,Diallo,1628977.0,
38,PT08M59.00S,2021-12-12T23:15:13.6Z,1,REGULAR,turnover,offensive foul,[],200746,,,1610612751,2,8,2021-12-12T23:15:13Z,380000,,,0,,L. Aldridge offensive foul TURNOVER (2 TO),[200746],1610612751.0,BKN,,,,,,,,,Aldridge,L. Aldridge,,,,,,,,,,,2.0,,,1626300.0,,,,,
39,PT08M48.00S,2021-12-12T23:15:35.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,20.285808147174762,51.22549019607843,1610612765,4,8,2021-12-12T23:15:41Z,390000,-6.0,138.0,1,left,C. Cunningham 13' pullup Jump Shot (2 PTS),[1630595],1610612765.0,DET,pullup,,,,,,13.83,Made,Cunningham,C. Cunningham,,,,,,,2.0,,,,,,,,,,,,
40,PT08M36.00S,2021-12-12T23:15:47.2Z,1,REGULAR,3pt,Jump Shot,[],201988,66.80354796320631,70.09803921568627,1610612751,4,11,2021-12-12T23:15:52Z,400000,100.0,260.0,1,right,P. Mills 27' 3PT  (5 PTS) (K. Durant 2 AST),"[201988, 201142]",1610612751.0,BKN,,,,,,,27.83,Made,Mills,P. Mills,,,,,,,5.0,K. Durant,201142.0,2.0,,,,,,,,,
42,PT08M22.00S,2021-12-12T23:16:02.5Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,4,11,2021-12-12T23:16:08Z,420000,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1627761]",1610612765.0,DET,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,1.0,Bembry,1627761.0,,,,,,
43,PT08M22.00S,2021-12-12T23:16:02.5Z,1,REGULAR,steal,,[],1627761,,,1610612751,4,11,2021-12-12T23:25:29Z,430000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,
44,PT08M21.00S,2021-12-12T23:16:07.0Z,1,REGULAR,foul,personal,[],1628977,,,1610612751,4,11,2021-12-12T23:21:38Z,440000,,,0,,H. Diallo take personal FOUL (2 PF),"[1628977, 201988]",1610612765.0,DET,take,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,1626300.0,2.0,0.0,Mills,201988.0,
46,PT08M08.00S,2021-12-12T23:16:39.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,89.14257555847568,31.862745098039213,1610612751,4,11,2021-12-12T23:16:48Z,460000,-91.0,50.0,1,right,MISS K. Durant 10' turnaround Shot,[201142],1610612751.0,BKN,turnaround,,,,,,10.34,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
47,PT08M05.00S,2021-12-12T23:16:42.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,4,11,2021-12-12T23:16:42Z,470000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,,,,,,Stewart,I. Stewart,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
48,PT07M57.00S,2021-12-12T23:16:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.619579500657039,43.872549019607845,1610612765,6,11,2021-12-12T23:16:55Z,480000,31.0,10.0,1,left,C. Cunningham driving Layup (4 PTS) (H. Diallo 1 AST),"[1630595, 1628977]",1610612765.0,DET,driving,,,,,,3.21,Made,Cunningham,C. Cunningham,,,,,,,4.0,H. Diallo,1628977.0,1.0,,,,,,,,,
50,PT07M39.00S,2021-12-12T23:17:08.2Z,1,REGULAR,3pt,Jump Shot,[],201988,73.242444152431,14.460784313725497,1610612751,6,14,2021-12-12T23:17:12Z,500000,-178.0,199.0,1,right,P. Mills 26' 3PT  (8 PTS) (J. Johnson 2 AST),"[201988, 201949]",1610612751.0,BKN,,,,,,,26.68,Made,Mills,P. Mills,,,,,,,8.0,J. Johnson,201949.0,2.0,,,,,,,,,
52,PT07M35.00S,2021-12-12T23:17:16.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,6,14,2021-12-12T23:17:16Z,520000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M35.00S,2021-12-12T23:17:18.3Z,1,REGULAR,substitution,out,[],1628977,,,1610612765,6,14,2021-12-12T23:20:00Z,530000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,
57,PT07M35.00S,2021-12-12T23:17:18.3Z,1,REGULAR,substitution,in,[],1628402,,,1610612765,6,14,2021-12-12T23:20:00Z,540000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,,,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,
58,PT07M25.00S,2021-12-12T23:20:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,6.619579500657039,44.85294117647059,1610612765,8,14,2021-12-12T23:20:43Z,550000,26.0,10.0,1,left,S. Bey driving Layup (2 PTS),[1630180],1610612765.0,DET,driving,,,,,,2.75,Made,Bey,S. Bey,,,,,,,2.0,,,,,,,,,,,,
59,PT07M10.00S,2021-12-12T23:20:47.8Z,1,REGULAR,3pt,Jump Shot,[],201988,70.22010512483574,19.85294117647058,1610612751,8,14,2021-12-12T23:20:57Z,560000,-151.0,227.0,1,right,MISS P. Mills 27' 3PT,[201988],1610612751.0,BKN,,,,,,,27.28,Missed,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
60,PT07M08.00S,2021-12-12T23:20:49.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,8,14,2021-12-12T23:20:57Z,570000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,,,,,,Cunningham,C. Cunningham,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
61,PT07M00.00S,2021-12-12T23:20:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,9.116294349540084,49.01960784313726,1610612765,10,14,2021-12-12T23:21:05Z,580000,5.0,33.0,1,left,I. Stewart Layup (2 PTS) (C. Cunningham 1 AST),"[1630191, 1630595]",1610612765.0,DET,,,,,,,3.36,Made,Stewart,I. Stewart,,,,,,,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,
63,PT06M49.00S,2021-12-12T23:21:10.3Z,1,REGULAR,2pt,Jump Shot,[],201142,85.3318002628121,77.94117647058823,1610612751,10,14,2021-12-12T23:21:14Z,600000,140.0,85.0,1,right,MISS K. Durant 16' Jump Shot,[201142],1610612751.0,BKN,,,,,,,16.37,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2021-12-12T23:21:13.3Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,10,14,2021-12-12T23:21:14Z,610000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,,,,,,Cunningham,C. Cunningham,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
65,PT06M37.00S,2021-12-12T23:21:21.1Z,1,REGULAR,3pt,Jump Shot,[],1630180,31.586727989487514,77.20588235294117,1610612765,10,14,2021-12-12T23:21:26Z,620000,-136.0,244.0,1,left,MISS S. Bey 27' 3PT,[1630180],1610612765.0,DET,,,,,,,27.97,Missed,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
66,PT06M35.00S,2021-12-12T23:21:23.1Z,1,REGULAR,rebound,defensive,[],201949,,,1610612751,10,14,2021-12-12T23:21:26Z,630000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,,,,,,Johnson,J. Johnson,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
67,PT06M29.00S,2021-12-12T23:21:28.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,68.64323258869908,28.186274509803923,1610612751,10,17,2021-12-12T23:23:28Z,640000,-109.0,242.0,1,right,K. Durant 26' 3PT running (3 PTS) (J. Johnson 3 AST),"[201142, 201949]",1610612751.0,BKN,running,,,,,,26.57,Made,Durant,K. Durant,,,,,,,3.0,J. Johnson,201949.0,3.0,,,,,,,,,
69,PT06M14.00S,2021-12-12T23:21:49.0Z,1,REGULAR,foul,offensive,[],1630191,,,1610612765,10,17,2021-12-12T23:22:17Z,660000,,,0,,I. Stewart offensive FOUL (1 PF),"[1630191, 201142]",1610612765.0,DET,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,1626300.0,1.0,0.0,Durant,201142.0,
71,PT06M14.00S,2021-12-12T23:21:49.0Z,1,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,10,17,2021-12-12T23:21:49Z,680000,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,1.0,,,1626300.0,,,,,
72,PT06M14.00S,2021-12-12T23:21:58.6Z,1,REGULAR,substitution,out,[],201988,,,1610612751,10,17,2021-12-12T23:22:10Z,690000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
73,PT06M14.00S,2021-12-12T23:21:58.6Z,1,REGULAR,substitution,out,[],200746,,,1610612751,10,17,2021-12-12T23:22:10Z,700000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,,,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,
74,PT06M14.00S,2021-12-12T23:21:58.6Z,1,REGULAR,substitution,out,[],1627761,,,1610612751,10,17,2021-12-12T23:22:10Z,710000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,
75,PT06M14.00S,2021-12-12T23:21:58.6Z,1,REGULAR,substitution,in,[],1628975,,,1610612751,10,17,2021-12-12T23:22:10Z,720000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,
76,PT06M14.00S,2021-12-12T23:21:58.6Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,10,17,2021-12-12T23:22:10Z,730000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
77,PT06M14.00S,2021-12-12T23:21:58.6Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,10,17,2021-12-12T23:22:10Z,740000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,,,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,
78,PT05M57.00S,2021-12-12T23:22:28.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,80.73258869908015,81.37254901960785,1610612751,10,19,2021-12-12T23:22:33Z,750000,157.0,129.0,1,right,C. Thomas 20' pullup Jump Shot (2 PTS),[1630560],1610612751.0,BKN,pullup,,,,,,20.29,Made,Thomas,C. Thomas,,,,,,,2.0,,,,,,,,,,,,
79,PT05M43.00S,2021-12-12T23:22:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,5.042706964520377,55.88235294117647,1610612765,10,19,2021-12-12T23:22:49Z,760000,-29.0,-5.0,1,left,MISS S. Bey reverse Layup,[1630180],1610612765.0,DET,reverse,,,,,,2.98,Missed,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
80,PT05M41.00S,2021-12-12T23:22:44.9Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612751,10,19,2021-12-12T23:22:49Z,770000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,,,,,,Carter,J. Carter,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
81,PT05M33.00S,2021-12-12T23:22:52.8Z,1,REGULAR,3pt,Jump Shot,[],1630560,79.41852825229961,91.17647058823529,1610612751,10,19,2021-12-12T23:22:57Z,780000,206.0,141.0,1,right,MISS C. Thomas 24' 3PT,[1630560],1610612751.0,BKN,,,,,,,24.96,Missed,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,
82,PT05M31.00S,2021-12-12T23:22:55.1Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,10,19,2021-12-12T23:22:55Z,790000,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,,,,,,Claxton,N. Claxton,81.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
83,PT05M28.00S,2021-12-12T23:22:58.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628975,95.18725361366623,20.833333333333343,1610612751,10,19,2021-12-12T23:25:39Z,800000,-146.0,-7.0,1,right,MISS J. Carter 14' pullup Shot,[1628975],1610612751.0,BKN,pullup,,,,,,14.6,Missed,Carter,J. Carter,,,,,,,,,,,,,,,,,,,
84,PT05M23.00S,2021-12-12T23:23:02.0Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,10,19,2021-12-12T23:23:02Z,810000,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,,,,,,Stewart,I. Stewart,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
85,PT05M18.00S,2021-12-12T23:23:07.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630165,6.750985545335084,97.05882352941177,1610612765,13,19,2021-12-12T23:23:28Z,820000,-235.0,11.0,1,left,K. Hayes 3PT  (3 PTS) (C. Cunningham 2 AST),"[1630165, 1630595]",1610612765.0,DET,,,,,,,23.56,Made,Hayes,K. Hayes,,,,,,,3.0,C. Cunningham,1630595.0,2.0,,,,,,,,,
87,PT05M03.00S,2021-12-12T23:23:24.7Z,1,REGULAR,foul,personal,['3freethrow'],1628402,,,1610612751,13,19,2021-12-12T23:23:36Z,840000,,,0,,F. Jackson shooting personal FOUL (1 PF) (Durant 3 FT),"[1628402, 201142]",1610612765.0,DET,shooting,,,,,,,,Jackson,F. Jackson,,,,,,,,,,,,,,1626300.0,1.0,0.0,Durant,201142.0,
89,PT05M03.00S,2021-12-12T23:23:49.6Z,1,REGULAR,instantreplay,request,[],0,,,1610612751,13,19,2021-12-12T23:26:04Z,860000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,,1626300.0,,,,,Common Foul Upheld
90,PT05M03.00S,2021-12-12T23:26:29.3Z,1,REGULAR,freethrow,1 of 3,[],201142,,,1610612751,13,20,2021-12-12T23:26:29Z,870000,,,0,,K. Durant Free Throw 1 of 3 (4 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,Durant,K. Durant,,,,,,,4.0,,,,,,,,,,,,
91,PT05M03.00S,2021-12-12T23:26:44.9Z,1,REGULAR,freethrow,2 of 3,[],201142,,,1610612751,13,21,2021-12-12T23:26:44Z,880000,,,0,,K. Durant Free Throw 2 of 3 (5 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,Durant,K. Durant,,,,,,,5.0,,,,,,,,,,,,
92,PT05M03.00S,2021-12-12T23:27:03.0Z,1,REGULAR,freethrow,3 of 3,[],201142,,,1610612751,13,22,2021-12-12T23:27:03Z,890000,,,0,,K. Durant Free Throw 3 of 3 (6 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,Durant,K. Durant,,,,,,,6.0,,,,,,,,,,,,
