actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
185,PT08M06.00S,2022-02-26T17:46:20.1Z,2,REGULAR,rebound,defensive,[],203482,,,1610612765,36,37,2022-02-26T17:46:23Z,1800000,,,0,,K. Olynyk REBOUND (Off:0 Def:4),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,184.0,4.0,4.0,0.0,,,,,,,,,,
186,PT07M54.00S,2022-02-26T17:46:32.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,10.463206307490145,48.03921568627451,1610612765,36,37,2022-02-26T17:46:36Z,1810000,10.0,46.0,1,left,MISS M. Bagley III driving Hook,[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,,,,,,4.69,Missed,,,,,,,,,,,,,,
187,PT07M51.00S,2022-02-26T17:46:35.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,36,37,2022-02-26T17:46:36Z,1820000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,186.0,4.0,4.0,0.0,,,,,,,,,,
188,PT07M40.00S,2022-02-26T17:46:45.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,90.75229960578186,50.49019607843137,1610612738,36,39,2022-02-26T17:46:50Z,1830000,2.0,34.0,1,right,A. Horford Hook (4 PTS) (G. Williams 1 AST),"[201143, 1629684]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,3.45,Made,,,,,4.0,G. Williams,1629684.0,1.0,,,,,,
190,PT07M27.00S,2022-02-26T17:46:59.8Z,2,REGULAR,3pt,Jump Shot,[],203482,25.57490144546649,12.254901960784313,1610612765,39,39,2022-02-26T17:47:04Z,1850000,189.0,188.0,1,left,K. Olynyk 26' 3PT  (3 PTS) (K. Hayes 3 AST),"[203482, 1630165]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,26.63,Made,,,,,3.0,K. Hayes,1630165.0,3.0,,,,,,
192,PT07M01.00S,2022-02-26T17:47:25.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,72.22404730617609,13.970588235294118,1610612738,39,42,2022-02-26T17:55:53Z,1870000,-180.0,209.0,1,right,J. Tatum 27' 3PT step back bank (14 PTS),[1628369],1610612738.0,BOS,step back bank,,,Tatum,J. Tatum,,,,,,,,,,27.56,Made,,,,,14.0,,,,,,,,,
193,PT06M43.00S,2022-02-26T17:47:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,8.754927726675426,54.41176470588235,1610612765,41,42,2022-02-26T17:47:49Z,1880000,-22.0,30.0,1,left,H. Diallo driving floating Jump Shot (6 PTS) (K. Olynyk 1 AST),"[1628977, 203482]",1610612765.0,DET,driving floating,,,Diallo,H. Diallo,,,,,,,,,,3.71,Made,,,,,6.0,K. Olynyk,203482.0,1.0,,,,,,
195,PT06M30.00S,2022-02-26T17:47:55.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,77.4802890932983,89.95098039215686,1610612738,41,42,2022-02-26T17:48:02Z,1900000,200.0,159.0,1,right,MISS D. White 25' 3PT - blocked,"[1628401, 1630165]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,25.55,Missed,,,,,,,,,,,,,Hayes,1630165.0
199,PT06M30.00S,2022-02-26T17:47:55.6Z,2,REGULAR,block,,[],1630165,,,1610612738,41,42,2022-02-26T17:50:01Z,1905000,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT06M29.00S,2022-02-26T17:47:56.6Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,41,42,2022-02-26T17:48:02Z,1910000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,
197,PT06M29.00S,2022-02-26T17:49:02.8Z,2,REGULAR,instantreplay,altercationrequest,[],0,,,1610612765,41,42,2022-02-26T17:54:40Z,1920000,,,0,,,[],,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,,,,
200,PT06M29.00S,2022-02-26T17:50:41.4Z,2,REGULAR,foul,technical,['1freethrow'],1628977,,,1610612765,41,42,2022-02-26T17:57:00Z,1930000,,,0,,H. Diallo technical FOUL (1 Tech),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,1179.0,1.0,1.0,,,,,,,,,,,,,,,,,,
223,PT06M29.00S,2022-02-26T17:51:04.8Z,2,REGULAR,ejection,other,[],1628977,,,1610612765,41,42,2022-02-26T17:53:30Z,1935000,,,0,,Ejection H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,1179.0,,,,,,,,,,,,,,,,,,,,
201,PT06M29.00S,2022-02-26T17:51:28.2Z,2,REGULAR,substitution,out,[],1628977,,,1610612765,41,42,2022-02-26T17:51:31Z,1940000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT06M29.00S,2022-02-26T17:51:28.2Z,2,REGULAR,substitution,in,[],1630180,,,1610612765,41,42,2022-02-26T17:51:31Z,1950000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M29.00S,2022-02-26T17:51:28.2Z,2,REGULAR,substitution,out,[],203482,,,1610612765,41,42,2022-02-26T18:32:01Z,1960000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M29.00S,2022-02-26T17:51:28.2Z,2,REGULAR,substitution,out,[],203585,,,1610612765,41,42,2022-02-26T18:32:01Z,1965000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M29.00S,2022-02-26T17:51:28.2Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,41,42,2022-02-26T18:32:01Z,1967500,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M29.00S,2022-02-26T17:51:28.2Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,41,42,2022-02-26T18:32:01Z,1968750,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M29.00S,2022-02-26T17:51:46.3Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612765,41,42,2022-02-26T17:51:46Z,1970000,,,0,,MISS J. Tatum technical Free Throw 1 of 1,[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,Missed,,,,,,,,,,,,,,
206,PT06M29.00S,2022-02-26T17:51:46.3Z,2,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612765,41,42,2022-02-26T17:51:46Z,1980000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,
207,PT06M29.00S,2022-02-26T17:51:57.1Z,2,REGULAR,substitution,out,[],1628401,,,1610612765,41,42,2022-02-26T17:52:10Z,1990000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M29.00S,2022-02-26T17:51:57.1Z,2,REGULAR,substitution,out,[],201143,,,1610612765,41,42,2022-02-26T17:52:10Z,2010000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M29.00S,2022-02-26T17:51:57.1Z,2,REGULAR,substitution,in,[],203935,,,1610612765,41,42,2022-02-26T17:52:10Z,2020000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M29.00S,2022-02-26T17:51:57.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612765,41,42,2022-02-26T17:52:10Z,2030000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M29.00S,2022-02-26T17:51:57.1Z,2,REGULAR,substitution,in,[],1629057,,,1610612765,41,42,2022-02-26T17:52:10Z,2040000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT06M29.00S,2022-02-26T17:51:57.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612765,41,42,2022-02-26T18:07:34Z,2045000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M13.00S,2022-02-26T17:52:17.3Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612765,41,42,2022-02-26T17:52:27Z,2050000,,,0,,G. Williams shooting personal FOUL (1 PF) (Hayes 2 FT),"[1629684, 1630165]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,1627529.0,1.0,0.0,Hayes,1630165.0,,,,,,,,,,,,,,,,
217,PT06M13.00S,2022-02-26T17:52:48.3Z,2,REGULAR,freethrow,1 of 2,[],1630165,,,1610612765,41,42,2022-02-26T17:52:48Z,2090000,,,0,,MISS K. Hayes Free Throw 1 of 2,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,Missed,,,,,,,,,,,,,,
218,PT06M13.00S,2022-02-26T17:52:48.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,41,42,2022-02-26T17:52:48Z,2100000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,
219,PT06M13.00S,2022-02-26T17:53:05.3Z,2,REGULAR,freethrow,2 of 2,[],1630165,,,1610612765,42,42,2022-02-26T17:53:05Z,2110000,,,0,,K. Hayes Free Throw 2 of 2 (1 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
220,PT06M02.00S,2022-02-26T17:53:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.11760840998686,54.166666666666664,1610612738,42,42,2022-02-26T18:08:24Z,2120000,21.0,12.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,2.41,Missed,,,,,,,,,,,,,,
221,PT06M00.00S,2022-02-26T17:53:25.2Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,42,42,2022-02-26T18:08:24Z,2130000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,220.0,3.0,1.0,2.0,,,,,,,,,,
222,PT06M00.00S,2022-02-26T17:53:26.3Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,42,42,2022-02-26T18:08:39Z,2140000,0.0,0.0,1,right,MISS R. Williams III tip DUNK,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
224,PT05M59.00S,2022-02-26T17:53:27.3Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,42,42,2022-02-26T18:08:39Z,2150000,,,0,,R. Williams III REBOUND (Off:3 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,222.0,4.0,1.0,3.0,,,,,,,,,,
227,PT05M57.00S,2022-02-26T17:53:38.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,84.44480946123521,21.568627450980394,1610612738,42,44,2022-02-26T18:09:03Z,2180000,-142.0,94.0,1,right,P. Pritchard 17' Jump Shot (2 PTS) (R. Williams III 1 AST),"[1630202, 1629057]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,17.03,Made,,,,,2.0,R. Williams III,1629057.0,1.0,,,,,,
229,PT05M43.00S,2022-02-26T17:53:49.1Z,2,REGULAR,2pt,Jump Shot,[],1630180,21.107095926412615,25.0,1610612765,44,44,2022-02-26T18:10:25Z,2200000,125.0,146.0,1,left,S. Bey 19' Jump Shot (6 PTS) (K. Hayes 4 AST),"[1630180, 1630165]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,19.21,Made,,,,,6.0,K. Hayes,1630165.0,4.0,,,,,,
231,PT05M28.00S,2022-02-26T17:53:53.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1627759,90.09526938239159,50.73529411764706,1610612738,44,46,2022-02-26T17:54:06Z,2220000,4.0,41.0,1,right,J. Brown Hook (8 PTS) (R. Williams III 2 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,4.08,Made,,,,,8.0,R. Williams III,1629057.0,2.0,,,,,,
235,PT05M18.00S,2022-02-26T17:54:06.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,6.915243101182654,51.225490196078425,1610612765,44,46,2022-02-26T19:18:32Z,2260000,-6.0,13.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,1.39,Missed,,,,,,,,,,,,,,
236,PT05M17.00S,2022-02-26T17:54:07.8Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,44,46,2022-02-26T19:19:53Z,2270000,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,235.0,2.0,1.0,1.0,,,,,,,,,,
237,PT05M16.00S,2022-02-26T17:54:14.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628963,5.590000152587891,50.0,1610612765,46,46,2022-02-26T19:38:46Z,2302500,0.0,0.0,1,left,M. Bagley III tip Layup (7 PTS),[1628963],1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,,,,,,0.0,Made,,,,,7.0,,,,,,,,,
242,PT05M16.00S,2022-02-26T17:54:35.6Z,2,REGULAR,foul,personal,['1freethrow'],203935,,,1610612765,46,46,2022-02-26T19:19:06Z,2330000,,,0,,M. Smart shooting personal FOUL (2 PF) (Bagley III 1 FT),"[203935, 1628963]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,1193.0,2.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,
238,PT05M16.00S,2022-02-26T17:54:36.0Z,2,REGULAR,substitution,out,[],1630165,,,1610612765,46,46,2022-02-26T19:37:04Z,2350000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M16.00S,2022-02-26T17:54:36.0Z,2,REGULAR,substitution,in,[],202709,,,1610612765,46,46,2022-02-26T19:37:04Z,2355000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M16.00S,2022-02-26T17:54:48.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628963,,,1610612765,47,46,2022-02-26T19:39:09Z,2357500,,,0,,M. Bagley III Free Throw 1 of 1 (8 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,
245,PT05M00.00S,2022-02-26T17:55:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,92.9862023653088,52.450980392156865,1610612738,47,48,2022-02-26T18:05:37Z,2360000,12.0,13.0,1,right,G. Williams driving Layup (6 PTS) (P. Pritchard 2 AST),"[1629684, 1630202]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,,,,,,1.82,Made,,,,,6.0,P. Pritchard,1630202.0,2.0,,,,,,
247,PT04M46.00S,2022-02-26T17:55:21.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,19.793035479632064,37.00980392156863,1610612765,49,48,2022-02-26T18:06:04Z,2380000,65.0,134.0,1,left,C. Cunningham 14' pullup Jump Shot (9 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,,,,,,14.86,Made,,,,,9.0,,,,,,,,,
250,PT04M25.00S,2022-02-26T17:55:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.03745072273325,45.588235294117645,1610612738,49,48,2022-02-26T17:55:50Z,2410000,-22.0,4.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,2.24,Missed,,,,,,,,,,,,,,
251,PT04M23.00S,2022-02-26T17:55:44.2Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,49,48,2022-02-26T17:55:44Z,2420000,,,0,,I. Stewart REBOUND (Off:0 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,250.0,5.0,5.0,0.0,,,,,,,,,,
252,PT04M17.00S,2022-02-26T17:55:51.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,11.12023653088042,52.69607843137255,1610612765,49,48,2022-02-26T17:55:57Z,2430000,-13.0,52.0,1,left,MISS C. Cunningham turnaround Hook,[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,,,,,,5.37,Missed,,,,,,,,,,,,,,
253,PT04M17.00S,2022-02-26T17:55:51.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,49,48,2022-02-26T18:07:06Z,2440000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,
254,PT04M17.00S,2022-02-26T17:56:51.0Z,2,REGULAR,foul,personal,[],203935,,,1610612765,49,48,2022-02-26T18:07:06Z,2450000,,,0,,M. Smart loose ball personal FOUL (3 PF),"[203935, 1630191]",1610612738.0,BOS,loose ball,,,Smart,M. Smart,,,,,1179.0,3.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,,
257,PT04M17.00S,2022-02-26T17:57:18.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612765,49,48,2022-02-26T18:00:00Z,2480000,,,0,,,[],,,stands,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,,Common Foul Upheld,,
258,PT04M17.00S,2022-02-26T18:00:03.1Z,2,REGULAR,foul,technical,['1freethrow'],1630191,,,1610612765,49,48,2022-02-26T18:00:46Z,2490000,,,0,,I. Stewart technical FOUL (1 Tech),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1179.0,0.0,1.0,,,,,,,,,,,,,,,,,,
259,PT04M17.00S,2022-02-26T18:00:21.3Z,2,REGULAR,substitution,out,[],1628963,,,1610612765,49,48,2022-02-26T18:00:44Z,2500000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M17.00S,2022-02-26T18:00:21.3Z,2,REGULAR,substitution,in,[],203924,,,1610612765,49,48,2022-02-26T18:00:44Z,2510000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M17.00S,2022-02-26T18:00:47.6Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612765,49,49,2022-02-26T18:00:47Z,2520000,,,0,,J. Brown technical Free Throw 1 of 1 (9 PTS),[1627759],1610612738.0,BOS,technical,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,9.0,,,,,,,,,
262,PT04M17.00S,2022-02-26T18:00:48.9Z,2,REGULAR,substitution,out,[],203935,,,1610612765,49,49,2022-02-26T18:00:54Z,2530000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M17.00S,2022-02-26T18:00:48.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612765,49,49,2022-02-26T18:00:54Z,2540000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M06.00S,2022-02-26T18:01:17.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203924,31.225361366622867,69.6078431372549,1610612765,49,49,2022-02-26T18:11:24Z,2550000,-98.0,241.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,26.02,Missed,,,,,,,,,,,,,,
265,PT04M04.00S,2022-02-26T18:01:19.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,49,49,2022-02-26T18:01:19Z,2560000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,264.0,5.0,5.0,0.0,,,,,,,,,,
266,PT03M55.00S,2022-02-26T18:01:29.5Z,2,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612738,49,49,2022-02-26T18:01:45Z,2570000,,,0,,C. Cunningham shooting personal FOUL (3 PF) (Williams 2 FT),"[1630595, 1629684]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,1179.0,3.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,,
268,PT03M55.00S,2022-02-26T18:01:57.9Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,49,50,2022-02-26T18:01:57Z,2590000,,,0,,G. Williams Free Throw 1 of 2 (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
269,PT03M55.00S,2022-02-26T18:02:05.2Z,2,REGULAR,substitution,out,[],1630595,,,1610612738,49,50,2022-02-26T18:02:12Z,2600000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M55.00S,2022-02-26T18:02:05.2Z,2,REGULAR,substitution,in,[],203585,,,1610612738,49,50,2022-02-26T18:02:12Z,2610000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M55.00S,2022-02-26T18:02:23.3Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,49,51,2022-02-26T18:02:23Z,2620000,,,0,,G. Williams Free Throw 2 of 2 (8 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,
272,PT03M42.00S,2022-02-26T18:02:37.1Z,2,REGULAR,2pt,Jump Shot,[],202709,24.392247043363994,70.34313725490196,1610612765,49,51,2022-02-26T18:13:03Z,2630000,-102.0,177.0,1,left,MISS C. Joseph 20' pullup Shot,[202709],1610612765.0,DET,pullup,,,Joseph,C. Joseph,,,,,,,,,,20.4,Missed,,,,,,,,,,,,,,
273,PT03M39.00S,2022-02-26T18:02:40.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,49,51,2022-02-26T18:02:40Z,2640000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,272.0,1.0,1.0,0.0,,,,,,,,,,
274,PT03M21.00S,2022-02-26T18:02:58.4Z,2,REGULAR,2pt,Jump Shot,[],1628369,94.95729303547962,9.313725490196079,1610612738,49,51,2022-02-26T18:14:01Z,2650000,-203.0,-5.0,1,right,MISS J. Tatum 20' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,20.35,Missed,,,,,,,,,,,,,,
275,PT03M19.00S,2022-02-26T18:03:00.4Z,2,REGULAR,rebound,defensive,[],203924,,,1610612765,49,51,2022-02-26T18:03:02Z,2660000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,274.0,1.0,1.0,0.0,,,,,,,,,,
276,PT03M12.00S,2022-02-26T18:03:12.7Z,2,REGULAR,foul,offensive,[],203924,,,1610612765,49,51,2022-02-26T18:03:34Z,2670000,,,0,,J. Grant offensive FOUL (1 PF),"[203924, 1628369]",1610612765.0,DET,,,,Grant,J. Grant,,,,,1179.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
278,PT03M12.00S,2022-02-26T18:03:12.7Z,2,REGULAR,turnover,offensive foul,[],203924,,,1610612765,49,51,2022-02-26T18:03:12Z,2690000,,,0,,J. Grant offensive foul TURNOVER (1 TO),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,1179.0,,,,,,,,,,,,,,,1.0,,,,,
279,PT02M48.00S,2022-02-26T18:03:48.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,77.34888304862024,60.29411764705882,1610612738,49,51,2022-02-26T18:14:41Z,2700000,51.0,160.0,1,right,MISS J. Tatum 16' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,16.85,Missed,,,,,,,,,,,,,,
280,PT02M46.00S,2022-02-26T18:03:50.4Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,49,51,2022-02-26T18:14:41Z,2710000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,279.0,2.0,2.0,0.0,,,,,,,,,,
281,PT02M37.00S,2022-02-26T18:04:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630180,32.40801576872536,36.029411764705884,1610612765,49,51,2022-02-26T18:15:09Z,2720000,70.0,252.0,1,left,MISS S. Bey 26' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,,,,,,26.16,Missed,,,,,,,,,,,,,,
282,PT02M37.00S,2022-02-26T18:04:00.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,49,51,2022-02-26T18:04:06Z,2730000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,281.0,,,,,,,,,,,,,
283,PT02M37.00S,2022-02-26T18:04:05.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,49,51,2022-02-26T18:04:05Z,2740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M37.00S,2022-02-26T18:04:12.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,49,51,2022-02-26T18:04:13Z,2750000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
