actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
98,PT04M49.00S,2022-01-15T00:27:24.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630165,19.49737187910644,6.862745098039213,1610612765,20,13,2022-01-15T00:27:29Z,940000,216.0,131.0,1,left,MISS K. Hayes 25' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M44.00S,2022-01-15T00:27:29.7Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,20,13,2022-01-15T00:27:29Z,950000,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,98.0,,,,,,2.0,1.0,1.0,,,,,,,,,,
100,PT04M37.00S,2022-01-15T00:27:36.7Z,1,REGULAR,2pt,Jump Shot,[],1630173,95.97568988173455,79.65686274509804,1610612761,20,13,2022-01-15T00:27:40Z,960000,148.0,-15.0,1,right,MISS P. Achiuwa 14' Jump Shot,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,14.9,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M35.00S,2022-01-15T00:27:38.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,20,13,2022-01-15T00:27:40Z,970000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,100.0,,,,,,2.0,2.0,0.0,,,,,,,,,,
102,PT04M30.00S,2022-01-15T00:27:46.3Z,1,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,20,13,2022-01-15T00:27:53Z,980000,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (1 TO),[1630595],1610612765.0,DET,bad pass,,,Cunningham,C. Cunningham,,,,,,,,2530.0,,,,,,,,,,,,,,1.0,,,
103,PT04M30.00S,2022-01-15T00:27:52.1Z,1,REGULAR,substitution,out,[],1630165,,,1610612761,20,13,2022-01-15T00:28:04Z,990000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M30.00S,2022-01-15T00:27:52.1Z,1,REGULAR,substitution,in,[],202709,,,1610612761,20,13,2022-01-15T00:28:04Z,1000000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M26.00S,2022-01-15T00:28:12.8Z,1,REGULAR,foul,personal,[],1630180,,,1610612761,20,13,2022-01-15T00:28:31Z,1010000,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 1627783]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,2530.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,
107,PT04M26.00S,2022-01-15T00:28:26.6Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,20,13,2022-01-15T00:28:29Z,1030000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M26.00S,2022-01-15T00:28:26.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,20,13,2022-01-15T00:28:29Z,1040000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M18.00S,2022-01-15T00:28:45.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627783,90.71944809461235,50.245098039215684,1610612761,20,13,2022-01-15T00:28:51Z,1050000,1.0,35.0,1,right,MISS P. Siakam driving Hook,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,3.47,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M14.00S,2022-01-15T00:28:48.6Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,20,13,2022-01-15T00:28:48Z,1060000,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,109.0,,,,,,2.0,1.0,1.0,,,,,,,,,,
111,PT04M13.00S,2022-01-15T00:28:49.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627783,90.8508541392904,49.01960784313726,1610612761,20,13,2022-01-15T00:28:53Z,1070000,-5.0,34.0,1,right,MISS P. Siakam Hook,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,3.39,Missed,,,,,,,,,,,,,,,,,,,
112,PT04M13.00S,2022-01-15T00:28:49.3Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,20,13,2022-01-15T00:28:53Z,1080000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,111.0,,,,,,1.0,1.0,0.0,,,,,,,,,,
113,PT04M00.00S,2022-01-15T00:29:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.196452036793687,54.90196078431372,1610612765,22,13,2022-01-15T00:29:23Z,1090000,-25.0,25.0,1,left,C. Cunningham cutting Layup (6 PTS) (T. Lyles 1 AST),"[1630595, 1626168]",1610612765.0,DET,cutting,,,Cunningham,C. Cunningham,,,,,3.46,Made,,,,,,,,,,6.0,T. Lyles,1626168.0,1.0,,,,,,
115,PT04M00.00S,2022-01-15T00:29:10.3Z,1,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612765,22,13,2022-01-15T00:29:37Z,1110000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Cunningham 1 FT),"[1627783, 1630595]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,2530.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,
117,PT04M00.00S,2022-01-15T00:29:25.3Z,1,REGULAR,substitution,out,[],1628977,,,1610612765,22,13,2022-01-15T00:29:37Z,1130000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M00.00S,2022-01-15T00:29:25.3Z,1,REGULAR,substitution,in,[],1628367,,,1610612765,22,13,2022-01-15T00:29:37Z,1140000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M00.00S,2022-01-15T00:29:39.2Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,23,13,2022-01-15T00:29:39Z,1150000,,,0,,C. Cunningham Free Throw 1 of 1 (7 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
120,PT03M48.00S,2022-01-15T00:29:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,87.17148488830486,49.754901960784316,1610612761,23,13,2022-01-15T00:32:48Z,1160000,-1.0,68.0,1,right,MISS S. Barnes 6' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,6.81,Missed,,,,,,,,,,,,,,,,,,,
121,PT03M47.00S,2022-01-15T00:29:55.0Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,23,13,2022-01-15T00:32:48Z,1170000,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,120.0,,,,,,3.0,1.0,2.0,,,,,,,,,,
122,PT03M47.00S,2022-01-15T00:30:02.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630567,94.40999984741211,50.0,1610612761,23,15,2022-01-15T00:32:55Z,1180000,0.0,0.0,1,right,S. Barnes putback Layup (2 PTS),[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
123,PT03M27.00S,2022-01-15T00:30:11.9Z,1,REGULAR,3pt,Jump Shot,[],1628367,31.718134034165573,46.81372549019608,1610612765,26,15,2022-01-15T00:30:17Z,1190000,16.0,246.0,1,left,J. Jackson 24' 3PT  (3 PTS) (C. Cunningham 2 AST),"[1628367, 1630595]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,24.62,Made,,,,,,,,,,3.0,C. Cunningham,1630595.0,2.0,,,,,,
125,PT03M09.00S,2022-01-15T00:30:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,80.6011826544021,52.205882352941174,1610612761,26,15,2022-01-15T00:30:36Z,1210000,11.0,130.0,1,right,MISS S. Barnes 13' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,13.03,Missed,,,,,,,,,,,,,,,,,,,
126,PT03M08.00S,2022-01-15T00:30:31.3Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,26,15,2022-01-15T00:30:36Z,1220000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,125.0,,,,,,1.0,0.0,1.0,,,,,,,,,,
127,PT03M08.00S,2022-01-15T00:30:36.3Z,1,REGULAR,foul,personal,['2freethrow'],1628367,,,1610612761,26,15,2022-01-15T00:30:46Z,1230000,,,0,,J. Jackson shooting personal FOUL (1 PF) (Boucher 2 FT),"[1628367, 1628449]",1610612765.0,DET,shooting,,,Jackson,J. Jackson,,,,,,,,2530.0,1.0,0.0,Boucher,1628449.0,,,,,,,,,,,,,
129,PT03M08.00S,2022-01-15T00:30:54.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,26,16,2022-01-15T00:30:54Z,1250000,,,0,,C. Boucher Free Throw 1 of 2 (1 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
130,PT03M08.00S,2022-01-15T00:31:04.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,26,17,2022-01-15T00:31:04Z,1260000,,,0,,C. Boucher Free Throw 2 of 2 (2 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
131,PT02M47.00S,2022-01-15T00:31:27.0Z,1,REGULAR,2pt,Jump Shot,[],1630595,17.132063074901453,69.6078431372549,1610612765,28,17,2022-01-15T00:31:31Z,1270000,-98.0,109.0,1,left,C. Cunningham 14' pullup Jump Shot (9 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,14.62,Made,,,,,,,,,,9.0,,,,,,,,,
132,PT02M30.00S,2022-01-15T00:31:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628449,91.11366622864652,37.745098039215684,1610612761,28,19,2022-01-15T00:31:52Z,1280000,-61.0,31.0,1,right,C. Boucher 6' fadeaway Jump Shot (4 PTS) (F. VanVleet 4 AST),"[1628449, 1627832]",1610612761.0,TOR,fadeaway,,,Boucher,C. Boucher,,,,,6.87,Made,,,,,,,,,,4.0,F. VanVleet,1627832.0,4.0,,,,,,
134,PT02M30.00S,2022-01-15T00:31:49.6Z,1,REGULAR,foul,personal,['1freethrow'],202709,,,1610612761,28,19,2022-01-15T00:32:12Z,1300000,,,0,,C. Joseph shooting personal FOUL (1 PF) (Boucher 1 FT),"[202709, 1628449]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,,,,2530.0,1.0,0.0,Boucher,1628449.0,,,,,,,,,,,,,
137,PT02M30.00S,2022-01-15T00:32:14.2Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,28,19,2022-01-15T00:32:42Z,1330000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M30.00S,2022-01-15T00:32:14.2Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,28,19,2022-01-15T00:32:42Z,1335000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M30.00S,2022-01-15T00:32:24.4Z,1,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,28,20,2022-01-15T00:32:24Z,1340000,,,0,,C. Boucher Free Throw 1 of 1 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
140,PT02M09.00S,2022-01-15T00:32:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630595,28.170170827858072,76.22549019607843,1610612765,28,20,2022-01-15T00:32:43Z,1350000,-131.0,212.0,1,left,MISS C. Cunningham 24' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,,
141,PT02M06.00S,2022-01-15T00:32:41.7Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,28,20,2022-01-15T00:32:43Z,1360000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,140.0,,,,,,3.0,2.0,1.0,,,,,,,,,,
142,PT02M01.00S,2022-01-15T00:32:46.4Z,1,REGULAR,3pt,Jump Shot,[],1627832,73.242444152431,23.039215686274503,1610612761,28,23,2022-01-15T00:34:27Z,1370000,-135.0,199.0,1,right,F. VanVleet 24' 3PT pullup (4 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,24.04,Made,,,,,,,,,,4.0,,,,,,,,,
143,PT01M50.00S,2022-01-15T00:32:57.8Z,1,REGULAR,3pt,Jump Shot,[],1628367,17.920499342969777,95.83333333333333,1610612765,28,23,2022-01-15T00:33:02Z,1380000,-229.0,116.0,1,left,MISS J. Jackson 25' 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M47.00S,2022-01-15T00:33:00.8Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,28,23,2022-01-15T00:33:02Z,1390000,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,143.0,,,,,,4.0,3.0,1.0,,,,,,,,,,
145,PT01M34.00S,2022-01-15T00:33:15.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612761,28,23,2022-01-15T00:33:35Z,1400000,,,0,,C. Joseph shooting personal FOUL (2 PF) (VanVleet 2 FT),"[202709, 1627832]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,,,,1628484.0,2.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,
147,PT01M34.00S,2022-01-15T00:33:39.7Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,28,24,2022-01-15T00:33:39Z,1420000,,,0,,F. VanVleet Free Throw 1 of 2 (5 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
148,PT01M34.00S,2022-01-15T00:33:40.5Z,1,REGULAR,substitution,out,[],1630595,,,1610612761,28,24,2022-01-15T00:33:44Z,1430000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M34.00S,2022-01-15T00:33:40.5Z,1,REGULAR,substitution,in,[],1630240,,,1610612761,28,24,2022-01-15T00:33:44Z,1440000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M34.00S,2022-01-15T00:33:58.5Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,28,25,2022-01-15T00:33:58Z,1450000,,,0,,F. VanVleet Free Throw 2 of 2 (6 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
151,PT01M19.00S,2022-01-15T00:34:21.3Z,1,REGULAR,foul,technical,['1freethrow'],1630173,,,1610612765,28,25,2022-01-15T00:34:35Z,1460000,,,0,,P. Achiuwa defensive-3-second technical FOUL (1 Tech),[1630173],1610612761.0,TOR,defensive-3-second,,,Achiuwa,P. Achiuwa,,,,,,,,1626301.0,0.0,1.0,,,,,,,,,,,,,,,
152,PT01M19.00S,2022-01-15T00:34:41.1Z,1,REGULAR,freethrow,1 of 1,[],202709,,,1610612765,29,25,2022-01-15T00:34:41Z,1470000,,,0,,C. Joseph technical Free Throw 1 of 1 (1 PTS),[202709],1610612765.0,DET,technical,,,Joseph,C. Joseph,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
153,PT01M08.00S,2022-01-15T00:35:07.9Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612765,29,25,2022-01-15T00:35:19Z,1480000,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Lyles 2 FT),"[1630173, 1626168]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,,,,1628484.0,1.0,1.0,Lyles,1626168.0,,,,,,,,,,,,,
155,PT01M08.00S,2022-01-15T00:35:37.5Z,1,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,30,25,2022-01-15T00:35:37Z,1500000,,,0,,T. Lyles Free Throw 1 of 2 (2 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
156,PT01M08.00S,2022-01-15T00:35:53.5Z,1,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,31,25,2022-01-15T00:35:53Z,1510000,,,0,,T. Lyles Free Throw 2 of 2 (3 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
157,PT00M55.40S,2022-01-15T00:36:14.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,31,25,2022-01-15T00:36:14Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M44.10S,2022-01-15T00:36:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,89.01116951379764,37.00980392156863,1610612761,31,27,2022-01-15T00:37:05Z,1530000,-65.0,51.0,1,right,P. Achiuwa 8' floating Jump Shot (2 PTS),[1630173],1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,8.25,Made,,,,,,,,,,2.0,,,,,,,,,
160,PT00M31.60S,2022-01-15T00:36:53.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626168,8.459264126149804,44.85294117647059,1610612765,31,27,2022-01-15T00:37:00Z,1550000,26.0,27.0,1,left,MISS T. Lyles Hook,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,3.73,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M26.50S,2022-01-15T00:36:59.0Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,31,27,2022-01-15T00:36:59Z,1560000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,160.0,,,,,,1.0,1.0,0.0,,,,,,,,,,
162,PT00M15.50S,2022-01-15T00:37:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,92.55913272010513,48.774509803921575,1610612761,31,27,2022-01-15T00:39:53Z,1570000,-6.0,17.0,1,right,MISS F. VanVleet driving Layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M14.90S,2022-01-15T00:37:11.7Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,31,27,2022-01-15T00:39:53Z,1580000,,,0,,C. Boucher REBOUND (Off:2 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,162.0,,,,,,2.0,0.0,2.0,,,,,,,,,,
176,PT00M14.40S,2022-01-15T00:37:17.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,93.29829172141919,50.4672181372549,1610612761,31,27,2022-01-15T00:40:26Z,1585000,2.0,10.0,1,right,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,1.07,Missed,,,,,,,,,,,,,,,,,,,
177,PT00M13.20S,2022-01-15T00:37:18.2Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,31,27,2022-01-15T00:40:26Z,1587500,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,176.0,,,,,,2.0,2.0,0.0,,,,,,,,,,
164,PT00M02.50S,2022-01-15T00:37:23.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,12.270039421813408,5.14705882352942,1610612765,31,27,2022-01-15T00:37:28Z,1590000,224.0,63.0,1,left,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M02.50S,2022-01-15T00:37:23.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,31,27,2022-01-15T00:37:28Z,1600000,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,164.0,,,,,,4.0,2.0,2.0,,,,,,,,,,
168,PT00M00.00S,2022-01-15T00:37:37.8Z,1,REGULAR,period,end,[],0,,,1610612761,31,27,2022-01-15T00:37:37Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-01-15T00:38:31.7Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612761,31,27,2022-01-15T00:40:10Z,1640000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-15T00:38:31.7Z,2,REGULAR,substitution,out,['startperiod'],1630173,,,1610612761,31,27,2022-01-15T00:40:10Z,1650000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-15T00:38:31.7Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,31,27,2022-01-15T00:40:10Z,1660000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-15T00:38:31.7Z,2,REGULAR,substitution,in,['startperiod'],1630199,,,1610612761,31,27,2022-01-15T00:40:10Z,1670000,,,0,,SUB in: C. Stanley,[1630199],1610612765.0,DET,,,,Stanley,C. Stanley,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-15T00:38:31.7Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,31,27,2022-01-15T00:40:10Z,1680000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-15T00:38:31.7Z,2,REGULAR,substitution,in,['startperiod'],1630551,,,1610612761,31,27,2022-01-15T00:40:10Z,1690000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-15T00:40:14.3Z,2,REGULAR,period,start,[],0,,,1610612761,31,27,2022-01-15T00:40:14Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M46.00S,2022-01-15T00:40:31.3Z,2,REGULAR,foul,personal,[],1630199,,,1610612761,31,27,2022-01-15T00:40:39Z,1710000,,,0,,C. Stanley personal FOUL (1 PF),"[1630199, 1627783]",1610612765.0,DET,,,,Stanley,C. Stanley,,,,,,,,1626301.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,
180,PT11M37.00S,2022-01-15T00:40:53.1Z,2,REGULAR,3pt,Jump Shot,[],1628384,68.51182654402103,27.696078431372555,1610612761,31,27,2022-01-15T00:40:59Z,1730000,-112.0,243.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
181,PT11M33.00S,2022-01-15T00:40:57.1Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612765,31,27,2022-01-15T00:40:59Z,1740000,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,180.0,,,,,,3.0,3.0,0.0,,,,,,,,,,
182,PT11M24.00S,2022-01-15T00:41:06.1Z,2,REGULAR,3pt,Jump Shot,[],1628367,4.385676741130098,2.941176470588232,1610612765,31,27,2022-01-15T00:41:10Z,1750000,235.0,-11.0,1,left,MISS J. Jackson 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
183,PT11M20.00S,2022-01-15T00:41:10.1Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,31,27,2022-01-15T00:41:10Z,1760000,,,0,,C. Boucher REBOUND (Off:2 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,182.0,,,,,,3.0,1.0,2.0,,,,,,,,,,
184,PT11M13.00S,2022-01-15T00:41:26.6Z,2,REGULAR,foul,personal,[],202709,,,1610612761,31,27,2022-01-15T00:41:52Z,1770000,,,0,,C. Joseph personal FOUL (3 PF),"[202709, 1628384]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,2530.0,3.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,
186,PT11M13.00S,2022-01-15T00:41:38.4Z,2,REGULAR,substitution,out,[],202709,,,1610612761,31,27,2022-01-15T00:41:44Z,1790000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M13.00S,2022-01-15T00:41:38.4Z,2,REGULAR,substitution,in,[],1630165,,,1610612761,31,27,2022-01-15T00:41:44Z,1800000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
