actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
182,PT08M00.00S,2022-03-10T00:44:53.5Z,2,REGULAR,rebound,offensive,[],1630587,,,1610612765,31,33,2022-03-10T00:44:53Z,1810000,,,0,,I. Livers REBOUND (Off:1 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,181.0,2.0,1.0,1.0,,,,,,,,,,
183,PT07M59.00S,2022-03-10T00:44:55.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628977,93.47897503285151,46.81372549019608,1610612765,33,33,2022-03-10T00:45:01Z,1820000,-16.0,9.0,1,right,H. Diallo DUNK (4 PTS) (S. Lee 2 AST),"[1628977, 1630240]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,1.82,Made,4.0,,,,,S. Lee,1630240.0,2.0,,,,,,,
185,PT07M41.00S,2022-03-10T00:45:12.3Z,2,REGULAR,turnover,bad pass,[],202696,,,1610612741,33,33,2022-03-10T00:45:17Z,1840000,,,0,,N. Vucevic bad pass TURNOVER (2 TO),"[202696, 203585]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,2.0,McGruder,203585.0,,,,,,,,,,,,,,,,,
186,PT07M41.00S,2022-03-10T00:45:12.3Z,2,REGULAR,steal,,[],203585,,,1610612765,33,33,2022-03-10T00:45:14Z,1850000,,,0,,R. McGruder STEAL (1 STL),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
187,PT07M37.00S,2022-03-10T00:45:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630240,94.53022339027595,51.96078431372549,1610612765,35,33,2022-03-10T00:45:49Z,1860000,10.0,-1.0,1,right,S. Lee running Layup (4 PTS) (K. Olynyk 2 AST),"[1630240, 203482]",1610612765.0,DET,running,,,Lee,S. Lee,,,,,,,,0.99,Made,4.0,,,,,K. Olynyk,203482.0,2.0,,,,,,,
189,PT07M23.00S,2022-03-10T00:45:30.6Z,2,REGULAR,2pt,Jump Shot,[],202696,20.285808147174762,71.81372549019608,1610612741,35,33,2022-03-10T00:45:34Z,1880000,-109.0,138.0,1,left,MISS N. Vucevic 17' pullup Shot,[202696],1610612741.0,CHI,pullup,,,Vucevic,N. Vucevic,,,,,,,,17.61,Missed,,,,,,,,,,,,,,,
190,PT07M21.00S,2022-03-10T00:45:32.9Z,2,REGULAR,rebound,defensive,[],203585,,,1610612765,35,33,2022-03-10T00:45:33Z,1890000,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,
191,PT07M11.00S,2022-03-10T00:45:42.7Z,2,REGULAR,3pt,Jump Shot,[],203482,67.19776609724047,77.20588235294117,1610612765,35,33,2022-03-10T00:45:46Z,1900000,136.0,256.0,1,right,MISS K. Olynyk 28' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,28.97,Missed,,,,,,,,,,,,,,,
192,PT07M09.00S,2022-03-10T00:45:44.7Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,35,33,2022-03-10T00:45:46Z,1910000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,191.0,2.0,2.0,0.0,,,,,,,,,,
193,PT07M02.00S,2022-03-10T00:45:52.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,4.77989487516426,55.3921568627451,1610612741,35,33,2022-03-10T00:45:56Z,1920000,-27.0,-8.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,,,,2.8,Missed,,,,,,,,,,,,,,,
194,PT07M00.00S,2022-03-10T00:45:54.2Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,35,33,2022-03-10T00:45:56Z,1930000,,,0,,H. Diallo REBOUND (Off:0 Def:3),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,193.0,3.0,3.0,0.0,,,,,,,,,,
195,PT06M54.00S,2022-03-10T00:46:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,93.47897503285151,52.94117647058824,1610612765,37,33,2022-03-10T00:46:04Z,1940000,15.0,9.0,1,right,H. Diallo driving Layup (6 PTS),[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,,,,1.71,Made,6.0,,,,,,,,,,,,,,
196,PT06M39.00S,2022-03-10T00:46:19.5Z,2,REGULAR,foul,personal,['2freethrow'],203482,,,1610612741,37,33,2022-03-10T00:46:33Z,1950000,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Vucevic 2 FT),"[203482, 202696]",1610612765.0,DET,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Vucevic,202696.0,,
198,PT06M39.00S,2022-03-10T00:46:44.2Z,2,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,37,34,2022-03-10T00:46:44Z,1970000,,,0,,N. Vucevic Free Throw 1 of 2 (13 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
199,PT06M39.00S,2022-03-10T00:46:45.3Z,2,REGULAR,substitution,out,[],1627884,,,1610612741,37,34,2022-03-10T00:46:51Z,1980000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M39.00S,2022-03-10T00:46:45.3Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,37,34,2022-03-10T00:46:51Z,1990000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M39.00S,2022-03-10T00:47:07.8Z,2,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,37,35,2022-03-10T00:47:07Z,2000000,,,0,,N. Vucevic Free Throw 2 of 2 (14 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
202,PT06M24.00S,2022-03-10T00:47:27.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,81.7838370565046,34.55882352941177,1610612765,37,35,2022-03-10T00:47:31Z,2010000,-77.0,119.0,1,right,MISS H. Diallo 14' pullup Shot,[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,,,,14.16,Missed,,,,,,,,,,,,,,,
203,PT06M22.00S,2022-03-10T00:47:29.8Z,2,REGULAR,rebound,offensive,[],203585,,,1610612765,37,35,2022-03-10T00:47:29Z,2020000,,,0,,R. McGruder REBOUND (Off:1 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,202.0,2.0,1.0,1.0,,,,,,,,,,
204,PT06M11.00S,2022-03-10T00:47:40.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,93.74178712220763,53.92156862745098,1610612765,37,35,2022-03-10T00:47:47Z,2030000,20.0,6.0,1,right,MISS H. Diallo driving Layup,[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,,,,2.06,Missed,,,,,,,,,,,,,,,
205,PT06M09.00S,2022-03-10T00:47:42.5Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,37,35,2022-03-10T00:47:47Z,2040000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,204.0,1.0,1.0,0.0,,,,,,,,,,
206,PT05M59.00S,2022-03-10T00:47:51.8Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612741,37,35,2022-03-10T00:47:57Z,2050000,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1628977]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,2.0,Diallo,1628977.0,,,,,,,,,,,,,,,,,
207,PT05M59.00S,2022-03-10T00:47:51.8Z,2,REGULAR,steal,,[],1628977,,,1610612765,37,35,2022-03-10T00:47:53Z,2060000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
208,PT05M50.00S,2022-03-10T00:48:01.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203585,92.82194480946123,97.79411764705883,1610612765,40,35,2022-03-10T00:48:05Z,2070000,239.0,15.0,1,right,R. McGruder 3PT  (3 PTS) (H. Diallo 1 AST),"[203585, 1628977]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,23.95,Made,3.0,,,,,H. Diallo,1628977.0,1.0,,,,,,,
210,PT05M26.00S,2022-03-10T00:48:25.0Z,2,REGULAR,2pt,Jump Shot,[],201942,6.356767411300922,84.55882352941177,1610612741,40,35,2022-03-10T00:48:30Z,2090000,-173.0,7.0,1,left,MISS D. DeRozan 17' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,17.3,Missed,,,,,,,,,,,,,,,
211,PT05M22.00S,2022-03-10T00:48:29.0Z,2,REGULAR,rebound,defensive,[],203482,,,1610612765,40,35,2022-03-10T00:48:30Z,2100000,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,
212,PT05M16.00S,2022-03-10T00:48:35.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,94.13600525624179,45.833333333333336,1610612765,42,35,2022-03-10T00:49:53Z,2110000,-21.0,3.0,1,right,S. Lee driving reverse Layup (6 PTS),[1630240],1610612765.0,DET,driving reverse,,,Lee,S. Lee,,,,,,,,2.1,Made,6.0,,,,,,,,,,,,,,
213,PT05M16.00S,2022-03-10T00:48:42.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,42,35,2022-03-10T00:48:42Z,2120000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,out,[],1628977,,,1610612741,42,35,2022-03-10T00:51:31Z,2130000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
215,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,out,[],203482,,,1610612741,42,35,2022-03-10T00:51:31Z,2140000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
216,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,out,[],203585,,,1610612741,42,35,2022-03-10T00:51:31Z,2150000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
217,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,out,[],1630240,,,1610612741,42,35,2022-03-10T00:51:31Z,2160000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
218,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,42,35,2022-03-10T00:51:31Z,2170000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
219,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,out,[],202696,,,1610612741,42,35,2022-03-10T00:51:31Z,2180000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,in,[],202709,,,1610612741,42,35,2022-03-10T00:51:31Z,2190000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,in,[],1630595,,,1610612741,42,35,2022-03-10T00:51:31Z,2200000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,in,[],1628963,,,1610612741,42,35,2022-03-10T00:51:31Z,2210000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,in,[],1630180,,,1610612741,42,35,2022-03-10T00:51:31Z,2220000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,in,[],202684,,,1610612741,42,35,2022-03-10T00:51:31Z,2230000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M16.00S,2022-03-10T00:48:43.4Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,42,35,2022-03-10T00:51:31Z,2240000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M04.00S,2022-03-10T00:51:43.7Z,2,REGULAR,2pt,Jump Shot,[],201942,22.651116951379763,35.78431372549019,1610612741,42,37,2022-03-10T00:51:48Z,2250000,71.0,160.0,1,left,D. DeRozan 17' pullup Jump Shot (8 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,17.55,Made,8.0,,,,,,,,,,,,,,
227,PT04M48.00S,2022-03-10T00:52:01.8Z,2,REGULAR,foul,personal,[],1629750,,,1610612765,42,37,2022-03-10T00:52:26Z,2260000,,,0,,J. Green personal FOUL (3 PF),"[1629750, 1628963]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Bagley III,1628963.0,,
229,PT04M48.00S,2022-03-10T00:52:21.1Z,2,REGULAR,substitution,out,[],1629750,,,1610612765,42,37,2022-03-10T00:52:27Z,2280000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
230,PT04M48.00S,2022-03-10T00:52:21.1Z,2,REGULAR,substitution,in,[],1627884,,,1610612765,42,37,2022-03-10T00:52:27Z,2290000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M33.00S,2022-03-10T00:52:44.6Z,2,REGULAR,turnover,lost ball,[],1630595,,,1610612765,42,37,2022-03-10T00:52:50Z,2300000,,,0,,C. Cunningham lost ball TURNOVER (3 TO),"[1630595, 1630245]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,3.0,Dosunmu,1630245.0,,,,,,,,,,,,,,,,,
232,PT04M33.00S,2022-03-10T00:52:44.6Z,2,REGULAR,steal,,[],1630245,,,1610612741,42,37,2022-03-10T00:52:47Z,2310000,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
233,PT04M28.00S,2022-03-10T00:52:49.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627884,8.672798948751648,54.00199142156863,1610612741,42,39,2022-03-10T00:53:35Z,2320000,-20.0,29.0,1,left,D. Jones Jr. driving floating bank Jump Shot (4 PTS),[1627884],1610612741.0,CHI,driving floating bank,,,Jones Jr.,D. Jones Jr.,,,,,,,,3.52,Made,4.0,,,,,,,,,,,,,,
234,PT04M12.00S,2022-03-10T00:53:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630587,93.74178712220763,54.16666666666667,1610612765,44,39,2022-03-10T00:53:21Z,2330000,21.0,6.0,1,right,I. Livers driving Layup (2 PTS) (S. Bey 1 AST),"[1630587, 1630180]",1610612765.0,DET,driving,,,Livers,I. Livers,,,,,,,,2.17,Made,2.0,,,,,S. Bey,1630180.0,1.0,,,,,,,
236,PT04M04.00S,2022-03-10T00:53:16.2Z,2,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612741,44,39,2022-03-10T00:53:35Z,2350000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (LaVine 2 FT),"[1630595, 203897]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,LaVine,203897.0,,
238,PT04M04.00S,2022-03-10T00:53:46.6Z,2,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,44,40,2022-03-10T00:53:46Z,2370000,,,0,,Z. LaVine Free Throw 1 of 2 (7 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
239,PT04M04.00S,2022-03-10T00:53:47.4Z,2,REGULAR,substitution,out,[],1630587,,,1610612741,44,40,2022-03-10T00:53:52Z,2380000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M04.00S,2022-03-10T00:53:47.4Z,2,REGULAR,substitution,in,[],203924,,,1610612741,44,40,2022-03-10T00:53:52Z,2390000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M04.00S,2022-03-10T00:54:10.5Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,44,41,2022-03-10T00:54:10Z,2400000,,,0,,Z. LaVine Free Throw 2 of 2 (8 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
242,PT03M47.00S,2022-03-10T00:54:30.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,93.74178712220763,44.607843137254896,1610612765,46,41,2022-03-10T00:54:37Z,2410000,-27.0,6.0,1,right,C. Cunningham bank Hook (8 PTS),[1630595],1610612765.0,DET,bank,,,Cunningham,C. Cunningham,,,,,,,,2.77,Made,8.0,,,,,,,,,,,,,,
243,PT03M23.00S,2022-03-10T00:54:54.7Z,2,REGULAR,turnover,lost ball,[],1630245,,,1610612741,46,41,2022-03-10T00:54:58Z,2420000,,,0,,A. Dosunmu lost ball TURNOVER (1 TO),"[1630245, 202709]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,1.0,Joseph,202709.0,,,,,,,,,,,,,,,,,
244,PT03M23.00S,2022-03-10T00:54:54.7Z,2,REGULAR,steal,,[],202709,,,1610612765,46,41,2022-03-10T00:54:56Z,2430000,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
245,PT03M16.00S,2022-03-10T00:55:00.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203924,92.77266754270697,48.383884803921575,1610612765,46,41,2022-03-10T00:55:07Z,2440000,-8.0,15.0,1,right,MISS J. Grant alley-oop DUNK,[203924],1610612765.0,DET,alley-oop,,,Grant,J. Grant,,,,,,,,1.74,Missed,,,,,,,,,,,,,,,
246,PT03M14.00S,2022-03-10T00:55:02.9Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,46,41,2022-03-10T00:55:07Z,2450000,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,245.0,2.0,1.0,1.0,,,,,,,,,,
247,PT03M09.00S,2022-03-10T00:55:08.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203924,69.4316688567674,24.509803921568633,1610612765,46,41,2022-03-10T00:55:13Z,2460000,-127.0,235.0,1,right,MISS J. Grant 26' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,26.72,Missed,,,,,,,,,,,,,,,
248,PT03M06.00S,2022-03-10T00:55:11.9Z,2,REGULAR,rebound,defensive,[],202684,,,1610612741,46,41,2022-03-10T00:55:13Z,2470000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,247.0,4.0,3.0,1.0,,,,,,,,,,
249,PT03M00.00S,2022-03-10T00:55:17.0Z,2,REGULAR,3pt,Jump Shot,[],203897,30.798291721419176,80.14705882352942,1610612741,46,44,2022-03-10T00:55:22Z,2480000,-151.0,237.0,1,left,Z. LaVine 28' 3PT step back (11 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,,,,28.09,Made,11.0,,,,,,,,,,,,,,
250,PT02M35.00S,2022-03-10T00:55:42.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,94.13600525624179,44.85294117647059,1610612765,48,44,2022-03-10T00:55:47Z,2490000,-26.0,3.0,1,right,C. Cunningham Layup (10 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,2.58,Made,10.0,,,,,,,,,,,,,,
251,PT02M24.00S,2022-03-10T00:55:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.4881734559789805,45.833333333333336,1610612741,48,46,2022-03-10T00:55:59Z,2500000,21.0,8.0,1,left,A. Dosunmu driving finger roll Layup (4 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,,,,2.25,Made,4.0,,,,,,,,,,,,,,
252,PT02M04.00S,2022-03-10T00:56:16.4Z,2,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612765,48,46,2022-03-10T00:56:26Z,2510000,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1627884, 1628963]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Bagley III,1628963.0,,
254,PT02M04.00S,2022-03-10T00:56:47.3Z,2,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,48,46,2022-03-10T00:56:47Z,2530000,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,Missed,,,,,,,,,,,,,,,
255,PT02M04.00S,2022-03-10T00:56:47.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,48,46,2022-03-10T00:56:47Z,2540000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,
256,PT02M04.00S,2022-03-10T00:57:06.3Z,2,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,49,46,2022-03-10T00:57:06Z,2550000,,,0,,M. Bagley III Free Throw 2 of 2 (1 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
257,PT01M50.00S,2022-03-10T00:57:24.9Z,2,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,49,46,2022-03-10T00:57:32Z,2560000,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (2 TO),[203897],1610612741.0,CHI,bad pass,,,LaVine,Z. LaVine,,,,,2.0,,,,,,,,,,,,,1198.0,,,,,,
258,PT01M31.00S,2022-03-10T00:57:52.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630595,93.87319316688567,54.16666666666667,1610612765,51,46,2022-03-10T00:57:57Z,2570000,21.0,5.0,1,right,C. Cunningham driving bank Hook (12 PTS),[1630595],1610612765.0,DET,driving bank,,,Cunningham,C. Cunningham,,,,,,,,2.14,Made,12.0,,,,,,,,,,,,,,
259,PT01M17.00S,2022-03-10T00:58:11.8Z,2,REGULAR,foul,personal,[],1628963,,,1610612741,51,46,2022-03-10T00:58:33Z,2580000,,,0,,M. Bagley III personal FOUL (2 PF),"[1628963, 202684]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Thompson,202684.0,,
261,PT01M11.00S,2022-03-10T00:58:32.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,6.8823915900131425,51.22549019607843,1610612741,51,48,2022-03-10T00:58:37Z,2600000,-6.0,12.0,1,left,Z. LaVine driving DUNK (13 PTS) (A. Dosunmu 3 AST),"[203897, 1630245]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,,,,1.36,Made,13.0,,,,,A. Dosunmu,1630245.0,3.0,,,,,,,
263,PT00M53.80S,2022-03-10T00:58:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202709,92.16491458607096,48.28431372549019,1610612765,53,48,2022-03-10T00:59:00Z,2620000,-9.0,21.0,1,right,C. Joseph driving Layup (4 PTS) (C. Cunningham 4 AST),"[202709, 1630595]",1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,,,,2.28,Made,4.0,,,,,C. Cunningham,1630595.0,4.0,,,,,,,
265,PT00M38.20S,2022-03-10T00:59:14.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203924,,,1610612741,53,48,2022-03-10T00:59:25Z,2640000,,,0,,J. Grant personal FOUL (1 PF) (Thompson 2 FT),"[203924, 202684]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Thompson,202684.0,,
267,PT00M38.20S,2022-03-10T00:59:43.6Z,2,REGULAR,freethrow,1 of 2,[],202684,,,1610612741,53,49,2022-03-10T00:59:43Z,2660000,,,0,,T. Thompson Free Throw 1 of 2 (1 PTS),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
268,PT00M38.20S,2022-03-10T01:00:05.1Z,2,REGULAR,freethrow,2 of 2,[],202684,,,1610612741,53,49,2022-03-10T01:00:05Z,2670000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,Missed,,,,,,,,,,,,,,,
269,PT00M36.80S,2022-03-10T01:00:05.7Z,2,REGULAR,rebound,offensive,[],203897,,,1610612741,53,49,2022-03-10T01:00:05Z,2680000,,,0,,Z. LaVine REBOUND (Off:1 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,268.0,2.0,1.0,1.0,,,,,,,,,,
