actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
16,PT10M42.00S,2021-10-20T23:15:05.8Z,1,REGULAR,3pt,Jump Shot,[],1630180,72.7168199737188,18.137254901960787,1610612765,0,2,2021-10-20T23:22:24Z,160000,-159.0,204.0,1,right,MISS S. Bey 25' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2021-10-20T23:15:08.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,2,2021-10-20T23:15:10Z,170000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
18,PT10M32.00S,2021-10-20T23:15:16.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,15.292378449408673,50.245098039215684,1610612741,0,2,2021-10-20T23:22:37Z,180000,-1.0,91.0,1,left,MISS Z. LaVine 9' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,9.12,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M30.00S,2021-10-20T23:15:18.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,0,2,2021-10-20T23:15:24Z,190000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT10M22.00S,2021-10-20T23:15:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,93.61038107752957,44.607843137254896,1610612765,0,2,2021-10-20T23:15:30Z,200000,-27.0,8.0,1,right,MISS I. Stewart Layup - blocked,"[1630191, 1628366]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,2.8,Missed,,,,,,,,,,,,,,Ball,1628366.0,,,,
21,PT10M22.00S,2021-10-20T23:15:25.7Z,1,REGULAR,block,,[],1628366,,,1610612765,0,2,2021-10-20T23:15:27Z,210000,,,0,,L. Ball BLOCK (1 BLK),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2021-10-20T23:15:28.7Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,0,2,2021-10-20T23:15:30Z,220000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
23,PT10M17.00S,2021-10-20T23:15:29.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,92.82194480946123,48.28431372549019,1610612765,2,2,2021-10-20T23:15:36Z,230000,-9.0,15.0,1,right,I. Stewart Layup (2 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1.73,Made,,,,,,,,,,2.0,,,,,,,,,
24,PT10M01.00S,2021-10-20T23:15:46.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630172,8.065045992115643,50.245098039215684,1610612741,2,4,2021-10-20T23:15:53Z,240000,-1.0,23.0,1,left,P. Williams cutting DUNK (2 PTS) (N. Vucevic 2 AST),"[1630172, 202696]",1610612741.0,CHI,cutting,,,Williams,P. Williams,,,,,2.33,Made,,,,,,,,,,2.0,N. Vucevic,202696.0,2.0,,,,,,
26,PT09M41.00S,2021-10-20T23:16:08.7Z,1,REGULAR,foul,personal,[],203897,,,1610612765,2,4,2021-10-20T23:16:12Z,260000,,,0,,Z. LaVine personal FOUL (1 PF),"[203897, 1628402]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,204059.0,1.0,0.0,Jackson,1628402.0,,,,,,,,,,
29,PT09M30.00S,2021-10-20T23:16:36.1Z,1,REGULAR,2pt,Jump Shot,[],1630165,95.31865965834429,34.06862745098039,1610612765,2,4,2021-10-20T23:22:51Z,280000,-80.0,-8.0,1,right,MISS K. Hayes 8' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,8.02,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M27.00S,2021-10-20T23:16:39.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,4,2021-10-20T23:16:41Z,290000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
31,PT09M22.00S,2021-10-20T23:16:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,5.568331143232584,56.61764705882353,1610612741,2,4,2021-10-20T23:16:55Z,300000,-33.0,0.0,1,left,MISS L. Ball driving Layup - blocked,"[1628366, 1630191]",1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,3.31,Missed,,,,,,,,,,,,,,Stewart,1630191.0,,,,
32,PT09M22.00S,2021-10-20T23:16:44.3Z,1,REGULAR,block,,[],1630191,,,1610612741,2,4,2021-10-20T23:16:47Z,310000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M18.00S,2021-10-20T23:16:48.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,2,4,2021-10-20T23:16:55Z,320000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
34,PT09M02.00S,2021-10-20T23:17:04.1Z,1,REGULAR,2pt,Jump Shot,[],1630180,93.08475689881735,25.980392156862735,1610612765,2,4,2021-10-20T23:23:02Z,330000,-120.0,13.0,1,right,MISS S. Bey 12' floating Shot,[1630180],1610612765.0,DET,floating,,,Bey,S. Bey,,,,,12.07,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M55.00S,2021-10-20T23:17:10.6Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,2,4,2021-10-20T23:17:10Z,340000,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,34.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
36,PT08M55.00S,2021-10-20T23:17:10.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,2,4,2021-10-20T23:17:21Z,350000,0.0,0.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M55.00S,2021-10-20T23:17:10.6Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,2,4,2021-10-20T23:17:21Z,360000,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
38,PT08M53.00S,2021-10-20T23:17:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,94.40999984741211,50.0,1610612765,4,4,2021-10-20T23:17:13Z,370000,0.0,0.0,1,right,S. Bey tip Layup (2 PTS),[1630180],1610612765.0,DET,tip,,,Bey,S. Bey,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
39,PT08M49.00S,2021-10-20T23:17:17.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.174113009198422,59.068627450980394,1610612741,4,4,2021-10-20T23:17:28Z,380000,-45.0,-4.0,1,left,MISS D. DeRozan Layup,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,4.55,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M46.00S,2021-10-20T23:17:20.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,4,4,2021-10-20T23:17:28Z,390000,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,39.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
41,PT08M35.00S,2021-10-20T23:17:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,93.47897503285151,53.18627450980392,1610612765,6,4,2021-10-20T23:17:37Z,400000,16.0,9.0,1,right,F. Jackson driving Layup (2 PTS),[1628402],1610612765.0,DET,driving,,,Jackson,F. Jackson,,,,,1.82,Made,,,,,,,,,,2.0,,,,,,,,,
42,PT08M18.00S,2021-10-20T23:17:50.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,6.093955321944804,43.627450980392155,1610612741,6,4,2021-10-20T23:24:09Z,410000,32.0,5.0,1,left,MISS N. Vucevic turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,3.23,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M16.00S,2021-10-20T23:17:52.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,6,4,2021-10-20T23:24:20Z,420000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,
44,PT08M16.00S,2021-10-20T23:17:56.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,6,4,2021-10-20T23:17:56Z,430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M58.00S,2021-10-20T23:18:20.2Z,1,REGULAR,3pt,Jump Shot,[],203924,67.32917214191853,71.07843137254902,1610612765,6,4,2021-10-20T23:18:24Z,440000,105.0,255.0,1,right,MISS J. Grant 27' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M55.00S,2021-10-20T23:18:23.2Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,6,4,2021-10-20T23:18:24Z,450000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
47,PT07M47.00S,2021-10-20T23:18:30.5Z,1,REGULAR,3pt,Jump Shot,[],202696,31.84954007884363,28.92156862745098,1610612741,6,4,2021-10-20T23:18:35Z,460000,105.0,247.0,1,left,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M44.00S,2021-10-20T23:18:33.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,6,4,2021-10-20T23:18:35Z,470000,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,47.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
49,PT07M40.00S,2021-10-20T23:18:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630165,93.87319316688567,42.892156862745104,1610612765,6,4,2021-10-20T23:18:42Z,480000,-36.0,5.0,1,right,MISS K. Hayes Layup,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M37.00S,2021-10-20T23:18:40.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,4,2021-10-20T23:18:42Z,490000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,49.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
51,PT07M34.00S,2021-10-20T23:18:43.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630172,5.962549277266746,45.833333333333336,1610612741,6,6,2021-10-20T23:18:49Z,500000,21.0,4.0,1,left,P. Williams alley-oop Layup (4 PTS) (L. Ball 1 AST),"[1630172, 1628366]",1610612741.0,CHI,alley-oop,,,Williams,P. Williams,,,,,2.11,Made,,,,,,,,,,4.0,L. Ball,1628366.0,1.0,,,,,,
53,PT07M20.00S,2021-10-20T23:18:57.2Z,1,REGULAR,3pt,Jump Shot,[],1630191,67.85479632063075,64.95098039215686,1610612765,6,6,2021-10-20T23:19:01Z,520000,75.0,250.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M17.00S,2021-10-20T23:18:59.6Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,6,6,2021-10-20T23:18:59Z,530000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
55,PT07M11.00S,2021-10-20T23:19:06.3Z,1,REGULAR,3pt,Jump Shot,[],1628366,11.744415243101187,4.411764705882348,1610612741,6,6,2021-10-20T23:19:10Z,540000,228.0,58.0,1,left,MISS L. Ball 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M08.00S,2021-10-20T23:19:09.3Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,6,6,2021-10-20T23:19:10Z,550000,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,55.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
57,PT07M05.00S,2021-10-20T23:19:14.7Z,1,REGULAR,foul,offensive,[],1630191,,,1610612765,6,6,2021-10-20T23:19:57Z,560000,,,0,,I. Stewart offensive FOUL (1 PF),"[1630191, 201942]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,1204.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,
59,PT07M05.00S,2021-10-20T23:19:14.7Z,1,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,6,6,2021-10-20T23:19:14Z,580000,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,1204.0,,,,,,,,,,,1.0,,,
60,PT06M50.00S,2021-10-20T23:19:51.7Z,1,REGULAR,turnover,traveling,[],201942,,,1610612741,6,6,2021-10-20T23:21:06Z,590000,,,0,,D. DeRozan traveling TURNOVER (1 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,204059.0,,,,,,,,,,,1.0,,,
61,PT06M50.00S,2021-10-20T23:20:02.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,6,6,2021-10-20T23:20:02Z,600000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M35.00S,2021-10-20T23:22:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,94.13600525624179,46.07843137254902,1610612765,8,6,2021-10-20T23:23:30Z,610000,-20.0,3.0,1,right,J. Grant Layup (2 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,1.98,Made,,,,,,,,,,2.0,,,,,,,,,
63,PT06M10.00S,2021-10-20T23:23:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.292378449408673,52.69607843137255,1610612741,8,8,2021-10-21T00:17:02Z,620000,-13.0,91.0,1,left,D. DeRozan 9' step back Jump Shot (2 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,9.22,Made,,,,,,,,,,2.0,,,,,,,,,
64,PT05M57.00S,2021-10-20T23:23:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,91.63929040735874,48.529411764705884,1610612765,8,8,2021-10-20T23:23:43Z,630000,-7.0,26.0,1,right,MISS J. Grant driving Layup,[203924],1610612765.0,DET,driving,,,Grant,J. Grant,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,,
65,PT05M53.00S,2021-10-20T23:23:39.7Z,1,REGULAR,rebound,offensive,[],203924,,,1610612765,8,8,2021-10-20T23:23:39Z,640000,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
66,PT05M53.00S,2021-10-20T23:23:39.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203924,94.40999984741211,50.0,1610612765,10,8,2021-10-20T23:23:39Z,650000,0.0,0.0,1,right,J. Grant tip Layup (4 PTS),[203924],1610612765.0,DET,tip,,,Grant,J. Grant,,,,,0.0,Made,,,,,,,,,,4.0,,,,,,,,,
67,PT05M44.00S,2021-10-20T23:23:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,7.670827858081481,54.16666666666667,1610612741,10,8,2021-10-20T23:23:54Z,660000,-21.0,20.0,1,left,MISS N. Vucevic driving Layup,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M42.00S,2021-10-20T23:23:50.6Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,10,8,2021-10-20T23:23:54Z,670000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
69,PT05M35.00S,2021-10-20T23:23:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,94.13600525624179,54.411764705882355,1610612765,12,8,2021-10-20T23:24:10Z,680000,22.0,3.0,1,right,S. Bey driving finger roll Layup (4 PTS),[1630180],1610612765.0,DET,driving finger roll,,,Bey,S. Bey,,,,,2.23,Made,,,,,,,,,,4.0,,,,,,,,,
70,PT05M18.00S,2021-10-20T23:24:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,6.093955321944804,45.58823529411765,1610612741,12,8,2021-10-20T23:24:35Z,690000,22.0,5.0,1,left,MISS N. Vucevic Layup,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,2.26,Missed,,,,,,,,,,,,,,,,,,,
71,PT05M15.00S,2021-10-20T23:24:17.6Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,12,8,2021-10-20T23:24:17Z,700000,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,70.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
72,PT05M15.00S,2021-10-20T23:24:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,12,8,2021-10-20T23:24:17Z,710000,0.0,0.0,1,left,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M13.00S,2021-10-20T23:24:19.3Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,12,8,2021-10-20T23:24:19Z,720000,,,0,,N. Vucevic REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,72.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
74,PT05M13.00S,2021-10-20T23:24:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,12,10,2021-10-20T23:24:19Z,730000,0.0,0.0,1,left,N. Vucevic tip Layup (2 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
75,PT05M01.00S,2021-10-20T23:24:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,93.2161629434954,50.73529411764706,1610612765,12,10,2021-10-20T23:24:38Z,740000,4.0,11.0,1,right,MISS J. Grant driving Layup,[203924],1610612765.0,DET,driving,,,Grant,J. Grant,,,,,1.19,Missed,,,,,,,,,,,,,,,,,,,
76,PT04M59.00S,2021-10-20T23:24:33.8Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,12,10,2021-10-20T23:24:38Z,750000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
77,PT04M56.00S,2021-10-20T23:24:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202696,6.8823915900131425,49.754901960784316,1610612741,12,12,2021-10-20T23:24:46Z,760000,1.0,12.0,1,left,N. Vucevic Layup (4 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,1.23,Made,,,,,,,,,,4.0,D. DeRozan,201942.0,1.0,,,,,,
79,PT04M37.00S,2021-10-20T23:24:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,91.11366622864652,50.73529411764706,1610612765,12,12,2021-10-20T23:25:03Z,780000,4.0,31.0,1,right,MISS S. Bey driving Layup,[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,3.12,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M35.00S,2021-10-20T23:24:57.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,12,12,2021-10-20T23:24:57Z,790000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
81,PT04M26.00S,2021-10-20T23:25:06.6Z,1,REGULAR,3pt,Jump Shot,[],203897,30.535479632063073,75.98039215686275,1610612741,12,12,2021-10-20T23:25:26Z,800000,-130.0,235.0,1,left,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M26.00S,2021-10-20T23:25:06.6Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,12,12,2021-10-20T23:25:26Z,810000,,,0,,K. Hayes REBOUND (Off:0 Def:3),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,81.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
84,PT04M11.00S,2021-10-20T23:25:23.5Z,1,REGULAR,2pt,Jump Shot,[],203924,76.26478318002628,59.80392156862745,1610612765,12,12,2021-10-20T23:28:23Z,820000,49.0,171.0,1,right,MISS J. Grant 17' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,17.75,Missed,,,,,,,,,,,,,,,,,,,
