actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-02-11T00:10:45.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-11T00:10:45Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-11T00:10:47.4Z,1,REGULAR,jumpball,recovered,[],1628991,,,1610612763,0,0,2022-02-11T00:10:47Z,40000,,,0,,Jump Ball S. Adams vs. I. Stewart: Tip to J. Jackson Jr.,"[1628991, 203500, 1630191]",1610612763.0,MEM,startperiod,J. Jackson Jr.,1628991.0,Jackson Jr.,J. Jackson Jr.,Adams,203500.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2022-02-11T00:11:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,87.59855453350855,45.34313725490196,1610612763,0,0,2022-02-11T00:13:36Z,90000,-23.0,64.0,1,right,MISS J. Jackson Jr. 6' driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,6.82,Missed,,,,,,,,,,,,,,,,,,
10,PT11M40.00S,2022-02-11T00:11:34.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,0,0,2022-02-11T00:29:09Z,100000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
382,PT11M40.00S,2022-02-11T00:11:35.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,0,0,2022-02-11T01:15:59Z,102500,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT11M36.00S,2022-02-11T00:11:38.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630217,86.12023653088042,51.470588235294116,1610612763,0,0,2022-02-11T00:19:31Z,105000,7.0,78.0,1,right,MISS D. Bane 7' floating Shot,[1630217],1610612763.0,MEM,floating,,,Bane,D. Bane,,,,,7.84,Missed,,,,,,,,,,,,,,,,,,
73,PT11M34.00S,2022-02-11T00:11:40.8Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,0,0,2022-02-11T00:19:31Z,107500,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,72.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M33.00S,2022-02-11T00:11:45.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,94.40999984741211,50.0,1610612763,0,0,2022-02-11T00:20:54Z,110000,0.0,0.0,1,right,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
12,PT11M31.00S,2022-02-11T00:11:47.2Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,0,0,2022-02-11T00:20:54Z,120000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M11.00S,2022-02-11T00:11:54.9Z,1,REGULAR,2pt,Jump Shot,[],1630180,14.4053876478318,73.52941176470588,1610612765,0,0,2022-02-11T00:12:09Z,130000,-118.0,83.0,1,left,MISS S. Bey 14' fadeaway Shot,[1630180],1610612765.0,DET,fadeaway,,,Bey,S. Bey,,,,,14.39,Missed,,,,,,,,,,,,,,,,,,
