actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
264,PT02M14.00S,2022-02-05T00:57:28.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,90.09526938239159,48.77450980392157,1610612738,29,42,2022-02-05T00:57:34Z,2640000,-6.0,41.0,1,right,R. Williams III alley-oop DUNK (9 PTS) (M. Smart 4 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,4.11,Made,9.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,,
266,PT01M51.00S,2022-02-05T00:57:51.9Z,2,REGULAR,2pt,Jump Shot,[],203924,14.931011826544022,32.59803921568628,1610612765,29,42,2022-02-05T01:05:28Z,2660000,87.0,88.0,1,left,MISS J. Grant 12' fadeaway Shot,[203924],1610612765.0,DET,fadeaway,,,Grant,J. Grant,,,,,12.37,Missed,,,,,,,,,,,,,,,,,,,
267,PT01M50.00S,2022-02-05T00:57:52.9Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,29,42,2022-02-05T01:05:38Z,2670000,,,0,,H. Diallo REBOUND (Off:3 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,266.0,4.0,1.0,3.0,,,,,,
288,PT01M50.00S,2022-02-05T00:57:53.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,6.701708278580814,48.552389705882355,1610612765,29,42,2022-02-05T01:06:19Z,2672500,7.0,10.0,1,left,MISS H. Diallo tip Layup,[1628977],1610612765.0,DET,tip,,,Diallo,H. Diallo,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,,
289,PT01M49.00S,2022-02-05T00:57:54.8Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,29,42,2022-02-05T01:06:19Z,2673750,,,0,,I. Stewart REBOUND (Off:3 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,288.0,8.0,5.0,3.0,,,,,,
278,PT01M49.00S,2022-02-05T00:57:55.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,6.521024967148489,48.77450980392157,1610612765,29,42,2022-02-05T01:07:25Z,2675000,6.0,9.0,1,left,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,1.07,Missed,,,,,,,,,,,,,,,,,,,
279,PT01M49.00S,2022-02-05T00:57:55.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,29,42,2022-02-05T01:11:44Z,2677500,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,278.0,,,,,,,,,
270,PT01M48.00S,2022-02-05T00:58:04.6Z,2,REGULAR,foul,personal,[],1628977,,,1610612738,29,42,2022-02-05T01:11:44Z,2700000,,,0,,H. Diallo loose ball personal FOUL (2 PF),"[1628977, 1629057]",1610612765.0,DET,loose ball,,,Diallo,H. Diallo,,,,,,,,,,,1148.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,
273,PT01M29.00S,2022-02-05T00:58:32.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612738,29,42,2022-02-05T00:58:51Z,2730000,,,0,,C. Joseph shooting personal FOUL (2 PF) (Williams 2 FT),"[202709, 1629684]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,,,,,,,201638.0,2.0,0.0,Williams,1629684.0,,,,,,,,,,
275,PT01M29.00S,2022-02-05T00:59:14.7Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,29,43,2022-02-05T01:08:23Z,2750000,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
276,PT01M29.00S,2022-02-05T00:59:14.7Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,29,44,2022-02-05T01:08:23Z,2760000,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
277,PT01M16.00S,2022-02-05T00:59:29.6Z,2,REGULAR,2pt,Jump Shot,[],202709,24.129434954007884,72.54901960784314,1610612765,31,44,2022-02-05T01:01:23Z,2770000,-113.0,174.0,1,left,C. Joseph 20' Jump Shot (4 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,20.76,Made,4.0,,,,,,,,,,,,,,,,,,
280,PT00M52.40S,2022-02-05T00:59:52.8Z,2,REGULAR,2pt,Jump Shot,[],1627759,76.2976346911958,40.68627450980392,1610612738,31,44,2022-02-05T01:02:36Z,2780000,-47.0,170.0,1,right,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,17.66,Missed,,,,,,,,,,,,,,,,,,,
281,PT00M52.40S,2022-02-05T00:59:52.8Z,2,REGULAR,rebound,defensive,[],203924,,,1610612765,31,44,2022-02-05T01:02:09Z,2790000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,280.0,2.0,2.0,0.0,,,,,,
282,PT00M33.50S,2022-02-05T01:00:12.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,12.828515111695138,37.00980392156863,1610612765,31,44,2022-02-05T01:02:39Z,2800000,65.0,68.0,1,left,MISS S. Bey 9' fadeaway Shot,[1630180],1610612765.0,DET,fadeaway,,,Bey,S. Bey,,,,,9.41,Missed,,,,,,,,,,,,,,,,,,,
283,PT00M30.70S,2022-02-05T01:00:15.4Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,31,44,2022-02-05T01:02:39Z,2810000,,,0,,R. Williams III REBOUND (Off:0 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,282.0,6.0,6.0,0.0,,,,,,
284,PT00M12.20S,2022-02-05T01:00:34.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.46057818659659,56.127450980392155,1610612738,31,46,2022-02-05T01:03:04Z,2820000,31.0,18.0,1,right,D. Schroder driving Layup (6 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,3.57,Made,6.0,,,,,,,,,,,,,,,,,,
285,PT00M01.30S,2022-02-05T01:00:50.3Z,2,REGULAR,3pt,Jump Shot,[],203924,33.98488830486202,31.862745098039213,1610612765,31,46,2022-02-05T01:03:34Z,2830000,91.0,267.0,1,left,MISS J. Grant 28' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,28.2,Missed,,,,,,,,,,,,,,,,,,,
286,PT00M00.30S,2022-02-05T01:00:51.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,31,46,2022-02-05T01:03:34Z,2840000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,
287,PT00M00.00S,2022-02-05T01:01:00.4Z,2,REGULAR,period,end,[],0,,,1610612765,31,46,2022-02-05T01:01:00Z,2850000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2022-02-05T01:13:37.2Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612765,31,46,2022-02-05T01:16:21Z,2860000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT12M00.00S,2022-02-05T01:13:37.2Z,3,REGULAR,substitution,out,['startperiod'],203471,,,1610612765,31,46,2022-02-05T01:16:21Z,2870000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT12M00.00S,2022-02-05T01:13:37.2Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612765,31,46,2022-02-05T01:16:21Z,2880000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT12M00.00S,2022-02-05T01:13:37.2Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612765,31,46,2022-02-05T01:16:21Z,2890000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2022-02-05T01:16:13.0Z,3,REGULAR,period,start,[],0,,,1610612765,31,46,2022-02-05T01:16:22Z,2900000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT11M39.00S,2022-02-05T01:16:32.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202709,88.12417871222075,46.81372549019608,1610612765,31,46,2022-02-05T01:16:41Z,2910000,-16.0,59.0,1,right,MISS C. Joseph 6' driving Layup,[202709],1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,6.12,Missed,,,,,,,,,,,,,,,,,,,
296,PT11M32.00S,2022-02-05T01:16:39.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,31,46,2022-02-05T01:16:41Z,2920000,,,0,,A. Horford REBOUND (Off:3 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,295.0,8.0,5.0,3.0,,,,,,
297,PT11M16.00S,2022-02-05T01:16:55.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.754927726675426,45.588235294117645,1610612738,31,46,2022-02-05T01:18:12Z,2930000,22.0,30.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.71,Missed,,,,,,,,,,,,,,,,,,,
298,PT11M10.00S,2022-02-05T01:17:01.8Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,31,46,2022-02-05T01:17:03Z,2940000,,,0,,M. Smart REBOUND (Off:2 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,297.0,4.0,2.0,2.0,,,,,,
299,PT11M10.00S,2022-02-05T01:17:01.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,5.590000152587891,50.0,1610612738,31,48,2022-02-05T01:17:01Z,2950000,0.0,0.0,1,left,M. Smart tip Layup (4 PTS),[203935],1610612738.0,BOS,tip,,,Smart,M. Smart,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
300,PT11M03.00S,2022-02-05T01:17:09.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,82.7365308804205,62.00980392156863,1610612765,31,48,2022-02-05T01:17:16Z,2960000,60.0,110.0,1,right,MISS J. Grant 12' floating Shot,[203924],1610612765.0,DET,floating,,,Grant,J. Grant,,,,,12.51,Missed,,,,,,,,,,,,,,,,,,,
301,PT11M00.00S,2022-02-05T01:17:12.2Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,31,48,2022-02-05T01:17:16Z,2970000,,,0,,I. Stewart REBOUND (Off:4 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,300.0,9.0,5.0,4.0,,,,,,
302,PT10M59.00S,2022-02-05T01:17:13.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,92.19776609724047,50.49019607843137,1610612765,31,48,2022-02-05T01:19:24Z,2980000,2.0,21.0,1,right,MISS I. Stewart putback Layup - blocked,"[1630191, 1629057]",1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,2.09,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,,
303,PT10M59.00S,2022-02-05T01:17:13.1Z,3,REGULAR,block,,[],1629057,,,1610612765,31,48,2022-02-05T01:17:16Z,2990000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT10M59.00S,2022-02-05T01:17:13.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,31,48,2022-02-05T01:17:19Z,3000000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,302.0,5.0,4.0,1.0,,,,,,
305,PT10M44.00S,2022-02-05T01:17:27.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,13.222733245729303,37.99019607843137,1610612738,31,50,2022-02-05T01:17:34Z,3010000,60.0,72.0,1,left,M. Smart 9' floating Jump Shot (6 PTS),[203935],1610612738.0,BOS,floating,,,Smart,M. Smart,,,,,9.36,Made,6.0,,,,,,,,,,,,,,,,,,
306,PT10M38.00S,2022-02-05T01:17:39.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612765,31,50,2022-02-05T01:17:39Z,3020000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT10M20.00S,2022-02-05T01:20:44.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,85.23324572930355,47.05882352941176,1610612765,31,50,2022-02-05T01:20:52Z,3030000,-15.0,86.0,1,right,MISS C. Joseph 8' fadeaway Shot,[202709],1610612765.0,DET,fadeaway,,,Joseph,C. Joseph,,,,,8.75,Missed,,,,,,,,,,,,,,,,,,,
308,PT10M16.00S,2022-02-05T01:20:48.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,31,50,2022-02-05T01:20:52Z,3040000,,,0,,A. Horford REBOUND (Off:3 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,307.0,9.0,6.0,3.0,,,,,,
309,PT10M04.00S,2022-02-05T01:21:01.0Z,3,REGULAR,3pt,Jump Shot,[],203935,21.50131406044678,11.76470588235294,1610612738,31,50,2022-02-05T01:21:06Z,3050000,191.0,150.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.28,Missed,,,,,,,,,,,,,,,,,,,
310,PT10M02.00S,2022-02-05T01:21:03.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,31,50,2022-02-05T01:21:06Z,3060000,,,0,,R. Williams III REBOUND (Off:1 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,309.0,7.0,6.0,1.0,,,,,,
311,PT09M59.00S,2022-02-05T01:21:06.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,25.706307490144546,81.86274509803921,1610612738,31,50,2022-02-05T01:21:11Z,3070000,-159.0,189.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
312,PT09M55.00S,2022-02-05T01:21:10.7Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,31,50,2022-02-05T01:21:11Z,3080000,,,0,,H. Diallo REBOUND (Off:3 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,311.0,5.0,2.0,3.0,,,,,,
313,PT09M49.00S,2022-02-05T01:21:15.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,82.47371879106439,41.42156862745098,1610612765,31,50,2022-02-05T01:21:23Z,3090000,-43.0,112.0,1,right,MISS H. Diallo 12' step back Shot,[1628977],1610612765.0,DET,step back,,,Diallo,H. Diallo,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,,
314,PT09M45.00S,2022-02-05T01:21:19.8Z,3,REGULAR,rebound,offensive,[],1628977,,,1610612765,31,50,2022-02-05T01:21:23Z,3100000,,,0,,H. Diallo REBOUND (Off:4 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,313.0,6.0,2.0,4.0,,,,,,
315,PT09M44.00S,2022-02-05T01:21:20.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,91.27792378449409,49.754901960784316,1610612765,33,50,2022-02-05T01:21:50Z,3110000,-1.0,29.0,1,right,H. Diallo driving Layup (6 PTS),[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,2.95,Made,6.0,,,,,,,,,,,,,,,,,,
316,PT09M41.00S,2022-02-05T01:21:38.1Z,3,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,33,50,2022-02-05T01:21:46Z,3120000,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,,,,,,,1148.0,,,,,,,,,1.0,,,,,
317,PT09M34.00S,2022-02-05T01:21:56.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,87.99277266754271,47.794117647058826,1610612765,33,50,2022-02-05T01:25:21Z,3130000,-11.0,60.0,1,right,MISS J. Grant 6' Layup,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,6.14,Missed,,,,,,,,,,,,,,,,,,,
318,PT09M33.00S,2022-02-05T01:21:57.5Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,33,50,2022-02-05T01:25:21Z,3140000,,,0,,I. Stewart REBOUND (Off:5 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,317.0,10.0,5.0,5.0,,,,,,
373,PT09M33.00S,2022-02-05T01:21:59.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,93.38042049934296,49.26470588235294,1610612765,33,50,2022-02-05T01:33:03Z,3145000,-4.0,10.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,1.04,Missed,,,,,,,,,,,,,,,,,,,
374,PT09M32.00S,2022-02-05T01:22:00.5Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,33,50,2022-02-05T01:33:03Z,3147500,,,0,,I. Stewart REBOUND (Off:6 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,373.0,11.0,5.0,6.0,,,,,,
319,PT09M32.00S,2022-02-05T01:22:02.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,94.40999984741211,50.0,1610612765,33,50,2022-02-05T01:32:45Z,3150000,0.0,0.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
320,PT09M31.00S,2022-02-05T01:22:03.5Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,33,50,2022-02-05T01:24:54Z,3160000,,,0,,R. Williams III REBOUND (Off:1 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,319.0,8.0,7.0,1.0,,,,,,
321,PT09M13.00S,2022-02-05T01:22:16.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.652431011826544,47.549019607843135,1610612738,33,52,2022-02-05T01:22:26Z,3170000,12.0,10.0,1,left,J. Tatum Layup (7 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.59,Made,7.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,,
323,PT08M58.00S,2022-02-05T01:22:30.8Z,3,REGULAR,3pt,Jump Shot,[],203924,71.30420499342969,77.69607843137256,1610612765,36,52,2022-02-05T01:22:34Z,3190000,138.0,217.0,1,right,J. Grant 25' 3PT  (8 PTS) (S. Bey 1 AST),"[203924, 1630180]",1610612765.0,DET,,,,Grant,J. Grant,,,,,25.76,Made,8.0,S. Bey,1630180.0,1.0,,,,,,,,,,,,,,,
325,PT08M43.00S,2022-02-05T01:22:45.5Z,3,REGULAR,turnover,lost ball,[],1629057,,,1610612738,36,52,2022-02-05T01:32:44Z,3210000,,,0,,R. Williams III lost ball TURNOVER (1 TO),"[1629057, 1630180]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1.0,,,Bey,1630180.0,
326,PT08M43.00S,2022-02-05T01:22:45.5Z,3,REGULAR,steal,,[],1630180,,,1610612765,36,52,2022-02-05T01:22:47Z,3220000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT08M38.00S,2022-02-05T01:22:50.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,86.67871222076215,46.568627450980394,1610612765,38,52,2022-02-05T01:22:57Z,3230000,-17.0,73.0,1,right,H. Diallo 7' floating Jump Shot (8 PTS) (S. Bey 2 AST),"[1628977, 1630180]",1610612765.0,DET,floating,,,Diallo,H. Diallo,,,,,7.47,Made,8.0,S. Bey,1630180.0,2.0,,,,,,,,,,,,,,,
328,PT08M20.00S,2022-02-05T01:23:09.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,11.12023653088042,43.872549019607845,1610612738,38,54,2022-02-05T01:23:43Z,3240000,31.0,52.0,1,left,J. Brown 6' driving floating Jump Shot (13 PTS) (R. Williams III 3 AST),"[1627759, 1629057]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,6.03,Made,13.0,R. Williams III,1629057.0,3.0,,,,,,,,,,,,,,,
330,PT08M10.00S,2022-02-05T01:23:19.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,91.40932982917214,55.392156862745104,1610612765,38,54,2022-02-05T01:23:37Z,3260000,27.0,28.0,1,right,MISS S. Bey driving reverse Layup,[1630180],1610612765.0,DET,driving reverse,,,Bey,S. Bey,,,,,3.91,Missed,,,,,,,,,,,,,,,,,,,
331,PT08M10.00S,2022-02-05T01:23:19.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,38,54,2022-02-05T01:23:37Z,3270000,,,0,,A. Horford REBOUND (Off:3 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,330.0,10.0,7.0,3.0,,,,,,
332,PT08M07.00S,2022-02-05T01:23:27.8Z,3,REGULAR,foul,personal,[],202709,,,1610612738,38,54,2022-02-05T01:23:30Z,3280000,,,0,,C. Joseph personal FOUL (3 PF),"[202709, 203935]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,1148.0,3.0,0.0,Smart,203935.0,,,,,,,,,,
334,PT07M56.00S,2022-02-05T01:23:55.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,7.703679369250986,49.50980392156863,1610612738,38,56,2022-02-05T01:24:02Z,3300000,2.0,20.0,1,left,J. Tatum driving DUNK (9 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.01,Made,9.0,,,,,,,,,,,,,,,,,,
335,PT07M44.00S,2022-02-05T01:24:07.0Z,3,REGULAR,2pt,Jump Shot,[],203924,85.62746386333771,86.51960784313727,1610612765,38,56,2022-02-05T01:24:14Z,3310000,183.0,83.0,1,right,MISS J. Grant 20' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,20.04,Missed,,,,,,,,,,,,,,,,,,,
336,PT07M44.00S,2022-02-05T01:24:12.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,38,56,2022-02-05T01:24:12Z,3320000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,
337,PT07M44.00S,2022-02-05T01:24:14.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,38,56,2022-02-05T01:24:14Z,3330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT07M41.00S,2022-02-05T01:24:32.1Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612765,38,56,2022-02-05T01:24:45Z,3340000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Grant 2 FT),"[1629057, 203924]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,1148.0,2.0,0.0,Grant,203924.0,,,,,,,,,,
340,PT07M41.00S,2022-02-05T01:24:54.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203924,,,1610612765,39,56,2022-02-05T01:24:54Z,3360000,,,0,,J. Grant Free Throw 1 of 2 (9 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
341,PT07M41.00S,2022-02-05T01:25:09.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203924,,,1610612765,40,56,2022-02-05T01:25:09Z,3370000,,,0,,J. Grant Free Throw 2 of 2 (10 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
342,PT07M25.00S,2022-02-05T01:25:25.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,16.770696452036795,33.82352941176471,1610612738,40,56,2022-02-05T01:25:31Z,3380000,81.0,105.0,1,left,MISS J. Tatum 13' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,13.26,Missed,,,,,,,,,,,,,,,,,,,
343,PT07M21.00S,2022-02-05T01:25:29.6Z,3,REGULAR,rebound,defensive,[],202709,,,1610612765,40,56,2022-02-05T01:25:31Z,3390000,,,0,,C. Joseph REBOUND (Off:0 Def:3),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,342.0,3.0,3.0,0.0,,,,,,
344,PT07M17.00S,2022-02-05T01:25:33.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628977,92.32917214191852,60.78431372549019,1610612765,42,56,2022-02-05T01:25:42Z,3400000,54.0,20.0,1,right,H. Diallo Layup (10 PTS) (C. Joseph 1 AST),"[1628977, 202709]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,5.74,Made,10.0,C. Joseph,202709.0,1.0,,,,,,,,,,,,,,,
346,PT07M13.00S,2022-02-05T01:25:40.0Z,3,REGULAR,foul,personal,['2freethrow'],203924,,,1610612738,42,56,2022-02-05T01:25:57Z,3420000,,,0,,J. Grant shooting personal FOUL (1 PF) (Tatum 2 FT),"[203924, 1628369]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,,,,,,,1148.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
348,PT07M13.00S,2022-02-05T01:26:05.9Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,42,56,2022-02-05T01:26:05Z,3440000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
