actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
182,PT09M48.00S,2021-11-24T00:43:08.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200768,91.50788436268068,55.88235294117647,1610612748,27,24,2021-11-24T00:43:14Z,1790000,29.0,27.0,1,right,K. Lowry cutting Layup (2 PTS) (B. Adebayo 2 AST),"[200768, 1628389]",1610612748.0,MIA,cutting,,,Lowry,K. Lowry,,,,,,,,,,4.01,Made,2.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,
184,PT09M35.00S,2021-11-24T00:43:28.7Z,2,REGULAR,foul,personal,[],1628997,,,1610612765,27,24,2021-11-24T00:43:35Z,1810000,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 1628977]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,2530.0,1.0,0.0,Diallo,1628977.0,,,,,,,,,,,,,,,,
186,PT09M26.00S,2021-11-24T00:43:46.4Z,2,REGULAR,3pt,Jump Shot,[],1628367,23.570959264126145,8.088235294117652,1610612765,27,24,2021-11-24T00:43:51Z,1830000,210.0,169.0,1,left,MISS J. Jackson 26' 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,26.93,Missed,,,,,,,,,,,,,,
187,PT09M22.00S,2021-11-24T00:43:50.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,27,24,2021-11-24T00:43:51Z,1840000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,186.0,3.0,3.0,0.0,,,,,,
188,PT09M13.00S,2021-11-24T00:43:59.1Z,2,REGULAR,3pt,Jump Shot,[],1629639,74.95072273324573,86.02941176470588,1610612748,27,27,2021-11-24T00:44:04Z,1850000,180.0,183.0,1,right,T. Herro 25' 3PT  (9 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,25.68,Made,9.0,,,,,,,,,,,,,
189,PT08M53.00S,2021-11-24T00:44:19.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,7.802233902759525,40.931372549019606,1610612765,29,27,2021-11-24T00:44:28Z,1860000,45.0,21.0,1,left,H. Diallo running reverse Layup (4 PTS) (C. Joseph 2 AST),"[1628977, 202709]",1610612765.0,DET,running reverse,,,Diallo,H. Diallo,,,,,,,,,,4.98,Made,4.0,C. Joseph,202709.0,2.0,,,,,,,,,,
191,PT08M34.00S,2021-11-24T00:44:38.5Z,2,REGULAR,3pt,Jump Shot,[],1628997,67.85479632063075,51.22549019607843,1610612748,29,27,2021-11-24T00:44:44Z,1880000,6.0,250.0,1,right,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,24.98,Missed,,,,,,,,,,,,,,
192,PT08M34.00S,2021-11-24T00:44:38.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,29,27,2021-11-24T00:44:44Z,1890000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,
193,PT08M34.00S,2021-11-24T00:44:44.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,29,27,2021-11-24T00:44:44Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M18.00S,2021-11-24T00:45:10.7Z,2,REGULAR,3pt,Jump Shot,[],1628402,25.936268068331145,87.74509803921569,1610612765,32,27,2021-11-24T00:45:28Z,1910000,-189.0,191.0,1,left,F. Jackson 26' 3PT  (6 PTS) (C. Joseph 3 AST),"[1628402, 202709]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,26.87,Made,6.0,C. Joseph,202709.0,3.0,,,,,,,,,,
196,PT07M53.00S,2021-11-24T00:45:34.6Z,2,REGULAR,3pt,Jump Shot,[],1629216,67.46057818659658,75.0,1610612748,32,27,2021-11-24T00:45:40Z,1930000,125.0,253.0,1,right,MISS G. Vincent 28' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,28.26,Missed,,,,,,,,,,,,,,
197,PT07M53.00S,2021-11-24T00:45:34.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,32,27,2021-11-24T00:45:40Z,1940000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,
198,PT07M53.00S,2021-11-24T00:45:40.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,32,27,2021-11-24T00:46:25Z,1950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M33.00S,2021-11-24T00:46:10.1Z,2,REGULAR,turnover,out-of-bounds,[],202709,,,1610612765,32,27,2021-11-24T00:46:17Z,1960000,,,0,,C. Joseph lost ball out-of-bounds TURNOVER (1 TO),[202709],1610612765.0,DET,lost ball,,,Joseph,C. Joseph,,,,,1627526.0,,,,,,,,,,,,,,,1.0,,,,,
200,PT07M12.00S,2021-11-24T00:46:38.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",200768,89.01116951379764,47.05882352941176,1610612748,32,29,2021-11-24T00:46:42Z,1970000,-15.0,51.0,1,right,K. Lowry floating Jump Shot (4 PTS),[200768],1610612748.0,MIA,floating,,,Lowry,K. Lowry,,,,,,,,,,5.29,Made,4.0,,,,,,,,,,,,,
201,PT06M57.00S,2021-11-24T00:46:56.6Z,2,REGULAR,turnover,backcourt,[],1628367,,,1610612765,32,29,2021-11-24T00:47:20Z,1980000,,,0,,J. Jackson backcourt TURNOVER (2 TO),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,2530.0,,,,,,,,,,,,,,,2.0,,,,,
202,PT06M57.00S,2021-11-24T00:47:12.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,32,29,2021-11-24T00:47:12Z,1990000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT06M57.00S,2021-11-24T00:49:32.1Z,2,REGULAR,substitution,out,[],1628977,,,1610612748,32,29,2021-11-24T00:49:55Z,2000000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M57.00S,2021-11-24T00:49:32.1Z,2,REGULAR,substitution,out,[],1626168,,,1610612748,32,29,2021-11-24T00:49:55Z,2010000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M57.00S,2021-11-24T00:49:32.1Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,32,29,2021-11-24T00:49:55Z,2020000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M57.00S,2021-11-24T00:49:32.1Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,32,29,2021-11-24T00:49:55Z,2030000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M57.00S,2021-11-24T00:49:32.1Z,2,REGULAR,substitution,in,[],1630180,,,1610612748,32,29,2021-11-24T00:49:55Z,2040000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M57.00S,2021-11-24T00:49:32.1Z,2,REGULAR,substitution,in,[],1630568,,,1610612748,32,29,2021-11-24T00:49:55Z,2050000,,,0,,SUB in: L. Garza,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M57.00S,2021-11-24T00:49:32.1Z,2,REGULAR,substitution,in,[],203473,,,1610612748,32,29,2021-11-24T00:49:55Z,2060000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M57.00S,2021-11-24T00:49:32.1Z,2,REGULAR,substitution,in,[],202710,,,1610612748,32,29,2021-11-24T00:49:55Z,2070000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M47.00S,2021-11-24T00:50:20.7Z,2,REGULAR,foul,personal,['2freethrow'],202709,,,1610612748,32,29,2021-11-24T00:50:37Z,2080000,,,0,,C. Joseph shooting personal FOUL (2 PF) (Lowry 2 FT),"[202709, 200768]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,2530.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,,
213,PT06M47.00S,2021-11-24T00:50:48.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],200768,,,1610612748,32,30,2021-11-24T00:50:48Z,2100000,,,0,,K. Lowry Free Throw 1 of 2 (5 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
214,PT06M47.00S,2021-11-24T00:51:03.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],200768,,,1610612748,32,31,2021-11-24T00:51:03Z,2110000,,,0,,K. Lowry Free Throw 2 of 2 (6 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
215,PT06M32.00S,2021-11-24T00:51:20.7Z,2,REGULAR,3pt,Jump Shot,[],1628367,7.802233902759525,4.656862745098039,1610612765,35,31,2021-11-24T00:51:27Z,2120000,227.0,21.0,1,left,J. Jackson 3PT  (5 PTS) (F. Jackson 1 AST),"[1628367, 1628402]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,22.77,Made,5.0,F. Jackson,1628402.0,1.0,,,,,,,,,,
217,PT06M12.00S,2021-11-24T00:51:41.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203473,90.06241787122208,50.73529411764706,1610612748,35,33,2021-11-24T00:51:48Z,2140000,4.0,41.0,1,right,D. Dedmon driving DUNK (2 PTS) (J. Butler 2 AST),"[203473, 202710]",1610612748.0,MIA,driving,,,Dedmon,D. Dedmon,,,,,,,,,,4.11,Made,2.0,J. Butler,202710.0,2.0,,,,,,,,,,
219,PT05M52.00S,2021-11-24T00:52:01.1Z,2,REGULAR,3pt,Jump Shot,[],1630180,24.490801576872528,87.25490196078431,1610612765,35,33,2021-11-24T00:52:05Z,2160000,-186.0,178.0,1,left,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,25.75,Missed,,,,,,,,,,,,,,
220,PT05M48.00S,2021-11-24T00:52:05.1Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,35,33,2021-11-24T00:52:05Z,2170000,,,0,,T. Herro REBOUND (Off:1 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,219.0,3.0,2.0,1.0,,,,,,
221,PT05M41.00S,2021-11-24T00:52:11.7Z,2,REGULAR,3pt,Jump Shot,[],200768,95.84428383705651,5.14705882352942,1610612748,35,33,2021-11-24T00:52:16Z,2180000,-224.0,-13.0,1,right,MISS K. Lowry 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,22.47,Missed,,,,,,,,,,,,,,
222,PT05M38.00S,2021-11-24T00:52:14.7Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,35,33,2021-11-24T00:52:16Z,2190000,,,0,,J. Jackson REBOUND (Off:0 Def:2),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,221.0,2.0,2.0,0.0,,,,,,
223,PT05M35.00S,2021-11-24T00:52:23.8Z,2,REGULAR,violation,kicked ball,[],203473,,,1610612765,35,33,2021-11-24T00:52:29Z,2200000,,,0,,D. Dedmon kicked ball VIOLATION,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1627526.0,,,,,,,,,,,,,,,,,,,,
224,PT05M35.00S,2021-11-24T00:52:28.1Z,2,REGULAR,substitution,out,[],1628402,,,1610612765,35,33,2021-11-24T00:52:45Z,2210000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M35.00S,2021-11-24T00:52:28.1Z,2,REGULAR,substitution,out,[],1628367,,,1610612765,35,33,2021-11-24T00:52:45Z,2220000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M35.00S,2021-11-24T00:52:28.1Z,2,REGULAR,substitution,out,[],200768,,,1610612765,35,33,2021-11-24T00:52:45Z,2230000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M35.00S,2021-11-24T00:52:28.1Z,2,REGULAR,substitution,out,[],1628997,,,1610612765,35,33,2021-11-24T00:52:45Z,2240000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M35.00S,2021-11-24T00:52:28.1Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,35,33,2021-11-24T00:52:45Z,2250000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M35.00S,2021-11-24T00:52:28.1Z,2,REGULAR,substitution,in,[],203924,,,1610612765,35,33,2021-11-24T00:52:45Z,2260000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M35.00S,2021-11-24T00:52:28.1Z,2,REGULAR,substitution,in,[],1629130,,,1610612765,35,33,2021-11-24T00:52:45Z,2270000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M35.00S,2021-11-24T00:52:28.1Z,2,REGULAR,substitution,in,[],200782,,,1610612765,35,33,2021-11-24T00:52:45Z,2280000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M23.00S,2021-11-24T00:52:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,12.270039421813408,61.76470588235294,1610612765,35,33,2021-11-24T00:53:02Z,2290000,-59.0,63.0,1,left,MISS J. Grant 8' fadeaway Shot,[203924],1610612765.0,DET,fadeaway,,,Grant,J. Grant,,,,,,,,,,8.6,Missed,,,,,,,,,,,,,,
233,PT05M18.00S,2021-11-24T00:53:01.6Z,2,REGULAR,rebound,offensive,[],1630568,,,1610612765,35,33,2021-11-24T00:53:02Z,2300000,,,0,,L. Garza REBOUND (Off:1 Def:1),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,232.0,2.0,1.0,1.0,,,,,,
234,PT05M16.00S,2021-11-24T00:53:03.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,32.50657030223391,45.58823529411765,1610612765,35,33,2021-11-24T00:53:09Z,2310000,22.0,253.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,25.41,Missed,,,,,,,,,,,,,,
235,PT05M14.00S,2021-11-24T00:53:08.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,35,33,2021-11-24T00:53:08Z,2320000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,234.0,,,,,,,,,
236,PT05M14.00S,2021-11-24T00:53:09.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,35,33,2021-11-24T00:53:09Z,2330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M11.00S,2021-11-24T00:53:23.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630568,12.220762155059134,82.08486519607843,1610612765,37,33,2021-11-24T00:53:32Z,2340000,-160.0,62.0,1,left,L. Garza 17' Jump Shot (2 PTS) (C. Joseph 4 AST),"[1630568, 202709]",1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,17.21,Made,2.0,C. Joseph,202709.0,4.0,,,,,,,,,,
239,PT04M52.00S,2021-11-24T00:53:42.7Z,2,REGULAR,2pt,Jump Shot,[],203473,81.25821287779237,69.11764705882354,1610612748,37,33,2021-11-24T00:53:47Z,2360000,96.0,124.0,1,right,MISS D. Dedmon 15' Jump Shot,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,15.63,Missed,,,,,,,,,,,,,,
240,PT04M49.00S,2021-11-24T00:53:45.7Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,37,33,2021-11-24T00:53:47Z,2370000,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,239.0,2.0,1.0,1.0,,,,,,
241,PT04M43.00S,2021-11-24T00:53:51.8Z,2,REGULAR,3pt,Jump Shot,[],1630568,32.90078843626807,38.970588235294116,1610612765,40,33,2021-11-24T00:53:58Z,2380000,55.0,257.0,1,left,L. Garza 26' 3PT  (5 PTS) (C. Joseph 5 AST),"[1630568, 202709]",1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,26.26,Made,5.0,C. Joseph,202709.0,5.0,,,,,,,,,,
243,PT04M30.00S,2021-11-24T00:54:04.9Z,2,REGULAR,2pt,Jump Shot,[],1629639,93.2161629434954,84.55882352941177,1610612748,40,35,2021-11-24T00:54:10Z,2400000,173.0,11.0,1,right,T. Herro 17' pullup Jump Shot (11 PTS) (P. Tucker 1 AST),"[1629639, 200782]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,17.32,Made,11.0,P. Tucker,200782.0,1.0,,,,,,,,,,
244,PT04M19.00S,2021-11-24T00:54:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,7.013797634691201,44.607843137254896,1610612765,42,35,2021-11-24T00:54:20Z,2410000,27.0,13.0,1,left,L. Garza Layup (7 PTS) (C. Joseph 6 AST),"[1630568, 202709]",1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,3.01,Made,7.0,C. Joseph,202709.0,6.0,,,,,,,,,,
247,PT04M02.00S,2021-11-24T00:54:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,93.2161629434954,41.91176470588235,1610612748,42,35,2021-11-24T00:54:37Z,2430000,-40.0,11.0,1,right,MISS J. Butler floating Shot,[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,,,,,,4.2,Missed,,,,,,,,,,,,,,
248,PT03M59.00S,2021-11-24T00:54:35.8Z,2,REGULAR,rebound,defensive,[],1630568,,,1610612765,42,35,2021-11-24T00:54:37Z,2440000,,,0,,L. Garza REBOUND (Off:1 Def:2),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,247.0,3.0,2.0,1.0,,,,,,
249,PT03M55.00S,2021-11-24T00:54:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,11.350197109067011,60.53921568627451,1610612765,44,35,2021-11-24T00:54:52Z,2450000,-53.0,54.0,1,left,J. Grant 7' Layup (6 PTS) (C. Cunningham 4 AST),"[203924, 1630595]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,7.56,Made,6.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,
251,PT03M55.00S,2021-11-24T00:54:48.8Z,2,REGULAR,foul,personal,['1freethrow'],200782,,,1610612765,44,35,2021-11-24T00:54:59Z,2470000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Grant 1 FT),"[200782, 203924]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,2530.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,,
253,PT03M55.00S,2021-11-24T00:55:01.2Z,2,REGULAR,substitution,out,[],203473,,,1610612765,44,35,2021-11-24T00:55:34Z,2490000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M55.00S,2021-11-24T00:55:01.2Z,2,REGULAR,substitution,in,[],1628389,,,1610612765,44,35,2021-11-24T00:55:34Z,2500000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M55.00S,2021-11-24T00:55:20.4Z,2,REGULAR,freethrow,1 of 1,[],203924,,,1610612765,45,35,2021-11-24T00:55:20Z,2510000,,,0,,J. Grant Free Throw 1 of 1 (7 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
256,PT03M45.00S,2021-11-24T00:55:34.7Z,2,REGULAR,foul,offensive,[],1629639,,,1610612748,45,35,2021-11-24T00:55:57Z,2520000,,,0,,T. Herro charge offensive FOUL (1 PF),"[1629639, 1630568]",1610612748.0,MIA,charge,,,Herro,T. Herro,,,,,202026.0,1.0,0.0,Garza,1630568.0,,,,,,,,,,,,,,,,
258,PT03M45.00S,2021-11-24T00:55:34.7Z,2,REGULAR,turnover,offensive foul,[],1629639,,,1610612748,45,35,2021-11-24T00:55:57Z,2540000,,,0,,T. Herro offensive foul TURNOVER (1 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,2530.0,,,,,,,,,,,,,,,1.0,,,,,
259,PT03M29.00S,2021-11-24T00:56:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630568,8.065045992115643,51.71568627450981,1610612765,45,35,2021-11-24T00:56:06Z,2550000,-9.0,23.0,1,left,MISS L. Garza Layup,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,2.48,Missed,,,,,,,,,,,,,,
260,PT03M23.00S,2021-11-24T00:56:06.9Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,45,35,2021-11-24T00:56:06Z,2560000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,259.0,2.0,2.0,0.0,,,,,,
261,PT03M10.00S,2021-11-24T00:56:18.8Z,2,REGULAR,3pt,Jump Shot,[],1629130,76.52759526938239,91.42156862745098,1610612748,45,35,2021-11-24T00:56:26Z,2570000,207.0,168.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,26.67,Missed,,,,,,,,,,,,,,
262,PT03M07.00S,2021-11-24T00:56:21.8Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,45,35,2021-11-24T00:56:26Z,2580000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,261.0,4.0,3.0,1.0,,,,,,
263,PT03M07.00S,2021-11-24T00:56:26.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,91.37647831800263,41.91176470588235,1610612748,45,37,2021-11-24T01:04:57Z,2590000,-40.0,29.0,1,right,B. Adebayo putback Layup (6 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,,,,,,4.95,Made,6.0,,,,,,,,,,,,,
264,PT03M07.00S,2021-11-24T00:56:30.3Z,2,REGULAR,foul,personal,['1freethrow'],1630568,,,1610612748,45,37,2021-11-24T00:56:38Z,2600000,,,0,,L. Garza shooting personal FOUL (3 PF) (Adebayo 1 FT),"[1630568, 1628389]",1610612765.0,DET,shooting,,,Garza,L. Garza,,,,,2530.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,
266,PT03M07.00S,2021-11-24T00:57:08.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628389,,,1610612748,45,38,2021-11-24T00:57:08Z,2620000,,,0,,B. Adebayo Free Throw 1 of 1 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
267,PT02M49.00S,2021-11-24T00:57:27.6Z,2,REGULAR,turnover,lost ball,[],1630180,,,1610612765,45,38,2021-11-24T00:57:34Z,2630000,,,0,,S. Bey lost ball TURNOVER (1 TO),"[1630180, 1628389]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0,,,
309,PT02M49.00S,2021-11-24T00:57:27.6Z,2,REGULAR,steal,,[],1628389,,,1610612748,45,38,2021-11-24T01:10:04Z,2640000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M36.00S,2021-11-24T00:57:40.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629639,91.11366622864652,57.59803921568628,1610612748,45,40,2021-11-24T00:58:01Z,2650000,38.0,31.0,1,right,T. Herro DUNK (13 PTS) (B. Adebayo 3 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,4.9,Made,13.0,B. Adebayo,1628389.0,3.0,,,,,,,,,,
271,PT02M17.00S,2021-11-24T00:57:59.0Z,2,REGULAR,3pt,Jump Shot,[],1630595,25.54204993429697,91.17647058823529,1610612765,48,40,2021-11-24T00:58:04Z,2670000,-206.0,188.0,1,left,C. Cunningham 27' 3PT  (3 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,27.85,Made,3.0,,,,,,,,,,,,,
272,PT02M06.00S,2021-11-24T00:58:10.7Z,2,REGULAR,3pt,Jump Shot,[],1629130,67.9862023653088,74.50980392156863,1610612748,48,43,2021-11-24T00:58:14Z,2680000,123.0,248.0,1,right,D. Robinson 27' 3PT  (5 PTS) (B. Adebayo 4 AST),"[1629130, 1628389]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,27.7,Made,5.0,B. Adebayo,1628389.0,4.0,,,,,,,,,,
274,PT01M51.00S,2021-11-24T00:58:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,9.379106438896187,40.44117647058824,1610612765,50,43,2021-11-24T00:58:32Z,2700000,48.0,36.0,1,left,J. Grant driving Layup (9 PTS) (L. Garza 2 AST),"[203924, 1630568]",1610612765.0,DET,driving,,,Grant,J. Grant,,,,,,,,,,5.97,Made,9.0,L. Garza,1630568.0,2.0,,,,,,,,,,
