actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
184,PT11M06.00S,2021-12-18T17:40:09.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201571,73.37385019710908,12.009803921568633,1610612745,30,41,2021-12-18T17:59:54Z,1840000,-190.0,198.0,1,right,MISS D. Augustin 27' pullup 3PT,[201571],1610612745.0,HOU,pullup,,,,,,,,,Augustin,D. Augustin,,,27.43,Missed,,,,,,,,,,,,,,
185,PT11M03.00S,2021-12-18T17:40:12.6Z,2,REGULAR,rebound,defensive,[],203585,,,1610612765,30,41,2021-12-18T17:40:13Z,1850000,,,0,,R. McGruder REBOUND (Off:1 Def:2),[203585],1610612765.0,DET,,,,,,,,,,McGruder,R. McGruder,,,,,184.0,3.0,2.0,1.0,,,,,,,,,,
186,PT10M52.00S,2021-12-18T17:40:23.4Z,2,REGULAR,3pt,Jump Shot,[],1628402,7.933639947437584,3.9215686274509807,1610612765,33,41,2021-12-18T17:40:27Z,1860000,230.0,22.0,1,left,F. Jackson 3PT  (6 PTS) (C. Cunningham 4 AST),"[1628402, 1630595]",1610612765.0,DET,,,,,,,,,,Jackson,F. Jackson,,,23.15,Made,,,,,6.0,,C. Cunningham,1630595.0,4.0,,,,,
188,PT10M37.00S,2021-12-18T17:40:39.4Z,2,REGULAR,3pt,Jump Shot,[],1628021,70.87713534822602,87.74509803921569,1610612745,33,41,2021-12-18T17:40:45Z,1880000,189.0,221.0,1,right,MISS D. Nwaba 29' 3PT,[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,29.08,Missed,,,,,,,,,,,,,,
189,PT10M34.00S,2021-12-18T17:40:42.2Z,2,REGULAR,rebound,offensive,[],201571,,,1610612745,33,41,2021-12-18T17:40:42Z,1890000,,,0,,D. Augustin REBOUND (Off:1 Def:0),[201571],1610612745.0,HOU,,,,,,,,,,Augustin,D. Augustin,,,,,188.0,1.0,0.0,1.0,,,,,,,,,,
191,PT10M32.00S,2021-12-18T17:40:44.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,95.31865965834429,45.58823529411765,1610612745,33,41,2021-12-18T17:40:49Z,1900000,-22.0,-8.0,1,right,MISS A. Sengun Layup - blocked,"[1630578, 1630595]",1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,2.37,Missed,,,,,,,,,,,,Cunningham,1630595.0,
197,PT10M32.00S,2021-12-18T17:40:44.0Z,2,REGULAR,block,,[],1630595,,,1610612745,33,41,2021-12-18T17:41:25Z,1905000,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
192,PT10M32.00S,2021-12-18T17:40:44.0Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,33,41,2021-12-18T17:41:25Z,1910000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,,,191.0,1.0,0.0,1.0,,,,,,,,,,
193,PT10M31.00S,2021-12-18T17:40:50.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,33,41,2021-12-18T17:40:50Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M22.00S,2021-12-18T17:41:11.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,93.2161629434954,53.67647058823529,1610612745,33,43,2021-12-18T18:01:45Z,1930000,18.0,11.0,1,right,A. Sengun driving Layup (2 PTS),[1630578],1610612745.0,HOU,driving,,,,,,,,,Sengun,A. Sengun,,,2.16,Made,,,,,2.0,,,,,,,,,
195,PT10M22.00S,2021-12-18T17:41:15.0Z,2,REGULAR,foul,personal,['1freethrow'],1630595,,,1610612745,33,43,2021-12-18T17:41:26Z,1940000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Sengun 1 FT),"[1630595, 1630578]",1610612765.0,DET,shooting,,,,,,1627534.0,2.0,0.0,Cunningham,C. Cunningham,Sengun,1630578.0,,,,,,,,,,,,,,,,
198,PT10M22.00S,2021-12-18T17:41:45.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630578,,,1610612745,33,44,2021-12-18T17:41:45Z,1960000,,,0,,A. Sengun Free Throw 1 of 1 (3 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,,Made,,,,,3.0,,,,,,,,,
199,PT10M04.00S,2021-12-18T17:42:04.8Z,2,REGULAR,3pt,Jump Shot,[],1628402,22.2568988173456,9.313725490196077,1610612765,33,44,2021-12-18T17:42:22Z,1970000,203.0,157.0,1,left,MISS F. Jackson 25' 3PT,[1628402],1610612765.0,DET,,,,,,,,,,Jackson,F. Jackson,,,25.68,Missed,,,,,,,,,,,,,,
200,PT10M02.00S,2021-12-18T17:42:06.8Z,2,REGULAR,rebound,defensive,[],1628021,,,1610612745,33,44,2021-12-18T17:42:22Z,1980000,,,0,,D. Nwaba REBOUND (Off:1 Def:2),[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,199.0,3.0,2.0,1.0,,,,,,,,,,
203,PT09M44.00S,2021-12-18T17:42:26.3Z,2,REGULAR,2pt,Jump Shot,[],1630256,93.61038107752957,30.392156862745097,1610612745,33,44,2021-12-18T17:42:33Z,1990000,-98.0,8.0,1,right,MISS J. Tate 9' turnaround Shot,[1630256],1610612745.0,HOU,turnaround,,,,,,,,,Tate,J. Tate,,,9.83,Missed,,,,,,,,,,,,,,
204,PT09M44.00S,2021-12-18T17:42:26.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,33,44,2021-12-18T17:42:33Z,2000000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,
205,PT09M44.00S,2021-12-18T17:42:31.2Z,2,REGULAR,foul,personal,[],1630578,,,1610612765,33,44,2021-12-18T17:42:42Z,2010000,,,0,,A. Sengun loose ball personal FOUL (2 PF),"[1630578, 1626168]",1610612745.0,HOU,loose ball,,,,,,1199.0,2.0,0.0,Sengun,A. Sengun,Lyles,1626168.0,,,,,,,,,,,,,,,,
207,PT09M26.00S,2021-12-18T17:42:59.2Z,2,REGULAR,2pt,Jump Shot,[],1626168,5.305519053876466,72.30392156862744,1610612765,33,44,2021-12-18T17:43:04Z,2030000,-112.0,-3.0,1,left,MISS T. Lyles 11' turnaround Shot,[1626168],1610612765.0,DET,turnaround,,,,,,,,,Lyles,T. Lyles,,,11.15,Missed,,,,,,,,,,,,,,
208,PT09M23.00S,2021-12-18T17:43:02.2Z,2,REGULAR,rebound,defensive,[],1628021,,,1610612745,33,44,2021-12-18T17:43:04Z,2040000,,,0,,D. Nwaba REBOUND (Off:1 Def:3),[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,207.0,4.0,3.0,1.0,,,,,,,,,,
209,PT09M22.00S,2021-12-18T17:43:06.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628021,92.16491458607096,47.30392156862745,1610612745,33,44,2021-12-18T18:03:14Z,2050000,-13.0,21.0,1,right,MISS D. Nwaba driving Layup - blocked,"[1628021, 1626168]",1610612745.0,HOU,driving,,,,,,,,,Nwaba,D. Nwaba,,,2.5,Missed,,,,,,,,,,,,Lyles,1626168.0,
210,PT09M22.00S,2021-12-18T17:43:06.0Z,2,REGULAR,block,,[],1626168,,,1610612745,33,44,2021-12-18T17:43:08Z,2060000,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612765.0,DET,,,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,
211,PT09M22.00S,2021-12-18T17:43:06.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,33,44,2021-12-18T17:43:12Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,
212,PT09M22.00S,2021-12-18T17:43:11.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,33,44,2021-12-18T17:43:11Z,2080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M15.00S,2021-12-18T17:43:28.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628021,93.87319316688567,52.205882352941174,1610612745,33,46,2021-12-18T17:43:33Z,2090000,11.0,5.0,1,right,D. Nwaba driving Layup (2 PTS) (D. Augustin 2 AST),"[1628021, 201571]",1610612745.0,HOU,driving,,,,,,,,,Nwaba,D. Nwaba,,,1.21,Made,,,,,2.0,,D. Augustin,201571.0,2.0,,,,,
215,PT09M04.00S,2021-12-18T17:43:41.4Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,33,46,2021-12-18T17:43:46Z,2110000,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 201571]",1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,2.0,,,,Augustin,201571.0,,,
216,PT09M04.00S,2021-12-18T17:43:41.4Z,2,REGULAR,steal,,[],201571,,,1610612745,33,46,2021-12-18T18:05:58Z,2120000,,,0,,D. Augustin STEAL (1 STL),[201571],1610612745.0,HOU,,,,,,,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,
217,PT08M55.00S,2021-12-18T17:43:49.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,62.59855453350854,33.57843137254902,1610612745,33,46,2021-12-18T17:43:52Z,2130000,-82.0,299.0,1,right,MISS G. Mathews 31' 3PT,[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,31.02,Missed,,,,,,,,,,,,,,
218,PT08M52.00S,2021-12-18T17:43:52.1Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612765,33,46,2021-12-18T17:43:52Z,2140000,,,0,,T. Lyles REBOUND (Off:1 Def:1),[1626168],1610612765.0,DET,,,,,,,,,,Lyles,T. Lyles,,,,,217.0,2.0,1.0,1.0,,,,,,,,,,
219,PT08M47.00S,2021-12-18T17:44:02.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,33,46,2021-12-18T17:44:02Z,2150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M47.00S,2021-12-18T17:44:02.7Z,2,REGULAR,substitution,out,[],1630595,,,1610612765,33,46,2021-12-18T17:44:16Z,2160000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
221,PT08M47.00S,2021-12-18T17:44:02.7Z,2,REGULAR,substitution,in,[],1630180,,,1610612765,33,46,2021-12-18T17:44:16Z,2170000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
222,PT08M47.00S,2021-12-18T17:44:20.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,33,46,2021-12-18T17:44:20Z,2180000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M47.00S,2021-12-18T17:44:21.5Z,2,REGULAR,substitution,out,[],203585,,,1610612765,33,46,2021-12-18T17:47:09Z,2190000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,,,,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,
226,PT08M47.00S,2021-12-18T17:44:21.5Z,2,REGULAR,substitution,in,[],1628367,,,1610612765,33,46,2021-12-18T17:47:09Z,2200000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,,,,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,
227,PT08M32.00S,2021-12-18T17:47:25.3Z,2,REGULAR,3pt,Jump Shot,[],1626168,34.346254927726676,54.411764705882355,1610612765,36,46,2021-12-18T17:47:28Z,2210000,-22.0,270.0,1,left,T. Lyles 27' 3PT  (5 PTS) (S. Lee 1 AST),"[1626168, 1630240]",1610612765.0,DET,,,,,,,,,,Lyles,T. Lyles,,,27.13,Made,,,,,5.0,,S. Lee,1630240.0,1.0,,,,,
229,PT08M10.00S,2021-12-18T17:47:47.7Z,2,REGULAR,3pt,Jump Shot,[],1630256,94.13600525624179,3.9215686274509807,1610612745,36,46,2021-12-18T17:47:54Z,2230000,-230.0,3.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,23.04,Missed,,,,,,,,,,,,,,
230,PT08M07.00S,2021-12-18T17:47:50.7Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,36,46,2021-12-18T17:47:54Z,2240000,,,0,,A. Sengun REBOUND (Off:2 Def:0),[1630578],1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,,,229.0,2.0,0.0,2.0,,,,,,,,,,
231,PT08M05.00S,2021-12-18T17:47:52.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201571,89.93101182654402,96.56862745098039,1610612745,36,46,2021-12-18T17:47:57Z,2250000,233.0,42.0,1,right,MISS D. Augustin 3PT,[201571],1610612745.0,HOU,,,,,,,,,,Augustin,D. Augustin,,,23.66,Missed,,,,,,,,,,,,,,
232,PT08M05.00S,2021-12-18T17:47:52.0Z,2,REGULAR,rebound,defensive,[],1630240,,,1610612765,36,46,2021-12-18T17:47:57Z,2260000,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,,,,,,,Lee,S. Lee,,,,,231.0,1.0,1.0,0.0,,,,,,,,,,
233,PT07M52.00S,2021-12-18T17:48:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628367,6.4881734559789805,54.65686274509804,1610612765,36,46,2021-12-18T18:08:46Z,2270000,-23.0,8.0,1,left,MISS J. Jackson cutting Layup - blocked,"[1628367, 1630578]",1610612765.0,DET,cutting,,,,,,,,,Jackson,J. Jackson,,,2.48,Missed,,,,,,,,,,,,Sengun,1630578.0,
234,PT07M52.00S,2021-12-18T17:48:06.1Z,2,REGULAR,block,,[],1630578,,,1610612765,36,46,2021-12-18T17:48:08Z,2280000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
235,PT07M51.00S,2021-12-18T17:48:07.1Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,36,46,2021-12-18T17:48:12Z,2290000,,,0,,J. Tate REBOUND (Off:0 Def:3),[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,233.0,3.0,3.0,0.0,,,,,,,,,,
236,PT07M51.00S,2021-12-18T17:48:13.3Z,2,REGULAR,foul,personal,[],1630240,,,1610612745,36,46,2021-12-18T18:09:29Z,2300000,,,0,,S. Lee take personal FOUL (1 PF),"[1630240, 1630256]",1610612765.0,DET,take,,,,,,201246.0,1.0,0.0,Lee,S. Lee,Tate,1630256.0,,,,,,,,,,,,,,,,
238,PT07M51.00S,2021-12-18T17:48:40.6Z,2,REGULAR,substitution,out,[],1628021,,,1610612745,36,46,2021-12-18T17:48:57Z,2320000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,
239,PT07M51.00S,2021-12-18T17:48:40.6Z,2,REGULAR,substitution,out,[],1629726,,,1610612745,36,46,2021-12-18T17:48:57Z,2330000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,
240,PT07M51.00S,2021-12-18T17:48:40.6Z,2,REGULAR,substitution,in,[],1630231,,,1610612745,36,46,2021-12-18T17:48:57Z,2340000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
241,PT07M51.00S,2021-12-18T17:48:40.6Z,2,REGULAR,substitution,in,[],1630528,,,1610612745,36,46,2021-12-18T17:48:57Z,2350000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
242,PT07M42.00S,2021-12-18T17:49:05.3Z,2,REGULAR,turnover,out-of-bounds,[],1630528,,,1610612745,36,46,2021-12-18T18:10:24Z,2360000,,,0,,J. Christopher step out-of-bounds TURNOVER (1 TO),[1630528],1610612745.0,HOU,step,,,,,,201246.0,,,Christopher,J. Christopher,,,,,,,,,,1.0,,,,,,,,
243,PT07M23.00S,2021-12-18T17:49:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,6.750985545335084,44.85294117647059,1610612765,36,46,2021-12-18T18:11:25Z,2370000,26.0,11.0,1,left,MISS S. Bey driving Layup,[1630180],1610612765.0,DET,driving,,,,,,,,,Bey,S. Bey,,,2.8,Missed,,,,,,,,,,,,,,
247,PT07M23.00S,2021-12-18T17:49:12.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,36,46,2021-12-18T18:33:37Z,2380000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,243.0,,,,,,,,,,,,,
248,PT07M23.00S,2021-12-18T17:50:19.9Z,2,REGULAR,substitution,out,[],1630240,,,1610612745,36,46,2021-12-18T18:26:38Z,2385000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,,,,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,
249,PT07M23.00S,2021-12-18T17:50:19.9Z,2,REGULAR,substitution,in,[],1630165,,,1610612745,36,46,2021-12-18T18:26:38Z,2387500,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
244,PT07M20.00S,2021-12-18T17:50:19.9Z,2,REGULAR,jumpball,recovered,[],1630578,,,1610612745,36,46,2021-12-18T18:26:13Z,2390000,,,0,,Jump Ball K. Martin Jr. vs. J. Jackson: Tip to A. Sengun,"[1630578, 1630231, 1628367]",1610612745.0,HOU,lodgedball,A. Sengun,Martin Jr.,1630231.0,Jackson,1628367.0,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,1630578.0
250,PT07M12.00S,2021-12-18T17:50:29.1Z,2,REGULAR,foul,offensive,[],1630578,,,1610612745,36,46,2021-12-18T18:12:37Z,2440000,,,0,,A. Sengun charge offensive FOUL (3 PF),"[1630578, 1628367]",1610612745.0,HOU,charge,,,,,,1627534.0,3.0,0.0,Sengun,A. Sengun,Jackson,1628367.0,,,,,,,,,,,,,,,,
252,PT07M12.00S,2021-12-18T17:50:29.1Z,2,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,36,46,2021-12-18T17:50:29Z,2460000,,,0,,A. Sengun offensive foul TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,,,,1627534.0,,,Sengun,A. Sengun,,,,,,,,,,1.0,,,,,,,,
253,PT07M12.00S,2021-12-18T17:50:39.9Z,2,REGULAR,substitution,out,[],1630578,,,1610612765,36,46,2021-12-18T17:50:49Z,2470000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
254,PT07M12.00S,2021-12-18T17:50:39.9Z,2,REGULAR,substitution,in,[],1626174,,,1610612765,36,46,2021-12-18T17:50:49Z,2480000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,
255,PT06M57.00S,2021-12-18T17:50:58.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628402,8.196452036793687,46.81372549019608,1610612765,36,46,2021-12-18T17:51:02Z,2490000,16.0,25.0,1,left,MISS F. Jackson driving Layup,[1628402],1610612765.0,DET,driving,,,,,,,,,Jackson,F. Jackson,,,2.92,Missed,,,,,,,,,,,,,,
256,PT06M55.00S,2021-12-18T17:51:00.2Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,36,46,2021-12-18T17:51:02Z,2500000,,,0,,J. Tate REBOUND (Off:0 Def:4),[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,255.0,4.0,4.0,0.0,,,,,,,,,,
257,PT06M39.00S,2021-12-18T17:51:16.2Z,2,REGULAR,3pt,Jump Shot,[],201571,70.74572930354796,85.04901960784314,1610612745,36,46,2021-12-18T17:51:19Z,2510000,175.0,222.0,1,right,MISS D. Augustin 28' 3PT,[201571],1610612745.0,HOU,,,,,,,,,,Augustin,D. Augustin,,,28.32,Missed,,,,,,,,,,,,,,
258,PT06M37.00S,2021-12-18T17:51:18.3Z,2,REGULAR,rebound,defensive,[],1628402,,,1610612765,36,46,2021-12-18T17:51:18Z,2520000,,,0,,F. Jackson REBOUND (Off:0 Def:2),[1628402],1610612765.0,DET,,,,,,,,,,Jackson,F. Jackson,,,,,257.0,2.0,2.0,0.0,,,,,,,,,,
259,PT06M32.00S,2021-12-18T17:51:23.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628402,31.84954007884363,25.735294117647058,1610612765,36,46,2021-12-18T17:51:31Z,2530000,121.0,247.0,1,left,MISS F. Jackson 27' pullup 3PT,[1628402],1610612765.0,DET,pullup,,,,,,,,,Jackson,F. Jackson,,,27.51,Missed,,,,,,,,,,,,,,
260,PT06M29.00S,2021-12-18T17:51:26.7Z,2,REGULAR,rebound,defensive,[],1630528,,,1610612745,36,46,2021-12-18T17:51:31Z,2540000,,,0,,J. Christopher REBOUND (Off:0 Def:3),[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,259.0,3.0,3.0,0.0,,,,,,,,,,
261,PT06M24.00S,2021-12-18T17:51:31.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,93.08475689881735,49.26470588235294,1610612745,36,48,2021-12-18T17:51:40Z,2550000,-4.0,13.0,1,right,C. Wood DUNK (7 PTS) (J. Christopher 4 AST),"[1626174, 1630528]",1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,1.3,Made,,,,,7.0,,J. Christopher,1630528.0,4.0,,,,,
263,PT06M02.00S,2021-12-18T17:51:53.2Z,2,REGULAR,turnover,lost ball,[],1626168,,,1610612765,36,48,2021-12-18T17:51:58Z,2570000,,,0,,T. Lyles lost ball TURNOVER (1 TO),"[1626168, 1630256]",1610612765.0,DET,,,,,,,,,,Lyles,T. Lyles,,,,,,,,,,1.0,,,,Tate,1630256.0,,,
264,PT06M02.00S,2021-12-18T17:51:53.2Z,2,REGULAR,steal,,[],1630256,,,1610612745,36,48,2021-12-18T17:51:55Z,2580000,,,0,,J. Tate STEAL (3 STL),[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
265,PT05M56.00S,2021-12-18T17:51:59.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630231,94.3988173455979,46.07843137254902,1610612745,36,48,2021-12-18T18:15:32Z,2590000,-20.0,0.0,1,right,MISS K. Martin Jr. driving Layup - blocked,"[1630231, 1630180]",1610612745.0,HOU,driving,,,,,,,,,Martin Jr.,K. Martin Jr.,,,1.96,Missed,,,,,,,,,,,,Bey,1630180.0,
266,PT05M56.00S,2021-12-18T17:51:59.1Z,2,REGULAR,block,,[],1630180,,,1610612745,36,48,2021-12-18T17:52:02Z,2600000,,,0,,S. Bey BLOCK (1 BLK),[1630180],1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
267,PT05M52.00S,2021-12-18T17:52:03.1Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,36,48,2021-12-18T17:52:03Z,2610000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,,,265.0,1.0,1.0,0.0,,,,,,,,,,
268,PT05M48.00S,2021-12-18T17:52:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630165,10.430354796320628,48.0392156862745,1610612765,38,48,2021-12-18T17:52:18Z,2620000,10.0,46.0,1,left,K. Hayes running Layup (4 PTS),[1630165],1610612765.0,DET,running,,,,,,,,,Hayes,K. Hayes,,,4.65,Made,,,,,4.0,,,,,,,,,
269,PT05M27.00S,2021-12-18T17:52:28.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,92.29632063074901,49.26470588235294,1610612745,38,50,2021-12-18T17:52:34Z,2630000,-4.0,20.0,1,right,J. Tate driving Hook (4 PTS),[1630256],1610612745.0,HOU,driving,,,,,,,,,Tate,J. Tate,,,2.02,Made,,,,,4.0,,,,,,,,,
270,PT05M14.00S,2021-12-18T17:52:40.7Z,2,REGULAR,3pt,Jump Shot,[],1628402,7.408015768725363,3.1862745098039227,1610612765,38,50,2021-12-18T17:52:44Z,2640000,234.0,17.0,1,left,MISS F. Jackson 3PT,[1628402],1610612765.0,DET,,,,,,,,,,Jackson,F. Jackson,,,23.47,Missed,,,,,,,,,,,,,,
271,PT05M11.00S,2021-12-18T17:52:43.7Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,38,50,2021-12-18T17:52:44Z,2650000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,270.0,2.0,2.0,0.0,,,,,,,,,,
272,PT05M03.00S,2021-12-18T17:52:51.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626174,90.19382391590013,51.470588235294116,1610612745,38,52,2021-12-18T17:52:57Z,2660000,7.0,40.0,1,right,C. Wood Hook (9 PTS),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,4.04,Made,,,,,9.0,,,,,,,,,
273,PT04M50.00S,2021-12-18T17:53:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,6.750985545335084,54.411764705882355,1610612765,40,52,2021-12-18T17:53:08Z,2670000,-22.0,11.0,1,left,F. Jackson driving Layup (8 PTS) (K. Hayes 3 AST),"[1628402, 1630165]",1610612765.0,DET,driving,,,,,,,,,Jackson,F. Jackson,,,2.47,Made,,,,,8.0,,K. Hayes,1630165.0,3.0,,,,,
275,PT04M42.00S,2021-12-18T17:53:16.9Z,2,REGULAR,foul,offensive,[],1626174,,,1610612745,40,52,2021-12-18T18:17:02Z,2690000,,,0,,C. Wood charge offensive FOUL (2 PF),"[1626174, 1626168]",1610612745.0,HOU,charge,,,,,,1199.0,2.0,0.0,Wood,C. Wood,Lyles,1626168.0,,,,,,,,,,,,,,,,
