actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
90,PT04M22.00S,2021-11-18T00:28:57.5Z,1,REGULAR,foul,personal,[],1630191,,,1610612754,14,11,2021-11-18T00:29:12Z,900000,,,0,,I. Stewart loose ball personal FOUL (1 PF),"[1630191, 1626167]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,,,,,,,,1148.0,1.0,0.0,Turner,1626167.0,,,,,,,,,
92,PT04M15.00S,2021-11-18T00:29:13.7Z,1,REGULAR,turnover,lost ball,[],203200,,,1610612754,14,11,2021-11-18T00:29:17Z,920000,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[203200, 1630595]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,1.0,Cunningham,1630595.0,,,,,,
93,PT04M15.00S,2021-11-18T00:29:13.7Z,1,REGULAR,steal,,[],1630595,,,1610612765,14,11,2021-11-18T00:29:16Z,930000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M07.00S,2021-11-18T00:29:21.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203924,21.862680683311424,27.205882352941174,1610612765,16,11,2021-11-18T00:29:42Z,940000,114.0,153.0,1,left,J. Grant 19' pullup Jump Shot (6 PTS) (C. Cunningham 1 AST),"[203924, 1630595]",1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,19.08,Made,6.0,,,,,,,,,,,,,C. Cunningham,1630595.0,1.0,,,
95,PT03M47.00S,2021-11-18T00:29:41.5Z,1,REGULAR,turnover,bad pass,[],1626167,,,1610612754,16,11,2021-11-18T00:29:46Z,950000,,,0,,M. Turner bad pass TURNOVER (1 TO),"[1626167, 203924]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,1.0,Grant,203924.0,,,,,,
96,PT03M47.00S,2021-11-18T00:29:41.5Z,1,REGULAR,steal,,[],203924,,,1610612765,16,11,2021-11-18T00:29:43Z,960000,,,0,,J. Grant STEAL (1 STL),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M33.00S,2021-11-18T00:29:56.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630191,7.539421813403408,56.127450980392155,1610612765,16,11,2021-11-18T00:32:39Z,970000,-31.0,18.0,1,left,MISS I. Stewart cutting Layup - blocked,"[1630191, 1626167]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,3.57,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0,
98,PT03M33.00S,2021-11-18T00:29:56.0Z,1,REGULAR,block,,[],1626167,,,1610612765,16,11,2021-11-18T00:29:59Z,980000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M29.00S,2021-11-18T00:30:00.0Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,16,11,2021-11-18T00:30:02Z,990000,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT03M25.00S,2021-11-18T00:30:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629103,88.61695137976346,52.205882352941174,1610612754,16,11,2021-11-18T00:34:58Z,1000000,11.0,55.0,1,right,MISS K. Martin running Layup - blocked,"[1629103, 1630191]",1610612754.0,IND,running,,,Martin,K. Martin,,,,,5.56,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0,
101,PT03M25.00S,2021-11-18T00:30:03.6Z,1,REGULAR,block,,[],1630191,,,1610612754,16,11,2021-11-18T00:30:06Z,1010000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M21.00S,2021-11-18T00:30:07.6Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,16,11,2021-11-18T00:30:09Z,1020000,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT03M18.00S,2021-11-18T00:30:10.0Z,1,REGULAR,3pt,Jump Shot,[],1628402,5.436925098554539,95.09803921568627,1610612765,16,11,2021-11-18T00:30:20Z,1030000,-225.0,-1.0,1,left,MISS F. Jackson 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M11.00S,2021-11-18T00:30:17.0Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,16,11,2021-11-18T00:30:20Z,1040000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT03M00.00S,2021-11-18T00:30:27.9Z,1,REGULAR,2pt,Jump Shot,[],204456,83.49211563731932,71.07843137254902,1610612754,16,11,2021-11-18T00:30:31Z,1050000,105.0,103.0,1,right,MISS T. McConnell 14' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,14.72,Missed,,,,,,,,,,,,,,,,,,,
106,PT02M57.00S,2021-11-18T00:30:30.9Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,16,11,2021-11-18T00:30:31Z,1060000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,,,
107,PT02M48.00S,2021-11-18T00:30:40.3Z,1,REGULAR,3pt,Jump Shot,[],203924,20.154402102496718,5.637254901960787,1610612765,16,11,2021-11-18T00:30:45Z,1070000,222.0,137.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M44.00S,2021-11-18T00:30:44.3Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,16,11,2021-11-18T00:30:45Z,1080000,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,107.0,2.0,2.0,0.0,,,,,,,,,,,,,,
109,PT02M31.00S,2021-11-18T00:30:57.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,91.77069645203679,59.80392156862745,1610612754,16,11,2021-11-18T00:31:01Z,1090000,49.0,25.0,1,right,MISS M. Turner turnaround Hook,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,5.5,Missed,,,,,,,,,,,,,,,,,,,
110,PT02M28.00S,2021-11-18T00:31:00.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,16,11,2021-11-18T00:31:01Z,1100000,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,109.0,4.0,2.0,2.0,,,,,,,,,,,,,,
111,PT02M27.00S,2021-11-18T00:31:04.9Z,1,REGULAR,foul,personal,[],203200,,,1610612765,16,11,2021-11-18T00:31:24Z,1110000,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 1630595]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,1193.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,
113,PT02M27.00S,2021-11-18T00:31:14.5Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,16,11,2021-11-18T00:31:30Z,1130000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M27.00S,2021-11-18T00:31:14.5Z,1,REGULAR,substitution,out,[],1629103,,,1610612765,16,11,2021-11-18T00:31:30Z,1140000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M27.00S,2021-11-18T00:31:14.5Z,1,REGULAR,substitution,out,[],1626167,,,1610612765,16,11,2021-11-18T00:31:30Z,1150000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M27.00S,2021-11-18T00:31:14.5Z,1,REGULAR,substitution,in,[],1626168,,,1610612765,16,11,2021-11-18T00:31:30Z,1160000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M27.00S,2021-11-18T00:31:14.5Z,1,REGULAR,substitution,in,[],1627734,,,1610612765,16,11,2021-11-18T00:31:30Z,1170000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M27.00S,2021-11-18T00:31:14.5Z,1,REGULAR,substitution,in,[],1627763,,,1610612765,16,11,2021-11-18T00:31:30Z,1180000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M17.00S,2021-11-18T00:31:40.9Z,1,REGULAR,3pt,Jump Shot,[],1630595,31.586727989487514,39.4607843137255,1610612765,16,11,2021-11-18T00:31:46Z,1190000,53.0,244.0,1,left,MISS C. Cunningham 25' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M13.00S,2021-11-18T00:31:44.9Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,16,11,2021-11-18T00:31:46Z,1200000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,,
122,PT02M08.00S,2021-11-18T00:31:50.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,69.95729303547964,78.18627450980392,1610612754,16,14,2021-11-18T00:31:55Z,1210000,141.0,230.0,1,right,M. Brogdon 26' 3PT  (5 PTS) (T. McConnell 1 AST),"[1627763, 204456]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,26.96,Made,5.0,,,,,,,,,,,,,T. McConnell,204456.0,1.0,,,
124,PT01M54.00S,2021-11-18T00:32:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,8.984888304862025,41.42156862745098,1610612765,16,14,2021-11-18T00:32:07Z,1230000,43.0,32.0,1,left,MISS F. Jackson driving finger roll Layup,[1628402],1610612765.0,DET,driving finger roll,,,Jackson,F. Jackson,,,,,5.35,Missed,,,,,,,,,,,,,,,,,,,
125,PT01M51.00S,2021-11-18T00:32:06.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,16,14,2021-11-18T00:32:07Z,1240000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,124.0,3.0,3.0,0.0,,,,,,,,,,,,,,
126,PT01M40.00S,2021-11-18T00:32:23.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,16,14,2021-11-18T00:32:23Z,1250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M40.00S,2021-11-18T00:32:24.0Z,1,REGULAR,substitution,out,[],1630595,,,1610612754,16,14,2021-11-18T00:32:29Z,1260000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M40.00S,2021-11-18T00:32:24.0Z,1,REGULAR,substitution,in,[],1628977,,,1610612754,16,14,2021-11-18T00:32:29Z,1270000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M33.00S,2021-11-18T00:32:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,88.87976346911958,45.58823529411765,1610612754,16,16,2021-11-18T00:32:50Z,1280000,-22.0,52.0,1,right,T. Craig cutting Layup (2 PTS) (M. Brogdon 1 AST),"[1628470, 1627763]",1610612754.0,IND,cutting,,,Craig,T. Craig,,,,,5.65,Made,2.0,,,,,,,,,,,,,M. Brogdon,1627763.0,1.0,,,
131,PT01M10.00S,2021-11-18T00:33:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,7.670827858081481,54.65686274509804,1610612765,18,16,2021-11-18T00:33:15Z,1300000,-23.0,20.0,1,left,H. Diallo driving Layup (2 PTS),[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,3.04,Made,2.0,,,,,,,,,,,,,,,,,,
133,PT00M57.00S,2021-11-18T00:33:22.6Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612754,18,16,2021-11-18T00:33:26Z,1320000,,,0,,D. Sabonis lost ball TURNOVER (2 TO),"[1627734, 1626168]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,2.0,Lyles,1626168.0,,,,,,
134,PT00M57.00S,2021-11-18T00:33:22.6Z,1,REGULAR,steal,,[],1626168,,,1610612765,18,16,2021-11-18T00:33:25Z,1330000,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M50.40S,2021-11-18T00:33:29.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626168,9.773324572930349,42.892156862745104,1610612765,18,16,2021-11-18T00:33:33Z,1340000,36.0,39.0,1,left,MISS T. Lyles driving Layup,[1626168],1610612765.0,DET,driving,,,Lyles,T. Lyles,,,,,5.3,Missed,,,,,,,,,,,,,,,,,,,
136,PT00M46.60S,2021-11-18T00:33:33.0Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,18,16,2021-11-18T00:33:33Z,1350000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,,
137,PT00M35.30S,2021-11-18T00:33:44.3Z,1,REGULAR,3pt,Jump Shot,[],1627763,63.12417871222076,51.22549019607843,1610612754,18,19,2021-11-18T00:33:50Z,1360000,6.0,294.0,1,right,M. Brogdon 29' 3PT pullup (8 PTS),[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,29.42,Made,8.0,,,,,,,,,,,,,,,,,,
141,PT00M32.10S,2021-11-18T00:34:19.4Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612765,18,19,2021-11-18T00:42:29Z,1400000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M32.10S,2021-11-18T00:34:24.7Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612765,18,19,2021-11-18T00:42:10Z,1410000,,,0,,,[],1610612765.0,DET,overturned,,,,,,,,,,,,,,,,1193.0,,,,,,,,,,,,,Corrected to Shooting Foul on T. McConnell
143,PT00M32.10S,2021-11-18T00:36:31.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",204456,,,1610612765,18,19,2021-11-18T00:36:46Z,1420000,,,0,,T. McConnell shooting personal FOUL (1 PF) (Joseph 1 FT),"[204456, 202709]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,,,,,,,,1193.0,1.0,0.0,Joseph,202709.0,,,,,,,,,
152,PT00M32.10S,2021-11-18T00:36:40.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202709,7.539421813403408,50.73529411764706,1610612765,20,19,2021-11-18T00:39:28Z,1435000,-4.0,18.0,1,left,C. Joseph driving Layup (2 PTS),[202709],1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,1.88,Made,2.0,,,,,,,,,,,,,,,,,,
145,PT00M32.10S,2021-11-18T00:36:49.0Z,1,REGULAR,freethrow,1 of 1,[],202709,,,1610612765,21,19,2021-11-18T00:36:49Z,1440000,,,0,,C. Joseph Free Throw 1 of 1 (3 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
146,PT00M14.50S,2021-11-18T00:37:04.3Z,1,REGULAR,2pt,Jump Shot,[],203200,83.09789750328515,67.64705882352942,1610612754,21,21,2021-11-18T00:37:14Z,1450000,88.0,106.0,1,right,J. Holiday 13' Jump Shot (5 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,13.82,Made,5.0,,,,,,,,,,,,,,,,,,
147,PT00M04.10S,2021-11-18T00:37:16.6Z,1,REGULAR,3pt,Jump Shot,[],1628402,21.994086727989497,6.862745098039213,1610612765,24,21,2021-11-18T00:37:21Z,1460000,216.0,154.0,1,left,F. Jackson 26' 3PT  (6 PTS) (C. Joseph 1 AST),"[1628402, 202709]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,26.51,Made,6.0,,,,,,,,,,,,,C. Joseph,202709.0,1.0,,,
149,PT00M00.00S,2021-11-18T00:37:26.9Z,1,REGULAR,2pt,Jump Shot,[],204456,85.06898817345598,70.09803921568627,1610612754,24,21,2021-11-18T00:37:31Z,1480000,100.0,88.0,1,right,MISS T. McConnell 13' floating Shot,[204456],1610612754.0,IND,floating,,,McConnell,T. McConnell,,,,,13.35,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2021-11-18T00:37:26.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,24,21,2021-11-18T00:37:31Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2021-11-18T00:37:39.0Z,1,REGULAR,period,end,[],0,,,1610612754,24,21,2021-11-18T00:37:39Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-11-18T00:39:46.1Z,2,REGULAR,substitution,out,['startperiod'],203924,,,1610612754,24,21,2021-11-18T00:40:07Z,1510000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-11-18T00:39:46.1Z,2,REGULAR,substitution,out,['startperiod'],203200,,,1610612754,24,21,2021-11-18T00:40:07Z,1520000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-18T00:39:46.1Z,2,REGULAR,substitution,out,['startperiod'],204456,,,1610612754,24,21,2021-11-18T00:40:07Z,1530000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-11-18T00:39:46.1Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612754,24,21,2021-11-18T00:40:07Z,1540000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-11-18T00:39:46.1Z,2,REGULAR,substitution,in,['startperiod'],1630180,,,1610612754,24,21,2021-11-18T00:40:07Z,1550000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-11-18T00:39:46.1Z,2,REGULAR,substitution,in,['startperiod'],1627747,,,1610612754,24,21,2021-11-18T00:40:07Z,1560000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-11-18T00:39:46.1Z,2,REGULAR,substitution,in,['startperiod'],203087,,,1610612754,24,21,2021-11-18T00:40:07Z,1570000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-11-18T00:39:46.1Z,2,REGULAR,substitution,in,['startperiod'],1629048,,,1610612754,24,21,2021-11-18T00:40:07Z,1580000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-11-18T00:40:04.7Z,2,REGULAR,period,start,[],0,,,1610612765,24,21,2021-11-18T00:40:07Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M48.00S,2021-11-18T00:40:18.9Z,2,REGULAR,turnover,traveling,[],1626168,,,1610612765,24,21,2021-11-18T00:46:57Z,1600000,,,0,,T. Lyles traveling TURNOVER (1 TO),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,1193.0,,,,,1.0,,,,,,,,
163,PT11M31.00S,2021-11-18T00:40:53.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203087,67.46057818659658,40.931372549019606,1610612754,24,21,2021-11-18T00:48:21Z,1610000,-45.0,253.0,1,right,MISS J. Lamb 25' pullup 3PT,[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
164,PT11M27.00S,2021-11-18T00:40:57.0Z,2,REGULAR,rebound,defensive,[],202709,,,1610612765,24,21,2021-11-18T00:41:04Z,1620000,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,
165,PT11M16.00S,2021-11-18T00:41:10.4Z,2,REGULAR,turnover,out-of-bounds,[],1630180,,,1610612765,24,21,2021-11-18T00:41:16Z,1630000,,,0,,S. Bey lost ball out-of-bounds TURNOVER (1 TO),[1630180],1610612765.0,DET,lost ball,,,Bey,S. Bey,,,,,,,,,,,,202901.0,,,,,1.0,,,,,,,,
209,PT11M16.00S,2021-11-18T00:41:22.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,24,21,2021-11-18T00:49:21Z,1635000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M01.00S,2021-11-18T00:41:35.3Z,2,REGULAR,turnover,lost ball,[],1627734,,,1610612754,24,21,2021-11-18T00:41:43Z,1640000,,,0,,D. Sabonis lost ball TURNOVER (3 TO),"[1627734, 202709]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,3.0,Joseph,202709.0,,,,,,
167,PT11M01.00S,2021-11-18T00:41:35.3Z,2,REGULAR,steal,,[],202709,,,1610612765,24,21,2021-11-18T00:51:34Z,1650000,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M46.00S,2021-11-18T00:41:50.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202709,22.2568988173456,24.509803921568633,1610612765,26,21,2021-11-18T00:41:59Z,1660000,127.0,157.0,1,left,C. Joseph 20' pullup Jump Shot (5 PTS),[202709],1610612765.0,DET,pullup,,,Joseph,C. Joseph,,,,,20.2,Made,5.0,,,,,,,,,,,,,,,,,,
169,PT10M36.00S,2021-11-18T00:42:02.8Z,2,REGULAR,foul,personal,[],1628977,,,1610612754,26,21,2021-11-18T00:42:15Z,1670000,,,0,,H. Diallo personal FOUL (1 PF),"[1628977, 1627763]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,1148.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,,
171,PT10M33.00S,2021-11-18T00:42:28.2Z,2,REGULAR,foul,personal,[],1628402,,,1610612754,26,21,2021-11-18T00:42:43Z,1690000,,,0,,F. Jackson personal FOUL (1 PF),"[1628402, 1629048]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,1193.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,
173,PT10M28.00S,2021-11-18T00:42:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,91.24507227332458,43.13725490196079,1610612754,26,23,2021-11-18T00:42:57Z,1710000,-34.0,30.0,1,right,M. Brogdon driving Layup (10 PTS),[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,4.54,Made,10.0,,,,,,,,,,,,,,,,,,
175,PT10M08.00S,2021-11-18T00:43:11.6Z,2,REGULAR,3pt,Jump Shot,[],1626168,22.38830486202366,9.558823529411768,1610612765,26,23,2021-11-18T00:43:16Z,1730000,202.0,158.0,1,left,MISS T. Lyles 25' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M03.00S,2021-11-18T00:43:16.6Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,26,23,2021-11-18T00:43:16Z,1740000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT09M58.00S,2021-11-18T00:43:21.2Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612754,26,23,2021-11-18T00:43:25Z,1750000,,,0,,M. Brogdon bad pass TURNOVER (2 TO),"[1627763, 1626168]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,2.0,Lyles,1626168.0,,,,,,
178,PT09M58.00S,2021-11-18T00:43:21.2Z,2,REGULAR,steal,,[],1626168,,,1610612765,26,23,2021-11-18T00:43:23Z,1760000,,,0,,T. Lyles STEAL (2 STL),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M57.00S,2021-11-18T00:43:29.0Z,2,REGULAR,foul,personal,[],1629048,,,1610612765,26,23,2021-11-18T00:55:13Z,1770000,,,0,,G. Bitadze take personal FOUL (1 PF),"[1629048, 1630180]",1610612754.0,IND,take,,,Bitadze,G. Bitadze,,,,,,,,,,,,202901.0,1.0,0.0,Bey,1630180.0,,,,,,,,,
181,PT09M47.00S,2021-11-18T00:44:00.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,33.42641261498029,46.81372549019608,1610612765,29,23,2021-11-18T00:44:04Z,1790000,16.0,262.0,1,left,S. Bey 26' 3PT  (3 PTS) (F. Jackson 1 AST),"[1630180, 1628402]",1610612765.0,DET,,,,Bey,S. Bey,,,,,26.22,Made,3.0,,,,,,,,,,,,,F. Jackson,1628402.0,1.0,,,
