actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-10-30T23:10:36.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-30T23:10:36Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-10-30T23:10:38.9Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612765,0,0,2021-10-30T23:10:39Z,40000,,,0,,Jump Ball I. Stewart vs. M. Bamba: Tip to J. Grant,"[203924, 1630191, 1628964]",1610612765.0,DET,startperiod,J. Grant,203924.0,Grant,J. Grant,Stewart,1630191.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2021-10-30T23:10:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,87.17148488830486,39.70588235294118,1610612765,2,0,2021-10-30T23:11:01Z,70000,-51.0,68.0,1,right,J. Grant 8' pullup Jump Shot (2 PTS),[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,8.54,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M16.00S,2021-10-30T23:11:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,6.225361366622863,45.833333333333336,1610612753,2,2,2021-10-30T23:11:25Z,80000,21.0,6.0,1,left,M. Bamba Layup (2 PTS) (W. Carter Jr. 1 AST),"[1628964, 1628976]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,2.16,Made,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,,,,
10,PT11M02.00S,2021-10-30T23:11:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,92.29632063074901,43.872549019607845,1610612765,2,2,2021-10-30T23:11:41Z,100000,-31.0,20.0,1,right,MISS S. Bey Layup,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,3.65,Missed,,,,,,,,,,,,,,,,,,,
11,PT10M59.00S,2021-10-30T23:11:38.7Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,2,2,2021-10-30T23:11:41Z,110000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,
12,PT10M58.00S,2021-10-30T23:11:39.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,93.47897503285151,49.26470588235294,1610612765,4,2,2021-10-30T23:11:44Z,120000,-4.0,9.0,1,right,I. Stewart Layup (2 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,0.95,Made,2.0,,,,,,,,,,,,,,,,,,
13,PT10M45.00S,2021-10-30T23:11:52.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,10.298948751642584,45.58823529411765,1610612753,4,2,2021-10-30T23:11:58Z,130000,22.0,44.0,1,left,MISS W. Carter Jr. Hook,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,4.95,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2021-10-30T23:11:54.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,4,2,2021-10-30T23:11:58Z,140000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M37.00S,2021-10-30T23:12:00.9Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,4,2,2021-10-30T23:12:08Z,150000,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 1630532]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,1.0,Wagner,1630532.0,,,,,,,,
16,PT10M37.00S,2021-10-30T23:12:00.9Z,1,REGULAR,steal,,[],1630532,,,1610612753,4,2,2021-10-30T23:12:03Z,160000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
