actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-23T23:10:56.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-23T23:10:56Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-23T23:10:59.1Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612765,0,0,2022-03-23T23:10:59Z,40000,,,0,,Jump Ball I. Stewart vs. C. Capela: Tip to J. Grant,"[203924, 1630191, 203991]",1610612765.0,DET,startperiod,J. Grant,203924.0,Grant,J. Grant,Stewart,1630191.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-03-23T23:11:19.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,6.093955321944804,97.54901960784314,1610612765,0,0,2022-03-23T23:11:24Z,70000,-238.0,5.0,1,left,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-03-23T23:11:22.3Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,0,0,2022-03-23T23:11:24Z,80000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M26.00S,2022-03-23T23:11:29.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,0,0,2022-03-23T23:11:38Z,90000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 202709]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,1.0,Joseph,202709.0,,,,,,,,,,,,
10,PT11M26.00S,2022-03-23T23:11:29.8Z,1,REGULAR,steal,,[],202709,,,1610612765,0,0,2022-03-23T23:11:32Z,100000,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M21.00S,2022-03-23T23:11:34.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630180,26.461892247043366,86.51960784313725,1610612765,0,0,2022-03-23T23:12:07Z,110000,-183.0,196.0,1,left,MISS S. Bey 26' running 3PT,[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2022-03-23T23:11:37.7Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,0,0,2022-03-23T23:11:37Z,120000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
13,PT11M10.00S,2022-03-23T23:11:45.7Z,1,REGULAR,3pt,Jump Shot,[],1629631,67.59198423127464,71.07843137254902,1610612737,0,0,2022-03-23T23:11:50Z,130000,105.0,252.0,1,right,MISS D. Hunter 27' pullup 3PT,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,27.32,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2022-03-23T23:11:47.7Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,0,2022-03-23T23:11:50Z,140000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
15,PT10M54.00S,2022-03-23T23:12:02.2Z,1,REGULAR,3pt,Jump Shot,[],203924,6.093955321944804,97.79411764705883,1610612765,0,0,2022-03-23T23:12:06Z,150000,-239.0,5.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M50.00S,2022-03-23T23:12:04.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,0,2022-03-23T23:12:04Z,160000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M48.00S,2022-03-23T23:12:10.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,67.59198423127464,36.274509803921575,1610612737,0,0,2022-03-23T23:14:02Z,170000,-69.0,252.0,1,right,MISS T. Young 26' running pullup 3PT,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M46.00S,2022-03-23T23:12:12.3Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,0,2022-03-23T23:14:02Z,180000,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
19,PT10M46.00S,2022-03-23T23:12:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,5.568331143232584,45.34313725490197,1610612765,2,0,2022-03-23T23:14:50Z,190000,23.0,0.0,1,left,C. Cunningham running Layup (2 PTS) (C. Joseph 1 AST),"[1630595, 202709]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,2.33,Made,,,,,,,,2.0,C. Joseph,202709.0,1.0,,,,,,,,
21,PT10M27.00S,2022-03-23T23:12:37.5Z,1,REGULAR,3pt,Jump Shot,[],1629631,93.74178712220763,97.30392156862744,1610612737,2,0,2022-03-23T23:12:44Z,210000,237.0,6.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M24.00S,2022-03-23T23:12:40.0Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,0,2022-03-23T23:12:40Z,220000,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
23,PT10M21.00S,2022-03-23T23:12:42.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.13600525624179,54.90196078431372,1610612737,2,0,2022-03-23T23:12:48Z,230000,25.0,3.0,1,right,MISS C. Capela reverse Layup,[203991],1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M21.00S,2022-03-23T23:12:45.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,0,2022-03-23T23:12:45Z,240000,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,23.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
25,PT10M21.00S,2022-03-23T23:12:46.7Z,1,REGULAR,foul,personal,[],1630191,,,1610612737,2,0,2022-03-23T23:12:59Z,250000,,,0,,I. Stewart personal FOUL (1 PF),"[1630191, 203991]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Capela,203991.0,,,
27,PT10M07.00S,2022-03-23T23:13:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627789,93.47897503285151,46.32352941176471,1610612737,2,0,2022-03-23T23:13:19Z,270000,-18.0,9.0,1,right,MISS T. Luwawu-Cabarrot driving Layup,[1627789],1610612737.0,ATL,driving,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,2.04,Missed,,,,,,,,,,,,,,,,,,,
28,PT10M04.00S,2022-03-23T23:13:18.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,0,2022-03-23T23:13:18Z,280000,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,27.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
