actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-04-06T23:10:54.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-06T23:10:54Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-04-06T23:10:58.1Z,1,REGULAR,jumpball,recovered,[],1630587,,,1610612765,0,0,2022-04-06T23:10:58Z,40000,,,0,,Jump Ball I. Stewart vs. D. Powell: Tip to I. Livers,"[1630587, 1630191, 203939]",1610612765.0,DET,startperiod,I. Livers,1630587.0,Livers,I. Livers,Stewart,1630191.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2022-04-06T23:11:20.2Z,1,REGULAR,2pt,Jump Shot,[],1630180,23.390275952693827,81.10447303921569,1610612765,0,0,2022-04-06T23:36:06Z,70000,-156.0,167.0,1,left,MISS S. Bey 22' Jump Shot,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2022-04-06T23:11:23.2Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,0,0,2022-04-06T23:13:12Z,80000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M11.00S,2022-04-06T23:11:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,94.53022339027595,44.607843137254896,1610612742,0,2,2022-04-06T23:11:51Z,90000,-27.0,-1.0,1,right,J. Brunson driving finger roll Layup (2 PTS),[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,2.7,Made,,,,,2.0,,,,,,,,,,,,,,
10,PT11M04.00S,2022-04-06T23:11:50.4Z,1,REGULAR,3pt,Jump Shot,[],1630165,25.54204993429697,13.480392156862735,1610612765,3,2,2022-04-06T23:11:54Z,100000,183.0,188.0,1,left,K. Hayes 26' 3PT  (3 PTS) (C. Cunningham 1 AST),"[1630165, 1630595]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,26.18,Made,,,,,3.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,
12,PT10M52.00S,2022-04-06T23:12:06.0Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612742,3,2,2022-04-06T23:12:16Z,120000,,,0,,S. Bey shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630180, 1629029]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,,,,2004.0,1.0,0.0,Doncic,1629029.0,,,,,,
14,PT10M52.00S,2022-04-06T23:12:34.8Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,3,3,2022-04-06T23:12:34Z,140000,,,0,,L. Doncic Free Throw 1 of 2 (1 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
15,PT10M52.00S,2022-04-06T23:12:52.6Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,3,4,2022-04-06T23:12:52Z,150000,,,0,,L. Doncic Free Throw 2 of 2 (2 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
16,PT10M37.00S,2022-04-06T23:13:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.962549277266746,45.833333333333336,1610612765,5,4,2022-04-06T23:13:17Z,160000,21.0,4.0,1,left,C. Cunningham driving Layup (2 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,2.11,Made,,,,,2.0,,,,,,,,,,,,,,
18,PT10M24.00S,2022-04-06T23:13:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.74178712220763,57.1078431372549,1610612742,5,4,2022-04-06T23:13:28Z,170000,36.0,6.0,1,right,MISS L. Doncic driving Layup - blocked,"[1629029, 1630191]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,3.61,Missed,,,,,,,,,,,,,,Stewart,1630191.0,,,,
19,PT10M24.00S,2022-04-06T23:13:23.1Z,1,REGULAR,block,,[],1630191,,,1610612742,5,4,2022-04-06T23:13:25Z,180000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M20.00S,2022-04-06T23:13:27.1Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,5,4,2022-04-06T23:13:28Z,190000,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M16.00S,2022-04-06T23:13:30.6Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,5,4,2022-04-06T23:13:35Z,200000,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 203939]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,1.0,Powell,203939.0,
22,PT10M16.00S,2022-04-06T23:13:30.6Z,1,REGULAR,steal,,[],203939,,,1610612742,5,4,2022-04-06T23:14:09Z,210000,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2022-04-06T23:13:37.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628973,94.13600525624179,1.9607843137254974,1610612742,5,7,2022-04-06T23:14:46Z,220000,-240.0,3.0,1,right,J. Brunson 24' 3PT running (5 PTS) (L. Doncic 1 AST),"[1628973, 1629029]",1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,24.02,Made,,,,,5.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,
