actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-19T23:11:11.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-19T23:11:11Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-19T23:11:13.9Z,1,REGULAR,jumpball,recovered,[],1630165,,,1610612765,0,0,2021-12-19T23:11:13Z,40000,,,0,,Jump Ball I. Stewart vs. D. Dedmon: Tip to K. Hayes,"[1630165, 1630191, 203473]",1610612765.0,DET,startperiod,K. Hayes,1630165.0,Hayes,K. Hayes,Stewart,1630191.0,Dedmon,203473.0,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2021-12-19T23:11:30.5Z,1,REGULAR,2pt,Jump Shot,[],1628977,14.241130091984232,72.54901960784314,1610612765,2,0,2021-12-19T23:11:38Z,70000,-113.0,81.0,1,left,H. Diallo 13' pullup bank Jump Shot (2 PTS),[1628977],1610612765.0,DET,pullup bank,,,Diallo,H. Diallo,,,,,13.9,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M18.00S,2021-12-19T23:11:51.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203473,90.32522996057818,46.07843137254902,1610612748,2,0,2021-12-19T23:11:58Z,80000,-20.0,38.0,1,right,MISS D. Dedmon Hook,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,4.31,Missed,,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2021-12-19T23:11:53.7Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,2,0,2021-12-19T23:11:58Z,90000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M08.00S,2021-12-19T23:12:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,17.65768725361366,47.30392156862745,1610612765,2,0,2021-12-19T23:12:08Z,100000,13.0,113.0,1,left,MISS K. Hayes 11' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,11.43,Missed,,,,,,,,,,,,,,,,,,
11,PT11M05.00S,2021-12-19T23:12:04.7Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,2,0,2021-12-19T23:12:08Z,110000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT10M58.00S,2021-12-19T23:12:11.4Z,1,REGULAR,3pt,Jump Shot,[],200768,76.13337713534823,10.784313725490193,1610612748,2,0,2021-12-19T23:12:20Z,120000,-196.0,172.0,1,right,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2021-12-19T23:12:14.4Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,2,0,2021-12-19T23:12:20Z,130000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,
14,PT10M50.00S,2021-12-19T23:12:22.4Z,1,REGULAR,foul,personal,[],200768,,,1610612765,2,0,2021-12-19T23:12:52Z,140000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1628977]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,203592.0,1.0,0.0,Diallo,1628977.0,,,,,,,,
16,PT10M39.00S,2021-12-19T23:13:08.2Z,1,REGULAR,foul,personal,[],203473,,,1610612765,2,0,2021-12-19T23:13:21Z,160000,,,0,,D. Dedmon personal FOUL (1 PF),"[203473, 1630165]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,1151.0,1.0,0.0,Hayes,1630165.0,,,,,,,,
18,PT10M32.00S,2021-12-19T23:13:26.8Z,1,REGULAR,3pt,Jump Shot,[],1630595,34.74047306176085,60.78431372549019,1610612765,2,0,2021-12-19T23:13:38Z,180000,-54.0,274.0,1,left,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,27.93,Missed,,,,,,,,,,,,,,,,,,
19,PT10M32.00S,2021-12-19T23:13:26.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,2,0,2021-12-19T23:13:38Z,190000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,
20,PT10M28.00S,2021-12-19T23:13:38.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,2,0,2021-12-19T23:13:38Z,200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2021-12-19T23:13:44.9Z,1,REGULAR,2pt,Jump Shot,[],1629130,77.39816031537451,51.259957107843135,1610612748,2,0,2021-12-19T23:14:54Z,210000,6.0,160.0,1,right,MISS D. Robinson 16' fadeaway Shot,[1629130],1610612748.0,MIA,fadeaway,,,Robinson,D. Robinson,,,,,16.01,Missed,,,,,,,,,,,,,,,,,,
22,PT10M18.00S,2021-12-19T23:13:46.9Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,2,0,2021-12-19T23:13:52Z,220000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,
