actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
93,PT05M46.00S,2022-02-25T00:26:38.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,90.45663600525624,46.81372549019608,1610612739,10,16,2022-02-25T00:27:22Z,930000,-16.0,37.0,1,right,J. Allen turnaround Hook (5 PTS) (R. Rondo 4 AST),"[1628386, 200765]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,4.05,Made,,,,,,,,,,,5.0,R. Rondo,200765.0,4.0,,,,,
95,PT05M32.00S,2022-02-25T00:26:52.9Z,1,REGULAR,3pt,Jump Shot,[],203482,24.359395532194483,11.519607843137265,1610612765,10,16,2022-02-25T00:26:57Z,950000,192.0,176.0,1,left,MISS K. Olynyk 26' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
96,PT05M30.00S,2022-02-25T00:26:54.9Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,10,16,2022-02-25T00:26:57Z,960000,,,0,,I. Okoro REBOUND (Off:0 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
97,PT05M29.00S,2022-02-25T00:27:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.82194480946123,48.28431372549019,1610612739,10,16,2022-02-25T00:28:00Z,970000,-9.0,15.0,1,right,MISS I. Okoro running Layup - blocked,"[1630171, 1630595]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,1.73,Missed,,,,,,,,,,,,,,,,,Cunningham,1630595.0,
98,PT05M29.00S,2022-02-25T00:27:00.3Z,1,REGULAR,block,,[],1630595,,,1610612739,10,16,2022-02-25T00:27:03Z,980000,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M29.00S,2022-02-25T00:27:00.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,10,16,2022-02-25T00:27:18Z,990000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,
100,PT05M29.00S,2022-02-25T00:27:06.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,10,16,2022-02-25T00:27:06Z,1000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M29.00S,2022-02-25T00:27:07.0Z,1,REGULAR,substitution,out,[],200765,,,1610612739,10,16,2022-02-25T00:27:13Z,1010000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M29.00S,2022-02-25T00:27:07.0Z,1,REGULAR,substitution,in,[],1629164,,,1610612739,10,16,2022-02-25T00:27:13Z,1020000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M25.00S,2022-02-25T00:27:20.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201567,67.7233902759527,77.94117647058823,1610612739,10,16,2022-02-25T00:27:25Z,1030000,140.0,251.0,1,right,MISS K. Love 28' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,28.72,Missed,,,,,,,,,,,,,,,,,,,
104,PT05M21.00S,2022-02-25T00:27:24.0Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,10,16,2022-02-25T00:27:25Z,1040000,,,0,,I. Okoro REBOUND (Off:1 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,103.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
105,PT05M21.00S,2022-02-25T00:27:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,93.74178712220763,46.07843137254902,1610612739,10,18,2022-02-25T00:27:32Z,1050000,-20.0,6.0,1,right,I. Okoro Layup (5 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,2.06,Made,,,,,,,,,,,5.0,,,,,,,,
106,PT05M19.00S,2022-02-25T00:27:28.0Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612765,10,18,2022-02-25T00:27:42Z,1060000,,,0,,I. Okoro shooting personal FOUL (2 PF) (Olynyk 2 FT),"[1630171, 203482]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,1628159.0,,2.0,0.0,Olynyk,203482.0,,,,,,,,,
108,PT05M19.00S,2022-02-25T00:27:53.2Z,1,REGULAR,freethrow,1 of 2,[],203482,,,1610612765,11,18,2022-02-25T00:27:53Z,1080000,,,0,,K. Olynyk Free Throw 1 of 2 (1 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
109,PT05M19.00S,2022-02-25T00:27:54.2Z,1,REGULAR,substitution,out,[],202709,,,1610612765,11,18,2022-02-25T00:28:01Z,1090000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT05M19.00S,2022-02-25T00:27:54.2Z,1,REGULAR,substitution,out,[],1630171,,,1610612765,11,18,2022-02-25T00:28:01Z,1100000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M19.00S,2022-02-25T00:27:54.2Z,1,REGULAR,substitution,in,[],1630165,,,1610612765,11,18,2022-02-25T00:28:01Z,1110000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M19.00S,2022-02-25T00:27:54.2Z,1,REGULAR,substitution,in,[],1626224,,,1610612765,11,18,2022-02-25T00:28:01Z,1120000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M19.00S,2022-02-25T00:28:13.6Z,1,REGULAR,freethrow,2 of 2,[],203482,,,1610612765,12,18,2022-02-25T00:28:13Z,1130000,,,0,,K. Olynyk Free Throw 2 of 2 (2 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
114,PT05M01.00S,2022-02-25T00:28:32.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,92.16491458607096,48.28431372549019,1610612739,12,18,2022-02-25T00:28:37Z,1140000,-9.0,21.0,1,right,MISS J. Allen Hook - blocked,"[1628386, 1628963]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,2.28,Missed,,,,,,,,,,,,,,,,,Bagley III,1628963.0,
115,PT05M01.00S,2022-02-25T00:28:32.5Z,1,REGULAR,block,,[],1628963,,,1610612739,12,18,2022-02-25T00:28:36Z,1150000,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M57.00S,2022-02-25T00:28:36.5Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,12,18,2022-02-25T00:28:37Z,1160000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
117,PT04M54.00S,2022-02-25T00:28:40.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,25.936268068331145,89.4607843137255,1610612765,12,18,2022-02-25T00:29:12Z,1170000,-197.0,191.0,1,left,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,27.48,Missed,,,,,,,,,,,,,,,,,,,
118,PT04M51.00S,2022-02-25T00:28:43.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,12,18,2022-02-25T00:28:47Z,1180000,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,117.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
119,PT04M36.00S,2022-02-25T00:29:01.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628963,,,1610612739,12,18,2022-02-25T00:29:16Z,1190000,,,0,,M. Bagley III personal FOUL (1 PF) (Osman 2 FT),"[1628963, 1626224]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,1155.0,,1.0,0.0,Osman,1626224.0,,,,,,,,,
121,PT04M36.00S,2022-02-25T00:29:31.7Z,1,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,12,19,2022-02-25T00:30:03Z,1210000,,,0,,C. Osman Free Throw 1 of 2 (1 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
122,PT04M36.00S,2022-02-25T00:29:32.3Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,12,19,2022-02-25T00:29:46Z,1220000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M36.00S,2022-02-25T00:29:32.3Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,12,19,2022-02-25T00:29:46Z,1230000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M36.00S,2022-02-25T00:29:31.7Z,1,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,12,19,2022-02-25T00:30:03Z,1240000,,,0,,MISS C. Osman Free Throw 2 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Missed,,,,,,,,,,,,,,,,,,,
125,PT04M32.00S,2022-02-25T00:29:35.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,12,19,2022-02-25T00:30:03Z,1250000,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,124.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
126,PT04M19.00S,2022-02-25T00:30:15.1Z,1,REGULAR,turnover,out-of-bounds,[],1630180,,,1610612765,12,19,2022-02-25T00:30:22Z,1260000,,,0,,S. Bey bad pass out-of-bounds TURNOVER (2 TO),[1630180],1610612765.0,DET,bad pass,,,Bey,S. Bey,,,,,,,,,,,1628159.0,2.0,,,,,,,,,,,,,
127,PT04M08.00S,2022-02-25T00:30:33.9Z,1,REGULAR,turnover,bad pass,[],201567,,,1610612739,12,19,2022-02-25T00:30:39Z,1270000,,,0,,K. Love bad pass TURNOVER (1 TO),"[201567, 1630165]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,1.0,,,,,,,,,Hayes,1630165.0,,,
128,PT04M08.00S,2022-02-25T00:30:33.9Z,1,REGULAR,steal,,[],1630165,,,1610612765,12,19,2022-02-25T00:30:35Z,1280000,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT04M08.00S,2022-02-25T00:30:37.1Z,1,REGULAR,foul,personal,[],201567,,,1610612765,12,19,2022-02-25T00:31:13Z,1290000,,,0,,K. Love take personal FOUL (1 PF),"[201567, 1630165]",1610612739.0,CLE,take,,,Love,K. Love,,,,,,,,,,,1628159.0,,1.0,0.0,Hayes,1630165.0,,,,,,,,,
131,PT04M08.00S,2022-02-25T00:30:49.9Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,12,19,2022-02-25T00:31:04Z,1310000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT04M08.00S,2022-02-25T00:30:49.9Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,12,19,2022-02-25T00:31:04Z,1320000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M52.00S,2022-02-25T00:31:16.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,7.670827858081481,3.1862745098039227,1610612765,12,19,2022-02-25T00:31:20Z,1330000,234.0,20.0,1,left,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,,
134,PT03M50.00S,2022-02-25T00:31:18.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,12,19,2022-02-25T00:31:20Z,1340000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
135,PT03M41.00S,2022-02-25T00:31:27.5Z,1,REGULAR,3pt,Jump Shot,[],201567,68.24901445466492,21.568627450980387,1610612739,12,19,2022-02-25T00:31:33Z,1350000,-142.0,246.0,1,right,MISS K. Love 28' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,28.41,Missed,,,,,,,,,,,,,,,,,,,
136,PT03M39.00S,2022-02-25T00:31:29.5Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,12,19,2022-02-25T00:31:33Z,1360000,,,0,,K. Olynyk REBOUND (Off:0 Def:4),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,135.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
137,PT03M35.00S,2022-02-25T00:31:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,7.802233902759525,48.529411764705884,1610612765,14,19,2022-02-25T00:32:19Z,1370000,7.0,21.0,1,left,C. Cunningham running Layup (6 PTS) (K. Olynyk 1 AST),"[1630595, 203482]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,2.21,Made,,,,,,,,,,,6.0,K. Olynyk,203482.0,1.0,,,,,
139,PT03M13.00S,2022-02-25T00:31:59.4Z,1,REGULAR,turnover,out-of-bounds,[],201567,,,1610612739,14,19,2022-02-25T00:32:07Z,1390000,,,0,,K. Love lost ball out-of-bounds TURNOVER (2 TO),[201567],1610612739.0,CLE,lost ball,,,Love,K. Love,,,,,,,,,,,1628159.0,2.0,,,,,,,,,,,,,
140,PT02M57.00S,2022-02-25T00:32:20.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628977,7.670827858081481,3.1862745098039227,1610612765,17,19,2022-02-25T00:32:25Z,1400000,234.0,20.0,1,left,H. Diallo 3PT  (3 PTS) (K. Olynyk 2 AST),"[1628977, 203482]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,23.49,Made,,,,,,,,,,,3.0,K. Olynyk,203482.0,2.0,,,,,
142,PT02M40.00S,2022-02-25T00:32:37.5Z,1,REGULAR,3pt,Jump Shot,[],1629164,66.5407358738502,59.068627450980394,1610612739,17,22,2022-02-25T00:33:14Z,1420000,45.0,262.0,1,right,B. Goodwin 26' 3PT pullup (3 PTS),[1629164],1610612739.0,CLE,pullup,,,Goodwin,B. Goodwin,,,,,26.59,Made,,,,,,,,,,,3.0,,,,,,,,
143,PT02M26.00S,2022-02-25T00:32:55.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612765,17,22,2022-02-25T00:33:07Z,1430000,,,0,,C. Osman personal FOUL (1 PF) (Cunningham 2 FT),"[1626224, 1630595]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,1155.0,,1.0,0.0,Cunningham,1630595.0,,,,,,,,,
145,PT02M26.00S,2022-02-25T00:33:10.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,17,22,2022-02-25T00:33:10Z,1450000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M26.00S,2022-02-25T00:33:12.5Z,1,REGULAR,substitution,out,[],201567,,,1610612765,17,22,2022-02-25T00:35:51Z,1460000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M26.00S,2022-02-25T00:33:12.5Z,1,REGULAR,substitution,in,[],1630205,,,1610612765,17,22,2022-02-25T00:35:51Z,1470000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M26.00S,2022-02-25T00:36:03.6Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,18,22,2022-02-25T00:36:03Z,1480000,,,0,,C. Cunningham Free Throw 1 of 2 (7 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
149,PT02M26.00S,2022-02-25T00:36:15.1Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,19,22,2022-02-25T00:36:15Z,1490000,,,0,,C. Cunningham Free Throw 2 of 2 (8 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,,,,,,,8.0,,,,,,,,
151,PT02M15.00S,2022-02-25T00:36:58.1Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628963,,,1610612739,19,22,2022-02-25T00:37:07Z,1510000,,,0,,M. Bagley III defensive-3-second technical FOUL (1 Tech),[1628963],1610612765.0,DET,defensive-3-second,,,Bagley III,M. Bagley III,,,,,,,,,,,1155.0,,1.0,1.0,,,,,,,,,,,
152,PT02M15.00S,2022-02-25T00:37:08.3Z,1,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,19,23,2022-02-25T00:37:08Z,1520000,,,0,,E. Mobley technical Free Throw 1 of 1 (2 PTS),[1630596],1610612739.0,CLE,technical,,,Mobley,E. Mobley,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
153,PT02M15.00S,2022-02-25T00:37:09.4Z,1,REGULAR,substitution,out,[],1630595,,,1610612739,19,23,2022-02-25T00:37:14Z,1530000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M15.00S,2022-02-25T00:37:09.4Z,1,REGULAR,substitution,in,[],203585,,,1610612739,19,23,2022-02-25T00:37:14Z,1540000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M07.00S,2022-02-25T00:37:24.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628963,,,1610612739,19,23,2022-02-25T00:37:34Z,1550000,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Osman 2 FT),"[1628963, 1626224]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,,,,,,,1662.0,,2.0,1.0,Osman,1626224.0,,,,,,,,,
157,PT02M07.00S,2022-02-25T00:37:56.8Z,1,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,19,24,2022-02-25T00:37:56Z,1570000,,,0,,C. Osman Free Throw 1 of 2 (2 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
158,PT02M07.00S,2022-02-25T00:38:07.2Z,1,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,19,25,2022-02-25T00:38:07Z,1580000,,,0,,C. Osman Free Throw 2 of 2 (3 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
159,PT01M47.00S,2022-02-25T00:38:28.1Z,1,REGULAR,3pt,Jump Shot,[],1628977,21.337056504599218,94.11764705882354,1610612765,22,25,2022-02-25T00:38:37Z,1590000,-221.0,148.0,1,left,H. Diallo 26' 3PT  (6 PTS) (K. Hayes 1 AST),"[1628977, 1630165]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,26.57,Made,,,,,,,,,,,6.0,K. Hayes,1630165.0,1.0,,,,,
161,PT01M23.00S,2022-02-25T00:38:52.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629731,90.98226018396846,56.372549019607845,1610612739,22,25,2022-02-25T00:38:57Z,1610000,32.0,32.0,1,right,MISS D. Wade turnaround Hook,[1629731],1610612739.0,CLE,turnaround,,,Wade,D. Wade,,,,,4.54,Missed,,,,,,,,,,,,,,,,,,,
162,PT01M20.00S,2022-02-25T00:38:55.9Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,22,25,2022-02-25T00:38:57Z,1620000,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
163,PT01M13.00S,2022-02-25T00:39:02.8Z,1,REGULAR,3pt,Jump Shot,[],1628963,7.539421813403408,4.411764705882348,1610612765,22,25,2022-02-25T00:39:29Z,1630000,228.0,18.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,,
164,PT01M11.00S,2022-02-25T00:39:04.8Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,22,25,2022-02-25T00:39:29Z,1640000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
165,PT00M54.60S,2022-02-25T00:39:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,94.00459921156373,46.81372549019608,1610612739,22,27,2022-02-25T00:39:34Z,1650000,-16.0,4.0,1,right,D. Wade driving reverse Layup (2 PTS) (B. Goodwin 1 AST),"[1629731, 1629164]",1610612739.0,CLE,driving reverse,,,Wade,D. Wade,,,,,1.64,Made,,,,,,,,,,,2.0,B. Goodwin,1629164.0,1.0,,,,,
167,PT00M44.90S,2022-02-25T00:39:35.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,6.8823915900131425,52.69607843137255,1610612765,24,27,2022-02-25T00:39:42Z,1670000,-13.0,12.0,1,left,M. Bagley III cutting DUNK (4 PTS) (K. Hayes 2 AST),"[1628963, 1630165]",1610612765.0,DET,cutting,,,Bagley III,M. Bagley III,,,,,1.82,Made,,,,,,,,,,,4.0,K. Hayes,1630165.0,2.0,,,,,
169,PT00M36.10S,2022-02-25T00:39:45.7Z,1,REGULAR,3pt,Jump Shot,[],1626224,68.11760840998686,28.67647058823529,1610612739,24,30,2022-02-25T00:40:25Z,1690000,-107.0,247.0,1,right,C. Osman 26' 3PT pullup (6 PTS),[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,26.92,Made,,,,,,,,,,,6.0,,,,,,,,
170,PT00M21.90S,2022-02-25T00:40:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,5.568331143232584,56.372549019607845,1610612765,24,30,2022-02-25T00:40:08Z,1700000,-32.0,0.0,1,left,MISS K. Hayes finger roll Layup,[1630165],1610612765.0,DET,finger roll,,,Hayes,K. Hayes,,,,,3.19,Missed,,,,,,,,,,,,,,,,,,,
171,PT00M20.00S,2022-02-25T00:40:04.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,24,30,2022-02-25T00:40:04Z,1710000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
172,PT00M03.30S,2022-02-25T00:40:21.9Z,1,REGULAR,3pt,Jump Shot,[],1626224,67.32917214191853,34.06862745098039,1610612739,24,33,2022-02-25T00:40:34Z,1720000,-80.0,255.0,1,right,C. Osman 26' 3PT  (9 PTS) (B. Goodwin 2 AST),"[1626224, 1629164]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,26.68,Made,,,,,,,,,,,9.0,B. Goodwin,1629164.0,2.0,,,,,
174,PT00M00.00S,2022-02-25T00:40:32.3Z,1,REGULAR,3pt,Jump Shot,[],1628977,38.81406044678055,53.92156862745098,1610612765,27,33,2022-02-25T00:42:29Z,1740000,-20.0,312.0,1,left,H. Diallo 31' 3PT pullup (9 PTS),[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,31.3,Made,,,,,,,,,,,9.0,,,,,,,,
175,PT00M00.00S,2022-02-25T00:40:51.6Z,1,REGULAR,instantreplay,request,[],0,,,1610612739,27,33,2022-02-25T00:41:18Z,1750000,,,0,,,[],,,support,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,,End Period - Good Basket
176,PT00M00.00S,2022-02-25T00:41:21.1Z,1,REGULAR,period,end,[],0,,,1610612739,27,33,2022-02-25T00:41:21Z,1760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-02-25T00:43:16.9Z,2,REGULAR,period,start,[],0,,,1610612765,27,33,2022-02-25T00:43:16Z,1770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M41.00S,2022-02-25T00:43:34.2Z,2,REGULAR,3pt,Jump Shot,[],203585,28.038764783180028,85.7843137254902,1610612765,30,33,2022-02-25T00:43:45Z,1780000,-179.0,211.0,1,left,R. McGruder 27' 3PT  (3 PTS) (H. Diallo 1 AST),"[203585, 1628977]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,27.67,Made,,,,,,,,,,,3.0,H. Diallo,1628977.0,1.0,,,,,
180,PT11M16.00S,2022-02-25T00:43:59.6Z,2,REGULAR,turnover,lost ball,[],1626224,,,1610612739,30,33,2022-02-25T00:44:05Z,1800000,,,0,,C. Osman lost ball TURNOVER (1 TO),"[1626224, 1628977]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,1.0,,,,,,,,,Diallo,1628977.0,,,
181,PT11M16.00S,2022-02-25T00:43:59.6Z,2,REGULAR,steal,,[],1628977,,,1610612765,30,33,2022-02-25T00:44:01Z,1810000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M14.00S,2022-02-25T00:44:07.6Z,2,REGULAR,foul,personal,[],1626224,,,1610612765,30,33,2022-02-25T00:44:37Z,1820000,,,0,,C. Osman personal FOUL (2 PF),"[1626224, 1630165]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,1662.0,,2.0,0.0,Hayes,1630165.0,,,,,,,,,
