actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
39,PT08M31.00S,2022-01-02T00:14:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1630568,,,1610612759,5,8,2022-01-02T00:15:17Z,390000,,,0,,L. Garza shooting personal FOUL (1 PF) (White 2 FT),"[1630568, 1628401]",1610612765.0,DET,shooting,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,White,1628401.0,,,
41,PT08M31.00S,2022-01-02T00:15:27.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628401,,,1610612759,5,9,2022-01-02T00:15:27Z,410000,,,0,,D. White Free Throw 1 of 2 (3 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2022-01-02T00:15:46.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628401,,,1610612759,5,10,2022-01-02T00:15:46Z,420000,,,0,,D. White Free Throw 2 of 2 (4 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
43,PT08M09.00S,2022-01-02T00:16:09.6Z,1,REGULAR,3pt,Jump Shot,[],1628977,6.225361366622863,96.07843137254902,1610612765,5,10,2022-01-02T00:17:07Z,430000,-230.0,6.0,1,left,MISS H. Diallo 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M07.00S,2022-01-02T00:16:11.6Z,1,REGULAR,rebound,offensive,[],1630568,,,1610612765,5,10,2022-01-02T00:18:12Z,440000,,,0,,L. Garza REBOUND (Off:1 Def:0),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,
45,PT08M06.00S,2022-01-02T00:16:16.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612765,5,10,2022-01-02T00:18:27Z,450000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,1627541.0,,,,,,,
46,PT07M48.00S,2022-01-02T00:16:51.9Z,1,REGULAR,foul,personal,['2freethrow'],1628476,,,1610612759,5,10,2022-01-02T00:17:04Z,460000,,,0,,D. Walton Jr. shooting personal FOUL (1 PF) (White 2 FT),"[1628476, 1628401]",1610612765.0,DET,shooting,,,Walton Jr.,D. Walton Jr.,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,White,1628401.0,,,
51,PT07M48.00S,2022-01-02T00:17:19.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628401,,,1610612759,5,11,2022-01-02T00:18:27Z,480000,,,0,,D. White Free Throw 1 of 2 (5 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
52,PT07M48.00S,2022-01-02T00:17:21.8Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,5,11,2022-01-02T00:17:28Z,490000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M48.00S,2022-01-02T00:17:21.8Z,1,REGULAR,substitution,in,[],1627854,,,1610612759,5,11,2022-01-02T00:17:28Z,500000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M48.00S,2022-01-02T00:17:19.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628401,,,1610612759,5,11,2022-01-02T00:18:27Z,510000,,,0,,MISS D. White Free Throw 2 of 2,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M44.00S,2022-01-02T00:17:23.4Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,5,11,2022-01-02T00:17:45Z,520000,,,0,,H. Diallo REBOUND (Off:1 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,54.0,2.0,1.0,1.0,,,,,,,,
56,PT07M35.00S,2022-01-02T00:17:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,9.904730617608408,58.82352941176471,1610612765,7,11,2022-01-02T00:17:58Z,530000,-44.0,41.0,1,left,H. Diallo driving Layup (2 PTS),[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,5.99,Made,2.0,,,,,,,,,,,,,,,,,,
57,PT07M22.00S,2022-01-02T00:18:06.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,89.14257555847568,61.51960784313725,1610612759,7,11,2022-01-02T00:18:13Z,540000,58.0,50.0,1,right,MISS J. Poeltl 7' driving bank Hook,[1627751],1610612759.0,SAS,driving bank,,,Poeltl,J. Poeltl,,,,,7.6,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M19.00S,2022-01-02T00:18:09.6Z,1,REGULAR,rebound,defensive,[],1628476,,,1610612765,7,11,2022-01-02T00:18:13Z,550000,,,0,,D. Walton Jr. REBOUND (Off:1 Def:1),[1628476],1610612765.0,DET,,,,Walton Jr.,D. Walton Jr.,,,,,,,,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,
59,PT07M10.00S,2022-01-02T00:18:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,32.24375821287779,71.56862745098039,1610612765,7,11,2022-01-02T00:21:56Z,560000,-108.0,251.0,1,left,MISS S. Bey 27' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M06.00S,2022-01-02T00:18:23.2Z,1,REGULAR,rebound,offensive,[],1628476,,,1610612765,7,11,2022-01-02T00:21:25Z,570000,,,0,,D. Walton Jr. REBOUND (Off:2 Def:1),[1628476],1610612765.0,DET,,,,Walton Jr.,D. Walton Jr.,,,,,,,,,,,,,,59.0,3.0,1.0,2.0,,,,,,,,
61,PT07M02.00S,2022-01-02T00:18:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,10.167542706964511,57.59803921568628,1610612765,7,11,2022-01-02T00:18:32Z,580000,-38.0,43.0,1,left,MISS H. Diallo Layup,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,5.75,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M01.00S,2022-01-02T00:18:26.8Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,7,11,2022-01-02T00:18:32Z,590000,,,0,,H. Diallo REBOUND (Off:2 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,61.0,3.0,1.0,2.0,,,,,,,,
63,PT07M01.00S,2022-01-02T00:18:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,5.590000152587891,50.0,1610612765,9,11,2022-01-02T00:18:31Z,600000,0.0,0.0,1,left,H. Diallo tip Layup (4 PTS),[1628977],1610612765.0,DET,tip,,,Diallo,H. Diallo,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
65,PT07M01.00S,2022-01-02T00:18:58.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,9,11,2022-01-02T00:18:58Z,620000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M45.00S,2022-01-02T00:21:36.1Z,1,REGULAR,3pt,Jump Shot,[],1627854,66.40932982917215,45.58823529411765,1610612759,9,14,2022-01-02T00:21:41Z,650000,-22.0,263.0,1,right,B. Forbes 26' 3PT  (3 PTS) (D. White 1 AST),"[1627854, 1628401]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,26.42,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,,
70,PT06M30.00S,2022-01-02T00:21:51.0Z,1,REGULAR,2pt,Jump Shot,[],1628977,16.212220762155056,32.59803921568627,1610612765,11,14,2022-01-02T00:21:56Z,670000,87.0,100.0,1,left,H. Diallo 13' step back Jump Shot (6 PTS),[1628977],1610612765.0,DET,step back,,,Diallo,H. Diallo,,,,,13.25,Made,6.0,,,,,,,,,,,,,,,,,,
71,PT06M16.00S,2022-01-02T00:22:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,93.34756898817345,39.70588235294118,1610612759,11,14,2022-01-02T00:22:12Z,680000,-51.0,10.0,1,right,MISS K. Johnson fadeaway bank Shot,[1629640],1610612759.0,SAS,fadeaway bank,,,Johnson,K. Johnson,,,,,5.25,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M13.00S,2022-01-02T00:22:07.2Z,1,REGULAR,rebound,defensive,[],1630568,,,1610612765,11,14,2022-01-02T00:22:12Z,690000,,,0,,L. Garza REBOUND (Off:1 Def:1),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,
73,PT06M05.00S,2022-01-02T00:22:15.3Z,1,REGULAR,3pt,Jump Shot,[],1630199,7.539421813403408,95.09803921568627,1610612765,14,14,2022-01-02T00:22:21Z,700000,-225.0,18.0,1,left,C. Stanley 3PT  (6 PTS) (H. Diallo 2 AST),"[1630199, 1628977]",1610612765.0,DET,,,,Stanley,C. Stanley,,,,,22.62,Made,6.0,H. Diallo,1628977.0,2.0,,,,,,,,,,,,,,,
75,PT05M46.00S,2022-01-02T00:22:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627854,86.25164257555848,50.49019607843137,1610612759,14,16,2022-01-02T00:22:41Z,720000,2.0,77.0,1,right,B. Forbes 7' driving floating Jump Shot (5 PTS) (D. White 2 AST),"[1627854, 1628401]",1610612759.0,SAS,driving floating,,,Forbes,B. Forbes,,,,,7.67,Made,5.0,D. White,1628401.0,2.0,,,,,,,,,,,,,,,
77,PT05M28.00S,2022-01-02T00:22:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630568,33.03219448094612,57.59803921568628,1610612765,14,16,2022-01-02T00:22:57Z,740000,-38.0,258.0,1,left,MISS L. Garza 26' 3PT,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2022-01-02T00:22:55.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,14,16,2022-01-02T00:22:57Z,750000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,
79,PT05M18.00S,2022-01-02T00:23:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,90.5880420499343,56.86274509803921,1610612759,14,18,2022-01-02T00:23:09Z,760000,34.0,36.0,1,right,K. Johnson driving floating Jump Shot (2 PTS),[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,4.97,Made,2.0,,,,,,,,,,,,,,,,,,
80,PT04M58.00S,2022-01-02T00:23:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630199,13.18988173455979,39.70588235294118,1610612765,14,18,2022-01-02T00:23:30Z,770000,51.0,71.0,1,left,MISS C. Stanley 8' floating Shot,[1630199],1610612765.0,DET,floating,,,Stanley,C. Stanley,,,,,8.81,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M56.00S,2022-01-02T00:23:24.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,14,18,2022-01-02T00:23:30Z,780000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,
82,PT04M56.00S,2022-01-02T00:23:31.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,14,18,2022-01-02T00:23:31Z,790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M56.00S,2022-01-02T00:23:32.3Z,1,REGULAR,substitution,out,[],1630170,,,1610612765,14,18,2022-01-02T00:23:41Z,800000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M56.00S,2022-01-02T00:23:32.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612765,14,18,2022-01-02T00:23:41Z,810000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M56.00S,2022-01-02T00:23:32.3Z,1,REGULAR,substitution,in,[],1629111,,,1610612765,14,18,2022-01-02T00:23:41Z,820000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M56.00S,2022-01-02T00:23:32.3Z,1,REGULAR,substitution,in,[],1630563,,,1610612765,14,18,2022-01-02T00:23:41Z,830000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M49.00S,2022-01-02T00:23:57.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630568,11.613009198423129,45.34313725490197,1610612765,16,18,2022-01-02T00:24:02Z,840000,23.0,57.0,1,left,L. Garza 6' turnaround Hook (2 PTS),[1630568],1610612765.0,DET,turnaround,,,Garza,L. Garza,,,,,6.13,Made,2.0,,,,,,,,,,,,,,,,,,
88,PT04M36.00S,2022-01-02T00:24:12.2Z,1,REGULAR,foul,offensive,[],1629640,,,1610612759,16,18,2022-01-02T00:24:24Z,850000,,,0,,K. Johnson charge offensive FOUL (1 PF),"[1629640, 1630199]",1610612759.0,SAS,charge,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,1629178.0,1.0,0.0,Stanley,1630199.0,,,
90,PT04M36.00S,2022-01-02T00:24:12.2Z,1,REGULAR,turnover,offensive foul,[],1629640,,,1610612759,16,18,2022-01-02T00:24:12Z,870000,,,0,,K. Johnson offensive foul TURNOVER (2 TO),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,2.0,,,,,,,1629178.0,,,,,,,
91,PT04M36.00S,2022-01-02T00:24:32.5Z,1,REGULAR,substitution,out,[],1628401,,,1610612765,16,18,2022-01-02T00:24:39Z,880000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M36.00S,2022-01-02T00:24:32.5Z,1,REGULAR,substitution,in,[],1630200,,,1610612765,16,18,2022-01-02T00:24:39Z,890000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
