actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
392,PT10M56.00S,2022-12-03T03:32:41.2Z,3,REGULAR,turnover,double dribble,[],203903,,,1610612762,77,59,2022-12-03T03:32:47Z,3850000,False,,,0,,J. Clarkson double dribble TURNOVER (4 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,4.0,,,,,,,,,,,,,,,,,,
393,PT10M50.00S,2022-12-03T03:33:02.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,69.59592641261499,25.735294117647058,1610612754,77,59,2022-12-03T03:33:07Z,3860000,False,-121.0,233.0,1,right,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,26.29,Missed,,,,,,,,,,,,,,,,
394,PT10M48.00S,2022-12-03T03:33:04.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,77,59,2022-12-03T03:33:07Z,3870000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,393.0,,,,,
396,PT10M28.00S,2022-12-03T03:33:30.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,5.732588699080158,35.294117647058826,1610612762,77,59,2022-12-03T03:33:35Z,3890000,False,74.0,1.0,1,left,MISS L. Markkanen 7' turnaround Shot,[1628374],1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,7.35,Missed,,,,,,,,,,,,,,,,
397,PT10M26.00S,2022-12-03T03:33:31.7Z,3,REGULAR,rebound,offensive,[],203482,,,1610612762,77,59,2022-12-03T03:33:31Z,3900000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,396.0,2.0,1.0,1.0,,
398,PT10M24.00S,2022-12-03T03:33:33.2Z,3,REGULAR,foul,personal,['3freethrow'],1627741,,,1610612762,77,59,2022-12-03T03:33:39Z,3910000,False,,,0,,B. Hield shooting personal FOUL (2 PF) (Clarkson 3 FT),"[1627741, 203903]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,202041.0,,,,,,,,,,2.0,0.0,Clarkson,203903.0,,,,,,
400,PT10M24.00S,2022-12-03T03:34:00.2Z,3,REGULAR,freethrow,1 of 3,['2ndchance'],203903,,,1610612762,78,59,2022-12-03T03:34:33Z,3930000,False,,,0,,J. Clarkson Free Throw 1 of 3 (12 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
401,PT10M24.00S,2022-12-03T03:34:00.2Z,3,REGULAR,freethrow,2 of 3,['2ndchance'],203903,,,1610612762,79,59,2022-12-03T03:34:33Z,3940000,False,,,0,,J. Clarkson Free Throw 2 of 3 (13 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
402,PT10M24.00S,2022-12-03T03:34:00.2Z,3,REGULAR,freethrow,3 of 3,['2ndchance'],203903,,,1610612762,79,59,2022-12-03T03:34:33Z,3950000,False,,,0,,MISS J. Clarkson Free Throw 3 of 3,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
403,PT10M23.00S,2022-12-03T03:34:01.2Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,79,59,2022-12-03T03:34:33Z,3960000,False,,,0,,A. Nembhard REBOUND (Off:2 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,402.0,3.0,1.0,2.0,,
404,PT10M17.00S,2022-12-03T03:34:38.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630169,91.93495400788436,59.55882352941176,1610612754,79,61,2022-12-03T03:34:46Z,3970000,False,48.0,23.0,1,right,T. Haliburton driving Layup (11 PTS),[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,5.32,Made,11.0,,,,,,,,,,,,,,,
405,PT09M56.00S,2022-12-03T03:34:59.0Z,3,REGULAR,turnover,bad pass,[],203482,,,1610612762,79,61,2022-12-03T03:35:03Z,3980000,False,,,0,,K. Olynyk bad pass TURNOVER (2 TO),"[203482, 1626167]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,Turner,1626167.0,,,,,,,,,,
406,PT09M56.00S,2022-12-03T03:34:59.0Z,3,REGULAR,steal,,[],1626167,,,1610612754,79,61,2022-12-03T03:35:01Z,3990000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
407,PT09M50.00S,2022-12-03T03:35:04.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630188,91.27792378449409,95.09803921568627,1610612754,79,61,2022-12-03T03:35:09Z,4000000,False,225.0,29.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,22.74,Missed,,,,,,,,,,,,,,,,
408,PT09M48.00S,2022-12-03T03:35:06.8Z,3,REGULAR,rebound,defensive,[],203482,,,1610612762,79,61,2022-12-03T03:35:09Z,4010000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,407.0,3.0,2.0,1.0,,
409,PT09M39.00S,2022-12-03T03:35:18.8Z,3,REGULAR,turnover,traveling,[],203903,,,1610612762,79,61,2022-12-03T03:35:25Z,4020000,False,,,0,,J. Clarkson traveling TURNOVER (5 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,202041.0,5.0,,,,,,,,,,,,,,,,,,
410,PT09M35.00S,2022-12-03T03:35:47.8Z,3,REGULAR,foul,technical,['1freethrow'],203903,,,1610612754,79,61,2022-12-03T03:35:59Z,4030000,False,,,0,,J. Clarkson technical FOUL (1 Tech),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,1193.0,,,,,,,,,,2.0,1.0,,,,,,,,
411,PT09M35.00S,2022-12-03T03:36:08.8Z,3,REGULAR,freethrow,1 of 1,[],1627741,,,1610612754,79,62,2022-12-03T03:36:08Z,4040000,False,,,0,,B. Hield technical Free Throw 1 of 1 (3 PTS),[1627741],1610612754.0,IND,technical,,,Hield,B. Hield,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
412,PT09M30.00S,2022-12-03T03:36:35.4Z,3,REGULAR,foul,personal,[],1629012,,,1610612754,79,62,2022-12-03T03:43:11Z,4050000,False,,,0,,C. Sexton personal FOUL (2 PF),"[1629012, 1626167]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Center,1627964.0,,,,,,,,,,2.0,0.0,Turner,1626167.0,,,,,,
414,PT09M21.00S,2022-12-03T03:36:57.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,73.80091984231275,84.55882352941177,1610612754,79,62,2022-12-03T03:37:05Z,4070000,False,173.0,194.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,25.97,Missed,,,,,,,,,,,,,,,,
415,PT09M15.00S,2022-12-03T03:37:03.4Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,79,62,2022-12-03T03:43:17Z,4080000,False,,,0,,J. Smith REBOUND (Off:2 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,414.0,2.0,0.0,2.0,,
417,PT09M11.00S,2022-12-03T03:37:27.5Z,3,REGULAR,turnover,traveling,[],1626167,,,1610612754,79,62,2022-12-03T03:37:32Z,4100000,False,,,0,,M. Turner traveling TURNOVER (3 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,1627964.0,3.0,,,,,,,,,,,,,,,,,,
420,PT09M00.00S,2022-12-03T03:38:31.7Z,3,REGULAR,foul,personal,[],1630188,,,1610612762,79,62,2022-12-03T03:38:37Z,4130000,False,,,0,,J. Smith personal FOUL (3 PF),"[1630188, 203903]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Right Center,1627964.0,,,,,,,,,,3.0,0.0,Clarkson,203903.0,,,,,,
422,PT08M58.00S,2022-12-03T03:38:50.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203903,30.699737187910642,34.80392156862745,1610612762,79,62,2022-12-03T03:38:56Z,4150000,False,76.0,236.0,1,left,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,24.8,Missed,,,,,,,,,,,,,,,,
423,PT08M55.00S,2022-12-03T03:38:53.0Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,79,62,2022-12-03T03:38:56Z,4160000,False,,,0,,J. Smith REBOUND (Off:2 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,422.0,3.0,1.0,2.0,,
424,PT08M55.00S,2022-12-03T03:38:56.4Z,3,REGULAR,foul,personal,[],1629020,,,1610612754,79,62,2022-12-03T03:39:02Z,4170000,False,,,0,,J. Vanderbilt personal FOUL (2 PF),"[1629020, 1630188]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,202041.0,,,,,,,,,,2.0,0.0,Smith,1630188.0,,,,,,
426,PT08M44.00S,2022-12-03T03:39:19.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,90.22667542706965,55.88235294117647,1610612754,79,62,2022-12-03T03:39:24Z,4190000,False,29.0,39.0,1,right,MISS T. Haliburton driving Layup,[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,4.92,Missed,,,,,,,,,,,,,,,,
427,PT08M42.00S,2022-12-03T03:39:21.4Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,79,62,2022-12-03T03:39:24Z,4200000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:9),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,426.0,10.0,9.0,1.0,,
428,PT08M26.00S,2022-12-03T03:39:37.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.703679369250986,44.36274509803921,1610612762,79,62,2022-12-03T03:39:41Z,4210000,False,28.0,20.0,1,left,MISS C. Sexton driving Layup - blocked,"[1629012, 1630188]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,3.45,Missed,,,,,,,,,,,,,,,Smith,1630188.0
429,PT08M26.00S,2022-12-03T03:39:37.1Z,3,REGULAR,block,,[],1630188,,,1610612762,79,62,2022-12-03T03:39:39Z,4220000,False,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
430,PT08M25.00S,2022-12-03T03:39:38.1Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,79,62,2022-12-03T03:39:41Z,4230000,False,,,0,,A. Nembhard REBOUND (Off:2 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,428.0,4.0,2.0,2.0,,
431,PT08M21.00S,2022-12-03T03:39:46.1Z,3,REGULAR,foul,offensive,[],1630188,,,1610612754,79,62,2022-12-03T03:39:50Z,4240000,False,,,0,,J. Smith charge offensive FOUL (4 PF),"[1630188, 203482]",1610612754.0,IND,charge,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,,,,,,,,,,4.0,0.0,Olynyk,203482.0,,,,,,
433,PT08M21.00S,2022-12-03T03:39:46.1Z,3,REGULAR,turnover,offensive foul,[],1630188,,,1610612754,79,62,2022-12-03T03:39:46Z,4260000,False,,,0,,J. Smith offensive foul TURNOVER (2 TO),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,2.0,,,,,,,,,,,,,,,,,,
434,PT08M21.00S,2022-12-03T03:39:55.9Z,3,REGULAR,substitution,out,[],1630188,,,1610612762,79,62,2022-12-03T03:40:01Z,4270000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT08M21.00S,2022-12-03T03:39:55.9Z,3,REGULAR,substitution,in,[],1631097,,,1610612762,79,62,2022-12-03T03:40:01Z,4280000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT08M12.00S,2022-12-03T03:40:19.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203903,17.69053876478318,62.5,1610612762,81,62,2022-12-03T03:40:24Z,4290000,False,-62.0,114.0,1,left,J. Clarkson 12' floating Jump Shot (15 PTS) (J. Vanderbilt 2 AST),"[203903, 1629020]",1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,12.98,Made,15.0,J. Vanderbilt,1629020.0,2.0,,,,,,,,,,,,
437,PT07M56.00S,2022-12-03T03:40:33.9Z,3,REGULAR,3pt,Jump Shot,[],1627741,66.70499342969777,48.77450980392157,1610612754,81,65,2022-12-03T03:40:38Z,4300000,False,-6.0,260.0,1,right,B. Hield 26' 3PT  (6 PTS) (B. Mathurin 3 AST),"[1627741, 1631097]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,26.06,Made,6.0,B. Mathurin,1631097.0,3.0,,,,,,,,,,,,
440,PT07M36.00S,2022-12-03T03:40:53.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,15.588042049934298,37.254901960784316,1610612762,81,65,2022-12-03T03:40:57Z,4320000,False,64.0,94.0,1,left,MISS J. Clarkson 11' floating Shot,[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,,,11.36,Missed,,,,,,,,,,,,,,,,
441,PT07M36.00S,2022-12-03T03:40:53.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,81,65,2022-12-03T03:40:57Z,4330000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,440.0,,,,,
443,PT07M30.00S,2022-12-03T03:41:06.9Z,3,REGULAR,3pt,Jump Shot,[],1629614,73.27529566360053,16.42156862745098,1610612754,81,65,2022-12-03T03:41:11Z,4350000,False,-168.0,199.0,1,right,MISS A. Nembhard 26' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,26.01,Missed,,,,,,,,,,,,,,,,
444,PT07M27.00S,2022-12-03T03:41:09.9Z,3,REGULAR,rebound,defensive,[],203482,,,1610612762,81,65,2022-12-03T03:41:11Z,4360000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,443.0,4.0,3.0,1.0,,
445,PT07M19.00S,2022-12-03T03:41:22.1Z,3,REGULAR,foul,offensive,[],203482,,,1610612762,81,65,2022-12-03T03:41:40Z,4370000,False,,,0,,K. Olynyk offensive FOUL (4 PF),"[203482, 1631097]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,202041.0,,,,,,,,,,4.0,0.0,Mathurin,1631097.0,,,,,,
447,PT07M19.00S,2022-12-03T03:41:22.1Z,3,REGULAR,turnover,offensive foul,[],203482,,,1610612762,81,65,2022-12-03T03:41:27Z,4390000,False,,,0,,K. Olynyk offensive foul TURNOVER (3 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,202041.0,3.0,,,,,,,,,,,,,,,,,,
448,PT07M19.00S,2022-12-03T03:41:30.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,81,65,2022-12-03T03:41:30Z,4400000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT07M19.00S,2022-12-03T03:43:19.7Z,3,REGULAR,substitution,out,[],203482,,,1610612754,81,65,2022-12-03T03:43:25Z,4410000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT07M19.00S,2022-12-03T03:43:19.7Z,3,REGULAR,substitution,in,[],1627736,,,1610612754,81,65,2022-12-03T03:43:25Z,4420000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT07M05.00S,2022-12-03T03:44:31.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626167,82.86793692509855,59.31372549019608,1610612754,81,67,2022-12-03T03:44:36Z,4430000,False,47.0,109.0,1,right,M. Turner 11' Jump Shot (16 PTS) (A. Nembhard 5 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,11.81,Made,16.0,A. Nembhard,1629614.0,5.0,,,,,,,,,,,,
453,PT06M51.00S,2022-12-03T03:44:45.1Z,3,REGULAR,turnover,lost ball,[],1629020,,,1610612762,81,67,2022-12-03T03:44:49Z,4450000,False,,,0,,J. Vanderbilt lost ball TURNOVER (2 TO),"[1629020, 1629614]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,,2.0,,,,,,,Nembhard,1629614.0,,,,,,,,,,
454,PT06M51.00S,2022-12-03T03:44:45.1Z,3,REGULAR,steal,,[],1629614,,,1610612754,81,67,2022-12-03T03:44:47Z,4460000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
455,PT06M46.00S,2022-12-03T03:44:49.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626167,92.46057818659659,52.69607843137255,1610612754,81,69,2022-12-03T03:44:54Z,4470000,False,13.0,18.0,1,right,M. Turner DUNK (18 PTS) (A. Nembhard 6 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,2.28,Made,18.0,A. Nembhard,1629614.0,6.0,,,,,,,,,,,,
457,PT06M33.00S,2022-12-03T03:45:04.8Z,3,REGULAR,turnover,traveling,[],1629020,,,1610612762,81,69,2022-12-03T03:45:08Z,4490000,False,,,0,,J. Vanderbilt traveling TURNOVER (3 TO),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,3.0,,,,,,,,,,,,,,,,,,
458,PT06M27.00S,2022-12-03T03:45:21.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,92.19776609724047,45.09803921568628,1610612754,81,71,2022-12-03T03:45:27Z,4500000,False,-25.0,21.0,1,right,B. Mathurin reverse Layup (8 PTS) (T. Haliburton 2 AST),"[1631097, 1630169]",1610612754.0,IND,reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,3.21,Made,8.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,
460,PT06M09.00S,2022-12-03T03:45:40.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,12.697109067017081,41.911764705882355,1610612762,81,71,2022-12-03T03:45:46Z,4520000,False,40.0,67.0,1,left,MISS J. Clarkson 7' driving floating Shot - blocked,"[203903, 1626167]",1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,7.82,Missed,,,,,,,,,,,,,,,Turner,1626167.0
461,PT06M09.00S,2022-12-03T03:45:40.1Z,3,REGULAR,block,,[],1626167,,,1610612762,81,71,2022-12-03T03:45:43Z,4530000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
462,PT06M09.00S,2022-12-03T03:45:40.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,81,71,2022-12-03T03:45:46Z,4540000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,460.0,,,,,
476,PT05M59.00S,2022-12-03T03:45:55.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612762,81,71,2022-12-03T03:49:32Z,4555000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,202041.0,,,,,,,,,,,,,,,,,,,
465,PT05M48.00S,2022-12-03T03:46:18.4Z,3,REGULAR,foul,personal,[],203903,,,1610612754,81,71,2022-12-03T03:46:23Z,4570000,False,,,0,,J. Clarkson personal FOUL (3 PF),"[203903, 1629614]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,202041.0,,,,,,,,,,3.0,1.0,Nembhard,1629614.0,,,,,,
467,PT05M48.00S,2022-12-03T03:46:23.0Z,3,REGULAR,substitution,out,[],1629012,,,1610612754,81,71,2022-12-03T03:46:29Z,4590000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT05M48.00S,2022-12-03T03:46:23.0Z,3,REGULAR,substitution,out,[],1629020,,,1610612754,81,71,2022-12-03T03:46:29Z,4600000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT05M48.00S,2022-12-03T03:46:23.0Z,3,REGULAR,substitution,in,[],1629659,,,1610612754,81,71,2022-12-03T03:46:29Z,4610000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT05M48.00S,2022-12-03T03:46:23.0Z,3,REGULAR,substitution,in,[],1631117,,,1610612754,81,71,2022-12-03T03:46:29Z,4620000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT05M38.00S,2022-12-03T03:46:47.7Z,3,REGULAR,turnover,bad pass,[],1627741,,,1610612754,81,71,2022-12-03T03:46:52Z,4630000,False,,,0,,B. Hield bad pass TURNOVER (4 TO),"[1627741, 1628374]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,4.0,,,,,,,Markkanen,1628374.0,,,,,,,,,,
472,PT05M38.00S,2022-12-03T03:46:47.7Z,3,REGULAR,steal,,[],1628374,,,1610612762,81,71,2022-12-03T03:46:49Z,4640000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
473,PT05M32.00S,2022-12-03T03:46:53.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631117,7.5722733245729295,41.66666666666667,1610612762,83,71,2022-12-03T03:47:00Z,4650000,False,42.0,19.0,1,left,W. Kessler alley-oop DUNK (6 PTS) (T. Horton-Tucker 5 AST),"[1631117, 1629659]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,4.57,Made,6.0,T. Horton-Tucker,1629659.0,5.0,,,,,,,,,,,,
475,PT05M27.00S,2022-12-03T03:47:03.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,83,71,2022-12-03T03:47:03Z,4670000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT05M27.00S,2022-12-03T03:49:38.6Z,3,REGULAR,substitution,out,[],1630169,,,1610612754,83,71,2022-12-03T03:50:03Z,4680000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT05M27.00S,2022-12-03T03:49:38.6Z,3,REGULAR,substitution,out,[],1627741,,,1610612754,83,71,2022-12-03T03:50:03Z,4690000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT05M27.00S,2022-12-03T03:49:38.6Z,3,REGULAR,substitution,in,[],1630174,,,1610612754,83,71,2022-12-03T03:50:03Z,4700000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT05M27.00S,2022-12-03T03:49:38.6Z,3,REGULAR,substitution,in,[],204456,,,1610612754,83,71,2022-12-03T03:50:03Z,4710000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT05M20.00S,2022-12-03T03:50:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,82.7365308804205,38.970588235294116,1610612754,83,71,2022-12-03T03:50:25Z,4720000,False,-55.0,110.0,1,right,MISS B. Mathurin 12' floating Shot,[1631097],1610612754.0,IND,floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,12.28,Missed,,,,,,,,,,,,,,,,
