shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-14T02:10:24.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-14T02:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:58,4,PT11M58.00S,2022-12-14T02:10:26.2Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2022-12-14T02:10:26Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. K. Olynyk: Tip to C. McCollum,"[203468, 202685, 203482]",3,1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Olynyk,203482.0,,,,,,,,,,,,,,,,,,,,,,
11:42,7,PT11M42.00S,2022-12-14T02:10:42.7Z,1,REGULAR,foul,personal,['2freethrow'],203903,,,1610612740,0,0,2022-12-14T02:11:03Z,70000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Jones 2 FT),"[203903, 1630529]",00,1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,1628172.0,1.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,
11:42,9,PT11M42.00S,2022-12-14T02:11:09.2Z,1,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,0,1,2022-12-14T02:11:09Z,90000,False,,,0,,H. Jones Free Throw 1 of 2 (1 PTS),[1630529],5,1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
11:42,10,PT11M42.00S,2022-12-14T02:11:23.8Z,1,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,0,2,2022-12-14T02:11:23Z,100000,False,,,0,,H. Jones Free Throw 2 of 2 (2 PTS),[1630529],5,1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11:29,11,PT11M29.00S,2022-12-14T02:11:38.8Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,0,2,2022-12-14T02:11:44Z,110000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 203468]",11,1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,McCollum,203468.0,,,,,,,,,,
11:29,12,PT11M29.00S,2022-12-14T02:11:38.8Z,1,REGULAR,steal,,[],203468,,,1610612740,0,2,2022-12-14T02:11:40Z,120000,False,,,0,,C. McCollum STEAL (1 STL),[203468],3,1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
11:21,13,PT11M21.00S,2022-12-14T02:11:46.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203468,67.62483574244416,34.55882352941176,1610612740,0,5,2022-12-14T02:11:50Z,130000,False,-77.0,252.0,1,right,C. McCollum 26' 3PT  (3 PTS) (Z. Williamson 1 AST),"[203468, 1629627]",3,1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,26.34,Z. Williamson,1629627.0,1.0,,,,,,
11:05,15,PT11M05.00S,2022-12-14T02:12:02.1Z,1,REGULAR,3pt,Jump Shot,[],203482,25.18068331143233,14.460784313725492,1610612762,0,5,2022-12-14T02:12:07Z,150000,False,178.0,184.0,1,left,MISS K. Olynyk 25' 3PT,[203482],41,1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.59,,,,,,,,,
11:02,16,PT11M02.00S,2022-12-14T02:12:05.1Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612762,0,5,2022-12-14T02:12:07Z,160000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:0),[1629020],8,1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,15.0,1.0,0.0,1.0,,
11:00,17,PT11M00.00S,2022-12-14T02:12:10.3Z,1,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,0,5,2022-12-14T02:12:16Z,170000,False,,,0,,J. Clarkson step out-of-bounds TURNOVER (1 TO),[203903],00,1610612762.0,UTA,step,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,1628172.0,,,,,,,1.0,,,,,,,,,,,,
10:45,18,PT10M45.00S,2022-12-14T02:12:34.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,69.59592641261499,78.43137254901961,1610612740,0,5,2022-12-14T02:12:40Z,180000,False,142.0,233.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],25,1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,27.32,,,,,,,,,
10:41,19,PT10M41.00S,2022-12-14T02:12:38.4Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,0,5,2022-12-14T02:12:40Z,190000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,18.0,1.0,0.0,1.0,,
10:40,20,PT10M40.00S,2022-12-14T02:12:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202685,92.72339027595268,53.92156862745098,1610612740,0,7,2022-12-14T02:13:34Z,200000,False,20.0,16.0,1,right,J. Valanciunas putback Layup (2 PTS),[202685],17,1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,2.52,,,,,,,,,
10:27,21,PT10M27.00S,2022-12-14T02:12:51.6Z,1,REGULAR,3pt,Jump Shot,[],1628374,13.87976346911958,95.09803921568627,1610612762,3,7,2022-12-14T02:12:56Z,210000,False,-225.0,78.0,1,left,L. Markkanen 3PT  (3 PTS) (M. Conley 1 AST),"[1628374, 201144]",23,1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,23.86,M. Conley,201144.0,1.0,,,,,,
10:15,23,PT10M15.00S,2022-12-14T02:13:03.3Z,1,REGULAR,3pt,Jump Shot,[],1629627,69.20170827858082,72.30392156862744,1610612740,3,7,2022-12-14T02:13:08Z,230000,False,112.0,237.0,1,right,MISS Z. Williamson 26' 3PT,[1629627],1,1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.19,,,,,,,,,
